movement,phase,aspect_id,aspect_name,video_id,aspect_deviation
2a_2,f1,12,Cervikalrygg i neutral lordos i sagittalplan,030,0.0
2a_2,f1,12,Cervikalrygg i neutral lordos i sagittalplan,045,0.256
2a_2,f1,12,Cervikalrygg i neutral lordos i sagittalplan,047,0.2526
2a_2,f1,12,Cervikalrygg i neutral lordos i sagittalplan,059,0.1044
2a_2,f1,12,Cervikalrygg i neutral lordos i sagittalplan,061,1.0
2a_2,f1,12,Cervikalrygg i neutral lordos i sagittalplan,074,1.0
2a_2,f1,12,Cervikalrygg i neutral lordos i sagittalplan,076,0.2648
2a_2,f1,12,Cervikalrygg i neutral lordos i sagittalplan,091,0.0475
2a_2,f1,12,Cervikalrygg i neutral lordos i sagittalplan,093,0.7626
2a_2,f1,13,Axlarna symmetriska och i samma nivå,028,0.0
2a_2,f1,13,Axlarna symmetriska och i samma nivå,030,0.0
2a_2,f1,13,Axlarna symmetriska och i samma nivå,045,0.4878
2a_2,f1,13,Axlarna symmetriska och i samma nivå,047,1.0
2a_2,f1,13,Axlarna symmetriska och i samma nivå,059,1.0
2a_2,f1,13,Axlarna symmetriska och i samma nivå,061,0.0478
2a_2,f1,13,Axlarna symmetriska och i samma nivå,074,0.8902
2a_2,f1,13,Axlarna symmetriska och i samma nivå,076,0.2551
2a_2,f1,13,Axlarna symmetriska och i samma nivå,091,0.1159
2a_2,f1,13,Axlarna symmetriska och i samma nivå,093,0.4692
2a_2,f1,14,Överarmarna längs med bålen,028,0.0
2a_2,f1,14,Överarmarna längs med bålen,030,0.0
2a_2,f1,14,Överarmarna längs med bålen,045,0.46
2a_2,f1,14,Överarmarna längs med bålen,047,0.8005
2a_2,f1,14,Överarmarna längs med bålen,059,0.2557
2a_2,f1,14,Överarmarna längs med bålen,061,0.756
2a_2,f1,14,Överarmarna längs med bålen,074,0.0319
2a_2,f1,14,Överarmarna längs med bålen,076,0.0952
2a_2,f1,14,Överarmarna längs med bålen,091,1.0
2a_2,f1,14,Överarmarna längs med bålen,093,1.0
2a_2,f1,15,Bålen placerad rakt över bäckenet i sagittalplan,028,0.0
2a_2,f1,15,Bålen placerad rakt över bäckenet i sagittalplan,030,0.0
2a_2,f1,15,Bålen placerad rakt över bäckenet i sagittalplan,045,0.9369
2a_2,f1,15,Bålen placerad rakt över bäckenet i sagittalplan,047,0.2625
2a_2,f1,15,Bålen placerad rakt över bäckenet i sagittalplan,059,0.5528
2a_2,f1,15,Bålen placerad rakt över bäckenet i sagittalplan,061,0.7228
2a_2,f1,15,Bålen placerad rakt över bäckenet i sagittalplan,074,0.4943
2a_2,f1,15,Bålen placerad rakt över bäckenet i sagittalplan,076,0.789
2a_2,f1,15,Bålen placerad rakt över bäckenet i sagittalplan,091,0.4496
2a_2,f1,15,Bålen placerad rakt över bäckenet i sagittalplan,093,0.5117
2a_2,f3,3,Knäna fortsätter böjas och rör sig framåt initialt.,028,0.0
2a_2,f3,3,Knäna fortsätter böjas och rör sig framåt initialt.,030,0.0
2a_2,f3,3,Knäna fortsätter böjas och rör sig framåt initialt.,045,1.0
2a_2,f3,3,Knäna fortsätter böjas och rör sig framåt initialt.,047,1.0
2a_2,f3,3,Knäna fortsätter böjas och rör sig framåt initialt.,059,0.2954
2a_2,f3,3,Knäna fortsätter böjas och rör sig framåt initialt.,061,0.0571
2a_2,f3,3,Knäna fortsätter böjas och rör sig framåt initialt.,074,0.2553
2a_2,f3,3,Knäna fortsätter böjas och rör sig framåt initialt.,076,0.4571
2a_2,f3,3,Knäna fortsätter böjas och rör sig framåt initialt.,091,0.9219
2a_2,f3,3,Knäna fortsätter böjas och rör sig framåt initialt.,093,0.9357
2a_2,f3,4,Knäna bibehålls riktade mot mellersta tån,028,0.0
2a_2,f3,4,Knäna bibehålls riktade mot mellersta tån,030,0.0
2a_2,f3,4,Knäna bibehålls riktade mot mellersta tån,045,0.3103
2a_2,f3,4,Knäna bibehålls riktade mot mellersta tån,047,0.6903
2a_2,f3,4,Knäna bibehålls riktade mot mellersta tån,059,0.9898
2a_2,f3,4,Knäna bibehålls riktade mot mellersta tån,061,0.4575
2a_2,f3,4,Knäna bibehålls riktade mot mellersta tån,074,0.5796
2a_2,f3,4,Knäna bibehålls riktade mot mellersta tån,076,0.4672
2a_2,f3,4,Knäna bibehålls riktade mot mellersta tån,091,0.4659
2a_2,f3,4,Knäna bibehålls riktade mot mellersta tån,093,0.99
2a_2,f3,5,Kontrollerad sänkning av kroppen,028,0.0
2a_2,f3,5,Kontrollerad sänkning av kroppen,030,0.0
2a_2,f3,5,Kontrollerad sänkning av kroppen,045,1.0
2a_2,f3,5,Kontrollerad sänkning av kroppen,047,0.4112
2a_2,f3,5,Kontrollerad sänkning av kroppen,059,0.9583
2a_2,f3,5,Kontrollerad sänkning av kroppen,061,1.0
2a_2,f3,5,Kontrollerad sänkning av kroppen,074,0.5143
2a_2,f3,5,Kontrollerad sänkning av kroppen,076,0.2475
2a_2,f3,5,Kontrollerad sänkning av kroppen,091,0.4354
2a_2,f3,5,Kontrollerad sänkning av kroppen,093,0.5249
2a_2,f3,7,Förflyttar bäckenet bakåt/nedåt kontrollerat och symmetriskt,028,0.0
2a_2,f3,7,Förflyttar bäckenet bakåt/nedåt kontrollerat och symmetriskt,030,0.0
2a_2,f3,7,Förflyttar bäckenet bakåt/nedåt kontrollerat och symmetriskt,045,0.5747
2a_2,f3,7,Förflyttar bäckenet bakåt/nedåt kontrollerat och symmetriskt,047,0.3844
2a_2,f3,7,Förflyttar bäckenet bakåt/nedåt kontrollerat och symmetriskt,059,0.3292
2a_2,f3,7,Förflyttar bäckenet bakåt/nedåt kontrollerat och symmetriskt,061,0.4818
2a_2,f3,7,Förflyttar bäckenet bakåt/nedåt kontrollerat och symmetriskt,074,0.5983
2a_2,f3,7,Förflyttar bäckenet bakåt/nedåt kontrollerat och symmetriskt,076,0.4895
2a_2,f3,7,Förflyttar bäckenet bakåt/nedåt kontrollerat och symmetriskt,091,0.5933
2a_2,f3,7,Förflyttar bäckenet bakåt/nedåt kontrollerat och symmetriskt,093,0.9841
2a_2,f3,8,Knäna bibehålls riktade mot mellersta tån,028,0.0
2a_2,f3,8,Knäna bibehålls riktade mot mellersta tån,030,0.0
2a_2,f3,8,Knäna bibehålls riktade mot mellersta tån,045,0.3934
2a_2,f3,8,Knäna bibehålls riktade mot mellersta tån,047,0.014
2a_2,f3,8,Knäna bibehålls riktade mot mellersta tån,059,0.5676
2a_2,f3,8,Knäna bibehålls riktade mot mellersta tån,061,1.0
2a_2,f3,8,Knäna bibehålls riktade mot mellersta tån,074,1.0
2a_2,f3,8,Knäna bibehålls riktade mot mellersta tån,076,0.2063
2a_2,f3,8,Knäna bibehålls riktade mot mellersta tån,091,0.961
