Index,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
488,"-0,015","0,094","0,132","0,039","-0,074","-0,118","-0,183","-0,060","0,424","0,059","0,225","0,039","0,002","-0,073","0,093","-0,106","-0,128","0,004","0,048","-0,111","0,021"
489,"0,046","0,073","0,074","0,100","-0,134","-0,110","-0,007","-0,031","0,281","-0,008","0,075","-0,042","-0,007","0,059","0,062","-0,170","0,048","0,082","0,034","-0,228","-0,131"
490,"0,046","0,073","0,074","0,042","-0,054","0,002","-0,079","-0,014","0,093","0,032","0,034","0,047","0,045","0,070","-0,029","-0,066","0,087","-0,017","-0,047","-0,242","0,081"
491,"0,046","0,073","0,074","-0,021","-0,064","-0,057","-0,040","-0,041","-0,280","-0,087","0,050","0,024","0,114","-0,060","-0,005","0,000","0,038","-0,043","-0,092","-0,384","0,073"
492,"0,046","0,073","0,074","0,103","0,006","-0,009","0,011","-0,144","-0,447","0,047","-0,012","-0,064","0,039","-0,008","-0,123","0,106","0,061","0,040","-0,047","-0,242","0,081"
493,"-0,076","0,131","0,054","0,040","-0,064","-0,058","0,193","-0,027","-0,486","-0,087","0,050","0,024","0,099","-0,130","-0,184","0,297","0,079","0,060","0,031","-0,151","-0,093"
494,"-0,015","-0,004","0,037","0,161","-0,074","-0,121","0,060","-0,069","-0,656","0,032","-0,147","-0,077","-0,025","-0,050","-0,164","0,125","0,106","0,003","-0,082","-0,071","0,027"
495,"0,046","0,073","0,074","0,100","-0,134","-0,110","-0,183","-0,067","-0,642","-0,075","-0,075","-0,122","0,036","-0,172","-0,225","0,165","0,178","0,111","-0,078","0,146","-0,115"
496,"-0,076","0,053","0,017","0,100","-0,134","-0,110","0,014","-0,011","-0,416","-0,119","0,067","-0,120","-0,077","-0,060","-0,072","0,154","0,093","0,103","-0,004","0,020","-0,147"
497,"-0,076","0,091","-0,061","0,039","-0,074","-0,118","0,089","-0,014","-0,169","0,130","0,092","-0,096","-0,131","0,015","0,027","0,087","0,159","-0,053","-0,078","0,146","-0,115"
498,"-0,015","0,226","-0,044","0,040","-0,064","-0,058","-0,082","-0,088","0,048","0,095","-0,076","-0,031","-0,071","0,018","0,021","-0,009","0,079","0,002","-0,066","0,089","-0,097"
499,"0,046","0,070","-0,119","0,039","-0,134","-0,109","-0,008","0,028","0,267","-0,068","0,083","-0,053","0,056","0,101","0,103","0,045","-0,040","-0,214","-0,043","-0,025","-0,060"
500,"0,046","0,030","-0,234","0,037","-0,084","-0,179","0,010","0,100","0,563","0,007","0,210","-0,029","0,053","0,187","0,111","-0,087","0,059","-0,163","-0,023","-0,062","0,015"
501,"-0,076","-0,085","-0,193","0,100","-0,195","-0,100","0,007","-0,033","0,532","-0,008","0,075","-0,042","0,056","0,226","0,158","0,046","-0,056","-0,032","0,048","-0,111","0,021"
502,"-0,015","-0,065","-0,136","0,162","-0,065","-0,061","0,000","-0,003","0,400","0,028","-0,045","0,013","-0,007","0,184","0,117","0,064","-0,138","-0,121","-0,027","-0,279","0,157"
503,"-0,015","-0,082","0,000","-0,083","-0,254","-0,086","-0,004","0,042","0,326","-0,047","0,009","0,113","0,065","0,093","0,188","0,095","-0,024","0,032","0,012","-0,233","0,070"
504,"0,046","-0,102","-0,058","0,101","-0,125","-0,050","-0,026","0,016","-0,043","0,067","0,021","-0,142","0,108","0,112","0,011","0,114","0,020","-0,005","-0,068","-0,205","0,006"
505,"-0,015","-0,062","0,057","0,101","-0,064","-0,060","0,031","0,060","-0,120","0,312","0,147","-0,027","0,036","0,203","-0,060","-0,085","0,043","0,020","0,087","-0,066","-0,066"
506,"0,106","-0,042","0,115","-0,079","0,076","0,045","0,074","0,048","-0,434","0,177","0,209","0,062","-0,019","0,028","-0,070","-0,028","0,034","0,039","0,064","0,048","-0,102"
507,"0,107","-0,004","0,037","0,045","0,026","0,112","-0,044","0,004","-0,353","0,114","0,138","0,016","0,048","-0,141","-0,093","0,112","-0,106","-0,057","0,061","0,125","-0,064"
