Index,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
0,"0,986","-0,168","-0,002","0,000","0,997","-0,081","0,009","0,000","0,993","-0,117","0,029","0,000","0,821","0,559","-0,116","0,000","0,904","0,425","0,055","0,000","0,896","0,409","-0,172","0,000","0,806","0,579","0,119","0,000"
1,"0,986","-0,169","0,001","0,000","0,996","-0,085","0,012","0,000","0,992","-0,119","0,029","0,000","0,822","0,559","-0,113","0,000","0,903","0,425","0,055","0,000","0,896","0,408","-0,173","0,000","0,805","0,581","0,119","0,000"
2,"0,986","-0,170","0,001","0,000","0,996","-0,085","0,013","0,000","0,992","-0,119","0,029","0,000","0,822","0,559","-0,113","0,000","0,903","0,425","0,056","0,000","0,897","0,408","-0,173","0,000","0,805","0,581","0,119","0,000"
3,"0,986","-0,169","0,000","0,000","0,997","-0,081","0,013","0,000","0,992","-0,119","0,028","0,000","0,822","0,558","-0,113","0,000","0,904","0,425","0,055","0,000","0,896","0,408","-0,173","0,000","0,805","0,581","0,119","0,000"
4,"0,986","-0,169","0,000","0,000","0,997","-0,081","0,013","0,000","0,992","-0,119","0,028","0,000","0,822","0,558","-0,113","0,000","0,903","0,425","0,055","0,000","0,897","0,408","-0,173","0,000","0,805","0,581","0,119","0,000"
5,"0,986","-0,168","0,000","0,000","0,997","-0,080","0,013","0,000","0,993","-0,118","0,028","0,000","0,822","0,558","-0,113","0,000","0,904","0,425","0,055","0,000","0,896","0,409","-0,173","0,000","0,805","0,581","0,119","0,000"
6,"0,986","-0,169","0,000","0,000","0,997","-0,080","0,013","0,000","0,993","-0,118","0,028","0,000","0,822","0,558","-0,113","0,000","0,904","0,424","0,055","0,000","0,896","0,409","-0,173","0,000","0,805","0,581","0,119","0,000"
7,"0,986","-0,169","0,000","0,000","0,997","-0,079","0,012","0,000","0,993","-0,117","0,028","0,000","0,823","0,557","-0,113","0,000","0,904","0,425","0,055","0,000","0,896","0,408","-0,174","0,000","0,805","0,581","0,119","0,000"
8,"0,986","-0,169","0,000","0,000","0,997","-0,079","0,012","0,000","0,993","-0,117","0,028","0,000","0,823","0,557","-0,113","0,000","0,904","0,425","0,055","0,000","0,896","0,408","-0,174","0,000","0,805","0,581","0,119","0,000"
9,"0,986","-0,169","-0,001","0,000","0,997","-0,079","0,012","0,000","0,993","-0,117","0,028","0,000","0,823","0,557","-0,113","0,000","0,904","0,425","0,055","0,000","0,896","0,407","-0,174","0,000","0,805","0,581","0,119","0,000"
10,"0,985","-0,172","-0,002","0,000","0,997","-0,082","0,011","0,000","0,992","-0,119","0,029","0,000","0,822","0,558","-0,115","0,001","0,905","0,423","0,055","0,000","0,897","0,408","-0,172","-0,001","0,806","0,579","0,120","-0,001"
11,"0,986","-0,169","-0,001","0,000","0,997","-0,082","0,014","0,000","0,993","-0,118","0,027","0,000","0,823","0,557","-0,115","0,001","0,904","0,425","0,056","0,000","0,897","0,406","-0,173","0,000","0,805","0,581","0,119","0,000"
12,"0,985","-0,170","0,002","0,000","0,997","-0,081","0,011","0,000","0,993","-0,116","0,029","0,000","0,822","0,558","-0,116","0,002","0,905","0,423","0,055","0,000","0,896","0,408","-0,174","0,000","0,806","0,579","0,121","-0,001"
13,"0,986","-0,168","0,000","0,000","0,996","-0,084","0,013","0,000","0,993","-0,118","0,027","0,000","0,821","0,559","-0,114","0,000","0,904","0,425","0,055","0,000","0,897","0,406","-0,175","0,001","0,805","0,581","0,119","0,000"
14,"0,985","-0,170","-0,002","0,000","0,997","-0,081","0,012","0,000","0,993","-0,115","0,026","0,000","0,822","0,557","-0,115","0,001","0,904","0,423","0,054","0,000","0,896","0,408","-0,175","0,000","0,806","0,580","0,121","-0,002"
15,"0,986","-0,167","-0,003","-0,001","0,997","-0,082","0,015","0,000","0,993","-0,114","0,029","0,000","0,821","0,559","-0,116","0,002","0,905","0,422","0,057","-0,001","0,895","0,411","-0,175","0,000","0,806","0,580","0,119","0,000"
16,"0,986","-0,166","-0,001","0,000","0,997","-0,079","0,014","0,000","0,993","-0,117","0,029","0,000","0,820","0,561","-0,116","0,001","0,904","0,424","0,056","-0,001","0,894","0,412","-0,177","0,000","0,806","0,579","0,121","-0,001"
17,"0,986","-0,168","-0,001","0,000","0,997","-0,082","0,012","0,000","0,993","-0,118","0,026","-0,001","0,821","0,559","-0,114","0,000","0,905","0,423","0,054","0,000","0,895","0,410","-0,175","0,000","0,805","0,580","0,122","-0,002"
18,"0,986","-0,167","0,001","0,000","0,996","-0,084","0,013","0,000","0,993","-0,116","0,028","0,000","0,822","0,558","-0,115","0,001","0,904","0,424","0,056","-0,001","0,896","0,408","-0,174","0,000","0,805","0,581","0,119","0,000"
19,"0,986","-0,169","-0,001","0,000","0,997","-0,081","0,013","0,000","0,992","-0,119","0,028","0,000","0,823","0,557","-0,113","0,000","0,904","0,425","0,053","0,001","0,897","0,406","-0,174","0,000","0,806","0,579","0,120","-0,001"
20,"0,986","-0,168","-0,003","-0,001","0,997","-0,078","0,013","0,000","0,993","-0,116","0,029","0,000","0,822","0,557","-0,115","0,001","0,905","0,423","0,055","0,000","0,896","0,407","-0,176","0,001","0,805","0,581","0,119","0,000"
21,"0,985","-0,171","-0,002","0,000","0,997","-0,081","0,012","0,000","0,992","-0,119","0,028","0,000","0,823","0,555","-0,116","0,002","0,904","0,425","0,054","0,000","0,896","0,408","-0,174","0,000","0,806","0,579","0,119","0,000"
22,"0,986","-0,168","-0,002","0,000","0,997","-0,082","0,009","0,000","0,993","-0,116","0,030","0,000","0,822","0,557","-0,117","0,003","0,905","0,423","0,054","0,000","0,897","0,406","-0,174","0,000","0,805","0,580","0,121","-0,001"
23,"0,986","-0,166","0,000","0,000","0,996","-0,083","0,012","0,000","0,993","-0,118","0,027","-0,001","0,823","0,557","-0,115","0,001","0,904","0,425","0,053","0,001","0,896","0,408","-0,174","0,000","0,804","0,582","0,121","-0,001"
24,"0,986","-0,168","-0,001","0,000","0,997","-0,080","0,012","0,000","0,993","-0,116","0,029","0,000","0,824","0,555","-0,114","0,001","0,904","0,424","0,055","0,000","0,895","0,410","-0,174","-0,001","0,805","0,580","0,120","-0,001"
25,"0,986","-0,169","0,001","0,000","0,997","-0,083","0,011","0,000","0,993","-0,117","0,027","-0,001","0,823","0,556","-0,115","0,001","0,905","0,422","0,054","0,000","0,896","0,408","-0,175","0,000","0,806","0,579","0,119","0,000"
26,"0,986","-0,168","-0,001","0,000","0,997","-0,080","0,012","0,000","0,993","-0,115","0,028","0,000","0,824","0,556","-0,113","0,000","0,904","0,424","0,055","0,000","0,897","0,406","-0,174","0,000","0,805","0,581","0,120","0,000"
27,"0,985","-0,170","0,001","0,000","0,997","-0,080","0,015","0,000","0,993","-0,118","0,029","0,000","0,824","0,554","-0,115","0,001","0,903","0,426","0,054","0,000","0,896","0,408","-0,173","-0,001","0,806","0,579","0,121","-0,001"
28,"0,986","-0,168","-0,001","0,000","0,997","-0,079","0,012","0,000","0,993","-0,119","0,026","-0,001","0,823","0,556","-0,114","0,000","0,904","0,424","0,054","0,000","0,896","0,408","-0,176","0,000","0,807","0,579","0,118","0,000"
29,"0,985","-0,171","-0,001","0,000","0,997","-0,082","0,012","0,000","0,993","-0,117","0,028","0,000","0,822","0,558","-0,115","0,001","0,903","0,426","0,055","0,000","0,896","0,408","-0,173","0,000","0,806","0,580","0,119","0,000"
30,"0,985","-0,170","-0,001","0,000","0,997","-0,082","0,012","0,000","0,993","-0,117","0,028","0,000","0,822","0,558","-0,115","0,001","0,903","0,426","0,055","0,000","0,897","0,408","-0,174","0,000","0,806","0,580","0,119","0,000"
31,"0,985","-0,170","-0,001","0,000","0,997","-0,082","0,012","0,000","0,993","-0,117","0,028","0,000","0,822","0,558","-0,115","0,001","0,903","0,426","0,055","0,000","0,897","0,407","-0,174","0,000","0,806","0,580","0,119","-0,001"
32,"0,985","-0,170","-0,001","0,000","0,997","-0,082","0,012","0,000","0,993","-0,117","0,028","0,000","0,822","0,557","-0,115","0,001","0,903","0,425","0,055","0,000","0,896","0,407","-0,174","0,000","0,806","0,580","0,120","-0,001"
33,"0,986","-0,170","-0,001","0,000","0,997","-0,082","0,013","0,000","0,993","-0,117","0,028","0,000","0,822","0,557","-0,114","0,001","0,903","0,425","0,056","-0,001","0,897","0,407","-0,174","0,000","0,806","0,580","0,120","-0,001"
34,"0,985","-0,170","-0,001","0,000","0,997","-0,082","0,012","0,000","0,993","-0,117","0,029","0,000","0,822","0,558","-0,114","0,001","0,903","0,425","0,056","-0,001","0,897","0,407","-0,174","0,000","0,806","0,580","0,120","-0,001"
35,"0,985","-0,170","-0,001","0,000","0,997","-0,081","0,012","0,000","0,993","-0,117","0,028","0,000","0,822","0,558","-0,114","0,001","0,903","0,425","0,055","0,000","0,897","0,407","-0,174","0,000","0,806","0,580","0,120","-0,001"
36,"0,985","-0,170","-0,001","0,000","0,997","-0,081","0,012","0,000","0,993","-0,118","0,029","0,000","0,822","0,558","-0,114","0,000","0,903","0,425","0,055","0,000","0,896","0,408","-0,174","0,000","0,806","0,580","0,120","-0,001"
37,"0,986","-0,170","-0,001","0,000","0,997","-0,081","0,012","0,000","0,993","-0,117","0,029","0,000","0,822","0,557","-0,114","0,000","0,903","0,425","0,055","0,000","0,896","0,408","-0,174","0,000","0,806","0,580","0,120","-0,001"
38,"0,986","-0,169","-0,001","0,000","0,997","-0,081","0,012","0,000","0,993","-0,118","0,029","0,000","0,822","0,557","-0,114","0,000","0,903","0,425","0,055","0,000","0,896","0,408","-0,174","0,000","0,806","0,580","0,120","-0,001"
39,"0,986","-0,169","-0,001","0,000","0,997","-0,081","0,012","0,000","0,993","-0,118","0,029","0,000","0,822","0,557","-0,114","0,000","0,904","0,425","0,055","0,000","0,896","0,408","-0,174","0,000","0,806","0,580","0,120","-0,001"
40,"0,986","-0,169","-0,001","0,000","0,997","-0,081","0,012","0,000","0,993","-0,118","0,029","0,000","0,822","0,557","-0,114","0,000","0,904","0,425","0,055","0,000","0,896","0,408","-0,174","0,000","0,806","0,580","0,120","-0,001"
41,"1,000","-0,001","0,001","-0,001","1,000","0,000","0,000","-0,001","1,000","0,002","-0,002","-0,001","1,000","0,000","0,000","-0,001","1,000","0,000","0,001","-0,001","1,000","-0,002","-0,002","-0,001","1,000","0,001","0,001","-0,001"
42,"1,000","-0,001","0,001","-0,001","1,000","-0,003","0,001","-0,001","1,000","0,000","0,000","-0,001","1,000","-0,003","0,002","-0,001","1,000","0,000","0,001","-0,001","1,000","-0,002","-0,002","-0,001","1,000","-0,001","0,001","-0,001"
43,"1,000","-0,001","0,001","-0,001","1,000","-0,003","0,001","-0,001","1,000","0,000","0,000","-0,001","1,000","-0,003","0,002","-0,001","1,000","0,000","0,001","-0,001","1,000","-0,002","0,002","-0,001","1,000","-0,001","0,001","-0,001"
