molab_frame,molab_time,video_frame,video_time,l_toe_x,l_toe_y,l_ankle_x,l_ankle_y,l_knee_x,l_knee_y,l_hip_x,l_hip_y,r_toe_x,r_toe_y,r_ankle_x,r_ankle_y,r_knee_x,r_knee_y,r_hip_x,r_hip_y
490,4.9,320,6.4,-0.2601,0.0,-0.0,0.0,0.0008331902799999999,0.4174258257,0.39291005364,0.4189941457,-0.2600989596,-0.0005212404,-0.0,0.0,-0.00166721542,0.4174258257,0.39041200042,0.41820998569999995
491,4.91,320,6.4,-0.2601,0.0,-0.0,0.0,0.0008331902799999999,0.4174258257,0.39291005364,0.4189941457,-0.2600989596,-0.0005212404,-0.0,0.0,-0.00166972,0.41742666055999994,0.39040949584,0.4182108205599999
492,4.92,321,6.42,-0.2601,0.0,-0.0,0.0,0.0008331902799999999,0.4174258257,0.39291005364,0.4189941457,-0.2600989596,-0.0005212404,-0.0,0.0,-0.00166972,0.41742666055999994,0.39040949584,0.4182108205599999
493,4.93,321,6.42,-0.26009947980000003,0.0005202,-0.0,0.0,0.0008331902799999999,0.4174258257,0.39291005364,0.4189941457,-0.26009947980000003,-1.0404e-06,-0.0,0.0,-0.00166972,0.41742666055999994,0.39040949584,0.4182108205599999
494,4.94,322,6.44,-0.26009947980000003,0.0005202,-0.0,0.0,0.00083486,0.4174258257,0.39291172335999996,0.4189941457,-0.26009947980000003,-0.0005202,-0.0,0.0,-0.00166972,0.41742666055999994,0.39040949584,0.4182108205599999
495,4.95,322,6.44,-0.26009947980000003,0.0005202,-0.0,0.0,0.00083486,0.4174258257,0.39291172335999996,0.4189941457,-0.2600989596,-0.0005212404,-0.0,0.0,-0.00166972,0.41742666055999994,0.39040949584,0.4182108205599999
496,4.96,323,6.46,-0.26009947980000003,0.0005202,-0.0,0.0,0.00083486,0.4174258257,0.39290780256,0.41977830569999997,-0.2600989596,-0.0005212404,-0.0,0.0,-0.00166972,0.41742666055999994,0.39040714336,0.41899498055999995
497,4.97,323,6.46,-0.2600989596,0.0005191595999999999,-0.0,0.0,0.00083486,0.4174258257,0.39290701840000003,0.41977987402,-0.2600989596,-0.0005212404,-0.0,0.0,-0.00166805028,0.4174258257,0.39040881308,0.4189941457
498,4.98,324,6.48,-0.2600989596,0.0005191595999999999,-0.0,0.0,0.00083652972,0.4174258257,0.39290868812,0.41978065818,-0.2600989596,-0.0005212404,-0.0,0.0,-0.00166805028,0.4174258257,0.39040881308,0.4189941457
499,4.99,324,6.48,-0.2601,0.0,-0.0,0.0,0.00083652972,0.4174258257,0.39291260891999996,0.41899649817999995,-0.260097399,-0.0005222808,-0.0,0.0,-0.00166805028,0.4174258257,0.39040802892,0.41899257737999995
