Index,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
0,"-0,040","0,102","-0,122","-0,007","0,141","-0,254","0,135","0,259","0,097","0,647","0,015","0,371","-0,002","-0,084","0,035","-0,358","-0,249","0,034","-0,011","-0,141","-0,202"
1,"0,216","0,118","-0,089","-0,212","0,035","-0,453","-0,345","0,158","0,209","0,519","0,122","0,447","0,229","-0,095","-0,066","-1,472","0,112","-0,328","0,569","0,111","-0,244"
2,"0,177","-0,023","-0,057","-0,128","-0,049","-0,216","0,147","-0,012","0,238","0,220","0,114","0,297","-0,087","-0,206","0,038","-0,119","0,017","0,078","0,025","-0,069","0,028"
3,"0,223","0,033","-0,104","-0,361","0,062","-0,109","-0,035","-0,009","0,258","-0,020","0,027","0,259","-0,155","-0,035","0,122","0,058","0,128","0,218","-0,029","0,015","0,139"
4,"0,098","-0,184","0,070","0,217","0,136","0,134","0,136","-0,122","0,158","-0,014","0,026","0,123","-0,032","0,032","0,174","0,180","0,345","0,184","0,134","-0,043","0,261"
5,"0,085","-0,135","0,036","0,160","0,218","0,168","0,242","-0,126","0,009","0,060","-0,083","-0,092","0,081","0,014","0,214","0,180","0,345","0,184","0,152","-0,007","0,376"
6,"0,072","-0,086","0,002","0,215","0,191","0,107","0,123","0,012","0,020","0,309","-0,133","-0,189","0,092","-0,024","0,168","0,093","0,432","-0,120","0,158","0,209","-0,016"
7,"0,191","0,095","-0,221","0,099","0,219","0,174","0,045","-0,126","-0,106","0,861","-0,039","-0,274","-0,145","-0,073","0,076","-0,012","0,272","-0,099","-0,015","0,103","-0,020"
8,"-0,402","0,144","-0,032","0,207","0,027","0,052","-0,036","-0,209","-0,260","0,669","-0,015","-0,092","-0,257","0,093","-0,088","0,039","0,112","-0,172","0,063","0,296","-0,093"
9,"-0,093","0,418","-0,194","0,235","0,217","0,297","0,036","-0,100","-0,188","0,358","0,088","-0,024","-0,220","0,037","-0,033","-0,078","0,063","-0,250","-0,037","0,143","-0,094"
10,"-0,102","0,623","-0,115","-0,045","0,113","-0,031","0,112","-0,098","-0,059","0,355","0,061","0,057","-0,115","0,206","-0,071","-0,173","-0,187","-0,331","-0,217","0,164","-0,331"
11,"0,143","0,280","-0,047","-0,110","0,032","-0,052","0,136","0,068","0,128","0,416","0,008","0,088","-0,058","-0,075","0,015","-0,229","-0,196","-0,147","-0,132","0,060","-0,311"
12,"0,203","0,167","-0,123","-0,004","-0,105","-0,201","0,110","0,155","0,431","0,598","0,067","0,069","0,008","0,001","0,047","-0,206","-0,397","-0,149","-0,033","-0,102","-0,276"
13,"0,448","-0,176","-0,054","0,107","-0,024","-0,322","-0,132","0,159","0,459","0,476","0,064","0,063","0,025","0,023","0,194","-0,164","-0,487","0,081","0,273","-0,255","-0,146"
14,"0,336","-0,275","-0,044","-0,081","-0,049","-0,357","-0,096","0,055","0,786","0,352","0,034","0,139","0,091","0,099","0,226","-0,250","-0,516","0,134","0,205","-0,283","-0,191"
15,"0,284","-0,367","-0,046","-0,077","0,033","-0,330","-0,006","0,049","0,501","-0,020","0,081","0,231","0,138","0,005","0,234","-0,150","-0,504","0,024","0,281","-0,551","-0,054"
16,"0,299","-0,536","-0,076","-0,083","0,006","-0,384","0,173","0,100","0,452","-0,200","-0,005","0,196","0,101","0,061","0,179","-0,105","-0,405","-0,058","0,537","-0,696","0,145"
17,"0,192","-0,479","0,047","-0,042","-0,212","-0,554","0,109","0,019","0,434","-0,075","-0,084","0,175","0,045","-0,054","0,102","0,056","-0,236","-0,264","0,605","-0,667","0,190"
18,"-0,111","-0,430","0,124","0,119","0,030","-0,213","0,108","-0,181","-0,085","-0,011","-0,165","0,151","-0,058","-0,075","0,015","0,031","-0,109","-0,306","0,444","-0,440","0,209"
19,"-0,237","-0,360","0,164","0,010","-0,106","-0,066","-0,161","-0,289","-0,272","0,297","-0,131","0,083","-0,199","-0,040","-0,126","0,297","0,009","-0,018","0,368","-0,172","0,071"
20,"-0,296","-0,367","0,177","0,135","-0,026","-0,050","-0,096","-0,208","-0,253","0,364","-0,130","-0,050","-0,323","0,017","-0,120","0,370","0,055","-0,014","0,094","0,105","-0,103"
21,"-0,362","-0,123","0,006","-0,215","-0,022","0,123","-0,174","-0,346","-0,379","0,239","-0,160","0,026","-0,400","-0,021","-0,106","0,245","0,169","0,055","-0,122","0,247","-0,113"
22,"-0,132","0,277","-0,163","-0,086","-0,052","0,191","-0,154","-0,261","-0,218","-0,004","-0,057","-0,040","-0,306","0,038","0,027","0,232","0,185","0,112","-0,415","0,342","-0,226"
23,"0,250","-0,064","-0,036","-0,143","0,031","0,225","-0,189","-0,148","0,004","-0,072","-0,058","0,093","-0,239","-0,009","0,001","0,164","0,288","0,197","-0,488","0,220","-0,370"
24,"0,163","0,147","-0,027","-0,391","0,007","0,196","-0,290","-0,062","0,179","0,050","-0,055","0,099","-0,306","0,038","0,027","0,018","0,176","0,390","-0,448","0,048","-0,322"
25,"0,171","-0,225","0,092","-0,167","0,114","-0,019","-0,225","0,019","0,197","-0,011","-0,110","0,124","-0,136","0,012","0,087","-0,086","0,111","0,254","-0,173","-0,083","-0,324"
26,"0,309","-0,344","0,086","-0,174","-0,049","-0,074","-0,215","0,130","0,277","-0,008","-0,084","0,042","-0,088","-0,082","0,096","0,024","-0,061","0,199","0,165","-0,111","-0,240"
27,"0,290","-0,331","0,003","0,072","0,030","-0,071","-0,100","0,100","0,209","0,172","0,002","0,077","0,094","-0,271","0,052","-0,113","-0,241","0,088","0,291","-0,218","-0,031"
28,"0,139","-0,450","0,108","0,053","-0,187","-0,235","-0,113","0,044","0,102","0,233","0,058","0,052","0,312","-0,121","0,055","-0,224","-0,549","0,020","0,489","-0,373","0,180"
29,"-0,072","-0,290","0,093","0,051","-0,133","-0,262","-0,075","0,012","-0,094","-0,072","-0,058","0,093","0,305","-0,057","-0,080","-0,326","-0,519","-0,272","0,194","-0,569","0,418"
30,"0,012","-0,260","0,212","0,045","-0,160","-0,316","0,045","-0,126","-0,106","-0,068","-0,085","0,039","0,371","0,019","-0,048","-0,153","-0,577","-0,021","0,276","-0,429","0,620"
31,"0,197","-0,036","0,026","-0,002","-0,160","-0,174","0,058","-0,069","0,002","-0,065","-0,113","-0,015","0,283","0,143","0,070","-0,149","-0,409","-0,132","-0,003","-0,245","0,347"
32,"0,085","0,152","-0,098","-0,237","-0,185","-0,068","-0,003","-0,069","0,009","-0,126","-0,005","-0,073","0,208","-0,018","0,027","-0,013","-0,229","-0,022","-0,179","-0,130","0,209"
33,"0,040","-0,024","-0,115","-0,366","-0,156","-0,137","-0,126","-0,013","-0,006","-0,181","-0,062","-0,185","0,083","0,162","0,090","0,123","-0,048","0,088","-0,386","0,006","-0,060"
34,"0,137","-0,043","0,038","-0,182","-0,021","-0,155","-0,059","0,015","0,041","-0,062","0,023","-0,152","0,054","0,031","0,113","0,067","0,059","-0,085","-0,330","0,238","-0,207"
35,"-0,033","0,018","-0,137","-0,098","-0,105","0,083","-0,008","0,040","-0,047","0,117","0,000","-0,062","-0,059","0,049","0,073","0,010","0,071","-0,102","-0,403","0,116","-0,351"
36,"0,237","-0,015","-0,070","-0,014","0,193","0,268","0,123","0,012","0,020","-0,132","0,104","0,008","-0,030","0,057","-0,008","0,158","0,140","0,108","-0,117","0,317","-0,330"
37,"0,098","0,104","-0,064","0,112","0,082","0,309","0,183","0,011","0,013","-0,072","0,106","0,010","-0,277","0,046","-0,054","0,130","0,194","0,021","-0,046","0,124","-0,151"
38,"0,170","-0,105","0,155","0,297","0,161","0,318","0,068","0,231","0,051","-0,193","0,048","0,032","-0,362","-0,076","-0,051","0,248","0,243","0,099","0,193","-0,056","-0,067"
39,"-0,033","-0,149","0,061","0,166","0,054","0,248","0,196","0,067","0,121","-0,376","0,099","-0,003","-0,097","-0,167","0,084","0,145","0,157","0,165","0,359","-0,190","0,014"
40,"-0,085","-0,241","0,059","0,151","-0,081","0,112","0,183","0,011","0,013","-0,254","-0,007","0,057","-0,163","0,028","-0,013","0,101","0,153","0,091","0,539","-0,381","0,110"
41,"0,033","-0,227","0,034","0,395","0,052","0,088","-0,001","0,068","0,006","-0,132","-0,059","0,090","-0,116","0,058","0,053","0,137","-0,065","0,031","0,471","-0,386","0,381"
42,"-0,073","-0,003","-0,041","0,268","0,027","0,046","-0,003","-0,069","0,009","-0,187","-0,170","0,007","0,170","0,161","0,030","-0,103","0,075","0,066","0,303","-0,567","0,336"
