Index,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z
0,"0,886","0,450","0,107","0,000","0,967","-0,249","0,047","0,000","0,999","-0,046","-0,024","0,000","0,860","0,493","-0,135","0,000","0,992","-0,127","-0,018","0,000","0,995","-0,097","-0,003","0,000","0,962","-0,274","-0,009","0,000"
1,"0,886","0,451","0,107","0,000","0,967","-0,250","0,047","0,000","0,999","-0,048","-0,021","0,000","0,859","0,494","-0,135","0,000","0,992","-0,127","-0,018","0,000","0,995","-0,100","-0,003","0,000","0,961","-0,275","-0,005","0,000"
2,"0,886","0,450","0,109","0,000","0,967","-0,250","0,047","0,000","0,999","-0,050","-0,021","0,000","0,859","0,494","-0,136","0,000","0,992","-0,127","-0,015","0,000","0,995","-0,100","-0,003","0,000","0,961","-0,275","-0,004","0,000"
3,"0,886","0,450","0,107","0,000","0,968","-0,248","0,047","0,000","0,999","-0,049","-0,023","0,000","0,858","0,495","-0,136","0,000","0,992","-0,125","-0,018","0,000","0,995","-0,100","-0,004","0,000","0,961","-0,275","-0,004","0,000"
4,"0,886","0,450","0,107","0,000","0,967","-0,249","0,047","0,000","0,999","-0,049","-0,022","0,000","0,859","0,494","-0,137","0,000","0,992","-0,125","-0,018","0,000","0,995","-0,100","-0,003","0,000","0,961","-0,276","-0,004","0,000"
5,"0,887","0,450","0,107","0,000","0,967","-0,249","0,047","0,000","0,999","-0,049","-0,023","0,000","0,859","0,494","-0,137","0,000","0,992","-0,125","-0,018","0,000","0,995","-0,100","-0,004","0,000","0,961","-0,275","-0,005","0,000"
6,"0,887","0,450","0,107","0,000","0,967","-0,249","0,047","0,000","0,999","-0,049","-0,023","0,000","0,859","0,494","-0,137","0,000","0,992","-0,125","-0,018","0,000","0,995","-0,100","-0,003","0,000","0,961","-0,275","-0,004","0,000"
7,"0,887","0,450","0,107","0,000","0,968","-0,247","0,047","0,000","0,999","-0,048","-0,023","0,000","0,858","0,494","-0,137","0,000","0,992","-0,124","-0,018","0,000","0,995","-0,097","-0,003","0,000","0,961","-0,275","-0,005","0,000"
8,"0,887","0,450","0,107","0,000","0,968","-0,247","0,047","0,000","0,999","-0,048","-0,023","0,000","0,858","0,494","-0,137","0,000","0,992","-0,125","-0,018","0,000","0,995","-0,097","-0,003","0,000","0,961","-0,275","-0,005","0,000"
9,"0,887","0,450","0,107","0,000","0,968","-0,247","0,047","0,000","0,999","-0,048","-0,023","0,000","0,858","0,494","-0,137","0,000","0,992","-0,124","-0,018","0,000","0,995","-0,097","-0,003","0,000","0,961","-0,275","-0,005","0,000"
