Index,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z
15,"-0,010","0,281","-0,105","-0,119","0,128","-0,091","0,105","-0,089","-0,111","0,946","-0,529","0,075","0,119","-0,133","-0,352","0,424","-0,166","0,262","-0,228","-0,021","-0,166"
16,"-0,100","-0,074","-0,104","-0,060","0,034","-0,191","0,296","0,044","0,524","0,669","-0,536","0,105","0,284","0,214","0,194","0,606","-0,108","0,243","0,047","-0,012","-0,345"
17,"-0,233","0,212","-0,013","0,177","0,138","-0,296","0,277","0,440","0,991","0,220","-0,455","-0,067","0,652","0,440","0,619","0,661","-0,248","0,140","0,205","0,072","-0,099"
18,"-0,425","0,366","0,041","0,169","0,217","-0,449","0,519","0,316","0,979","0,054","-0,299","-0,079","0,449","0,561","0,740","0,725","-0,239","0,197","0,161","0,002","-0,273"
19,"-0,285","0,120","-0,006","0,112","0,099","-0,410","0,337","0,348","0,682","-0,202","-0,446","0,000","0,713","0,441","0,628","0,844","-0,250","0,131","-0,068","-0,044","-0,005"
20,"-0,174","0,218","-0,026","-0,058","-0,101","-0,213","0,217","0,320","0,390","-0,396","-0,218","-0,252","0,058","0,460","0,460","0,767","-0,178","-0,187","-0,117","-0,089","-0,124"
21,"-0,101","0,178","-0,001","-0,109","-0,240","-0,039","0,196","0,047","-0,302","-0,274","-0,096","-0,338","0,416","0,307","0,109","0,767","-0,117","-0,196","0,059","-0,187","-0,128"
22,"-0,384","0,104","0,105","0,068","-0,214","-0,181","0,105","-0,211","-0,724","-0,104","-0,361","-0,561","0,293","-0,098","-0,740","0,466","0,075","-0,150","-0,145","-0,254","-0,051"
23,"-0,430","0,053","0,157","0,116","0,136","-0,294","0,069","-0,295","-1,211","-0,082","-0,500","-0,512","0,186","-0,203","-0,846","0,219","-0,113","-0,169","-0,201","-0,167","-0,029"
24,"-0,430","0,053","0,157","0,350","0,279","-0,475","0,043","-0,304","-1,658","0,121","-0,401","-0,475","0,231","-0,156","-0,726","0,043","-0,152","-0,030","-0,041","0,122","-0,079"
25,"-0,766","0,306","-0,105","0,479","0,279","-0,288","0,206","-0,153","-1,803","0,374","-0,020","-0,266","0,275","-0,109","-0,606","0,052","-0,123","0,151","0,205","0,072","-0,099"
26,"-0,443","0,118","-0,146","0,233","0,561","-0,177","-0,008","-0,014","-0,696","0,199","0,177","-0,234","0,335","-0,108","-0,598","-0,128","-0,172","0,230","0,268","0,147","-0,059"
27,"-0,155","0,486","-0,103","0,109","0,770","-0,110","0,206","0,213","0,035","0,258","0,109","-0,075","0,244","-0,267","-0,347","-0,310","-0,170","0,239","-0,092","0,183","-0,112"
28,"-0,254","0,469","0,007","0,174","0,731","-0,037","0,211","0,069","0,403","0,239","-0,177","0,184","0,015","-0,085","0,410","-1,044","-0,234","0,225","-0,106","-0,139","-0,234"
29,"0,136","0,076","-0,106","0,184","0,670","0,174","0,368","0,060","0,569","0,266","0,119","0,254","-0,012","0,168","1,034","-1,833","-0,278","0,335","-0,135","-0,491","-0,277"
30,"0,320","0,134","-0,102","0,131","0,590","0,330","0,261","-0,009","0,352","0,171","0,292","0,409","0,000","0,306","1,378","-2,201","-0,345","0,303","-0,076","-1,119","0,154"
31,"0,480","-0,243","-0,116","0,068","0,723","0,354","0,274","-0,049","0,427","0,169","0,166","0,357","0,036","0,376","1,554","-2,022","-0,176","0,204","0,061","-1,519","0,217"
32,"0,394","-0,158","-0,180","-0,063","1,182","0,405","0,047","-0,024","0,531","-0,024","0,027","0,275","0,036","0,376","1,554","-2,271","-0,073","0,077","0,308","-1,674","0,112"
33,"0,399","0,155","-0,296","-0,059","1,448","0,640","-0,252","0,139","1,518","-0,460","-0,174","0,281","-0,206","0,322","1,076","-2,570","-0,111","0,222","0,338","-1,615","-0,048"
34,"0,465","0,348","-0,478","-0,112","1,521","0,875","-0,326","0,241","1,437","-0,533","0,226","0,316","-0,562","-0,063","0,584","-3,121","-0,177","0,199","0,083","-1,621","-0,003"
35,"0,377","0,664","-0,173","-0,112","1,444","0,835","-0,607","-0,055","1,326","-0,516","-0,164","0,259","-0,514","-0,200","0,249","-3,553","-0,133","0,091","0,063","-1,314","-0,080"
36,"0,599","-0,357","-0,195","-0,100","1,325","1,065","-0,546","-0,026","1,630","-0,753","0,335","0,420","-0,337","-0,309","0,318","-3,751","-0,060","-0,220","0,068","-1,047","0,067"
37,"0,388","-0,491","0,201","0,029","1,077","1,075","-0,325","-0,334","1,224","-0,626","0,709","0,439","-0,312","-0,626","0,186","-4,184","-0,196","-0,299","-0,163","-0,675","0,210"
38,"0,224","-0,701","0,493","-0,078","0,744","1,248","-0,374","-0,346","0,977","-0,468","0,719","0,548","-0,530","-1,006","0,044","-4,495","-0,153","-0,414","-0,218","-0,402","0,348"
39,"0,357","-1,133","0,615","-0,257","0,700","1,332","-0,501","-0,535","0,997","-0,528","0,838","0,761","-0,727","-0,916","0,577","-4,677","-0,151","-0,405","0,107","-0,472","0,615"
40,"0,006","-0,603","0,683","-0,310","0,619","1,487","-0,579","-0,833","0,649","-0,808","0,705","0,738","-0,821","-0,882","0,815","-5,411","-0,276","-0,409","0,094","-0,918","0,820"
41,"-0,007","-0,830","0,806","-0,009","0,666","1,398","-0,907","-0,593","0,838","-0,895","0,345","0,967","-1,129","-1,067","1,312","-5,911","-0,371","-0,615","0,190","-1,326","1,153"
42,"-0,143","-1,090","0,645","-0,272","0,954","1,124","-0,803","-0,196","1,930","-1,177","0,630","1,147","-0,916","-1,114","2,026","-5,783","-0,292","-0,511","0,309","-1,836","1,265"
43,"-0,277","-0,385","0,362","-0,522","1,122","1,079","-0,744","-0,108","2,216","-1,555","0,001","0,972","-1,322","-1,121","2,303","-5,850","-0,070","-0,667","0,548","-2,482","1,723"
44,"-0,227","0,106","0,246","-0,327","1,008","1,301","-0,937","0,060","2,790","-1,951","-0,003","1,141","-1,742","-1,275","2,704","-6,535","0,007","-0,953","0,632","-2,714","1,838"
45,"0,202","-0,025","0,139","-0,440","0,772","1,379","-0,640","0,077","2,398","-2,385","0,105","1,114","-1,270","-1,948","2,050","-7,144","-0,049","-0,913","0,448","-2,795","2,194"
46,"0,214","0,203","0,016","-0,305","0,350","1,445","-0,719","0,263","1,967","-2,436","-0,001","1,368","-0,915","-2,214","1,745","-6,782","-0,122","-0,982","0,333","-2,827","2,535"
47,"0,472","-0,031","-0,058","0,122","0,130","1,308","-0,283","0,396","1,315","-2,690","-0,331","1,532","-0,479","-2,315","2,181","-6,340","-0,197","-0,683","0,340","-2,666","2,596"
48,"0,367","-0,234","0,221","0,346","0,506","1,053","-0,513","0,448","1,087","-2,622","-0,256","1,562","-0,705","-2,366","2,036","-6,565","-0,437","-0,261","0,136","-2,422","2,463"
49,"-0,034","-0,174","0,141","0,515","0,611","0,758","-0,735","0,815","1,475","-3,751","-0,254","1,398","0,137","-2,509","1,750","-6,531","-0,450","0,420","0,531","-2,424","2,301"
50,"-0,351","0,054","0,228","0,618","0,984","0,508","-0,182","0,576","0,849","-4,052","1,465","1,262","0,288","-2,357","1,975","-6,680","-0,581","1,129","0,884","-2,310","2,082"
51,"-0,833","0,345","0,445","0,420","1,386","0,387","-0,218","0,523","0,677","-4,300","-0,068","1,191","0,410","-2,000","2,379","-7,815","-0,744","1,647","0,521","-1,732","1,576"
52,"-0,580","-0,182","0,223","0,235","1,516","0,416","-0,110","0,502","0,597","-4,295","-0,544","1,126","0,118","-1,676","2,669","-8,421","-0,549","1,708","-0,015","-1,287","1,316"
53,"-0,865","0,415","0,058","-0,298","1,173","0,607","0,164","0,637","1,019","-3,270","0,344","1,288","-0,203","-1,445","2,728","-8,972","-0,494","1,666","-0,346","-1,502","1,315"
54,"-1,015","0,034","0,337","-0,752","0,615","1,120","0,299","0,444","0,790","-2,478","-1,000","1,355","-0,796","-1,377","3,014","-10,302","-0,093","1,855","-0,796","-2,434","1,633"
55,"-0,672","-0,431","0,540","-0,539","0,207","1,626","0,221","0,145","0,443","-2,180","-0,038","1,374","-0,769","-1,332","2,801","-12,556","0,227","1,919","-0,895","-3,146","1,817"
56,"-0,432","-0,765","0,066","-0,409","0,207","1,814","-0,200","0,398","1,103","-1,431","-0,067","1,481","-1,303","-1,608","2,239","-14,638","0,084","1,802","-0,776","-3,637","1,516"
57,"-0,191","-0,302","-0,052","-0,287","0,439","1,928","-0,618","0,443","1,500","-0,853","-0,192","1,470","-1,443","-1,718","1,466","-14,834","0,107","1,561","-0,426","-3,585","0,853"
58,"0,032","-0,107","-0,093","-0,401","0,204","2,006","-0,492","0,084","0,934","-0,793","0,233","1,512","-1,448","-1,631","1,031","-13,570","-0,013","1,206","-0,023","-3,408","0,340"
59,"0,343","-0,522","-0,012","-0,642","-0,013","1,955","-0,850","-0,084","0,410","-0,499","0,216","1,256","-1,014","-1,579","0,541","-12,371","-0,262","0,814","0,065","-3,230","-0,138"
60,"0,262","-0,124","-0,192","-0,780","0,066","1,615","-1,255","-0,233","-0,046","-0,402","0,169","1,153","-1,213","-1,289","0,593","-11,528","-0,298","0,591","-0,474","-3,282","-0,303"
61,"0,052","-0,238","-0,061","-0,921","0,433","1,375","-1,452","0,110","0,474","-0,689","0,702","0,600","-1,158","-0,902","0,576","-11,220","-0,231","0,626","-0,883","-3,309","-0,062"
62,"-0,164","-0,372","-0,240","-0,811","0,402","1,061","-1,360","0,278","0,599","-0,668","0,386","0,224","-1,262","-0,694","-0,055","-10,675","-0,727","0,616","-0,751","-3,497","0,173"
63,"-0,290","-0,172","-0,154","-0,575","0,334","0,819","-1,620","0,650","0,798","-0,499","0,672","-0,254","-1,029","-0,408","-0,471","-10,066","-0,852","0,605","-0,858","-3,349","0,161"
64,"-0,732","0,150","-0,299","-0,343","0,076","0,381","-1,720","0,896","1,198","-0,886","0,943","-0,672","-1,135","-0,256","-1,080","-8,906","-0,972","0,627","-0,769","-2,692","0,002"
65,"-0,614","0,288","-0,274","-0,667","0,038","-0,108","-1,418","0,859","1,472","-1,284","-0,097","-0,641","-1,467","-0,115","-0,919","-7,925","-1,141","0,728","-0,476","-1,969","-0,236"
66,"-0,583","0,616","0,004","-0,555","-0,051","-0,404","-1,306","0,541","0,831","-1,509","-0,057","-0,727","-1,170","0,028","-0,868","-7,700","-1,322","0,374","-0,359","-1,458","-0,258"
67,"-0,647","0,024","0,295","-0,135","-0,326","-0,715","-1,126","0,413","0,183","-1,557","0,147","-0,506","-0,957","-0,068","-0,600","-7,351","-1,314","0,046","-0,112","-1,632","0,050"
68,"-0,783","-0,361","0,082","-0,126","-0,788","-0,761","-0,864","0,441","0,251","-1,547","0,650","-0,295","-1,907","-0,087","-0,396","-6,565","-1,340","-0,114","-0,147","-1,977","0,475"
69,"-0,678","-0,324","0,282","-0,048","-1,251","-0,616","-0,753","0,303","0,205","-1,573","-0,013","-0,194","-2,009","-0,280","-0,066","-5,658","-1,246","-0,300","-0,087","-2,294","0,695"
70,"-0,678","-0,178","0,069","0,037","-1,335","-0,081","-0,858","0,176","0,006","-1,480","0,048","-0,063","-1,356","-0,403","-0,321","-5,299","-1,329","-0,429","0,331","-2,212","0,430"
71,"-0,494","-0,266","0,287","-0,075","-1,246","0,215","-0,397","-0,109","-0,132","-1,154","0,395","-0,059","-1,045","-0,363","-0,359","-5,110","-1,431","-0,298","0,223","-2,232","-0,111"
72,"-0,331","-0,077","0,260","-0,016","-1,186","0,194","-0,098","-0,118","-0,190","-0,950","-0,416","-0,107","-0,647","-0,341","-0,112","-4,802","-1,845","-0,185","0,178","-2,196","-0,200"
73,"0,216","-0,322","0,074","0,104","-0,972","0,250","0,154","-0,167","-0,162","-0,567","-0,446","0,088","-0,009","-0,314","0,168","-4,552","-2,008","-0,048","-0,172","-1,919","-0,161"
74,"0,671","-0,563","0,309","-0,020","-0,917","0,237","0,564","-0,315","-0,266","-0,374","-0,490","0,255","0,536","-0,253","0,687","-4,941","-1,767","0,676","-0,447","-1,617","-0,193"
75,"0,782","-0,466","0,288","-0,212","-0,689","0,171","0,507","-0,340","0,078","-0,381","-0,507","0,437","0,648","-0,236","1,227","-6,384","-1,576","1,090","-0,307","-1,333","-0,108"
76,"1,263","-0,651","0,387","-0,331","-0,673","0,234","0,630","-0,460","0,090","0,002","-0,537","0,632","0,575","-0,336","1,789","-7,164","-1,651","1,390","-0,274","-0,900","-0,035"
77,"0,622","0,057","0,090","-0,258","-0,791","0,461","0,356","-0,474","0,281","0,439","-0,520","0,711","0,668","-0,377","2,018","-5,991","-1,551","1,622","-0,216","-1,111","0,271"
78,"0,325","0,300","-0,004","-0,175","-1,046","0,859","0,128","-0,358","0,682","0,353","-0,564","0,397","0,862","-0,572","1,063","-4,767","-1,602","1,691","-0,107","-1,365","0,197"
79,"0,161","0,384","-0,139","-0,101","-1,317","1,006","0,070","-0,505","0,414","0,588","0,031","0,237","1,196","-0,954","0,469","-5,443","-1,736","1,624","-0,258","-1,599","0,222"
80,"0,068","0,701","-0,409","-0,086","-1,800","1,095","0,356","-0,564","-0,017","0,709","-0,390","-0,105","1,388","-0,908","-0,054","-6,132","-1,729","1,287","-0,327","-1,648","0,238"
81,"-0,042","0,205","-0,279","-0,252","-2,116","1,329","0,077","-1,072","-1,038","0,578","-0,832","-0,314","1,277","-0,877","-0,149","-5,237","-1,555","0,842","-0,471","-1,720","0,324"
82,"0,030","0,291","-0,202","-0,374","-2,272","1,254","0,064","-1,121","-1,411","0,241","-0,771","-0,443","0,835","-0,657","0,362","-3,672","-1,265","0,343","-0,535","-1,502","0,487"
83,"0,389","-0,451","-0,329","-0,567","-2,292","1,011","0,054","-1,197","-1,450","-0,013","-0,609","-0,397","0,944","-0,744","0,480","-2,540","-1,112","-0,235","-0,095","-1,248","0,616"
84,"0,169","0,046","-0,249","-0,579","-2,096","0,822","-0,133","-1,294","-1,122","-0,341","-0,721","-0,113","0,803","-0,814","0,622","-2,257","-0,942","-0,710","0,295","-0,932","0,712"
85,"0,170","-0,080","-0,301","-0,533","-1,612","0,730","-0,235","-0,899","-0,442","-0,775","-0,613","-0,139","0,435","-0,743","0,606","-1,715","-0,846","-0,878","0,548","-0,510","0,542"
86,"0,472","-0,010","-0,323","-0,607","-1,264","0,623","-0,418","-0,655","0,171","-0,931","0,046","0,059","0,346","-0,837","0,366","-0,680","-0,674","-0,959","0,725","-0,297","0,327"
87,"0,118","-0,172","-0,294","-0,390","-0,656","0,295","-0,424","-0,422","0,101","-0,932","-0,447","0,177","-0,077","-0,847","0,310","-0,122","-0,469","-0,836","0,655","-0,346","0,342"
88,"-0,256","-0,328","-0,349","-0,054","-0,217","-0,176","-0,474","-0,344","0,152","-0,857","-0,539","0,110","-0,247","-0,761","0,184","0,134","-0,492","-0,598","0,346","-0,682","0,534"
89,"-0,151","-0,292","-0,149","-0,079","0,098","-0,595","-0,532","0,116","0,412","-0,744","-0,926","0,323","-0,944","-0,733","-0,127","0,636","-0,206","-0,361","-0,024","-1,012","0,717"
90,"-0,382","-0,128","-0,264","0,088","0,337","-0,869","-0,448","0,149","0,515","-0,394","-0,769","0,003","-1,155","-0,581","-0,419","1,066","-0,019","-0,351","-0,049","-0,991","0,907"
91,"-0,621","0,227","-0,054","0,199","0,478","-1,045","-0,376","0,197","0,876","-0,477","-1,054","-0,088","-1,198","-0,322","-0,597","1,383","0,138","-0,146","0,065","-0,667","0,768"
92,"-0,371","0,205","-0,069","0,085","0,549","-0,808","-0,220","0,156","0,726","-0,539","-0,929","-0,385","-0,751","-0,084","-0,298","1,511","0,217","-0,042","-0,062","-0,212","0,680"
93,"-0,781","0,603","-0,040","-0,087","0,330","-0,669","-0,112","0,134","0,645","-0,293","-0,742","-0,420","-0,145","-0,014","-0,240","2,129","0,241","0,108","-0,013","0,144","0,588"
94,"-0,463","0,229","0,087","-0,083","0,291","-0,592","0,060","-0,065","0,606","-0,252","-0,052","-0,374","0,194","0,071","-0,492","2,927","0,074","0,218","-0,186","0,323","0,623"
95,"-0,274","0,453","0,188","-0,001","0,017","-0,252","0,242","-0,219","0,291","-0,094","-0,041","-0,265","0,447","-0,130","-0,971","3,481","0,149","0,301","-0,340","0,612","0,609"
96,"-0,135","0,061","0,355","0,120","0,173","-0,178","0,438","-0,472","0,068","0,252","0,584","-0,010","0,534","-0,093","-0,708","4,151","0,264","0,248","-0,437","0,709","0,487"
97,"-0,253","0,050","0,382","0,250","0,249","0,050","0,554","-0,269","0,307","0,670","0,500","0,243","0,867","0,361","-0,048","4,343","0,352","0,409","-0,347","0,762","0,337"
98,"-0,188","0,243","0,200","0,260","0,189","0,261","0,575","-0,117","0,386","0,938","0,548","0,257","0,994","0,589","-0,123","4,288","0,552","0,503","-0,334","0,916","-0,070"
99,"-0,122","0,435","0,019","0,331","0,129","0,469","0,808","0,018","-0,029","1,057","0,545","0,118","0,883","0,918","0,192","4,346","0,963","0,371","-0,470","1,334","-0,547"
100,"0,136","0,076","-0,106","0,266","0,091","0,355","0,873","-0,281","-0,601","1,382","0,532","-0,218","1,104","1,056","-0,099","4,580","1,293","0,120","-0,327","1,842","-1,172"
101,"0,346","0,043","-0,024","0,209","0,050","0,434","0,765","-0,259","-0,520","1,662","1,032","-0,365","1,130","1,350","-0,348","4,324","1,196","-0,098","-0,203","2,222","-1,335"
102,"0,544","-0,070","-0,033","0,087","0,353","0,598","0,701","-0,051","-0,246","1,770","0,709","-0,800","1,329","1,614","-0,494","4,501","1,235","-0,238","-0,223","1,925","-1,402"
103,"0,365","0,164","0,111","0,058","0,937","0,222","0,686","0,170","0,274","1,699","0,692","-0,968","1,146","1,513","-1,409","4,683","1,233","-0,247","-0,607","1,566","-1,140"
104,"0,557","0,157","-0,155","0,034","1,576","0,020","0,576","0,340","0,635","1,847","0,794","-0,442","0,829","1,560","-1,806","4,558","1,044","-0,271","-0,727","1,578","-1,157"
105,"0,311","0,472","0,009","-0,419","2,092","-0,320","0,215","0,500","0,985","1,471","0,658","-0,734","0,735","1,304","-2,446","4,373","0,795","-0,283","-0,804","1,971","-1,212"
106,"0,161","0,237","0,074","-0,608","1,956","-0,526","0,263","0,603","1,529","1,281","0,644","-0,763","0,118","1,441","-1,992","4,254","0,866","-0,227","-0,462","2,136","-1,321"
107,"-0,294","0,605","-0,109","-0,351","1,460","-0,506","0,381","0,657","1,488","0,886","0,949","-0,626","0,108","1,705","-1,503","4,013","0,697","-0,125","-0,132","2,458","-1,234"
108,"-0,512","0,849","-0,132","-0,097","1,175","-0,424","0,504","0,536","1,500","0,717","0,979","-0,691","0,112","1,866","-1,103","3,831","0,699","-0,116","0,244","2,345","-1,347"
109,"-0,326","0,508","-0,018","-0,029","1,002","-0,371","0,276","0,530","1,289","0,310","0,839","-0,903","-0,069","1,862","-1,128","3,648","0,821","-0,126","0,374","2,388","-1,354"
110,"-0,656","0,635","0,244","-0,080","0,863","-0,198","0,091","0,163","0,724","-0,209","1,080","-0,818","-0,168","1,734","-1,289","3,209","0,845","-0,355","0,468","2,708","-1,357"
111,"-0,622","0,186","0,476","-0,013","0,767","-0,105","0,095","-0,043","0,462","-0,405","0,998","-1,037","-0,360","1,640","-1,212","3,021","0,887","-0,476","0,404","2,926","-1,195"
112,"-0,653","-0,163","0,463","0,050","0,863","-0,010","0,147","-0,360","-0,167","-0,742","0,383","-0,964","-0,329","1,540","-0,967","3,492","0,594","-0,762","0,551","2,768","-1,040"
113,"-0,864","-0,130","0,381","0,029","1,368","-0,233","0,264","-0,125","0,387","-0,802","1,361","-1,038","-0,260","1,270","-0,980","4,022","0,410","-1,130","0,213","2,373","-0,689"
114,"0,030","0,271","0,063","-0,555","2,190","-0,602","0,344","0,025","0,455","-0,843","1,031","-0,744","-0,243","1,272","-0,646","4,305","0,038","-1,517","0,536","1,806","-0,327"
115,"-0,024","0,578","-0,040","-0,891","2,825","-0,984","0,282","0,175","0,746","-1,020","0,015","-1,274","0,121","1,337","-0,620","4,119","-0,211","-1,529","0,297","1,102","-0,025"
116,"0,121","0,499","0,010","-0,735","3,278","-1,389","0,447","0,178","0,321","-0,760","1,633","-1,195","0,616","1,141","-1,067","3,988","-0,299","-1,694","0,898","0,438","0,072"
117,"0,154","0,323","0,081","-0,619","3,073","-1,648","0,363","0,113","-0,097","-0,314","0,934","-0,958","1,095","0,694","-1,813","3,860","-0,137","-1,837","0,802","0,242","-0,252"
118,"-0,194","0,349","-0,058","-0,368","2,368","-1,881","0,540","0,256","0,148","-0,538","0,247","-1,215","0,803","0,423","-2,342","3,921","0,284","-1,909","0,595","0,114","-0,618"
119,"-0,662","0,615","-0,067","-0,222","1,426","-1,843","0,595","0,307","-0,530","0,072","1,162","-1,168","0,201","0,466","-2,446","4,186","0,591","-1,539","0,484","0,199","-1,073"
120,"-0,841","0,870","-0,188","-0,436","0,377","-1,696","0,532","0,394","-0,868","0,328","0,449","-0,959","-0,364","0,330","-2,338","3,961","0,712","-1,176","0,044","-0,055","-1,202"
121,"-0,820","0,885","-0,369","-0,337","-0,668","-1,368","0,757","0,427","-0,990","0,625","0,374","-1,078","-0,243","0,381","-1,876","4,043","0,599","-0,729","-0,333","0,057","-1,090"
122,"-0,789","1,234","-0,356","-0,236","-1,541","-0,902","0,750","0,234","-0,994","0,597","-0,054","-0,690","-0,013","0,296","-1,742","4,424","0,103","-0,359","-0,424","0,110","-0,854"
123,"-0,445","0,643","-0,204","-0,209","-2,066","-0,544","0,716","0,213","-0,851","0,814","0,072","-0,507","0,296","0,272","-1,290","4,741","0,019","-0,114","-0,224","0,389","-0,760"
124,"-0,418","0,553","-0,127","0,230","-2,329","-0,412","0,798","0,426","-0,153","0,487","-0,224","-0,138","-0,002","0,418","-0,462","4,626","0,040","0,012","-0,146","0,163","-0,176"
125,"-0,104","0,703","-0,059","0,108","-2,178","-0,328","0,653","0,575","0,351","0,394","0,258","-0,015","0,158","0,347","0,188","4,318","0,213","-0,062","-0,089","-0,048","0,130"
126,"0,021","0,902","-0,253","-0,165","-1,370","-0,575","0,525","0,477","0,668","0,459","-0,469","0,165","0,331","0,366","0,737","3,828","0,508","-0,147","-0,054","-0,343","0,540"
127,"0,065","1,059","0,011","-0,139","-0,210","-0,752","0,276","0,408","0,676","0,857","-0,471","0,506","0,589","0,374","1,103","3,578","0,792","-0,303","-0,051","-0,574","0,781"
128,"0,410","0,468","0,163","-0,216","0,731","-0,599","0,376","0,194","0,591","0,567","-0,197","0,358","0,841","0,164","1,091","3,593","1,021","-0,032","0,047","-0,777","0,817"
129,"0,062","0,221","0,185","-0,023","0,828","-0,316","0,355","0,011","0,197","0,005","-0,096","0,142","1,312","0,036","0,812","3,560","0,929","0,541","0,009","-0,891","1,001"
130,"-0,582","0,197","0,378","0,367","0,598","0,127","0,321","-0,222","-0,570","-0,236","-0,392","-0,058","1,389","-0,008","0,708","3,707","0,826","1,045","-0,281","-0,619","1,049"
131,"-0,276","-0,511","0,311","0,558","0,447","0,233","0,161","-0,522","-0,705","-0,338","-0,596","-0,060","1,808","-0,160","0,365","3,799","0,863","1,653","-0,615","-0,001","0,797"
132,"-0,296","-0,506","0,227","0,749","0,295","0,338","-0,169","-0,224","-0,533","-0,568","-0,263","0,003","1,828","-0,341","0,243","3,753","0,732","1,986","-0,874","0,517","0,802"
133,"-0,146","-0,418","0,374","0,627","0,522","0,463","-0,452","-0,403","-0,680","-0,557","-0,487","0,044","2,024","-0,688","0,214","3,394","0,814","2,115","-0,788","1,074","1,025"
