Index,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z
0,"-0,002","0,002","0,950","-0,001","0,000","0,956","-0,001","0,000","1,000","-0,001","-0,003","0,958","0,001","0,002","1,031","0,003","0,001","0,966","0,005","0,001","0,894"
1,"-0,001","-0,003","0,949","0,001","0,000","0,957","0,002","-0,002","1,000","0,006","0,000","0,968","0,003","0,003","1,025","0,002","0,001","0,966","0,002","0,002","0,891"
2,"0,000","0,001","0,948","-0,002","0,001","0,954","0,004","-0,002","1,003","0,003","0,000","0,962","0,009","0,006","1,028","0,000","0,001","0,972","0,001","-0,002","0,890"
3,"0,004","0,001","0,949","-0,001","0,000","0,957","0,003","-0,003","1,000","0,001","0,002","0,965","0,008","-0,001","1,024","0,000","0,005","0,967","-0,003","-0,005","0,890"
4,"0,000","-0,001","0,947","0,000","0,002","0,953","0,001","-0,004","0,999","-0,001","0,002","0,966","0,001","0,003","1,024","0,004","0,007","0,973","-0,001","0,003","0,891"
5,"-0,001","0,001","0,949","0,001","0,002","0,957","0,001","-0,006","1,001","0,001","0,000","0,960","0,003","0,001","1,026","-0,001","0,003","0,975","0,002","0,001","0,888"
6,"-0,001","0,000","0,953","0,000","-0,004","0,951","-0,001","-0,002","1,004","0,002","0,003","0,964","0,002","0,004","1,027","-0,001","-0,003","0,973","-0,004","0,001","0,896"
7,"0,001","0,000","0,948","-0,003","0,001","0,956","-0,002","-0,007","1,004","-0,004","-0,001","0,965","-0,001","0,003","1,028","0,000","0,002","0,978","0,002","0,000","0,894"
8,"-0,003","0,001","0,951","0,005","-0,003","0,956","0,005","-0,005","1,004","0,004","-0,002","0,958","0,001","-0,001","1,032","0,001","0,001","0,979","0,003","-0,003","0,890"
9,"0,001","0,002","0,953","0,003","-0,003","0,949","0,005","-0,007","1,001","0,001","-0,002","0,957","0,006","-0,002","1,030","0,001","-0,004","0,978","0,004","-0,001","0,894"
10,"0,001","-0,002","0,949","0,004","-0,006","0,953","0,004","-0,004","1,000","0,007","-0,002","0,962","0,003","0,003","1,027","0,004","-0,005","0,973","-0,001","-0,001","0,894"
11,"-0,002","-0,007","0,951","0,006","0,001","0,949","0,005","-0,006","0,999","-0,003","-0,001","0,964","0,005","-0,001","1,025","-0,001","0,000","0,974","0,005","-0,002","0,891"
12,"0,001","0,001","0,953","0,007","-0,002","0,957","-0,002","-0,012","0,999","0,003","-0,002","0,960","0,008","-0,003","1,023","-0,001","0,001","0,978","0,006","-0,002","0,884"
13,"0,000","0,000","0,949","0,006","-0,007","0,952","0,003","-0,010","1,002","0,002","-0,001","0,964","0,004","0,000","1,026","0,004","-0,003","0,970","0,005","-0,001","0,885"
14,"0,001","0,001","0,952","0,004","-0,009","0,954","0,003","-0,008","0,996","-0,001","-0,004","0,961","0,003","0,003","1,031","0,000","0,001","0,974","0,000","-0,002","0,894"
15,"0,001","0,000","0,950","0,003","-0,007","0,955","0,000","-0,007","1,005","0,002","0,002","0,961","0,000","0,000","1,030","-0,001","-0,002","0,974","0,001","-0,004","0,891"
16,"0,000","-0,003","0,950","0,001","-0,008","0,957","0,004","-0,012","1,001","-0,002","0,005","0,969","0,004","-0,006","1,026","-0,001","-0,005","0,975","0,000","-0,001","0,894"
17,"0,001","-0,003","0,949","-0,002","-0,006","0,951","0,000","-0,005","0,999","0,000","-0,001","0,964","0,000","-0,001","1,032","0,003","-0,008","0,970","-0,004","-0,006","0,890"
18,"-0,003","0,000","0,951","0,003","-0,003","0,954","0,000","-0,005","1,002","-0,003","0,000","0,962","0,001","-0,002","1,031","0,003","-0,003","0,970","-0,005","-0,003","0,887"
19,"0,004","0,000","0,951","0,002","-0,006","0,955","-0,002","0,000","1,001","-0,007","-0,001","0,960","-0,001","-0,006","1,031","0,004","-0,004","0,967","-0,002","-0,006","0,887"
20,"0,003","-0,001","0,952","0,003","-0,002","0,955","-0,002","-0,004","0,999","0,001","-0,001","0,962","0,000","-0,005","1,026","0,002","0,005","0,976","-0,001","-0,005","0,891"
21,"-0,005","-0,005","0,951","0,005","-0,006","0,955","-0,003","-0,003","1,001","-0,004","0,004","0,961","-0,001","-0,003","1,021","0,003","-0,005","0,976","-0,005","-0,005","0,885"
22,"-0,002","-0,001","0,948","-0,002","-0,003","0,956","0,000","-0,001","0,997","-0,005","-0,007","0,958","-0,001","-0,001","1,025","0,004","-0,005","0,981","0,000","0,002","0,891"
23,"-0,001","0,002","0,954","0,002","0,000","0,955","0,001","-0,010","0,999","-0,004","-0,003","0,962","-0,001","0,002","1,026","0,003","-0,006","0,975","-0,001","-0,009","0,878"
24,"-0,002","0,000","0,951","0,004","-0,002","0,948","0,004","-0,003","1,002","0,000","-0,008","0,959","0,001","0,000","1,027","0,003","0,001","0,975","-0,005","-0,004","0,886"
25,"-0,001","0,003","0,954","0,002","0,002","0,956","-0,002","-0,009","1,006","0,006","-0,002","0,959","0,003","0,005","1,025","0,003","0,005","0,974","-0,003","-0,002","0,889"
26,"0,001","-0,006","0,949","-0,002","-0,003","0,950","0,000","-0,010","1,001","0,002","0,000","0,966","0,003","0,003","1,024","0,002","0,002","0,973","0,005","0,001","0,888"
27,"-0,001","-0,001","0,953","-0,005","-0,006","0,960","-0,002","-0,004","1,005","0,003","-0,001","0,967","0,000","0,005","1,031","0,004","0,004","0,970","-0,002","0,001","0,889"
28,"-0,004","0,002","0,953","-0,002","0,001","0,955","0,000","-0,004","1,005","-0,001","0,004","0,966","-0,005","0,004","1,030","0,000","0,003","0,969","0,001","0,002","0,886"
29,"0,000","0,001","0,951","0,004","0,001","0,957","0,002","0,000","1,002","0,001","0,001","0,962","-0,001","0,000","1,033","-0,004","-0,002","0,974","-0,004","0,001","0,892"
30,"-0,003","-0,003","0,950","0,002","0,000","0,957","0,000","0,000","0,998","-0,002","0,006","0,964","-0,001","0,004","1,036","-0,001","-0,001","0,968","-0,005","-0,002","0,891"
31,"0,000","0,003","0,951","0,001","-0,002","0,963","-0,004","0,000","1,001","-0,002","-0,001","0,958","-0,001","0,008","1,028","-0,002","-0,004","0,973","0,000","-0,004","0,887"
32,"-0,002","-0,001","0,949","-0,003","-0,001","0,957","0,000","0,004","1,000","0,002","-0,006","0,966","0,002","0,003","1,031","0,005","0,004","0,975","0,001","-0,004","0,889"
33,"-0,002","0,003","0,948","-0,002","-0,001","0,959","-0,005","0,001","1,002","-0,001","0,002","0,961","0,000","0,006","1,029","0,000","0,003","0,970","0,005","0,002","0,896"
34,"-0,002","-0,004","0,951","-0,003","0,001","0,947","-0,004","-0,004","1,002","0,001","0,002","0,963","-0,002","0,001","1,026","0,005","0,001","0,973","0,002","-0,001","0,888"
35,"0,001","0,001","0,951","-0,003","-0,001","0,952","-0,003","-0,002","1,002","0,000","0,001","0,966","0,005","0,005","1,029","0,005","0,003","0,965","0,001","-0,001","0,888"
36,"-0,003","0,001","0,950","0,000","0,004","0,952","-0,002","0,002","0,997","0,000","0,001","0,960","0,007","0,005","1,026","-0,002","0,001","0,974","0,003","-0,003","0,889"
37,"0,002","-0,001","0,952","0,001","0,004","0,957","-0,001","-0,008","1,001","0,003","0,005","0,963","0,003","-0,001","1,028","0,001","0,002","0,973","0,004","0,000","0,886"
38,"-0,004","-0,005","0,950","-0,006","0,007","0,960","-0,001","-0,004","1,004","0,000","0,001","0,963","0,000","-0,004","1,024","0,003","0,000","0,979","0,003","0,002","0,889"
39,"-0,001","-0,004","0,953","0,003","-0,001","0,956","-0,003","-0,002","1,002","0,001","-0,003","0,961","0,000","-0,001","1,027","0,000","0,001","0,973","0,002","0,001","0,890"
40,"-0,001","0,005","0,955","-0,003","-0,004","0,953","-0,001","-0,004","1,004","0,000","-0,002","0,964","-0,001","-0,009","1,032","0,003","-0,004","0,973","-0,006","0,000","0,896"
41,"-0,002","0,002","0,949","0,000","-0,004","0,957","-0,003","-0,007","1,002","-0,004","0,008","0,963","-0,005","0,002","1,031","0,002","-0,003","0,974","-0,006","-0,006","0,895"
42,"0,003","0,000","0,951","-0,003","-0,005","0,950","0,001","-0,005","0,998","-0,003","0,002","0,962","-0,001","-0,005","1,032","0,004","-0,003","0,974","-0,007","-0,007","0,894"
43,"0,004","0,001","0,951","0,005","-0,007","0,957","0,002","-0,015","1,004","-0,002","-0,001","0,965","-0,003","-0,006","1,030","0,001","-0,008","0,968","-0,007","-0,007","0,889"
44,"0,000","0,000","0,947","0,003","-0,007","0,951","0,006","-0,005","1,001","0,001","0,002","0,962","-0,001","-0,008","1,032","-0,003","-0,001","0,971","-0,005","-0,008","0,890"
45,"0,000","0,001","0,952","0,006","-0,007","0,953","0,009","-0,007","1,002","-0,006","0,007","0,966","0,003","-0,005","1,027","0,000","-0,006","0,975","-0,006","-0,008","0,896"
46,"0,002","0,005","0,953","0,008","-0,007","0,948","0,003","-0,008","1,001","-0,006","0,001","0,961","0,003","-0,002","1,028","0,001","-0,001","0,973","-0,003","-0,006","0,893"
47,"0,004","0,000","0,953","0,004","-0,007","0,960","0,003","-0,014","1,002","-0,002","0,005","0,966","-0,004","-0,006","1,023","0,003","-0,006","0,974","-0,004","-0,004","0,883"
48,"0,000","0,000","0,952","0,003","-0,007","0,959","-0,001","-0,007","1,003","-0,001","0,005","0,964","-0,003","-0,005","1,030","0,000","-0,004","0,975","-0,003","-0,008","0,885"
49,"-0,001","0,000","0,951","0,002","-0,007","0,954","-0,001","-0,007","1,004","-0,001","-0,001","0,957","-0,003","-0,003","1,029","0,002","-0,003","0,966","-0,007","-0,004","0,889"
50,"-0,002","0,000","0,952","0,000","-0,003","0,959","0,003","-0,006","0,999","0,001","0,003","0,960","-0,005","-0,001","1,032","0,002","-0,001","0,969","-0,009","-0,002","0,890"
51,"0,002","0,002","0,951","0,005","-0,002","0,957","0,003","-0,009","0,999","-0,001","0,005","0,970","-0,006","-0,002","1,029","0,000","0,001","0,974","-0,008","-0,005","0,889"
52,"-0,004","-0,001","0,945","0,006","-0,002","0,957","0,000","0,000","1,002","-0,002","-0,002","0,960","-0,003","-0,002","1,029","-0,001","-0,004","0,972","-0,009","-0,006","0,886"
53,"-0,001","-0,001","0,955","0,007","0,000","0,947","0,003","-0,009","1,001","-0,003","0,003","0,965","-0,005","0,006","1,029","0,002","-0,001","0,981","-0,002","-0,004","0,893"
54,"-0,002","0,001","0,949","0,007","-0,004","0,948","0,005","-0,007","1,000","-0,004","0,003","0,961","-0,004","0,004","1,030","0,002","-0,001","0,977","-0,006","-0,004","0,893"
55,"-0,001","0,002","0,953","0,003","-0,003","0,957","0,006","-0,012","1,003","-0,003","0,002","0,967","-0,006","0,004","1,032","-0,001","-0,004","0,975","-0,003","-0,003","0,885"
56,"0,004","-0,003","0,949","0,003","0,004","0,955","0,003","-0,001","0,999","-0,002","0,002","0,959","0,005","-0,004","1,028","0,005","0,004","0,981","-0,001","-0,003","0,887"
57,"0,001","-0,001","0,951","0,002","-0,001","0,951","-0,002","-0,004","1,003","-0,001","-0,003","0,963","0,003","0,006","1,029","-0,002","-0,002","0,971","-0,001","-0,002","0,891"
58,"0,001","-0,001","0,946","-0,001","-0,001","0,957","-0,001","-0,006","1,004","-0,006","0,001","0,966","0,002","0,000","1,024","-0,003","-0,003","0,971","-0,004","-0,005","0,883"
59,"0,000","0,000","0,954","-0,006","0,001","0,958","-0,007","-0,007","1,000","0,004","-0,002","0,954","0,002","0,003","1,032","-0,002","0,007","0,970","0,004","0,000","0,891"
60,"-0,003","0,003","0,956","-0,006","0,005","0,959","-0,007","0,000","1,003","0,001","-0,001","0,961","0,009","0,004","1,032","0,000","0,006","0,972","0,001","-0,005","0,890"
61,"-0,003","-0,003","0,952","-0,004","0,000","0,959","-0,002","0,001","1,004","-0,003","0,006","0,963","0,003","0,000","1,029","0,001","0,000","0,970","0,005","-0,003","0,890"
62,"0,000","-0,002","0,947","-0,010","0,002","0,947","-0,006","-0,001","1,000","0,000","0,003","0,967","0,005","0,005","1,029","-0,002","0,006","0,974","0,005","-0,002","0,892"
63,"-0,003","0,001","0,949","-0,007","0,003","0,961","-0,008","-0,003","0,999","0,000","0,004","0,969","0,007","0,001","1,026","0,002","0,004","0,975","0,005","-0,002","0,893"
64,"-0,002","0,000","0,953","-0,008","0,001","0,954","-0,005","-0,001","1,001","0,002","0,001","0,968","0,005","0,005","1,025","-0,003","0,000","0,978","0,004","-0,002","0,892"
65,"0,003","0,001","0,949","-0,002","-0,001","0,954","-0,005","-0,008","0,994","-0,006","0,004","0,960","-0,002","0,004","1,030","-0,002","0,000","0,974","0,004","0,000","0,891"
66,"0,001","0,004","0,950","-0,004","-0,002","0,953","-0,003","0,002","1,003","0,003","0,002","0,959","0,002","0,001","1,031","-0,004","0,003","0,974","0,005","-0,008","0,891"
67,"0,000","-0,003","0,949","-0,002","-0,002","0,958","0,004","-0,003","1,000","-0,004","0,006","0,962","0,004","-0,006","1,026","0,001","-0,003","0,968","0,002","-0,004","0,896"
68,"-0,002","0,000","0,953","0,000","-0,003","0,952","-0,004","-0,007","0,997","-0,005","0,001","0,960","0,008","0,005","1,031","-0,002","0,001","0,973","0,004","-0,008","0,889"
69,"0,003","-0,002","0,948","-0,003","-0,002","0,951","0,001","-0,001","1,000","-0,006","0,002","0,963","0,004","0,004","1,031","-0,002","-0,005","0,974","0,006","-0,004","0,890"
70,"0,000","0,001","0,953","0,002","-0,008","0,955","-0,003","-0,013","1,002","-0,003","0,006","0,957","0,007","-0,003","1,029","-0,003","0,000","0,973","0,009","-0,005","0,892"
71,"-0,003","-0,001","0,951","-0,001","-0,003","0,957","-0,005","-0,005","1,002","0,000","0,004","0,966","0,001","0,002","1,028","0,003","0,002","0,976","0,006","-0,003","0,888"
72,"0,005","0,005","0,955","-0,001","-0,009","0,955","-0,001","-0,009","0,999","0,000","-0,002","0,963","0,002","-0,002","1,028","0,002","-0,005","0,969","0,002","0,001","0,891"
73,"-0,001","0,005","0,948","-0,001","-0,004","0,957","0,003","-0,005","1,003","-0,003","0,006","0,965","-0,006","0,007","1,025","0,002","-0,006","0,970","-0,003","-0,009","0,881"
74,"-0,001","-0,001","0,951","0,004","-0,006","0,953","0,003","-0,009","1,000","0,002","0,006","0,961","-0,007","-0,004","1,027","-0,002","0,000","0,968","-0,014","-0,004","0,889"
75,"0,001","0,003","0,956","0,008","-0,008","0,953","0,006","0,000","1,004","-0,004","0,004","0,963","-0,011","0,004","1,024","-0,001","0,003","0,967","-0,017","0,000","0,895"
76,"0,000","0,000","0,950","0,014","-0,010","0,955","0,005","-0,011","1,004","-0,003","0,006","0,964","-0,012","-0,004","1,030","0,000","0,000","0,970","-0,014","-0,008","0,886"
77,"-0,001","0,003","0,951","0,017","-0,004","0,953","0,008","-0,014","1,004","-0,004","0,009","0,967","-0,013","0,002","1,029","-0,005","-0,002","0,968","-0,021","-0,004","0,887"
78,"0,000","0,003","0,950","0,019","0,001","0,955","0,014","-0,006","1,002","-0,005","0,001","0,963","-0,011","-0,006","1,030","-0,003","-0,013","0,968","-0,021","-0,006","0,893"
79,"0,001","0,008","0,952","0,024","-0,004","0,952","0,013","-0,008","1,005","-0,010","0,000","0,962","-0,010","0,003","1,026","0,003","-0,007","0,971","-0,016","-0,009","0,887"
80,"0,002","0,000","0,947","0,025","-0,001","0,947","0,012","-0,011","1,002","-0,013","0,011","0,965","-0,012","-0,001","1,030","0,000","0,000","0,971","-0,016","-0,007","0,893"
81,"0,001","0,003","0,952","0,025","-0,005","0,953","0,009","-0,010","1,001","-0,006","0,009","0,965","-0,012","0,004","1,031","0,000","0,001","0,976","-0,016","-0,003","0,892"
82,"0,005","0,003","0,953","0,014","-0,008","0,959","0,005","-0,008","0,999","-0,005","0,012","0,967","-0,008","-0,004","1,026","-0,002","-0,001","0,970","-0,015","-0,007","0,892"
83,"-0,002","-0,003","0,952","0,007","-0,004","0,959","0,006","-0,007","1,001","-0,005","0,006","0,960","-0,009","-0,002","1,027","-0,005","0,000","0,975","-0,018","-0,002","0,894"
84,"0,002","0,000","0,950","0,004","-0,009","0,953","0,001","-0,003","0,999","-0,007","0,002","0,957","-0,011","0,001","1,025","-0,005","-0,002","0,978","-0,018","-0,005","0,888"
85,"0,001","0,000","0,949","-0,001","-0,003","0,954","0,002","-0,009","1,005","-0,007","0,007","0,959","-0,007","0,005","1,025","-0,004","0,001","0,974","-0,011","-0,005","0,880"
86,"-0,003","-0,001","0,949","-0,004","-0,007","0,955","-0,006","-0,002","1,005","-0,009","0,006","0,959","-0,009","0,004","1,029","-0,004","0,002","0,974","-0,011","-0,007","0,888"
87,"-0,003","0,000","0,950","-0,005","-0,003","0,953","-0,004","-0,010","1,007","-0,005","0,014","0,965","-0,006","0,004","1,029","-0,001","0,003","0,972","-0,008","-0,007","0,889"
88,"-0,001","0,002","0,948","-0,010","-0,003","0,949","-0,009","0,003","0,996","-0,003","0,007","0,960","-0,005","0,005","1,029","0,000","0,003","0,968","-0,007","0,002","0,897"
89,"-0,001","-0,003","0,945","-0,007","0,006","0,956","-0,005","-0,006","1,000","-0,007","0,005","0,965","0,001","0,003","1,031","-0,002","0,001","0,973","0,000","0,001","0,893"
90,"-0,003","0,003","0,951","-0,004","0,007","0,950","-0,006","0,000","0,997","-0,006","0,005","0,962","0,003","0,003","1,031","-0,001","-0,001","0,975","-0,002","-0,003","0,895"
91,"-0,002","0,001","0,953","-0,007","0,002","0,953","-0,003","-0,003","1,000","-0,005","0,008","0,965","0,005","0,011","1,029","-0,005","0,002","0,975","-0,001","-0,004","0,893"
92,"0,000","-0,002","0,953","-0,008","0,004","0,952","-0,006","0,003","1,003","-0,002","0,005","0,967","0,002","0,008","1,025","-0,002","0,002","0,975","-0,002","-0,003","0,892"
93,"-0,006","-0,001","0,950","-0,013","0,004","0,963","-0,005","-0,001","0,998","-0,007","0,005","0,963","0,001","0,008","1,029","0,000","-0,001","0,973","-0,002","0,003","0,894"
94,"-0,003","-0,001","0,951","-0,014","0,004","0,956","-0,007","-0,001","1,002","-0,001","0,004","0,960","0,000","-0,002","1,028","0,001","-0,004","0,975","-0,002","-0,008","0,881"
95,"-0,005","0,000","0,952","-0,015","0,000","0,962","-0,006","0,001","1,004","-0,004","0,003","0,964","0,004","-0,001","1,031","0,003","-0,002","0,971","-0,004","-0,008","0,890"
96,"-0,001","-0,002","0,946","-0,015","0,000","0,950","-0,008","0,002","1,003","0,000","0,006","0,963","0,000","0,000","1,031","-0,001","0,007","0,970","-0,007","-0,006","0,891"
97,"-0,005","-0,002","0,951","-0,009","0,002","0,952","-0,012","-0,002","1,001","-0,006","0,005","0,963","-0,005","0,001","1,028","0,005","0,004","0,967","-0,004","-0,004","0,893"
98,"-0,004","-0,001","0,956","-0,006","0,003","0,955","-0,010","-0,010","1,002","-0,007","0,005","0,962","-0,003","-0,001","1,027","0,001","-0,001","0,976","-0,003","-0,007","0,886"
99,"0,004","-0,003","0,950","-0,004","0,005","0,954","0,001","-0,004","0,999","-0,005","0,002","0,964","0,001","-0,005","1,025","0,000","-0,002","0,977","-0,003","-0,006","0,890"
100,"-0,004","0,001","0,949","-0,002","0,001","0,952","-0,004","-0,004","1,000","-0,005","0,004","0,961","0,002","0,001","1,031","0,001","0,000","0,981","-0,001","-0,007","0,887"
101,"0,001","-0,002","0,953","0,004","0,000","0,952","0,000","-0,010","0,998","-0,004","0,006","0,962","0,000","-0,002","1,029","0,004","-0,007","0,977","-0,004","-0,003","0,888"
102,"-0,002","0,000","0,951","0,003","-0,005","0,955","-0,001","-0,003","1,001","-0,003","0,008","0,962","-0,003","0,000","1,029","0,000","0,001","0,970","-0,006","-0,005","0,890"
103,"0,002","0,006","0,955","0,006","-0,010","0,953","0,004","-0,010","1,002","-0,002","0,005","0,961","-0,002","0,001","1,028","0,001","-0,004","0,971","-0,012","-0,010","0,884"
104,"-0,001","0,001","0,949","0,010","-0,004","0,956","0,009","-0,007","0,999","0,000","0,004","0,960","0,003","0,002","1,029","0,001","0,000","0,970","-0,004","-0,009","0,892"
105,"0,000","0,003","0,951","0,009","-0,006","0,959","0,007","-0,014","1,006","-0,003","0,007","0,964","-0,003","0,003","1,024","-0,002","-0,003","0,969","-0,007","-0,005","0,888"
106,"-0,001","-0,001","0,950","0,010","-0,007","0,950","0,001","-0,010","1,001","-0,004","0,007","0,964","-0,003","0,005","1,030","-0,005","-0,002","0,974","-0,005","0,000","0,892"
107,"0,004","0,001","0,955","0,014","-0,006","0,961","0,007","-0,011","1,004","-0,006","0,007","0,963","-0,004","0,001","1,026","-0,003","-0,005","0,975","-0,007","-0,004","0,890"
108,"0,000","0,002","0,950","0,011","-0,003","0,953","0,005","-0,008","0,998","-0,005","0,006","0,962","-0,001","-0,003","1,031","-0,001","-0,010","0,974","-0,004","-0,003","0,893"
109,"-0,001","0,004","0,955","0,011","-0,007","0,952","0,007","-0,009","1,001","-0,003","0,004","0,965","-0,003","-0,007","1,031","-0,001","-0,001","0,976","-0,001","0,000","0,891"
110,"0,000","-0,001","0,949","0,006","-0,006","0,953","0,002","-0,007","1,001","-0,004","0,003","0,961","-0,001","-0,003","1,026","0,003","-0,001","0,968","-0,003","-0,010","0,890"
111,"0,005","0,000","0,952","0,011","-0,002","0,956","-0,001","-0,009","0,998","-0,006","0,003","0,963","0,002","-0,006","1,031","0,005","0,002","0,974","0,001","-0,003","0,893"
112,"-0,001","0,001","0,949","0,009","-0,002","0,958","0,002","-0,003","1,000","-0,003","0,001","0,961","0,004","-0,002","1,030","0,003","0,000","0,971","-0,003","-0,006","0,888"
113,"0,001","0,002","0,954","0,002","-0,003","0,957","0,002","-0,006","1,003","0,003","0,004","0,961","0,003","0,001","1,030","-0,003","0,003","0,971","0,000","0,000","0,890"
114,"-0,002","0,000","0,954","0,000","-0,003","0,952","-0,004","-0,005","0,998","-0,001","0,006","0,961","0,005","0,000","1,026","0,000","0,007","0,975","0,001","-0,003","0,888"
115,"0,001","-0,004","0,945","0,001","-0,001","0,954","0,005","-0,006","0,999","-0,003","0,005","0,964","0,004","0,003","1,032","-0,001","0,006","0,978","0,000","-0,002","0,886"
