Index,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z
711,"0,999","0,034","-0,030","-0,011","0,838","-0,542","0,017","0,063","0,997","0,004","-0,075","-0,001","0,998","0,055","0,030","-0,010","0,998","0,030","0,058","-0,026","0,910","-0,414","-0,007","0,007","0,824","-0,541","0,139","-0,096"
712,"0,999","0,027","-0,022","-0,008","0,827","-0,559","0,028","0,053","0,996","0,012","-0,083","-0,016","0,998","0,049","0,023","-0,012","0,997","0,041","0,065","-0,011","0,915","-0,403","-0,007","0,009","0,811","-0,563","0,133","-0,092"
713,"1,000","0,020","-0,015","-0,004","0,815","-0,576","0,043","0,040","0,995","0,020","-0,090","-0,032","0,999","0,042","0,018","-0,016","0,996","0,052","0,072","0,004","0,920","-0,392","-0,007","0,012","0,797","-0,585","0,125","-0,087"
714,"1,000","0,013","-0,009","0,003","0,803","-0,593","0,059","0,024","0,994","0,027","-0,098","-0,047","0,999","0,033","0,013","-0,018","0,995","0,061","0,079","0,017","0,923","-0,385","-0,007","0,016","0,783","-0,606","0,115","-0,080"
715,"1,000","0,006","-0,008","0,009","0,791","-0,608","0,072","0,010","0,992","0,034","-0,104","-0,057","0,999","0,025","0,011","-0,017","0,994","0,071","0,083","0,025","0,925","-0,379","-0,008","0,020","0,772","-0,622","0,108","-0,071"
716,"1,000","-0,001","-0,003","0,013","0,780","-0,621","0,081","-0,002","0,991","0,039","-0,109","-0,061","1,000","0,017","0,008","-0,013","0,993","0,078","0,084","0,029","0,926","-0,376","-0,008","0,024","0,766","-0,631","0,103","-0,064"
717,"1,000","-0,007","0,003","0,014","0,772","-0,629","0,085","-0,011","0,991","0,043","-0,110","-0,062","1,000","0,009","0,002","-0,008","0,993","0,084","0,083","0,032","0,926","-0,376","-0,009","0,027","0,764","-0,635","0,101","-0,058"
718,"1,000","-0,011","0,007","0,013","0,768","-0,634","0,087","-0,017","0,991","0,046","-0,110","-0,059","1,000","0,004","-0,003","-0,005","0,992","0,086","0,083","0,035","0,926","-0,376","-0,010","0,029","0,764","-0,636","0,098","-0,052"
719,"1,000","-0,014","0,009","0,012","0,767","-0,636","0,087","-0,019","0,991","0,048","-0,109","-0,055","1,000","0,003","-0,003","-0,004","0,992","0,086","0,083","0,039","0,926","-0,377","-0,010","0,031","0,764","-0,637","0,092","-0,046"
720,"1,000","-0,014","0,009","0,012","0,767","-0,636","0,087","-0,019","0,992","0,047","-0,109","-0,051","1,000","0,004","-0,003","-0,004","0,992","0,084","0,084","0,043","0,927","-0,375","-0,010","0,032","0,765","-0,637","0,086","-0,040"
721,"1,000","-0,012","0,007","0,010","0,769","-0,633","0,087","-0,016","0,992","0,045","-0,108","-0,050","1,000","0,007","-0,001","-0,005","0,992","0,080","0,084","0,047","0,928","-0,371","-0,010","0,031","0,767","-0,636","0,078","-0,035"
722,"1,000","-0,007","0,005","0,009","0,772","-0,630","0,086","-0,013","0,992","0,041","-0,105","-0,051","1,000","0,013","0,002","-0,007","0,993","0,077","0,083","0,046","0,929","-0,369","-0,010","0,028","0,768","-0,635","0,072","-0,030"
723,"1,000","0,002","0,000","0,008","0,776","-0,624","0,086","-0,011","0,993","0,036","-0,101","-0,051","1,000","0,021","0,006","-0,010","0,993","0,072","0,080","0,039","0,929","-0,369","-0,010","0,025","0,771","-0,633","0,066","-0,027"
724,"1,000","0,013","-0,004","0,007","0,782","-0,618","0,085","-0,008","0,994","0,029","-0,097","-0,049","0,999","0,031","0,010","-0,011","0,994","0,067","0,078","0,030","0,928","-0,372","-0,011","0,022","0,775","-0,628","0,063","-0,025"
725,"1,000","0,024","-0,006","0,007","0,786","-0,612","0,082","-0,004","0,994","0,022","-0,095","-0,047","0,999","0,043","0,014","-0,010","0,995","0,061","0,074","0,022","0,926","-0,376","-0,011","0,019","0,779","-0,624","0,061","-0,025"
726,"1,000","0,029","-0,009","0,005","0,792","-0,606","0,077","0,000","0,995","0,013","-0,093","-0,041","0,998","0,052","0,019","-0,009","0,996","0,053","0,070","0,018","0,923","-0,385","-0,011","0,016","0,783","-0,618","0,063","-0,028"
727,"0,999","0,029","-0,012","0,006","0,803","-0,593","0,067","0,005","0,996","0,005","-0,088","-0,030","0,998","0,055","0,027","-0,008","0,997","0,045","0,064","0,008","0,917","-0,399","-0,011","0,014","0,790","-0,607","0,073","-0,036"
728,"1,000","0,027","-0,012","0,005","0,815","-0,576","0,060","0,015","0,996","-0,002","-0,083","-0,021","0,998","0,057","0,034","-0,009","0,997","0,039","0,063","-0,002","0,910","-0,414","-0,010","0,014","0,801","-0,591","0,087","-0,051"
