Index,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z
0,"63,023","9,534","-6,117","-8,577","7,862","1,418","-11,243","-8,260","0,095","72,305","14,776","-7,593","-14,358","0,518","0,165","10,177","1,565","-0,139","-16,748","-0,625","-0,385"
1,"63,357","9,661","-6,207","-8,741","7,871","1,440","-11,283","-8,273","0,082","72,332","14,807","-7,727","-14,406","0,378","0,147","10,261","1,571","-0,141","-16,713","-0,656","-0,393"
2,"63,364","9,690","-6,224","-8,741","7,871","1,440","-11,277","-8,275","0,081","72,265","14,793","-7,708","-14,449","0,473","0,145","10,261","1,571","-0,141","-16,756","-0,748","-0,416"
3,"63,451","9,613","-6,202","-8,764","7,847","1,435","-11,270","-8,269","0,080","72,180","14,713","-7,585","-14,378","0,502","0,159","10,223","1,566","-0,140","-16,599","-0,651","-0,388"
4,"63,543","9,652","-6,234","-9,139","7,807","1,465","-11,750","-8,259","0,107","72,287","14,788","-7,729","-14,471","0,474","0,145","10,328","1,540","-0,139","-16,588","-0,721","-0,402"
5,"63,533","9,676","-6,311","-9,087","7,669","1,432","-11,621","-8,199","0,088","72,171","14,717","-7,623","-14,471","0,543","0,152","10,223","1,566","-0,140","-16,693","-0,744","-0,413"
6,"63,533","9,656","-6,263","-9,088","7,806","1,453","-11,577","-8,309","0,092","72,351","14,710","-7,673","-14,391","0,527","0,144","10,223","1,538","-0,138","-16,736","-0,769","-0,415"
7,"63,569","9,559","-6,248","-9,134","7,805","1,453","-11,579","-8,364","0,089","72,330","14,725","-7,633","-14,394","0,568","0,152","10,177","1,537","-0,137","-16,781","-0,742","-0,409"
8,"63,604","9,617","-6,247","-9,287","7,735","1,448","-11,693","-8,308","0,096","72,351","14,710","-7,673","-14,403","0,527","0,144","10,177","1,467","-0,131","-16,793","-0,703","-0,390"
9,"63,606","9,555","-6,247","-9,485","7,570","1,422","-11,696","-8,198","0,087","72,322","14,706","-7,667","-14,406","0,527","0,144","9,978","1,467","-0,128","-16,992","-0,702","-0,392"
10,"63,702","9,484","-6,134","-10,039","7,234","1,303","-11,647","-8,067","0,106","72,588","14,907","-7,999","-14,387","0,376","0,122","9,696","1,283","-0,098","-17,585","-0,450","-0,303"
11,"63,123","9,504","-6,112","-9,637","7,233","1,295","-11,768","-8,200","0,095","73,011","14,727","-7,639","-14,386","0,390","0,128","9,900","1,013","-0,056","-17,683","-0,087","-0,136"
12,"63,119","9,486","-6,078","-9,903","7,699","1,475","-11,843","-8,220","0,093","72,813","14,400","-7,047","-14,704","0,643","0,185","9,601","1,168","-0,087","-18,299","-0,149","-0,184"
13,"63,105","9,524","-6,134","-9,495","7,896","1,549","-12,020","-8,758","0,039","72,445","14,617","-7,458","-15,237","0,535","0,162","9,918","1,048","-0,072","-18,279","-0,164","-0,188"
14,"63,275","9,567","-6,213","-9,319","7,920","1,558","-11,955","-8,790","0,029","72,529","14,779","-7,756","-15,331","0,588","0,167","9,992","1,380","-0,134","-18,068","-0,734","-0,473"
15,"63,427","9,750","-6,506","-8,761","7,719","1,486","-11,422","-8,666","-0,021","72,146","14,749","-7,713","-15,315","0,192","0,058","10,331","1,409","-0,139","-17,455","-0,614","-0,369"
16,"63,463","9,507","-6,156","-9,402","7,788","1,529","-11,893","-8,456","0,061","72,523","14,738","-7,674","-14,869","0,695","0,152","9,997","1,396","-0,136","-17,564","-0,833","-0,472"
