Index,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z
0,"0,862","0,505","0,033","0,000","0,985","-0,153","0,078","0,000","0,992","-0,126","0,023","0,000","0,853","0,511","-0,104","0,000","0,986","-0,165","-0,016","0,000","0,993","-0,117","-0,013","0,000","0,972","-0,235","-0,009","0,000"
1,"0,862","0,505","0,033","0,000","0,985","-0,153","0,078","0,000","0,991","-0,131","0,023","0,000","0,853","0,512","-0,101","0,000","0,985","-0,170","-0,013","0,000","0,993","-0,121","-0,013","0,000","0,971","-0,239","-0,007","0,000"
2,"0,862","0,505","0,033","0,000","0,985","-0,153","0,078","0,000","0,991","-0,131","0,023","0,000","0,854","0,510","-0,102","0,000","0,985","-0,170","-0,012","0,000","0,993","-0,121","-0,012","0,000","0,971","-0,240","-0,007","0,000"
3,"0,862","0,506","0,032","0,000","0,986","-0,151","0,075","0,000","0,991","-0,128","0,022","0,000","0,854","0,511","-0,102","0,000","0,985","-0,170","-0,013","0,000","0,993","-0,119","-0,012","0,000","0,971","-0,240","-0,007","0,000"
4,"0,862","0,506","0,032","0,000","0,986","-0,151","0,075","0,000","0,991","-0,129","0,023","0,000","0,854","0,510","-0,102","0,000","0,984","-0,175","-0,013","0,000","0,993","-0,119","-0,009","0,000","0,970","-0,242","-0,003","0,000"
5,"0,862","0,506","0,030","0,000","0,986","-0,149","0,075","0,000","0,992","-0,128","0,021","0,000","0,854","0,510","-0,102","0,000","0,984","-0,175","-0,013","0,000","0,993","-0,117","-0,009","0,000","0,970","-0,241","-0,007","0,000"
6,"0,862","0,506","0,032","0,000","0,986","-0,149","0,075","0,000","0,992","-0,128","0,022","0,000","0,854","0,510","-0,102","0,000","0,984","-0,175","-0,013","0,000","0,993","-0,117","-0,007","0,000","0,970","-0,241","-0,007","0,000"
7,"0,862","0,506","0,032","0,000","0,986","-0,147","0,075","0,000","0,992","-0,128","0,021","0,000","0,854","0,510","-0,102","0,000","0,985","-0,173","-0,013","0,000","0,993","-0,116","-0,007","0,000","0,971","-0,240","-0,007","0,000"
8,"0,862","0,506","0,032","0,000","0,986","-0,147","0,075","0,000","0,992","-0,128","0,021","0,000","0,854","0,510","-0,102","0,000","0,985","-0,173","-0,013","0,000","0,993","-0,116","-0,006","0,000","0,971","-0,240","-0,007","0,000"
9,"0,862","0,506","0,031","0,000","0,986","-0,147","0,075","0,000","0,992","-0,128","0,020","0,000","0,854","0,510","-0,102","0,000","0,985","-0,170","-0,013","0,000","0,993","-0,116","-0,007","0,000","0,971","-0,240","-0,009","0,000"
