Index,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z
22,"0,027","0,034","0,021","0,473","0,094","0,108","-0,009","0,266","-0,004","0,270","-0,025","0,111","0,053","0,351","0,451","0,480","-0,051","0,268","0,294","0,027","0,649"
23,"0,039","-0,015","0,056","0,407","0,066","0,060","-0,137","0,278","0,112","0,321","-0,002","0,177","-0,132","0,247","0,534","0,541","-0,062","0,208","0,722","0,048","0,569"
24,"-0,009","-0,069","0,102","0,244","0,050","0,294","-0,149","0,240","0,360","0,153","-0,008","0,083","-0,196","0,202","0,606","0,418","-0,017","0,447","1,269","0,041","0,794"
25,"0,187","-0,064","0,152","0,185","0,241","0,267","-0,283","0,202","0,603","0,496","0,188","0,090","-0,077","0,410","0,684","0,356","-0,113","0,590","1,391","-0,074","0,723"
26,"0,104","0,027","0,093","0,139","0,140","0,466","-0,218","0,257","0,539","0,490","0,105","0,067","-0,248","0,261","0,338","0,356","0,078","0,615","1,329","0,021","0,878"
27,"0,110","-0,058","0,079","0,097","0,174","0,660","-0,344","0,142","0,605","0,356","0,184","0,142","-0,118","0,143","0,120","0,294","0,041","0,746","1,327","0,200","1,055"
28,"0,110","0,064","0,142","0,093","0,092","0,636","-0,155","0,069","0,499","0,379","0,205","0,062","0,060","0,114","0,259","0,172","0,112","0,794","1,081","0,211","1,188"
29,"-0,003","-0,033","0,151","-0,015","0,289","0,749","-0,140","0,162","0,184","0,427","-0,083","-0,045","0,069","0,232","-0,022","0,111","0,063","0,865","0,656","-0,073","1,071"
30,"0,575","0,037","-0,047","-0,136","0,291","0,760","-0,147","0,052","0,317","0,631","-0,107","0,144","-0,003","0,070","0,331","0,172","0,041","0,745","1,332","-0,358","0,609"
31,"0,164","0,033","0,082","-0,273","0,154","0,640","-0,092","0,064","0,441","0,358","0,070","0,068","0,237","0,219","0,428","0,171","0,027","0,996","0,296","-0,120","0,524"
32,"0,073","-0,161","0,161","-0,194","0,185","0,824","0,033","-0,003","0,392","0,167","0,043","0,054","0,292","0,263","0,607","-0,134","0,026","0,995","-0,070","-0,225","0,584"
33,"0,198","-0,234","0,124","-0,231","0,249","1,072","0,091","0,124","0,444","0,167","0,043","0,054","0,471","0,235","0,747","-0,257","0,263","1,259","-0,131","-0,205","0,500"
34,"0,235","-0,131","0,043","-0,371","0,219","0,894","0,152","-0,058","0,464","0,102","-0,031","0,016","0,412","0,279","0,671","-0,197","0,406","1,356","-0,257","-0,035","0,895"
35,"0,150","-0,288","0,171","-0,310","0,217","0,888","0,221","-0,014","0,279","0,029","-0,074","0,031","0,355","0,130","0,580","-0,197","0,406","1,356","-0,200","0,324","1,248"
36,"0,109","-0,300","-0,045","-0,302","0,139","1,000","0,161","0,046","0,271","-0,029","-0,066","0,017","0,353","0,145","0,639","-0,258","0,346","1,368","0,470","0,389","1,359"
37,"0,192","-0,149","0,138","-0,473","0,201","1,123","0,277","0,058","0,398","0,102","-0,031","0,016","0,226","0,115","0,768","-0,318","0,383","1,236","1,084","0,084","0,980"
38,"0,033","-0,051","0,007","-0,307","0,110","0,946","0,205","0,142","0,632","-0,023","0,017","0,040","0,297","-0,018","0,489","-0,318","0,240","1,139","0,966","-0,223","0,594"
39,"0,138","-0,240","0,136","-0,307","0,110","0,946","0,268","0,015","0,585","-0,029","-0,066","0,017","0,350","0,042","0,728","-0,439","0,277","1,007","0,602","-0,131","0,391"
40,"0,093","-0,045","-0,004","-0,295","0,114","1,082","0,149","-0,052","0,525","-0,023","0,017","0,040","0,410","0,234","0,745","-0,194","0,183","0,840","0,421","-0,227","0,233"
41,"-0,111","0,028","0,271","-0,230","0,195","1,101","-0,028","-0,003","0,389","-0,044","-0,118","0,046","0,166","0,292","0,722","-0,011","0,040","0,745","0,296","-0,172","0,556"
42,"0,132","-0,276","0,087","-0,060","0,187","0,948","0,027","0,009","0,513","-0,023","0,017","0,040","0,281","0,160","0,947","0,173","0,018","0,626","0,233","0,111","0,668"
43,"0,056","-0,148","0,077","0,036","0,176","0,666","0,016","0,153","0,744","0,014","0,089","-0,070","0,230","-0,033","0,679","0,052","-0,185","0,540","0,476","0,123","0,806"
44,"0,050","-0,185","0,029","0,248","0,133","0,319","-0,098","-0,046","0,574","-0,078","-0,203","-0,124","0,125","0,085","0,143","0,296","-0,148","0,410","0,719","0,239","0,881"
45,"0,027","0,034","0,021","0,349","-0,039","0,123","-0,088","0,119","0,375","0,072","-0,021","0,149","0,127","0,011","0,099","0,297","-0,194","0,170","0,235","0,120","0,449"
46,"0,039","-0,015","0,056","0,218","0,095","-0,006","-0,083","-0,014","0,265","-0,021","-0,097","-0,035","0,007","-0,004","0,036","0,176","-0,146","0,098","0,362","-0,082","0,002"
47,"-0,004","-0,154","0,089","0,274","0,011","-0,036","-0,077","0,095","0,132","0,015","-0,126","0,060","0,125","0,026","0,158","0,116","-0,132","-0,153","0,727","0,034","0,078"
48,"0,021","-0,124","-0,090","0,329","0,225","-0,157","-0,013","0,090","0,074","0,066","-0,103","0,126","0,005","0,010","0,095","0,117","-0,106","-0,344","0,360","-0,123","0,169"
49,"-0,038","-0,008","-0,016","0,306","-0,081","-0,337","-0,068","0,078","-0,050","0,037","-0,105","-0,021","0,077","-0,004","-0,214","-0,004","-0,129","-0,465","-0,434","-0,081","0,349"
50,"-0,050","0,041","-0,051","0,539","0,046","-0,500","-0,121","-0,061","-0,223","0,117","0,021","-0,012","0,141","-0,093","-0,315","0,058","-0,115","-0,715","-0,677","0,127","0,220"
51,"0,016","-0,039","-0,076","0,645","-0,098","-0,642","0,015","-0,089","-0,520","-0,015","-0,014","-0,012","0,070","-0,019","-0,021","0,242","-0,269","-0,871","-0,428","0,081","-0,321"
52,"0,039","-0,136","-0,006","0,517","-0,070","-0,713","0,004","-0,066","-0,278","0,111","-0,062","-0,035","-0,048","-0,108","-0,129","0,120","-0,150","-0,895","0,063","-0,245","-0,617"
53,"0,081","0,003","-0,039","0,399","0,015","-0,678","0,244","-0,121","-0,200","0,014","0,089","-0,070","0,022","-0,108","-0,378","-0,002","-0,078","-0,847","0,431","-0,235","-0,833"
54,"-0,115","-0,002","-0,088","0,272","-0,011","-0,720","0,134","-0,144","-0,448","0,066","-0,002","-0,078","0,148","-0,137","-0,492","-0,063","-0,198","-0,824","0,369","-0,120","-0,761"
55,"-0,061","0,089","-0,086","0,322","-0,070","-0,832","0,322","-0,216","-0,555","0,050","0,060","0,025","0,027","-0,212","-0,541","-0,063","-0,150","-0,896","0,495","-0,226","-1,052"
56,"-0,055","0,125","-0,037","0,198","-0,203","-0,817","0,439","-0,144","-0,434","0,046","-0,136","-0,073","0,089","-0,152","-0,553","-0,064","-0,235","-0,693","0,553","-0,235","-0,832"
57,"-0,103","0,071","0,009","0,203","-0,175","-0,763","0,375","-0,138","-0,376","0,050","0,060","0,025","0,265","-0,166","-0,355","0,120","-0,210","-0,883","0,427","0,071","-0,449"
58,"0,022","-0,002","-0,028","0,147","-0,091","-0,733","0,493","-0,254","-0,298","0,153","-0,008","0,083","0,204","-0,107","-0,372","0,120","-0,078","-0,846","0,057","-0,031","-0,033"
59,"-0,050","0,041","-0,051","0,292","-0,031","-0,502","0,546","-0,115","-0,125","0,133","-0,041","-0,116","0,204","-0,167","-0,357","0,059","-0,210","-0,884","-0,308","-0,063","-0,089"
60,"-0,092","0,022","0,044","0,068","-0,046","-0,262","0,427","-0,182","-0,185","-0,066","-0,037","-0,078","0,009","-0,078","-0,009","-0,002","-0,281","-0,932","0,248","-0,235","-0,835"
61,"-0,175","-0,007","-0,077","0,238","-0,055","-0,414","0,317","-0,205","-0,434","0,052","-0,054","-0,050","0,072","-0,152","-0,051","0,120","-0,281","-0,932","0,252","-0,374","-1,179"
62,"-0,030","0,156","-0,216","0,288","-0,114","-0,526","0,442","-0,150","-0,494","0,089","0,019","-0,159","0,086","-0,197","-0,479","0,182","-0,196","-1,134","0,312","-0,362","-1,042"
63,"-0,038","-0,129","-0,078","0,087","-0,143","-0,699","0,436","-0,138","-0,373","0,257","0,025","-0,065","0,082","-0,167","-0,361","0,060","-0,292","-0,992","0,860","-0,330","-0,985"
64,"-0,038","-0,008","-0,016","0,206","-0,038","-0,768","0,378","-0,205","-0,431","0,052","-0,054","-0,050","0,271","-0,211","-0,532","-0,123","-0,281","-0,933","0,738","-0,226","-1,050"
65,"0,039","-0,015","0,056","0,377","-0,100","-0,891","0,308","-0,127","-0,258","0,112","-0,176","-0,110","0,267","-0,299","-0,385","0,181","-0,198","-0,823","-0,055","-0,300","-0,942"
66,"-0,003","-0,033","0,151","0,264","-0,176","-0,769","0,316","-0,266","-0,428","0,176","0,012","0,002","0,261","-0,255","-0,207","0,546","-0,186","-0,761","-0,427","-0,035","-0,393"
67,"-0,038","-0,008","-0,016","0,227","-0,113","-0,521","0,253","-0,260","-0,370","-0,028","-0,180","-0,058","0,313","-0,255","0,046","0,363","-0,115","-0,714","-0,126","0,157","-0,078"
68,"-0,109","-0,087","-0,102","0,359","-0,058","-0,425","0,305","-0,121","-0,197","0,052","-0,054","-0,050","0,194","-0,152","-0,047","-0,064","-0,033","-0,608","-0,309","0,052","-0,016"
69,"-0,033","-0,093","-0,030","0,588","-0,257","-0,550","0,177","-0,170","-0,076","-0,122","-0,142","-0,167","0,267","-0,240","-0,399","-0,613","-0,045","-0,670","-0,306","-0,159","-0,245"
70,"-0,044","-0,044","-0,065","0,583","-0,286","-0,603","0,114","-0,165","-0,018","-0,007","-0,045","-0,064","0,330","-0,314","-0,442","-0,430","-0,224","-0,635","0,003","-0,381","-0,606"
71,"-0,027","-0,178","-0,043","0,529","-0,309","-0,515","0,122","-0,182","-0,200","-0,058","-0,169","0,075","0,206","-0,181","-0,416","-0,369","-0,104","-0,658","0,556","-0,582","-1,049"
72,"-0,038","-0,008","-0,016","0,419","-0,249","-0,397","0,067","-0,193","-0,324","-0,019","-0,211","-0,110","0,321","-0,314","-0,190","-0,063","-0,307","-0,741","0,252","-0,562","-1,136"
73,"0,044","-0,100","0,042","0,376","-0,214","-0,203","0,006","-0,193","-0,327","-0,066","-0,037","-0,078","0,254","-0,270","-0,015","0,058","-0,295","-0,681","-0,238","-0,676","-0,857"
74,"0,033","-0,172","-0,055","0,438","-0,026","-0,242","0,000","-0,243","-0,200","-0,216","-0,320","-0,147","0,252","-0,373","0,074","0,118","-0,092","-0,595","-0,177","-0,572","-0,920"
75,"0,050","-0,185","0,029","0,380","-0,132","-0,178","0,122","-0,303","-0,188","-0,262","-0,146","-0,115","0,197","-0,300","-0,135","-0,066","-0,106","-0,345","-0,120","-0,317","-0,503"
76,"0,115","-0,142","0,066","0,322","-0,238","-0,115","0,174","-0,286","-0,004","-0,129","-0,225","-0,190","0,203","-0,344","-0,313","-0,128","0,048","-0,189","-0,614","-0,052","0,044"
77,"0,033","-0,051","0,007","0,205","-0,152","-0,079","0,110","-0,280","0,054","-0,078","-0,203","-0,124","0,146","-0,433","-0,418","-0,251","0,142","-0,021","-0,246","-0,095","-0,140"
78,"0,110","-0,179","0,017","0,389","-0,210","-0,067","0,041","-0,141","0,222","-0,204","-0,155","-0,101","0,147","-0,374","-0,433","-0,313","0,176","0,158","-0,001","0,030","-0,285"
79,"0,044","-0,100","0,042","0,260","-0,183","-0,138","0,226","-0,208","0,175","-0,175","-0,051","-0,158","0,146","-0,433","-0,418","-0,314","0,331","0,315","0,000","-0,253","-0,398"
80,"0,098","-0,009","0,045","-0,033","-0,308","0,030","0,116","-0,231","-0,073","-0,145","-0,163","-0,086","0,014","-0,359","-0,127","-0,192","0,271","0,327","0,186","-0,380","-0,604"
81,"0,181","-0,100","0,103","-0,021","-0,303","0,165","0,044","-0,208","0,167","-0,029","-0,066","0,017","0,065","-0,226","0,156","-0,010","0,377","0,556","0,247","-0,652","-0,581"
82,"0,360","-0,083","0,068","-0,267","-0,191","0,130","0,223","-0,323","0,248","-0,337","-0,076","-0,025","-0,012","-0,167","0,642","-0,131","0,234","0,458","-0,302","-0,433","-0,577"
83,"0,141","0,009","-0,051","-0,326","-0,243","0,164","0,031","-0,367","0,427","-0,234","-0,144","0,032","-0,124","-0,300","0,357","-0,255","0,351","0,746","-0,613","-0,388","-0,037"
84,"0,158","-0,003","0,033","-0,413","-0,196","-0,131","0,151","-0,300","0,487","-0,088","-0,057","0,003","-0,122","-0,374","0,313","-0,317","0,445","0,914","-0,495","-0,081","0,349"
85,"0,135","-0,027","-0,099","-0,406","-0,221","-0,048","0,156","-0,312","0,366","0,009","-0,209","0,037","-0,059","-0,271","0,226","-0,499","0,434","0,853","-0,377","0,006","0,726"
86,"0,116","-0,021","0,128","-0,394","-0,217","0,087","0,107","-0,456","0,132","-0,042","-0,232","-0,029","-0,071","-0,123","0,566","-0,256","0,397","0,985","-0,628","0,387","1,348"
87,"0,135","0,094","-0,037","-0,131","-0,243","0,283","-0,020","-0,202","0,224","0,037","-0,105","-0,021","-0,134","-0,108","0,623","-0,501","0,360","1,115","-0,693","0,609","1,711"
88,"0,056","-0,148","0,077","-0,313","-0,239","0,300","-0,084","-0,196","0,282","0,036","0,009","0,054","-0,014","-0,034","0,671","-0,623","0,251","1,197","-0,383","0,272","1,278"
89,"0,075","-0,033","-0,088","-0,356","-0,204","0,495","-0,034","-0,113","0,522","0,001","-0,178","0,089","-0,135","0,025","0,652","-0,562","0,323","1,246","-0,072","0,110","0,665"
90,"0,081","0,003","-0,039","-0,290","-0,177","0,542","-0,159","-0,107","0,577","-0,046","-0,004","0,121","-0,066","0,025","0,403","-0,500","0,217","1,018","0,357","0,036","0,429"
91,"-0,001","0,216","-0,035","-0,287","-0,040","0,538","-0,162","-0,101","0,637","0,183","-0,120","0,154","-0,064","0,069","0,329","-0,561","0,146","0,970","-0,008","0,035","0,426"
92,"-0,192","0,126","-0,098","-0,287","-0,040","0,538","-0,220","-0,107","0,574","0,043","-0,124","0,207","-0,007","-0,019","0,479","-0,682","0,134","0,909","-0,436","0,066","0,474"
93,"-0,061","0,089","-0,086","-0,342","-0,010","0,597","-0,214","0,003","0,441","0,086","0,031","0,120","-0,133","0,069","0,578","-0,742","0,017","0,621","-0,190","0,107","0,308"
94,"-0,126","0,168","-0,061","-0,270","0,046","0,698","-0,391","-0,069","0,317","-0,074","-0,107","0,178","-0,123","0,054","0,268","-0,802","-0,078","0,452","0,180","-0,114","-0,052"
95,"-0,262","0,290","-0,059","-0,224","0,094","0,528","-0,306","0,188","1,093","-0,239","-0,443","0,138","-0,175","-0,005","0,030","-0,862","-0,112","0,272","-0,247","-0,115","-0,056"
96,"-0,606","0,577","-0,079","0,087","-0,257","-0,010","-0,451","0,052","0,302","-0,198","-0,173","0,127","-0,175","-0,005","0,030","-0,556","-0,027","0,071","-0,251","0,159","0,276"
97,"-0,654","0,644","0,030","0,245","-0,643","-0,862","-0,440","-0,092","-1,216","-0,269","-0,331","0,067","-0,295","0,039","-0,048","-0,494","0,010","-0,059","-0,313","0,223","0,380"
98,"-0,742","0,821","-0,015","-0,138","-0,667","-1,018","-0,599","-0,078","-1,716","-0,293","-0,136","0,018","-0,474","-0,051","-0,158","-0,494","-0,061","-0,108","-0,249","-0,020","0,100"
99,"-0,566","0,347","0,012","-0,426","-0,520","-0,859","-0,466","-0,040","-0,671","-0,177","-0,039","0,121","-0,467","0,023","-0,365","-0,433","-0,049","-0,048","-0,003","-0,251","-0,042"
100,"-0,682","0,705","-0,089","-0,395","-0,239","-0,597","-0,330","-0,130","0,325","-0,111","-0,078","0,083","-0,537","0,082","-0,131","-0,494","-0,121","-0,096","0,120","-0,042","-0,168"
101,"-0,418","0,176","0,045","-0,270","-0,159","-0,583","-0,385","-0,020","0,190","-0,193","0,125","0,020","-0,589","0,082","-0,384","-0,310","-0,144","-0,215","-0,123","-0,158","-0,243"
102,"-0,251","0,242","-0,024","-0,150","-0,108","-0,623","-0,425","0,061","-0,249","-0,128","0,200","0,058","-0,516","-0,125","-0,707","-0,186","-0,332","-0,551","-0,247","0,041","-0,152"
103,"-0,186","0,163","-0,049","-0,093","-0,192","-0,653","-0,283","-0,040","-0,662","0,006","0,121","-0,018","-0,642","-0,096","-0,593","-0,368","-0,258","-0,814","-0,368","0,093","-0,185"
104,"-0,115","-0,123","-0,150","0,065","-0,258","-0,913","-0,228","-0,029","-0,538","0,099","0,197","0,166","-0,760","-0,126","-0,715","-0,428","-0,293","-0,994","-0,244","-0,034","-0,392"
105,"-0,050","0,041","-0,051","0,195","-0,096","-0,875","-0,237","-0,011","-0,356","0,186","0,292","0,123","-0,686","-0,097","-1,097","-0,489","-0,364","-1,043","-0,366","0,205","-0,468"
106,"0,027","-0,209","-0,104","0,162","0,050","-0,602","-0,173","-0,078","-0,408","0,188","0,178","0,048","-0,443","-0,155","-1,074","-0,488","-0,376","-1,103","-0,550","0,269","-0,366"
107,"0,081","-0,239","-0,164","0,103","-0,002","-0,568","-0,094","0,130","-0,792","0,241","0,087","0,039","-0,626","-0,274","-1,051","-0,672","-0,365","-1,044","-0,793","0,017","-0,429"
108,"0,086","-0,324","-0,177","0,104","-0,056","-0,539","-0,097","-0,046","-0,714","0,074","-0,033","-0,130","-0,502","-0,288","-1,106","-0,671","-0,436","-1,092","-0,605","-0,081","-0,939"
109,"0,092","-0,288","-0,129","0,032","-0,113","-0,640","-0,040","-0,101","-0,645","0,227","0,137","-0,136","-0,448","-0,303","-0,912","-0,732","-0,447","-1,153","-0,418","-0,323","-1,217"
110,"0,182","-0,337","-0,332","-0,027","-0,165","-0,606","-0,056","0,116","-0,298","0,212","0,085","-0,108","-0,490","-0,377","-1,460","-0,488","-0,459","-1,211","-0,114","-0,479","-1,119"
111,"0,134","-0,391","-0,286","-0,181","-0,016","-0,322","-0,112","-0,078","-0,405","0,214","-0,029","-0,182","-0,358","-0,510","-1,737","-0,487","-0,470","-1,271","0,010","-0,574","-1,274"
112,"0,259","-0,343","-0,260","-0,235","-0,039","-0,234","0,007","0,049","-0,350","0,229","0,023","-0,211","-0,350","-0,628","-1,959","-0,427","-0,507","-1,140","0,194","-0,397","-1,451"
113,"0,472","-0,472","-0,190","-0,109","-0,203","-0,158","0,132","0,044","-0,405","0,229","0,023","-0,211","-0,485","-0,599","-1,593","-0,305","-0,555","-1,068","-0,053","-0,239","-1,193"
114,"0,586","-0,497","-0,262","-0,165","0,071","-0,162","0,129","-0,011","-0,339","0,271","0,076","-0,093","-0,379","-0,421","-1,131","-0,366","-0,436","-1,091","-0,363","-0,141","-0,685"
115,"0,287","-0,525","-0,204","-0,320","0,030","0,155","0,143","0,081","0,635","0,141","-0,072","-0,168","-0,322","-0,450","-0,996","-0,306","-0,341","-0,922","-0,606","-0,205","-0,791"
116,"-0,044","-0,166","-0,127","-0,257","0,165","0,145","0,273","-0,240","0,487","0,229","0,023","-0,211","-0,324","-0,435","-0,937","-0,368","-0,090","-0,909","-0,850","-0,174","-0,742"
117,"0,038","-0,257","-0,069","0,292","0,045","0,153","0,149","-0,112","-0,757","0,089","0,019","-0,159","-0,261","-0,391","-1,009","-0,123","-0,161","-0,956","-0,793","0,017","-0,429"
118,"-0,104","-0,171","-0,115","0,333","0,064","-0,070","0,096","-0,251","-0,930","0,227","0,137","-0,136","0,110","-0,493","-1,159","-0,184","-0,233","-1,005","-0,424","-0,277","-0,674"
119,"-0,140","-0,153","0,028","0,296","-0,192","-0,415","0,209","-0,355","-0,731","0,030","0,027","-0,173","-0,140","-0,509","-0,975","-0,303","-0,504","-1,450","-0,423","-0,393","-0,746"
120,"-0,021","-0,263","-0,057","0,198","-0,203","-0,817","0,124","-0,430","-0,238","-0,007","-0,045","-0,064","-0,150","-0,375","-0,694","0,061","-0,566","-1,126","-0,481","-0,468","-0,987"
121,"0,098","-0,130","-0,018","0,243","-0,345","-0,954","0,006","-0,376","-0,310","0,052","-0,054","-0,050","-0,158","-0,434","-0,428","0,305","-0,506","-1,136","-0,485","-0,330","-0,643"
122,"0,032","-0,294","-0,117","0,131","-0,231","-0,865","0,023","-0,410","-0,674","0,133","-0,041","-0,116","-0,144","-0,597","-0,827","0,121","-0,375","-1,100","-0,423","-0,361","-0,694"
123,"-0,033","-0,214","-0,092","0,302","-0,293","-0,988","-0,038","-0,532","-0,665","0,009","-0,107","-0,167","-0,207","-0,464","-0,800","-0,062","-0,173","-1,015","-0,243","-0,234","-0,484"
124,"0,021","-0,245","-0,152","0,178","-0,426","-0,973","-0,102","-0,404","-0,619","0,060","-0,085","-0,101","-0,158","-0,375","-0,443","-0,184","-0,102","-0,968","-0,304","-0,150","-0,465"
125,"0,109","-0,300","-0,045","0,182","-0,344","-0,948","-0,114","-0,442","-0,370","-0,001","0,038","-0,041","-0,171","-0,345","-0,074","-0,124","-0,030","-0,919","-0,669","-0,182","-0,520"
126,"-0,015","-0,105","0,054","0,261","-0,312","-0,765","-0,203","-0,384","0,233","-0,036","-0,149","-0,006","-0,176","-0,493","0,089","-0,124","0,041","-0,871","-0,610","-0,171","-0,384"
127,"0,181","-0,222","0,041","0,103","-0,246","-0,505","-0,076","-0,457","0,123","-0,045","0,098","-0,084","-0,228","-0,553","-0,149","-0,492","0,121","-0,453","-0,548","-0,150","-0,467"
128,"0,115","-0,142","0,066","0,028","-0,439","-0,602","-0,076","-0,457","0,123","-0,205","-0,041","-0,026","-0,167","-0,375","-0,192","-1,042","0,286","-0,240","-0,304","-0,338","-0,421"
129,"0,110","-0,058","0,079","-0,014","-0,404","-0,408","-0,027","-0,373","0,363","-0,080","-0,089","-0,049","-0,167","-0,375","-0,192","-1,106","0,427","0,168","-0,125","-0,283","-0,096"
130,"0,045","0,022","0,105","-0,042","-0,229","-0,082","0,063","-0,370","1,042","-0,234","-0,144","0,032","-0,069","-0,197","0,522","-1,047","0,387","0,610","-0,251","-0,112","0,299"
131,"-0,353","0,339","0,145","-0,340","-0,437","0,062","0,116","-0,413","-0,056","-0,094","-0,140","-0,020","-0,080","-0,182","0,832","-0,925","0,507","0,588","-0,007","-0,216","0,365"
132,"-0,247","0,029","0,211","-0,163","-0,470","-0,008","-0,081","-0,384","-1,049","-0,031","0,048","0,092","-0,008","-0,256","0,538","-1,170","0,624","0,875","0,114","-0,048","0,407"
