Index,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z
0,"0,903","0,419","0,099","0,000","0,818","0,575","0,003","0,000","0,975","-0,191","0,111","0,000","0,892","0,416","-0,176","0,000","0,967","-0,242","-0,080","0,000","0,961","-0,278","0,003","0,000","0,846","0,530","-0,064","0,000"
1,"0,902","0,420","0,101","0,000","0,818","0,575","0,004","0,000","0,975","-0,192","0,112","0,000","0,893","0,415","-0,176","0,000","0,967","-0,244","-0,080","0,000","0,961","-0,278","0,004","0,000","0,845","0,532","-0,061","0,000"
2,"0,902","0,420","0,101","0,000","0,819","0,574","0,004","0,000","0,975","-0,193","0,114","0,000","0,893","0,415","-0,176","0,000","0,966","-0,248","-0,080","0,000","0,961","-0,278","0,007","0,000","0,845","0,531","-0,061","0,000"
3,"0,901","0,422","0,099","0,000","0,818","0,575","0,004","0,000","0,975","-0,191","0,112","0,000","0,893","0,415","-0,176","0,000","0,967","-0,244","-0,081","0,000","0,961","-0,278","0,006","0,000","0,847","0,529","-0,061","0,000"
4,"0,902","0,421","0,100","0,000","0,818","0,575","0,005","0,000","0,975","-0,192","0,114","0,000","0,892","0,415","-0,177","0,000","0,966","-0,245","-0,081","0,000","0,961","-0,278","0,006","0,000","0,847","0,529","-0,061","0,000"
5,"0,902","0,421","0,099","0,000","0,819","0,574","0,005","0,000","0,975","-0,191","0,114","0,000","0,892","0,416","-0,177","0,000","0,967","-0,243","-0,081","0,000","0,961","-0,278","0,004","0,000","0,846","0,529","-0,061","0,000"
6,"0,901","0,421","0,099","0,000","0,819","0,574","0,009","0,000","0,975","-0,191","0,116","0,000","0,892","0,416","-0,176","0,000","0,967","-0,243","-0,081","0,000","0,961","-0,278","0,004","0,000","0,846","0,529","-0,061","0,000"
7,"0,901","0,421","0,099","0,000","0,819","0,574","0,009","0,000","0,975","-0,190","0,116","0,000","0,892","0,416","-0,176","0,000","0,967","-0,243","-0,080","0,000","0,961","-0,277","0,004","0,000","0,846","0,530","-0,062","0,000"
8,"0,901","0,422","0,100","0,000","0,819","0,574","0,011","0,000","0,975","-0,190","0,117","0,000","0,892","0,416","-0,175","0,000","0,967","-0,243","-0,081","0,000","0,961","-0,278","0,005","0,000","0,845","0,531","-0,062","0,000"
9,"0,901","0,422","0,100","0,000","0,818","0,575","0,011","0,000","0,975","-0,189","0,117","0,000","0,892","0,416","-0,176","0,000","0,967","-0,243","-0,080","0,000","0,961","-0,277","0,005","0,000","0,845","0,531","-0,063","0,000"
10,"0,900","0,424","0,099","0,000","0,817","0,576","0,012","-0,001","0,975","-0,187","0,117","0,000","0,893","0,414","-0,174","0,000","0,966","-0,245","-0,082","0,000","0,961","-0,276","0,007","0,001","0,845","0,531","-0,065","0,002"
11,"0,901","0,423","0,097","0,002","0,818","0,575","0,014","-0,003","0,975","-0,187","0,120","0,001","0,892","0,416","-0,176","0,000","0,967","-0,243","-0,083","-0,001","0,961","-0,278","0,007","0,001","0,845","0,530","-0,067","0,003"
12,"0,901","0,423","0,099","0,000","0,816","0,577","0,014","-0,002","0,975","-0,188","0,117","0,000","0,893","0,414","-0,177","0,001","0,966","-0,244","-0,085","-0,001","0,961","-0,278","0,004","0,000","0,846","0,528","-0,068","0,004"
13,"0,901","0,422","0,102","-0,001","0,816","0,578","0,016","-0,004","0,975","-0,188","0,120","0,000","0,892","0,416","-0,178","0,001","0,966","-0,243","-0,083","-0,001","0,961","-0,276","0,005","0,000","0,846","0,529","-0,070","0,005"
14,"0,902","0,420","0,101","-0,001","0,815","0,580","0,015","-0,003","0,974","-0,190","0,119","0,000","0,892","0,414","-0,180","0,002","0,967","-0,241","-0,085","-0,001","0,961","-0,278","0,006","0,000","0,845","0,530","-0,068","0,004"
15,"0,902","0,421","0,099","0,000","0,816","0,578","0,017","-0,004","0,974","-0,189","0,122","0,001","0,891","0,416","-0,180","0,002","0,966","-0,244","-0,086","-0,001","0,961","-0,277","0,004","0,000","0,846","0,529","-0,070","0,005"
16,"0,901","0,421","0,101","-0,001","0,817","0,577","0,016","-0,004","0,975","-0,189","0,119","0,000","0,891","0,417","-0,177","0,001","0,967","-0,242","-0,084","-0,001","0,961","-0,276","0,006","0,001","0,845","0,530","-0,071","0,006"
17,"0,901","0,422","0,099","0,000","0,818","0,575","0,015","-0,003","0,975","-0,189","0,116","-0,001","0,892","0,415","-0,178","0,001","0,966","-0,245","-0,084","-0,001","0,961","-0,278","0,004","0,000","0,844","0,532","-0,072","0,006"
18,"0,901","0,422","0,101","-0,001","0,819","0,573","0,014","-0,002","0,976","-0,187","0,116","0,000","0,892","0,417","-0,177","0,001","0,966","-0,242","-0,085","-0,001","0,960","-0,280","0,005","0,000","0,842","0,534","-0,073","0,007"
19,"0,900","0,423","0,103","-0,001","0,819","0,574","0,011","0,000","0,975","-0,189","0,117","0,000","0,891","0,418","-0,175","-0,001","0,966","-0,244","-0,087","-0,002","0,960","-0,280","0,008","0,001","0,842","0,535","-0,075","0,008"
20,"0,901","0,421","0,102","-0,001","0,818","0,575","0,009","0,001","0,976","-0,186","0,117","0,000","0,892","0,416","-0,176","0,000","0,966","-0,243","-0,085","-0,001","0,961","-0,278","0,006","0,001","0,842","0,533","-0,077","0,009"
21,"0,901","0,422","0,099","0,000","0,818","0,576","0,007","0,002","0,975","-0,189","0,115","-0,001","0,893","0,414","-0,178","0,001","0,966","-0,245","-0,086","-0,001","0,961","-0,278","0,003","0,000","0,843","0,532","-0,076","0,009"
22,"0,902","0,420","0,098","0,000","0,816","0,577","0,006","0,003","0,975","-0,192","0,116","-0,001","0,892","0,414","-0,180","0,003","0,966","-0,245","-0,083","-0,001","0,961","-0,275","0,002","0,000","0,844","0,531","-0,074","0,008"
23,"0,901","0,422","0,099","0,000","0,818","0,576","0,005","0,004","0,975","-0,191","0,113","-0,001","0,892","0,416","-0,179","0,002","0,965","-0,246","-0,086","-0,001","0,961","-0,278","0,002","-0,001","0,844","0,531","-0,072","0,006"
24,"0,902","0,421","0,101","-0,001","0,817","0,576","0,007","0,002","0,975","-0,191","0,111","-0,002","0,891","0,418","-0,178","0,001","0,966","-0,244","-0,085","-0,001","0,961","-0,276","0,002","-0,001","0,844","0,532","-0,070","0,005"
25,"0,901","0,423","0,100","0,000","0,818","0,575","0,006","0,004","0,975","-0,189","0,113","-0,001","0,891","0,418","-0,176","0,000","0,967","-0,242","-0,082","-0,001","0,961","-0,275","0,005","0,000","0,845","0,530","-0,069","0,005"
26,"0,902","0,421","0,098","0,001","0,819","0,573","0,006","0,004","0,975","-0,192","0,111","-0,002","0,890","0,419","-0,177","0,000","0,967","-0,240","-0,082","-0,001","0,961","-0,277","0,003","0,000","0,845","0,529","-0,072","0,007"
27,"0,901","0,424","0,098","0,001","0,820","0,572","0,006","0,004","0,975","-0,194","0,110","-0,002","0,891","0,418","-0,176","-0,001","0,967","-0,242","-0,082","-0,001","0,960","-0,279","0,002","0,000","0,844","0,531","-0,071","0,006"
28,"0,900","0,425","0,099","0,001","0,821","0,571","0,004","0,005","0,975","-0,192","0,112","-0,001","0,892","0,416","-0,176","0,000","0,966","-0,245","-0,080","0,000","0,961","-0,277","0,003","0,000","0,845","0,531","-0,068","0,004"
29,"0,901","0,424","0,098","0,001","0,820","0,572","0,005","0,004","0,974","-0,193","0,114","-0,001","0,892","0,416","-0,178","0,001","0,966","-0,243","-0,083","-0,001","0,962","-0,275","0,003","0,000","0,844","0,532","-0,067","0,003"
30,"0,901","0,424","0,098","0,001","0,820","0,572","0,006","0,004","0,974","-0,193","0,114","-0,001","0,892","0,415","-0,178","0,001","0,966","-0,243","-0,082","-0,001","0,961","-0,275","0,003","0,000","0,844","0,533","-0,066","0,003"
31,"0,901","0,423","0,098","0,001","0,820","0,572","0,006","0,004","0,975","-0,193","0,114","-0,001","0,892","0,415","-0,178","0,001","0,966","-0,244","-0,082","-0,001","0,961","-0,275","0,003","0,000","0,844","0,532","-0,066","0,003"
32,"0,901","0,423","0,098","0,001","0,820","0,572","0,006","0,004","0,975","-0,193","0,114","-0,001","0,892","0,415","-0,179","0,001","0,966","-0,244","-0,083","-0,001","0,961","-0,275","0,004","0,000","0,844","0,532","-0,066","0,003"
33,"0,901","0,423","0,098","0,001","0,820","0,572","0,006","0,004","0,975","-0,193","0,114","-0,001","0,892","0,415","-0,178","0,001","0,966","-0,244","-0,083","-0,001","0,961","-0,275","0,004","0,000","0,844","0,532","-0,066","0,003"
34,"0,901","0,423","0,099","0,001","0,820","0,572","0,006","0,003","0,975","-0,192","0,114","-0,001","0,892","0,415","-0,178","0,001","0,966","-0,244","-0,082","-0,001","0,961","-0,275","0,004","0,000","0,844","0,532","-0,067","0,003"
35,"0,901","0,423","0,098","0,001","0,820","0,573","0,006","0,003","0,975","-0,192","0,114","-0,001","0,892","0,415","-0,178","0,001","0,966","-0,244","-0,082","-0,001","0,961","-0,275","0,004","0,000","0,844","0,532","-0,067","0,004"
36,"0,901","0,423","0,098","0,001","0,820","0,573","0,006","0,003","0,975","-0,192","0,114","-0,001","0,892","0,416","-0,178","0,001","0,966","-0,243","-0,082","-0,001","0,961","-0,275","0,004","0,000","0,844","0,532","-0,067","0,004"
