Index,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z
0,"0,882","0,465","0,073","0,000","0,971","-0,230","0,058","0,000","0,994","-0,107","0,000","0,000","0,860","0,495","-0,122","0,000","0,988","-0,156","-0,007","0,000","0,990","-0,143","-0,006","0,000","0,959","-0,283","0,004","0,000"
1,"0,882","0,465","0,074","0,000","0,971","-0,230","0,059","0,000","0,994","-0,107","0,002","0,000","0,860","0,496","-0,122","0,000","0,988","-0,157","-0,006","0,000","0,990","-0,143","-0,005","0,000","0,959","-0,285","0,006","0,000"
2,"0,882","0,465","0,074","0,000","0,971","-0,230","0,060","0,000","0,994","-0,107","0,003","0,000","0,860","0,496","-0,122","0,000","0,988","-0,157","-0,006","0,000","0,990","-0,143","-0,005","0,000","0,958","-0,287","0,006","0,000"
3,"0,882","0,465","0,073","0,000","0,972","-0,227","0,059","0,000","0,994","-0,107","0,002","0,000","0,860","0,496","-0,122","0,000","0,988","-0,156","-0,007","0,000","0,990","-0,139","-0,005","0,000","0,959","-0,285","0,005","0,000"
4,"0,882","0,465","0,073","0,000","0,972","-0,227","0,059","0,000","0,994","-0,107","0,002","0,000","0,860","0,495","-0,122","0,000","0,988","-0,157","-0,007","0,000","0,990","-0,141","-0,005","0,000","0,959","-0,285","0,005","0,000"
5,"0,882","0,465","0,073","0,000","0,972","-0,227","0,058","0,000","0,994","-0,107","0,000","0,000","0,860","0,495","-0,122","0,000","0,988","-0,157","-0,009","0,000","0,990","-0,141","-0,005","0,000","0,959","-0,285","0,004","0,000"
6,"0,882","0,465","0,074","0,000","0,972","-0,227","0,059","0,000","0,994","-0,107","0,001","0,000","0,860","0,495","-0,122","0,000","0,987","-0,157","-0,009","0,000","0,990","-0,141","-0,005","0,000","0,958","-0,285","0,005","0,000"
7,"0,882","0,465","0,073","0,000","0,972","-0,227","0,058","0,000","0,995","-0,104","0,000","0,000","0,860","0,495","-0,122","0,000","0,987","-0,157","-0,008","0,000","0,990","-0,139","-0,005","0,000","0,958","-0,285","0,005","0,000"
8,"0,882","0,465","0,073","0,000","0,972","-0,228","0,059","0,000","0,995","-0,104","0,000","0,000","0,860","0,495","-0,123","0,000","0,987","-0,160","-0,008","0,000","0,990","-0,139","-0,005","0,000","0,958","-0,287","0,005","0,000"
9,"0,882","0,465","0,073","0,000","0,972","-0,228","0,059","0,000","0,995","-0,104","0,000","0,000","0,860","0,495","-0,123","0,000","0,987","-0,159","-0,008","0,000","0,990","-0,139","-0,006","0,000","0,958","-0,287","0,005","0,000"
10,"0,883","0,463","0,072","0,000","0,972","-0,229","0,057","-0,001","0,994","-0,105","-0,002","0,000","0,859","0,496","-0,124","0,000","0,988","-0,156","-0,007","0,000","0,991","-0,137","-0,008","0,000","0,958","-0,286","0,008","0,001"
11,"0,883","0,465","0,071","0,001","0,972","-0,230","0,054","-0,002","0,994","-0,108","-0,002","0,000","0,860","0,494","-0,123","0,000","0,987","-0,159","-0,008","0,000","0,991","-0,134","-0,008","0,000","0,957","-0,288","0,009","0,001"
