Index,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z
0,"0,872","0,488","0,049","0,000","0,982","-0,182","0,056","0,000","0,995","-0,104","-0,005","0,000","0,851","0,516","-0,099","0,000","0,989","-0,144","-0,024","0,000","0,990","-0,138","-0,002","0,000","0,970","-0,242","-0,018","0,000"
1,"0,871","0,488","0,051","0,000","0,981","-0,181","0,063","0,000","0,995","-0,104","-0,005","0,000","0,851","0,516","-0,099","0,000","0,988","-0,150","-0,023","0,000","0,990","-0,138","0,000","0,000","0,970","-0,242","-0,018","0,000"
2,"0,871","0,489","0,051","0,000","0,981","-0,181","0,063","0,000","0,995","-0,104","-0,005","0,000","0,851","0,516","-0,100","0,000","0,988","-0,150","-0,021","0,000","0,990","-0,141","0,000","0,000","0,970","-0,242","-0,018","0,000"
3,"0,871","0,488","0,051","0,000","0,982","-0,181","0,063","0,000","0,995","-0,103","-0,007","0,000","0,851","0,516","-0,100","0,000","0,989","-0,148","-0,022","0,000","0,990","-0,138","-0,001","0,000","0,971","-0,240","-0,018","0,000"
4,"0,871","0,488","0,051","0,000","0,982","-0,181","0,063","0,000","0,995","-0,103","-0,007","0,000","0,851","0,516","-0,100","0,000","0,989","-0,148","-0,022","0,000","0,990","-0,140","-0,001","0,000","0,971","-0,240","-0,018","0,000"
5,"0,871","0,488","0,051","0,000","0,982","-0,178","0,062","0,000","0,995","-0,103","-0,007","0,000","0,851","0,515","-0,101","0,000","0,989","-0,148","-0,023","0,000","0,990","-0,139","-0,002","0,000","0,971","-0,238","-0,018","0,000"
6,"0,871","0,488","0,052","0,000","0,982","-0,178","0,062","0,000","0,995","-0,103","-0,007","0,000","0,851","0,515","-0,101","0,000","0,989","-0,148","-0,022","0,000","0,990","-0,140","-0,002","0,000","0,971","-0,238","-0,018","0,000"
7,"0,871","0,489","0,052","0,000","0,982","-0,178","0,059","0,000","0,995","-0,103","-0,007","0,000","0,851","0,515","-0,101","0,000","0,989","-0,148","-0,022","0,000","0,990","-0,139","-0,003","0,000","0,971","-0,238","-0,018","0,000"
8,"0,871","0,488","0,052","0,000","0,982","-0,179","0,059","0,000","0,995","-0,103","-0,007","0,000","0,851","0,515","-0,101","0,000","0,989","-0,148","-0,022","0,000","0,990","-0,139","-0,003","0,000","0,971","-0,238","-0,018","0,000"
9,"0,871","0,488","0,051","0,000","0,982","-0,179","0,059","0,000","0,995","-0,103","-0,007","0,000","0,851","0,515","-0,101","0,000","0,989","-0,147","-0,022","0,000","0,990","-0,138","-0,003","0,000","0,971","-0,238","-0,018","0,000"
10,"0,872","0,486","0,051","0,000","0,982","-0,182","0,059","0,000","0,994","-0,105","-0,009","0,000","0,852","0,514","-0,100","-0,001","0,989","-0,145","-0,024","0,000","0,991","-0,137","-0,005","0,000","0,970","-0,241","-0,019","0,000"
