Index,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z
10,"-0,435","0,513","-0,030","0,585","-1,008","-1,420","0,250","0,005","-0,801","0,064","0,087","-0,057","-0,213","0,386","0,721","-0,238","-0,150","-0,213","-0,958","0,514","1,947"
11,"-0,155","0,248","0,055","-0,515","-0,452","-0,322","0,435","0,058","-0,864","0,103","0,258","0,134","-0,037","0,395","1,036","-0,234","-0,241","-0,382","-1,497","0,582","1,283"
12,"-0,030","0,173","0,021","-0,919","0,242","0,388","0,421","-0,066","-0,416","0,040","0,083","-0,204","0,279","0,286","0,568","-0,232","-0,252","-0,442","-1,411","-0,128","-0,203"
13,"-0,073","-0,051","0,033","-0,903","0,475","0,499","0,528","-0,061","0,079","-0,086","0,133","-0,185","0,302","0,009","-0,369","-0,047","-0,152","-0,580","-1,096","-0,085","-0,908"
14,"-0,013","-0,046","0,024","-0,946","0,526","0,095","0,460","-0,029","0,318","-0,144","0,142","-0,201","0,435","-0,159","-0,828","-0,052","-0,170","-0,329","-0,413","-0,343","-1,657"
15,"0,172","-0,117","-0,019","-0,583","0,656","1,179","0,267","0,071","0,607","-0,077","0,101","-0,236","0,295","0,137","-0,086","-0,121","0,073","-0,002","0,631","-0,702","-2,071"
16,"0,103","0,048","0,022","0,908","-0,190","0,336","0,210","0,115","0,476","-0,139","0,341","-0,106","0,228","0,131","0,164","-0,490","0,213","0,089","2,081","-0,327","-1,211"
17,"0,206","0,276","0,002","1,305","-0,153","0,603","0,223","0,119","0,045","-0,193","0,105","-0,040","0,223","-0,006","0,383","-0,922","0,314","0,310","0,966","0,261","-0,229"
18,"0,113","0,117","0,121","1,013","0,018","1,291","0,267","0,071","0,607","-0,003","0,129","-0,022","0,286","0,040","0,312","-0,925","0,395","0,419","0,427","-0,268","-0,718"
19,"-0,017","0,158","0,105","0,541","0,067","1,457","0,262","0,035","0,796","-0,028","0,110","0,059","0,210","0,057","0,932","-0,869","0,618","0,629","0,608","-0,293","-0,633"
20,"-0,068","0,103","0,148","-0,106","0,149","2,281","0,452","0,064","0,552","0,149","-0,033","0,034","0,266","0,171","1,157","-0,810","0,508","0,711","0,356","-0,093","-0,123"
21,"-0,095","0,253","0,046","-0,440","-0,016","1,466","0,419","-0,240","-0,332","0,124","-0,052","0,114","0,335","0,030","0,816","-0,566","0,209","0,770","-0,815","0,299","0,616"
22,"-0,035","0,257","0,037","-0,858","-0,124","0,446","0,377","-0,321","-0,938","-0,174","-0,089","0,013","0,401","0,108","0,612","-0,077","0,080","0,741","-1,009","0,339","1,349"
23,"-0,248","0,089","0,175","-0,387","-0,126","-0,322","0,309","-0,168","-0,714","-0,167","-0,006","0,035","0,287","-0,092","0,280","0,229","-0,109","0,720","-0,463","-0,308","1,697"
24,"-0,055","-0,151","0,101","-0,453","-0,646","-1,431","0,159","0,014","0,180","-0,248","-0,131","0,027","0,344","0,067","0,432","0,106","-0,279","0,809","0,081","-0,164","1,975"
25,"0,126","-0,137","0,074","0,095","-0,702","-0,888","0,018","-0,026","0,797","-0,162","-0,367","0,045","0,464","0,081","0,494","-0,201","-0,139","0,901","0,573","-0,114","1,681"
26,"-0,026","0,088","0,006","0,597","-0,148","0,291","-0,045","-0,079","0,863","-0,176","0,026","0,086","0,467","-0,005","0,389","-0,627","0,089","0,789","0,024","0,075","1,642"
27,"0,224","0,057","0,004","1,160","-0,289","0,408","-0,165","0,033","0,783","-0,197","-0,224","0,021","0,583","-0,010","0,643","-0,564","0,138","0,720","0,396","-0,040","1,295"
28,"0,315","-0,172","0,081","1,014","0,404","2,390","-0,110","-0,002","0,974","-0,282","-0,104","-0,069","0,577","0,044","0,881","-0,440","0,298","0,571","0,715","-0,193","0,348"
29,"0,255","-0,296","0,025","0,226","0,042","1,956","-0,068","0,139","1,572","-0,379","-0,280","-0,048","0,588","0,009","0,452","-0,257","0,359","0,564","0,166","-0,112","0,366"
30,"0,337","-0,356","0,134","0,118","0,016","1,522","-0,087","0,100","2,192","-0,672","-0,119","-0,055","0,415","-0,339","0,026","-0,196","0,239","0,587","-0,626","-0,251","0,356"
31,"0,388","-0,421","0,025","-0,030","-0,005","1,286","0,096","0,100","2,198","-0,778","-0,263","0,018","-0,321","-0,537","0,242","-0,074","0,179","0,600","-0,315","-0,258","-0,048"
32,"0,286","-0,530","0,111","-0,006","0,123","0,913","-0,075","-0,009","1,838","-0,600","0,024","0,232","-1,359","-0,585","0,290","0,349","0,213","0,790","0,061","-0,269","-0,724"
33,"0,250","-0,331","-0,025","0,465","0,747","0,639","0,001","-0,074","1,356","-0,632","-0,078","0,291","-1,576","-0,964","-0,817","0,713","0,225","0,858","0,671","-0,540","-0,710"
34,"0,074","-0,311","0,051","0,511","0,456","0,542","-0,095","-0,188","0,507","-0,447","0,292","0,527","-1,131","-0,888","-1,574","0,836","0,154","0,811","0,735","-0,380","-0,930"
35,"0,117","-0,087","0,040","0,340","-0,070","0,162","-0,133","-0,165","-0,236","-0,108","-0,145","0,206","-0,703","-0,842","-1,637","0,840","0,003","0,652","1,103","-0,626","-1,002"
36,"-0,064","0,019","0,132","0,897","-0,356","-0,320","-0,177","-0,238","-0,781","-0,150","-0,099","0,388","-0,958","-0,495","-1,222","0,534","0,132","0,684","0,975","-0,701","-0,620"
37,"-0,081","0,118","0,064","0,679","-0,214","-0,085","-0,301","-0,231","-0,725","-0,131","-0,279","0,214","-0,613","-0,290","-0,322","0,599","-0,080","0,537","0,713","0,054","0,426"
38,"-0,253","0,054","0,125","0,928","-0,198","-0,054","-0,207","0,012","0,169","-0,132","-0,149","0,059","-0,375","-0,176","-0,093","0,843","-0,139","0,553","0,274","0,449","1,175"
39,"-0,128","0,099","0,157","0,442","-0,132","-0,023","-0,336","-0,016","0,415","-0,065","-0,191","0,023","-0,372","-0,262","-0,198","1,029","-0,219","0,447","0,520","0,203","1,102"
40,"-0,055","-0,151","0,101","-0,017","0,275","0,795","-0,464","0,008","0,592","0,009","-0,149","0,010","-0,186","-0,052","-0,367","1,214","-0,119","0,310","0,526","0,005","0,724"
41,"0,125","-0,256","0,008","0,239","0,233","-0,259","-0,279","0,061","0,529","0,240","-0,055","-0,082","-0,001","0,054","-0,449","1,091","-0,109","0,368","0,332","0,045","1,457"
42,"0,241","-0,162","0,006","0,131","-0,236","-1,772","-0,203","0,057","0,040","0,276","-0,198","-0,058","0,414","0,283","0,009","0,601","-0,090","0,477","0,510","0,622","1,639"
43,"0,056","-0,211","-0,017","0,101","-0,077","-1,500","-0,057","-0,230","-0,717","0,249","-0,087","-0,133","0,897","0,206","0,226","0,049","-0,011","0,574","0,756","0,376","1,566"
44,"-0,013","-0,166","-0,042","0,056","-0,082","-0,777","0,179","-0,257","-0,460","-0,020","-0,352","-0,232","0,822","0,342","0,819","-0,316","0,108","0,545","0,149","0,343","1,366"
45,"0,056","-0,330","-0,082","-0,408","-0,061","0,048","0,103","-0,132","0,013","0,105","-0,402","-0,251","1,184","0,384","1,006","-0,132","-0,082","0,521","-0,147","0,332","0,817"
46,"-0,004","-0,216","-0,008","-0,809","0,142","0,281","0,107","-0,087","-0,116","0,186","-0,277","-0,243","1,437","0,289","0,595","-0,009","-0,032","0,453","-0,087","0,468","0,815"
47,"-0,077","-0,086","-0,017","-0,092","-0,015","0,711","0,054","-0,060","-0,367","0,082","-0,536","-0,243","1,629","0,148","0,257","-0,131","-0,033","0,450","-0,260","0,293","0,216"
48,"0,014","-0,315","0,060","0,652","0,217","1,326","-0,024","0,013","0,174","0,282","-0,530","-0,504","1,568","0,089","0,269","-0,188","-0,065","0,269","-0,910","-0,169","-1,068"
49,"0,065","-0,141","0,083","0,776","0,851","2,389","0,022","0,018","0,668","0,089","-0,453","-0,221","1,565","0,116","0,388","-0,132","0,038","0,500","-0,713","-0,377","-1,988"
50,"-0,082","-0,001","-0,001","1,421","0,598","2,731","-0,093","-0,015","0,422","0,149","-0,578","-0,278","1,384","0,029","0,278","-0,136","0,190","0,659","-0,910","-0,169","-1,068"
51,"-0,197","0,024","0,066","1,180","0,090","1,117","-0,055","-0,117","-0,794","-0,183","-0,602","-0,248","1,328","-0,072","0,112","-0,257","0,299","0,575","-0,254","0,041","-0,134"
52,"-0,395","0,229","0,090","0,478","-0,272","-0,237","-0,146","-0,126","-1,780","-0,186","-0,371","-0,102","1,019","0,087","0,256","-0,318","0,358","0,563","-0,380","0,236","0,106"
53,"-0,266","0,189","0,107","0,157","-0,385","-0,356","-0,087","-0,118","-1,718","-0,186","-0,371","-0,102","0,946","0,137","0,744","-0,258","0,249","0,646","-0,563","-0,145","0,165"
54,"-0,220","0,208","0,014","0,045","-0,159","0,292","0,067","-0,177","-0,782","-0,227","-0,441","0,007","0,694","0,159","1,108","-0,136","0,130","0,669","-0,073","-0,283","0,038"
55,"-0,220","0,208","0,014","-0,331","0,182","0,734","0,107","-0,148","-0,108","-0,239","-0,164","-0,024","0,517","0,163","0,852","-0,075","0,070","0,681","0,054","-0,370","-0,258"
56,"-0,224","0,293","0,030","-0,577","-0,017","0,181","0,119","-0,136","-0,478","-0,163","-0,237","-0,110","0,402","0,154","0,539","-0,264","0,051","0,928","0,714","0,026","0,372"
57,"-0,340","0,318","0,097","0,799","-0,226","-0,680","0,082","-0,181","-1,273","-0,158","-0,038","-0,016","0,161","0,126","0,414","-0,632","-0,049","1,061","1,304","0,514","1,572"
58,"-0,220","0,208","0,014","0,610","-0,118","-0,176","0,212","-0,153","-1,519","-0,107","-0,131","-0,022","0,036","0,153","0,530","-0,444","0,029","0,804","0,865","0,582","2,355"
59,"-0,048","0,392","0,019","0,219","-0,136","-0,387","0,513","-0,136","-1,389","-0,002","-0,001","0,134","0,041","0,172","0,338","-0,319","0,009","0,687","0,877","0,160","1,681"
60,"0,021","0,227","-0,022","0,408","-0,176","-0,329","0,558","-0,312","-0,872","-0,060","0,008","0,118","0,174","0,004","-0,121","-0,190","-0,044","0,389","0,523","-0,101","0,917"
61,"0,172","0,003","0,047","-0,523","-0,346","0,162","0,783","-0,170","-0,268","0,009","-0,149","0,010","0,177","0,036","-0,253","0,183","-0,346","0,079","-0,210","0,144","0,983"
62,"0,426","-0,232","-0,036","-0,605","0,392","0,430","0,814","-0,161","0,716","-0,058","-0,108","0,045","0,349","0,205","0,213","0,314","-0,289","-0,300","-0,643","0,584","1,295"
63,"0,426","-0,352","-0,102","-0,680","0,786","0,819","0,618","-0,044","1,126","0,011","-0,264","-0,063","0,217","0,240","0,640","0,200","-0,352","-0,663","-1,125","0,575","0,879"
64,"0,430","-0,556","-0,183","0,126","0,437","-0,774","0,424","0,185","1,458","-0,190","-0,140","0,043","-0,144","-0,053","0,448","-0,287","-0,245","-0,754","-1,477","0,394","0,004"
65,"0,550","-0,427","-0,135","0,029","0,202","-1,070","0,289","0,302","1,869","-0,520","-0,280","0,001","-0,859","-0,515","-0,214","-0,471","-0,175","-0,709","-0,360","0,211","-1,257"
66,"0,586","-0,626","0,001","-0,080","0,312","-0,382","-0,027","0,410","2,214","-0,565","-0,119","0,256","-0,536","-0,632","-0,993","-0,411","0,016","-0,679","-0,102","0,140","-2,180"
67,"0,508","-0,531","-0,058","0,063","0,256","-0,183","0,028","0,435","2,397","-0,321","0,256","0,280","-0,340","-0,635","-1,551","-0,411","0,196","-0,711","0,093","-0,173","-2,907"
68,"0,305","-0,361","-0,084","0,506","-0,076","-1,155","-0,090","0,539","2,256","-0,072","-0,274","0,002","-0,027","-0,406","-1,909","-0,232","0,289","-0,537","1,249","-0,275","-2,697"
69,"0,250","-0,212","0,040","0,815","0,007","-0,569","-0,069","0,450","1,592","-0,044","0,059","0,088","-0,038","-0,356","-1,420","0,196","0,160","-0,567","1,232","0,072","-1,640"
70,"-0,013","-0,046","0,024","0,382","0,187","0,522","-0,115","0,384","1,107","-0,005","0,244","0,051","-0,233","-0,307","-0,935","0,801","0,254","-0,384","0,848","0,338","-0,478"
71,"-0,021","0,242","0,121","0,745","0,625","1,562","-0,216","0,234","0,446","0,031","0,115","-0,153","-0,363","0,012","-0,636","1,227","0,266","-0,315","1,145","-0,114","0,108"
72,"-0,210","0,278","0,114","0,478","0,490","1,379","-0,129","0,121","-0,397","0,029","0,231","-0,080","-0,371","0,213","-0,307","1,289","0,015","-0,331","0,587","-0,239","0,784"
73,"-0,357","0,418","0,029","0,940","0,208","-0,004","-0,108","0,092","-1,070","0,036","0,314","-0,059","-0,193","0,195","-0,111","1,102","-0,074","-0,134","0,274","-0,040","1,294"
74,"-0,362","0,503","0,045","1,441","0,365","-0,506","-0,043","-0,045","-1,173","0,309","0,347","-0,105","-0,196","0,414","0,027","0,427","-0,105","0,042","0,263","0,245","1,970"
75,"-0,551","0,538","0,038","1,407","0,004","-1,350","-0,032","-0,093","-1,535","0,219","0,254","-0,062","0,096","0,537","0,569","0,243","-0,335","0,140","0,021","0,486","1,771"
76,"-0,551","0,538","0,038","0,812","-0,572","-1,665","0,122","-0,291","-2,550","0,253","0,241","-0,194","0,213","0,638","0,736","0,178","-0,183","0,298","-0,352","0,873","2,113"
77,"-0,487","0,458","0,013","-0,508","-0,568","-1,388","0,181","-0,223","-2,496","0,122","0,078","-0,041","0,697","0,621","0,940","0,055","-0,293","0,377","-0,166","0,789","1,953"
78,"-0,404","0,279","0,056","-0,934","-0,127","-0,846","0,334","-0,092","-1,524","0,249","-0,087","-0,133","0,886","0,493","0,660","-0,125","-0,255","0,242","0,523","0,578","0,768"
79,"-0,349","0,368","0,063","-0,934","0,316","0,233","0,425","-0,022","-0,545","0,159","-0,180","-0,090","1,016","0,426","0,366","-0,612","-0,208","0,161","0,174","0,068","-0,210"
80,"-0,220","0,208","0,014","-0,350","0,805","1,036","0,334","0,047","0,427","0,168","-0,213","-0,141","1,327","0,299","0,090","-0,853","-0,110","0,014","-0,371","0,007","-0,463"
81,"-0,159","0,213","0,005","0,217","0,809","1,751","0,395","0,168","0,413","0,170","-0,328","-0,213","1,327","0,299","0,090","-0,724","0,018","-0,315","0,289","0,212","0,198"
82,"-0,090","0,168","0,030","0,663","0,372","1,400","0,229","0,155","-0,144","0,036","-0,245","-0,143","1,376","0,289","0,594","-0,599","0,238","-0,475","0,407","0,272","0,444"
83,"-0,142","0,113","0,073","0,822","0,106","0,631","0,052","0,251","-0,347","0,136","-0,315","-0,082","1,184","0,443","0,992","-0,296","0,129","-0,387","-0,552","-0,186","-0,571"
84,"-0,275","0,119","0,007","0,448","0,332","1,113","0,176","0,122","-0,388","-0,063","-0,306","-0,049","1,006","0,329","0,764","-0,052","0,010","-0,360","-0,663","-0,444","-1,195"
85,"-0,077","0,034","0,048","0,297","0,493","1,398","0,113","0,130","-0,329","-0,201","0,022","-0,061","0,778","0,119","0,118","-0,300","0,101","-0,196","-0,104","-0,645","-1,838"
86,"0,057","0,028","0,115","0,858","-0,112","-0,727","0,286","0,111","-0,014","-0,176","0,040","-0,142","0,489","-0,091","-0,529","-0,671","0,142","0,036","0,256","-0,474","-1,508"
87,"-0,115","-0,155","0,110","0,614","-0,051","-0,721","0,283","0,187","0,099","-0,243","0,082","-0,107","0,312","-0,146","-0,771","-0,792","0,131","-0,027","-0,241","-0,057","-0,978"
88,"0,125","-0,256","0,008","-0,210","0,180","0,721","0,509","0,141","0,666","-0,162","0,207","-0,099","0,128","-0,073","-0,730","-0,912","0,120","-0,090","0,490","-0,162","-0,910"
89,"0,323","-0,461","-0,016","-0,699","0,350","0,130","0,439","0,060","0,983","-0,128","0,193","-0,230","0,129","-0,146","-0,776","-0,543","-0,031","-0,241","0,836","0,461","0,283"
90,"0,517","-0,462","0,041","-0,690","0,187","-0,334","0,564","-0,016","0,874","-0,059","0,037","-0,338","0,115","0,049","-0,195","-0,171","-0,252","-0,441","0,343","0,493","0,603"
91,"0,388","-0,660","-0,106","-0,373","0,097","-0,793","0,328","0,071","0,609","0,078","0,254","-0,013","-0,075","0,236","0,070","0,506","-0,182","-0,748","0,056","-0,372","-0,395"
92,"0,181","-0,406","-0,116","-0,215","0,331","-0,503","0,081","0,147","0,714","-0,117","0,031","-0,126","-0,190","0,049","-0,202","0,816","-0,283","-0,970","-0,253","-0,232","-0,129"
93,"0,025","-0,096","-0,169","0,275","0,093","-0,474","-0,157","0,182","0,517","0,006","0,096","-0,073","-0,128","-0,024","-0,247","1,179","-0,200","-0,853","-0,568","0,132","0,432"
94,"-0,099","0,218","-0,004","1,074","0,179","-0,464","-0,378","0,144","-0,224","-0,313","0,354","0,074","-0,493","0,034","-0,269","0,930","-0,099","-0,629","-0,384","0,051","0,409"
95,"0,025","0,023","-0,103","1,033","0,616","0,232","-0,382","0,221","-0,111","-0,056","0,336","0,057","-0,440","0,043","0,043","0,618","0,073","-0,356","-0,015","-0,115","0,227"
96,"-0,082","-0,001","-0,001","1,208","0,285","0,199","-0,529","0,205","0,687","0,332","-0,092","0,030","-0,867","-0,017","0,047","0,185","0,244","-0,087","0,603","-0,015","-0,366"
97,"-0,035","0,018","-0,094","1,216","-0,128","-0,241","-0,359","0,384","1,099","0,034","0,415","0,242","-0,805","-0,149","0,016","0,178","0,477","0,182","1,283","-0,160","-0,898"
98,"0,012","0,158","-0,121","0,907","0,164","-0,310","-0,226","0,214","0,757","0,052","0,350","0,140","-0,733","-0,185","-0,412","0,235","0,509","0,363","1,396","-0,149","-0,351"
99,"0,163","-0,187","-0,118","1,264","-0,237","-0,923","-0,095","0,054","0,475","0,020","0,248","0,198","-0,935","0,051","0,342","0,231","0,481","0,554","1,438","0,283","0,869"
100,"0,524","-0,158","-0,172","1,007","-0,524","-0,988","-0,071","0,337","1,668","-0,113","0,215","0,196","-0,925","0,015","-0,087","-0,012","0,349","0,510","0,813","0,733","1,724"
101,"0,336","-0,715","-0,063","0,554","-0,039","-0,133","0,146","0,451","2,521","-0,281","0,311","0,398","-0,310","-0,276","-0,256","-0,067","0,186","0,289","-0,343","0,429","1,657"
102,"0,499","-0,482","-0,092","0,062","0,392","0,940","0,329","0,210","2,560","-0,233","-0,095","0,225","0,046","-0,061","0,141","-0,250","0,066","0,306","-0,035","0,262","1,474"
103,"0,268","-0,431","0,043","-0,274","0,432","1,809","0,435","0,016","1,112","-0,147","-0,330","0,243","0,029","0,103","0,854","-0,314","-0,094","0,457","0,476","-0,281","0,046"
104,"0,005","-0,265","0,026","-0,226","0,390","1,689","0,530","-0,070","0,018","-0,219","0,072","0,268","0,444","0,094","1,367","-0,373","-0,104","0,396","-0,975","-0,301","-0,793"
105,"-0,026","-0,031","-0,060","-0,170","0,254","1,665","0,484","-0,074","-0,475","-0,210","0,039","0,217","0,389","0,099","1,114","-0,555","-0,176","0,342","-0,368","-0,214","-0,622"
106,"-0,275","0,119","0,007","0,344","0,144","1,322","0,364","-0,022","-0,547","-0,095","0,151","0,094","0,282","0,140","0,476","-0,677","-0,116","0,329","0,498","-0,525","-1,340"
107,"-0,353","0,333","0,013","0,678","0,298","1,555","0,420","-0,058","-0,356","-0,063","0,253","0,035","0,300","-0,037","-0,296","-0,493","0,054","0,241","0,564","-0,640","-1,691"
108,"-0,465","0,155","0,000","0,730","0,392","1,451","0,366","0,030","-0,616","-0,028","0,110","0,059","-0,299","-0,193","-0,713","-0,429","0,033","0,122","0,670","-0,267","-0,715"
109,"-0,344","0,284","0,047","0,748","0,442","1,041","0,246","0,082","-0,688","0,089","0,092","0,091","-1,047","-0,045","-0,076","-0,250","0,246","0,275","0,836","0,080","0,345"
110,"-0,197","0,024","0,066","0,407","-0,118","-0,349","0,298","0,062","-0,376","-0,088","0,234","0,116","-0,443","-0,048","0,189","-0,185","0,274","0,085","0,941","0,510","1,430"
111,"-0,197","0,144","0,132","0,011","0,162","-0,078","0,465","0,067","0,121","-0,295","0,145","0,355","-0,511","0,139","0,458","-0,064","0,466","0,116","0,317","0,824","2,287"
112,"-0,302","0,268","-0,095","-0,534","0,171","-0,020","0,504","0,044","0,864","-0,221","0,187","0,341","-0,378","-0,149","0,026","-0,307","0,394","0,062","-0,274","0,365","1,141"
113,"0,052","-0,007","0,065","-0,458","-0,348","-0,951","0,492","0,093","1,226","-0,244","0,053","0,349","-0,320","-0,121","0,146","-0,614","0,294","0,196","0,052","-0,475","-0,066"
114,"0,288","-0,142","-0,086","0,165","-0,558","-1,402","0,385","0,088","0,731","-0,300","-0,054","0,260","0,095","0,240","0,637","-0,918","0,162","0,151","0,362","-0,399","-0,444"
115,"0,120","-0,410","-0,107","0,582","-0,460","-0,963","0,387","0,080","0,671","-0,374","-0,095","0,274","-0,529","0,316","1,230","-0,793","0,141","0,033","1,040","-0,433","-0,897"
116,"0,185","-0,490","-0,132","1,044","0,098","0,414","0,317","0,180","0,963","-0,116","-0,113","0,257","-0,032","0,281","0,812","-0,426","0,192","-0,029","0,418","-0,013","-0,232"
117,"0,259","-0,381","0,009","0,823","0,424","1,169","0,368","0,040","1,291","-0,441","-0,054","0,309","0,310","-0,370","-0,657","-0,060","0,014","0,010","0,711","0,682","0,441"
118,"0,038","-0,111","-0,085","0,272","-0,021","0,672","0,324","0,027","0,737","-0,589","-0,124","0,108","-0,043","-0,493","-1,201","0,369","-0,126","-0,079","0,350","0,159","0,227"
119,"-0,082","-0,001","-0,001","-0,124","0,636","1,460","0,170","-0,216","-0,158","-0,669","0,181","0,340","-0,730","-0,404","-0,549","0,551","-0,055","-0,026","-0,315","-0,204","-0,076"
120,"-0,073","-0,171","-0,033","-0,619","0,864","1,956","0,162","-0,002","0,059","-0,723","-0,056","0,406","-0,794","-0,377","-0,432","0,731","-0,093","0,109","-0,004","-0,347","-0,478"
121,"-0,044","0,068","-0,128","-0,375","0,734","1,389","0,140","0,155","0,776","-1,004","-0,187","0,659","-0,543","0,260","1,806","0,362","0,107","0,189","0,853","-0,619","-0,596"
122,"-0,077","0,034","0,048","0,263","0,063","-0,007","0,066","0,212","1,197","-1,105","-0,118","0,598","-0,247","0,283","2,183","-0,315","0,397","0,432","1,517","-0,365","-0,236"
123,"0,116","-0,206","-0,026","0,932","-0,506","-1,116","0,191","0,075","1,096","-1,083","-0,413","0,351","-0,545","0,466","1,884","-0,502","0,428","0,609","1,926","0,012","0,881"
124,"0,185","-0,251","0,000","1,212","-0,331","-0,819","0,140","-0,026","0,800","-0,824","0,014","0,345","-0,461","0,248","0,935","-0,502","0,488","0,598","1,069","-0,014","1,087"
125,"0,190","-0,455","-0,082","0,603","-0,070","0,328","0,071","0,067","1,032","-0,457","-0,091","0,111","-0,382","0,071","0,164","-0,193","0,398","0,435","1,016","0,112","0,538"
126,"0,116","-0,206","-0,026","0,121","-0,235","0,440","0,321","0,043","0,858","-0,060","0,008","0,118","-0,423","0,131","-0,665","0,238","0,188","0,296","1,205","-0,330","0,222"
127,"-0,064","-0,101","0,067","0,290","-0,278","0,306","0,343","-0,114","0,142","0,205","0,088","-0,105","-0,294","0,004","-0,945","0,364","-0,024","0,150","0,157","0,034","0,909"
128,"-0,141","0,233","0,139","0,063","-0,041","0,443","0,181","-0,023","-0,553","0,228","0,222","-0,113","-0,554","0,153","-0,298","0,427","-0,285","0,074","-0,203","0,054","0,548"
129,"-0,335","0,353","0,147","0,025","0,145","0,056","0,080","-0,173","-1,213","0,520","0,191","-0,262","-0,375","0,194","-0,115","0,492","-0,196","-0,126","-0,252","-0,342","-0,209"
130,"-0,215","0,243","0,064","0,124","0,334","0,954","-0,043","-0,226","-1,148","0,587","0,150","-0,297","-0,302","0,013","-0,635","0,859","-0,145","-0,189","-0,606","-0,575","-0,919"
131,"-0,215","0,363","0,129","-0,062","0,645","2,035","-0,104","-0,166","-1,158","0,663","0,077","-0,383","0,142","-0,150","-1,338","1,099","0,128","-0,045","-0,300","-0,358","-1,028"
132,"-0,270","0,393","0,188","0,615","0,346","0,960","-0,350","-0,098","-1,113","0,838","0,064","-0,563","0,415","-0,481","-2,507","1,105","0,145","-0,296","0,429","-0,353","-0,880"
133,"-0,500","0,593","-0,005","0,854","-0,248","-0,743","-0,272","-0,171","-1,655","0,802","0,207","-0,587","1,014","-0,503","-2,049","0,796","0,356","-0,154","0,667","-0,154","-0,499"
134,"-0,611","0,653","0,112","1,098","-0,299","-0,167","-0,318","-0,115","-2,157","0,705","0,031","-0,565","1,546","-0,160","-1,364","0,486","0,397","0,079","0,048","0,263","0,030"
135,"-0,408","0,602","0,203","0,983","-0,276","-0,097","-0,209","-0,300","-1,697","0,640","-0,043","-0,603","1,775","-0,083","-0,750","0,547","0,517","0,059","0,105","0,376","0,247"
