Index,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z
0,"60,140","12,387","-7,956","-17,772","5,538","1,487","-23,674","-8,023","0,739","74,660","12,639","-5,890","-17,182","1,076","0,286","11,166","0,356","-0,035","-20,587","0,628","0,112"
1,"60,403","12,245","-7,695","-17,544","5,561","1,499","-23,531","-7,707","0,733","74,890","12,694","-5,990","-17,359","1,454","0,269","11,532","0,355","-0,036","-20,432","0,204","-0,007"
2,"60,546","12,401","-7,780","-17,544","5,561","1,499","-23,392","-7,708","0,717","75,023","12,824","-6,304","-17,359","1,223","0,227","11,532","0,355","-0,036","-20,432","0,125","-0,030"
3,"60,465","12,356","-7,875","-17,385","5,651","1,527","-23,219","-7,912","0,701","74,790","12,768","-6,055","-17,579","1,539","0,265","11,453","0,466","-0,047","-20,483","0,025","-0,079"
4,"60,452","12,319","-7,814","-17,528","5,565","1,495","-23,366","-7,861","0,714","74,718","12,823","-6,078","-17,634","1,539","0,265","11,453","0,355","-0,036","-20,538","0,125","-0,030"
5,"60,360","12,351","-7,861","-17,465","5,658","1,532","-23,315","-7,920","0,710","74,664","12,871","-6,100","-17,579","1,457","0,268","11,425","0,465","-0,047","-20,510","0,105","-0,056"
6,"60,361","12,365","-7,868","-17,461","5,569","1,491","-23,315","-7,934","0,712","74,679","12,814","-6,064","-17,566","1,541","0,266","11,425","0,354","-0,035","-20,510","0,126","-0,030"
7,"60,320","12,366","-7,868","-17,640","5,611","1,500","-23,194","-7,937","0,709","74,667","12,827","-6,062","-17,638","1,513","0,270","11,085","0,395","-0,038","-20,850","0,143","-0,034"
8,"60,320","12,366","-7,868","-17,609","5,573","1,484","-23,194","-7,937","0,709","74,731","12,831","-6,062","-17,594","1,513","0,271","11,115","0,354","-0,034","-20,849","0,180","-0,016"
9,"60,328","12,381","-7,908","-17,597","5,560","1,480","-23,184","-7,978","0,704","74,664","12,825","-6,031","-17,631","1,527","0,276","11,115","0,354","-0,034","-20,821","0,206","-0,008"
10,"60,390","12,380","-7,907","-17,552","5,120","1,243","-23,187","-7,992","0,703","75,017","13,126","-6,571","-17,387","0,911","0,112","11,347","0,111","0,008","-20,471","0,685","0,292"
11,"60,334","12,365","-7,877","-17,483","5,296","1,344","-23,103","-7,685","0,724","74,457","12,938","-6,264","-17,441","0,856","0,093","11,117","0,359","-0,047","-20,459","0,654","0,276"
12,"60,403","12,339","-7,838","-17,896","5,569","1,500","-22,826","-8,035","0,663","74,405","12,688","-5,801","-17,475","1,326","0,200","10,777","0,338","-0,048","-21,035","0,488","0,174"
13,"60,188","12,490","-8,026","-17,532","5,495","1,456","-23,050","-7,646","0,719","74,427","12,818","-6,032","-17,703","1,466","0,225","11,023","0,561","-0,094","-20,739","0,002","-0,116"
14,"59,989","12,409","-7,891","-17,376","5,883","1,664","-23,507","-8,093","0,721","73,957","12,881","-6,185","-17,869","1,287","0,173","11,332","0,692","-0,121","-20,276","0,137","-0,016"
15,"59,462","12,507","-7,980","-17,413","5,873","1,659","-23,510","-8,184","0,711","74,512","12,842","-6,070","-17,288","1,557","0,222","11,007","0,779","-0,139","-20,337","-0,096","-0,148"
16,"59,818","12,443","-7,905","-17,229","5,317","1,355","-23,171","-7,609","0,726","74,620","12,821","-6,019","-17,271","1,528","0,207","11,004","0,439","-0,075","-20,612","0,078","-0,039"
17,"59,528","12,361","-7,745","-16,991","5,709","1,560","-23,551","-8,095","0,711","74,429","12,926","-6,230","-17,476","1,895","0,298","11,325","0,546","-0,096","-20,166","-0,290","-0,254"
18,"59,602","12,377","-7,759","-17,197","5,695","1,548","-23,539","-8,087","0,707","74,635","12,773","-5,938","-16,894","1,705","0,246","11,229","0,222","-0,030","-20,009","0,167","0,030"
19,"60,199","12,320","-7,718","-17,109","5,867","1,639","-22,892","-8,036","0,648","74,195","12,705","-5,841","-17,479","1,649","0,235","11,025","0,489","-0,082","-20,502","-0,150","-0,170"
20,"59,697","12,523","-7,973","-16,967","5,705","1,551","-22,914","-8,259","0,631","74,601","12,785","-5,947","-17,214","1,481","0,193","10,855","0,198","-0,024","-20,694","0,395","0,158"
21,"59,765","12,533","-7,996","-16,928","5,669","1,533","-22,913","-8,312","0,627","74,352","12,794","-5,978","-17,206","2,055","0,343","11,177","0,287","-0,040","-20,207","0,071","-0,046"
22,"59,697","12,547","-8,009","-16,891","5,645","1,518","-23,488","-8,095","0,698","74,618","12,862","-6,073","-16,977","1,472","0,196","11,443","0,489","-0,078","-19,733","0,113","-0,021"
23,"59,563","12,416","-7,813","-17,244","5,771","1,587","-23,369","-8,132","0,684","74,512","12,886","-6,117","-17,508","1,473","0,203","11,157","0,303","-0,038","-20,270","0,435","0,166"
24,"60,101","12,542","-8,041","-17,828","5,969","1,698","-23,460","-8,400","0,670","74,592","12,881","-6,091","-17,453","1,337","0,170","10,892","0,518","-0,075","-20,813","0,337","0,097"
25,"60,283","12,185","-7,553","-17,230","5,768","1,579","-22,961","-7,969","0,666","74,483","12,894","-6,111","-17,434","1,330","0,169","11,222","0,472","-0,060","-20,402","0,093","-0,051"
26,"60,125","12,251","-7,644","-17,232","5,663","1,520","-22,937","-7,789","0,681","74,634","12,833","-5,982","-17,734","1,687","0,267","10,901","0,356","-0,032","-21,013","0,173","-0,010"
27,"60,022","12,625","-8,181","-17,231","5,264","1,304","-23,286","-7,905","0,702","74,287","13,040","-6,391","-17,721","1,525","0,236","11,135","0,117","0,023","-20,463","0,402","0,131"
28,"60,250","12,413","-7,904","-17,746","5,630","1,504","-23,138","-8,144","0,665","74,570","12,933","-6,169","-17,124","1,271","0,176","10,833","0,272","0,001","-20,487","0,412","0,132"
29,"60,258","12,444","-7,949","-17,765","5,712","1,547","-22,666","-8,445","0,586","74,655","13,022","-6,328","-17,433","1,328","0,204","10,509","0,371","-0,009","-20,903","0,052","-0,092"
30,"60,303","12,413","-7,915","-17,767","5,702","1,542","-22,676","-8,418","0,585","74,667","13,010","-6,300","-17,379","1,368","0,216","10,539","0,360","0,000","-20,851","0,037","-0,099"
31,"60,290","12,417","-7,926","-17,773","5,687","1,530","-22,738","-8,399","0,591","74,682","12,994","-6,261","-17,378","1,378","0,220","10,565","0,342","0,014","-20,852","0,051","-0,085"
32,"60,284","12,414","-7,926","-17,776","5,676","1,522","-22,790","-8,377","0,593","74,686","12,999","-6,258","-17,379","1,384","0,221","10,594","0,325","0,027","-20,854","0,064","-0,072"
33,"60,270","12,412","-7,927","-17,776","5,680","1,522","-22,838","-8,330","0,596","74,687","12,989","-6,225","-17,366","1,363","0,214","10,623","0,345","0,036","-20,837","0,074","-0,057"
34,"60,244","12,415","-7,935","-17,766","5,657","1,504","-22,889","-8,283","0,601","74,678","12,967","-6,171","-17,377","1,365","0,216","10,659","0,340","0,051","-20,825","0,099","-0,036"
35,"60,258","12,416","-7,941","-17,761","5,652","1,496","-22,896","-8,242","0,600","74,630","12,975","-6,178","-17,424","1,354","0,221","10,692","0,351","0,063","-20,806","0,115","-0,025"
36,"60,289","12,410","-7,940","-17,708","5,670","1,501","-22,850","-8,210","0,591","74,582","12,963","-6,146","-17,442","1,354","0,228","10,718","0,374","0,072","-20,784","0,122","-0,021"
37,"60,272","12,391","-7,916","-17,699","5,642","1,484","-22,915","-8,180","0,593","74,543","12,954","-6,117","-17,443","1,353","0,230","10,754","0,365","0,087","-20,743","0,158","0,005"
38,"60,263","12,385","-7,918","-17,665","5,591","1,454","-22,946","-8,143","0,596","74,538","12,945","-6,091","-17,382","1,349","0,230","10,780","0,340","0,103","-20,682","0,197","0,036"
39,"60,201","12,371","-7,900","-17,631","5,559","1,436","-22,984","-8,093","0,601","74,556","12,924","-6,036","-17,340","1,347","0,225","10,818","0,339","0,113","-20,620","0,221","0,058"
40,"60,188","12,377","-7,917","-17,595","5,519","1,417","-23,019","-8,053","0,602","74,553","12,918","-6,009","-17,342","1,343","0,219","10,852","0,329","0,124","-20,565","0,255","0,086"
41,"-0,718","0,246","0,001","0,349","-0,617","0,002","-0,469","0,100","-0,001","-0,323","-0,204","0,000","-0,262","-0,211","0,002","0,242","-0,447","-0,125","0,493","0,953","-0,004"
42,"-0,317","0,162","0,000","0,349","-0,603","0,002","-0,068","0,170","0,000","-0,451","-0,202","-0,002","-0,022","0,051","0,000","0,242","-0,447","-0,125","0,315","0,690","-0,002"
43,"-0,316","0,027","0,000","0,349","-0,603","0,002","-0,067","0,305","-0,001","-0,451","-0,211","-0,002","-0,022","0,051","0,000","0,242","-0,447","-0,125","0,315","0,690","-0,002"
44,"-0,254","0,146","0,000","0,370","-0,378","0,001","-0,047","0,183","0,000","-0,205","-0,211","-0,001","-0,022","-0,012","0,000","0,242","-0,209","-0,126","0,315","0,515","-0,001"
45,"-0,253","0,011","0,000","0,396","-0,366","0,001","-0,045","0,306","-0,001","-0,206","-0,050","0,000","-0,023","-0,133","0,000","0,267","-0,208","-0,126","0,340","0,474","-0,001"
46,"-0,254","0,004","0,000","0,395","-0,295","0,001","-0,047","0,256","0,000","-0,206","-0,050","0,000","0,155","-0,134","0,000","0,268","-0,126","-0,126","0,519","0,393","-0,001"
47,"-0,176","0,011","0,000","0,399","-0,296","0,001","0,010","0,319","0,000","-0,206","-0,050","0,000","-0,023","-0,110","0,000","0,292","-0,126","-0,126","0,365","0,369","-0,001"
