Index,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z
715,"10,161","-15,538","-8,959","21,269","3,756","2,744","26,807","2,748","5,268","-26,388","-5,341","-15,814","105,568","3,644","-13,960","6,881","-7,190","2,035","35,223","6,285","5,319"
716,"10,131","-15,574","-8,966","21,243","3,747","2,763","26,755","2,751","5,308","-26,463","-5,277","-16,037","105,815","3,752","-14,055","6,874","-7,177","1,990","35,183","6,281","5,384"
717,"10,144","-15,553","-8,902","21,225","3,731","2,746","26,723","2,749","5,333","-26,481","-5,240","-16,217","106,051","3,830","-14,167","6,862","-7,162","1,932","35,127","6,240","5,441"
718,"10,138","-15,568","-8,840","21,217","3,708","2,707","26,702","2,765","5,396","-26,477","-5,235","-16,380","106,261","3,868","-14,297","6,845","-7,151","1,857","35,050","6,171","5,471"
719,"10,081","-15,538","-8,804","21,202","3,656","2,639","26,687","2,805","5,529","-26,465","-5,243","-16,548","106,443","3,874","-14,432","6,823","-7,144","1,767","34,943","6,088","5,472"
720,"10,033","-15,539","-8,769","21,225","3,619","2,554","26,723","2,830","5,677","-26,432","-5,256","-16,780","106,580","3,874","-14,515","6,804","-7,153","1,669","34,807","6,021","5,447"
721,"10,053","-15,563","-8,719","21,203","3,604","2,449","26,745","2,828","5,828","-26,392","-5,290","-17,049","106,657","3,872","-14,601","6,796","-7,168","1,572","34,656","5,994","5,410"
722,"10,040","-15,625","-8,697","21,184","3,603","2,336","26,744","2,827","6,000","-26,321","-5,343","-17,337","106,664","3,878","-14,666","6,798","-7,166","1,479","34,491","5,961","5,398"
723,"10,034","-15,706","-8,698","21,169","3,644","2,262","26,722","2,821","6,154","-26,198","-5,382","-17,663","106,644","3,894","-14,661","6,814","-7,147","1,390","34,329","5,914","5,408"
724,"10,049","-15,819","-8,756","21,147","3,739","2,251","26,681","2,808","6,289","-26,071","-5,431","-17,936","106,612","3,916","-14,618","6,843","-7,106","1,311","34,181","5,871","5,444"
725,"10,056","-15,964","-8,905","21,138","3,873","2,304","26,653","2,787","6,437","-25,948","-5,476","-18,186","106,549","3,954","-14,567","6,879","-7,057","1,246","34,029","5,868","5,510"
726,"9,985","-16,163","-9,116","21,102","4,019","2,399","26,567","2,767","6,584","-25,827","-5,509","-18,340","106,451","3,989","-14,564","6,907","-7,004","1,192","33,851","5,896","5,616"
727,"9,981","-16,325","-9,271","21,054","4,163","2,512","26,497","2,759","6,665","-25,716","-5,512","-18,391","106,320","4,011","-14,602","6,937","-6,948","1,145","33,661","5,911","5,759"
728,"9,986","-16,580","-9,448","20,972","4,311","2,620","26,398","2,765","6,756","-25,637","-5,478","-18,407","106,156","4,017","-14,619","6,951","-6,891","1,107","33,439","5,903","5,928"
729,"9,916","-16,762","-9,675","20,948","4,472","2,750","26,321","2,730","6,841","-25,578","-5,422","-18,416","105,962","4,012","-14,621","6,964","-6,830","1,073","33,209","5,872","6,110"
730,"9,938","-16,890","-9,812","20,929","4,614","2,907","26,271","2,701","6,822","-25,602","-5,397","-18,435","105,731","4,007","-14,619","6,979","-6,776","1,045","32,976","5,843","6,290"
731,"9,936","-17,026","-9,897","20,927","4,740","3,076","26,229","2,692","6,744","-25,681","-5,379","-18,450","105,459","3,993","-14,616","7,002","-6,732","1,011","32,742","5,815","6,452"
732,"9,961","-17,124","-9,941","20,964","4,832","3,226","26,234","2,690","6,668","-25,788","-5,350","-18,421","105,155","3,975","-14,653","7,041","-6,712","0,975","32,526","5,793","6,600"
733,"9,998","-17,187","-9,941","21,024","4,865","3,308","26,279","2,704","6,645","-25,876","-5,300","-18,358","104,825","3,944","-14,710","7,081","-6,706","0,933","32,314","5,754","6,727"
734,"10,029","-17,241","-9,915","21,111","4,845","3,318","26,354","2,727","6,690","-25,920","-5,251","-18,265","104,470","3,898","-14,777","7,131","-6,715","0,883","32,120","5,694","6,824"
735,"10,097","-17,282","-9,883","21,219","4,770","3,233","26,493","2,770","6,847","-25,925","-5,235","-18,161","104,104","3,856","-14,859","7,186","-6,729","0,831","31,944","5,627","6,905"
736,"10,115","-17,272","-9,835","21,311","4,661","3,103","26,588","2,794","7,021","-25,883","-5,258","-18,053","103,717","3,825","-14,951","7,248","-6,747","0,780","31,775","5,560","6,978"
737,"10,168","-17,200","-9,671","21,360","4,549","2,941","26,646","2,799","7,108","-25,798","-5,319","-17,951","103,326","3,788","-15,053","7,309","-6,767","0,735","31,620","5,489","7,034"
738,"10,228","-17,135","-9,450","21,413","4,436","2,779","26,719","2,846","7,122","-25,680","-5,417","-17,849","102,952","3,743","-15,161","7,367","-6,784","0,701","31,482","5,402","7,080"
