Index,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z
0,"71,056","4,031","6,374","102,440","0,242","0,164","92,600","12,362","2,223","77,125","14,308","-0,288","91,652","5,205","-4,126","32,271","-0,337","0,098","96,669","6,234","-4,237"
1,"71,301","4,184","6,369","102,407","0,340","0,177","92,657","12,354","2,138","77,181","14,319","-0,230","92,098","5,439","-3,864","32,271","-0,419","0,121","96,899","5,993","-4,178"
2,"71,345","4,045","6,626","102,344","0,318","0,519","92,673","12,637","2,203","77,644","14,357","-0,221","92,433","5,451","-3,878","32,271","-0,749","0,217","96,806","6,077","-4,527"
3,"71,362","4,046","6,481","102,383","0,324","0,419","92,547","12,423","2,140","77,157","14,319","-0,191","91,680","5,470","-3,838","32,249","-0,653","0,189","96,486","6,050","-4,397"
4,"71,248","3,936","6,672","102,381","0,441","0,337","92,561","12,573","2,066","77,304","14,406","-0,228","91,832","5,474","-3,837","32,249","-0,653","0,189","96,486","6,050","-4,397"
5,"71,230","3,825","6,706","102,344","0,453","0,152","92,435","12,555","2,051","77,186","14,354","-0,201","91,646","5,473","-3,861","32,227","-0,474","0,137","96,476","6,044","-4,230"
6,"71,244","3,814","6,850","102,330","0,833","-0,102","92,365","12,512","1,694","77,223","14,276","-0,191","91,719","5,439","-3,876","32,227","-0,488","0,141","96,535","6,049","-4,250"
7,"71,163","3,813","6,833","102,261","0,832","-0,102","92,277","12,498","1,683","77,219","14,272","-0,194","91,726","5,402","-3,935","32,161","-0,487","0,140","96,511","6,102","-4,287"
8,"71,185","3,781","6,948","102,339","0,964","-0,180","92,256","12,560","1,573","77,260","14,239","-0,176","91,879","5,408","-3,951","32,227","-0,501","0,145","96,721","6,111","-4,317"
9,"71,111","3,776","6,937","102,314","0,961","-0,179","92,234","12,555","1,565","77,219","14,272","-0,194","91,879","5,378","-3,997","32,138","-0,501","0,144","96,653","6,153","-4,345"
10,"71,058","3,724","6,997","102,367","0,929","-0,098","92,096","12,372","1,483","77,203","14,012","0,123","92,132","5,304","-4,071","31,992","-0,753","0,300","96,580","6,423","-4,919"
11,"71,094","3,324","7,488","102,565","1,025","-0,375","92,088","12,370","1,480","77,132","14,053","0,051","91,707","5,089","-4,128","32,300","-0,773","0,312","96,781","6,548","-5,198"
12,"71,168","3,773","6,987","102,799","1,123","-0,649","92,409","12,125","1,366","77,015","13,928","0,163","91,663","5,181","-4,062","32,278","-0,480","0,127","96,511","6,464","-5,027"
13,"70,949","3,708","6,983","102,628","1,187","-0,834","92,442","12,150","1,368","77,180","14,219","-0,172","91,677","4,678","-4,321","31,997","-0,574","0,187","96,397","6,634","-5,381"
14,"71,004","3,723","6,985","103,127","1,096","-0,556","92,979","12,243","1,380","76,810","14,157","-0,201","91,628","5,189","-4,046","32,285","-0,674","0,254","96,827","6,559","-5,225"
