Index,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z
0,"72,290","2,836","7,798","103,187","1,476","-0,075","91,984","12,651","1,169","78,533","13,521","0,939","91,246","6,376","-3,837","33,844","-0,950","0,289","97,548","6,402","-4,856"
1,"73,339","3,114","7,754","103,093","1,829","-0,100","92,777","12,372","0,869","79,677","13,688","0,856","92,509","6,539","-3,507","33,852","-1,169","0,356","97,582","6,113","-4,881"
2,"73,160","3,832","7,447","103,027","1,834","-0,103","92,811","12,425","0,886","79,806","13,841","0,553","92,541","6,237","-3,585","33,852","-1,169","0,356","97,582","6,113","-4,881"
3,"72,536","3,651","7,428","102,982","1,634","-0,141","92,284","12,505","1,047","79,638","13,797","0,599","92,267","6,274","-3,566","33,852","-0,991","0,302","97,477","6,080","-4,688"
4,"72,588","3,695","7,424","103,195","1,643","-0,149","92,365","12,517","1,045","79,818","13,772","0,585","92,457","6,237","-3,575","34,009","-0,989","0,303","97,634","6,078","-4,686"
5,"72,250","3,580","7,428","102,916","1,640","-0,172","91,935","12,498","1,015","79,775","13,821","0,575","91,758","6,052","-3,855","33,852","-0,964","0,293","96,883","6,400","-4,808"
6,"72,524","3,598","7,474","102,902","1,845","-0,313","92,216","12,403","0,841","79,874","13,844","0,567","91,873","6,053","-3,855","33,852","-0,964","0,293","96,883","6,400","-4,808"
7,"72,166","3,533","7,480","102,834","1,844","-0,325","91,838","12,423","0,818","79,773","13,830","0,558","91,822","6,048","-3,847","33,852","-0,950","0,289","96,959","6,380","-4,790"
8,"72,164","3,520","7,504","102,795","2,022","-0,447","91,757","12,333","0,638","79,830","13,780","0,579","91,822","6,048","-3,847","33,852","-0,950","0,289","96,959","6,380","-4,790"
9,"72,046","3,505","7,493","102,785","2,026","-0,531","91,678","12,326","0,628","79,707","13,786","0,550","91,729","6,013","-3,858","33,818","-0,869","0,264","96,930","6,367","-4,707"
10,"71,649","3,158","7,742","102,752","2,074","-0,650","91,783","12,592","0,736","79,792","13,942","0,379","91,726","6,012","-3,864","33,533","-0,782","0,208","96,817","6,216","-4,402"
11,"72,191","3,419","7,644","102,604","2,103","-0,713","92,139","12,235","0,562","79,677","14,000","0,276","91,676","6,093","-3,814","33,317","-0,983","0,340","96,880","6,316","-4,603"
12,"71,746","3,059","7,881","102,724","2,066","-0,598","91,800","12,717","0,786","79,583","13,821","0,492","91,851","6,010","-3,882","33,581","-0,849","0,251","97,118","6,390","-4,758"
13,"71,466","3,348","7,432","102,273","1,956","-0,318","91,296","12,541","0,733","79,614","13,907","0,397","91,977","5,732","-4,049","33,393","-1,074","0,399","96,799","6,626","-5,223"
14,"71,605","3,533","7,268","102,824","1,965","-0,288","91,394","12,273","0,612","79,476","13,802","0,495","91,713","5,833","-3,946","33,693","-1,098","0,412","97,045","6,474","-4,946"
15,"72,087","3,537","7,449","102,935","2,084","-0,576","91,495","11,960","0,469","79,711","13,835","0,514","91,669","6,258","-3,690","33,984","-1,028","0,362","97,118","6,331","-4,681"
16,"71,556","3,601","7,188","102,902","2,015","-0,374","91,448","11,948","0,455","79,169","13,658","0,581","91,374","5,924","-3,827","33,703","-1,134","0,429","96,888","6,540","-5,094"
17,"72,023","3,526","7,455","102,867","2,004","-0,341","92,021","11,899","0,409","79,160","13,779","0,418","91,324","5,969","-3,793","33,414","-1,209","0,477","96,825","6,502","-5,017"
18,"71,782","3,077","7,890","102,913","2,006","-0,342","91,803","12,449","0,658","79,235","13,870","0,326","91,394","6,258","-3,650","33,548","-0,953","0,306","96,703","6,280","-4,566"
19,"71,984","3,453","7,526","103,072","1,869","0,039","92,327","12,375","0,607","79,020","13,549","0,690","91,341","6,537","-3,502","33,478","-1,231","0,489","96,886","6,354","-4,720"
20,"71,927","3,430","7,533","102,543","1,906","-0,089","91,814","12,391","0,631","78,942","13,744","0,415","91,628","6,056","-3,804","33,178","-1,234","0,493","96,756","6,483","-4,968"
21,"72,133","3,381","7,670","102,575","1,960","-0,222","91,838","12,222","0,556","79,005","13,546","0,686","91,583","6,582","-3,515","33,458","-1,122","0,422","97,121","6,282","-4,573"
