Index,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z
0,"-0,178","0,053","-0,040","-0,013","-0,105","-0,277","0,160","0,120","-0,103","0,052","-0,050","0,022","0,288","0,231","0,293","0,087","-0,140","-0,141","0,272","0,125","-0,088"
1,"-0,102","0,045","0,033","-0,234","-0,125","-0,034","0,279","0,011","0,034","-0,445","0,096","0,085","0,231","0,232","0,040","0,021","-0,108","0,037","0,635","-0,040","-0,349"
2,"0,017","0,177","0,075","-0,094","-0,044","0,115","0,397","0,152","0,206","0,075","0,056","-0,035","0,113","0,114","-0,184","0,325","0,074","0,013","0,268","0,114","-0,444"
3,"-0,124","0,264","0,028","-0,188","0,016","0,371","0,156","0,078","0,085","0,066","-0,110","-0,083","0,176","0,086","-0,301","0,078","0,154","0,115","0,208","0,096","-0,359"
4,"-0,070","0,113","-0,096","-0,357","0,075","0,498","0,336","0,151","0,205","0,142","0,019","-0,075","0,113","0,114","-0,184","0,017","0,274","0,091","0,269","0,096","-0,359"
5,"-0,124","0,143","-0,036","-0,359","0,129","0,470","0,211","0,163","0,323","-0,067","-0,036","-0,001","-0,019","0,259","0,406","0,388","0,183","-0,067","0,028","0,177","-0,118"
6,"0,066","0,111","-0,034","-0,295","0,264","0,462","0,157","0,193","0,012","0,130","-0,034","-0,047","0,047","0,128","0,126","0,451","0,233","-0,136","-0,155","0,210","-0,065"
7,"0,300","0,098","-0,125","0,156","0,169","0,114","0,159","0,065","-0,036","-0,150","-0,134","0,044","0,058","-0,077","-0,452","0,329","0,172","-0,129","-0,217","0,093","-0,134"
8,"0,006","-0,015","-0,087","0,313","0,053","-0,121","0,098","0,004","-0,031","-0,060","-0,066","-0,054","0,002","-0,031","-0,778","-0,038","0,001","-0,047","0,025","-0,091","-0,309"
9,"-0,021","-0,047","0,091","0,198","0,084","-0,054","0,157","0,132","0,018","-0,122","0,054","0,011","0,051","0,010","-0,097","-0,160","0,120","-0,073","0,026","-0,007","-0,291"
10,"-0,032","0,002","0,057","0,181","-0,054","-0,188","0,160","-0,002","-0,091","-0,248","0,098","0,039","-0,018","0,008","0,405","-0,101","-0,108","0,033","0,149","0,008","-0,156"
11,"0,044","-0,006","0,130","0,310","-0,083","-0,119","0,151","0,157","0,261","-0,081","0,024","0,104","0,043","0,067","0,392","-0,042","0,023","0,073","0,334","-0,029","0,010"
12,"-0,043","0,171","0,086","0,189","-0,080","-0,106","0,214","0,090","0,208","-0,067","-0,036","-0,001","0,105","0,171","0,304","0,141","0,024","0,078","0,274","-0,047","0,095"
13,"0,001","0,070","-0,072","-0,179","-0,154","-0,094","0,225","-0,020","-0,271","-0,186","-0,022","-0,025","0,172","0,203","-0,079","0,262","0,085","0,071","0,212","0,107","-0,003"
14,"0,055","0,160","-0,068","-0,167","-0,098","0,013","0,228","0,029","-0,398","-0,022","0,018","0,116","0,228","0,039","0,276","0,320","0,047","0,204","0,151","0,140","0,049"
15,"-0,238","0,047","-0,029","-0,202","0,014","0,235","0,098","0,126","-0,044","-0,426","0,118","0,004","0,104","0,186","0,363","0,630","0,196","0,001","-0,153","0,257","0,122"
16,"0,142","-0,017","-0,024","-0,123","0,096","0,391","0,198","0,097","0,881","-0,060","-0,066","-0,054","0,165","0,127","0,379","0,447","0,195","-0,005","-0,031","0,173","0,102"
17,"-0,004","0,275","0,006","-0,113","0,016","0,500","0,321","0,031","0,830","-0,067","-0,036","-0,001","0,231","0,055","0,084","0,388","0,123","-0,056","0,216","0,422","0,374"
18,"-0,004","0,275","0,006","0,027","0,096","0,649","0,154","0,266","0,127","-0,131","-0,111","-0,037","0,111","-0,093","-0,007","0,386","0,134","0,004","0,092","0,239","0,203"
19,"0,006","0,226","0,041","0,278","0,064","0,705","0,044","0,277","-0,367","-0,191","-0,105","-0,049","0,174","-0,122","-0,125","0,379","0,118","0,255","0,271","-0,044","-0,125"
20,"0,028","0,128","0,110","0,397","0,116","0,665","0,028","0,284","0,306","0,063","0,003","-0,006","0,106","0,039","0,274","0,499","0,070","0,330","0,206","-0,190","-0,465"
21,"0,033","0,043","0,095","0,108","0,369","0,775","-0,046","0,157","0,869","0,063","0,003","-0,006","0,103","0,023","0,466","0,744","0,000","0,288","0,392","-0,058","-0,262"
22,"-0,043","-0,070","-0,041","0,168","0,367","0,769","-0,104","0,205","0,740","0,118","-0,087","-0,018","-0,016","-0,021","0,287","0,558","0,081","0,392","0,332","0,008","-0,158"
23,"-0,092","-0,004","0,068","0,553","0,245","0,373","-0,090","0,204","0,128","-0,003","0,040","0,035","0,109","0,054","0,082","0,255","0,068","0,322","0,395","-0,165","0,024"
24,"-0,113","0,094","-0,002","0,476","0,109","0,245","-0,267","0,058","-0,107","-0,127","-0,029","-0,013","0,054","-0,152","-0,245","-0,294","0,305","0,261","0,579","-0,066","0,176"
25,"-0,059","0,064","-0,061","0,514","-0,112","0,079","-0,088","0,137","0,073","-0,138","-0,081","0,015","0,113","-0,122","-0,126","-0,536","0,233","0,205","0,644","0,183","0,450"
26,"-0,092","-0,004","0,068","0,277","-0,025","0,131","0,027","0,169","0,379","-0,072","-0,118","-0,025","0,229","0,143","0,188","-0,410","0,152","0,099","0,343","0,330","0,794"
27,"-0,102","-0,075","-0,031","0,115","0,009","0,339","0,143","0,133","0,631","-0,001","-0,073","-0,042","0,226","0,187","0,365","-0,534","0,102","0,166","0,221","0,363","0,847"
28,"-0,048","0,015","-0,027","0,039","0,063","0,182","0,085","-0,001","0,521","0,026","-0,042","0,156","0,291","-0,049","0,173","-0,351","0,043","0,183","0,280","0,147","0,623"
29,"-0,217","-0,051","0,040","0,170","-0,020","0,279","0,102","-0,075","-0,207","-0,031","-0,148","0,068","0,413","0,011","0,161","-0,292","-0,006","0,256","0,154","0,000","0,283"
30,"-0,211","0,105","0,153","-0,012","-0,016","0,298","0,286","-0,080","-0,263","-0,115","0,024","-0,042","0,352","0,010","0,160","-0,237","0,267","0,394","0,148","-0,161","-0,193"
31,"-0,075","-0,017","0,151","-0,081","0,011","0,223","0,275","0,030","0,216","-0,024","-0,178","0,015","0,351","0,025","0,219","0,005","0,340","0,451","0,208","-0,260","-0,348"
32,"-0,102","0,045","0,033","0,059","0,092","0,372","0,390","-0,060","0,534","-0,153","-0,060","-0,211","0,533","0,100","0,266","0,127","0,280","0,465","0,209","-0,058","-0,260"
33,"-0,211","0,105","0,153","-0,169","0,099","0,533","0,580","-0,090","0,235","-0,298","-0,038","-0,102","0,536","-0,003","0,103","0,072","0,247","0,284","0,147","0,045","-0,325"
34,"-0,075","-0,017","0,151","-0,447","0,217","0,780","0,463","0,066","-0,029","-0,084","-0,171","0,003","0,416","-0,092","-0,002","0,007","0,269","0,402","-0,096","-0,006","-0,289"
35,"-0,146","0,026","0,127","-0,506","0,164","0,814","0,588","-0,006","-0,141","-0,065","-0,148","-0,078","0,541","-0,076","-0,193","0,007","0,149","0,423","-0,278","0,144","-0,166"
36,"-0,151","0,111","0,142","-0,383","0,107","0,829","0,404","-0,061","-0,079","-0,041","-0,043","-0,135","0,415","-0,018","0,042","-0,176","0,148","0,418","-0,584","0,027","-0,233"
37,"-0,092","-0,004","0,068","-0,464","0,079","0,646","0,461","0,079","0,092","-0,148","-0,247","-0,033","0,415","0,041","0,028","-0,296","0,196","0,343","-0,462","-0,006","-0,285"
38,"0,023","0,092","0,061","-0,284","0,130","0,599","0,273","-0,025","0,282","-0,143","-0,164","-0,009","0,353","-0,063","0,115","-0,488","0,190","0,648","-0,217","-0,076","-0,171"
