Index,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z
0,"0,904","0,411","0,114","0,000","0,804","0,594","0,026","0,000","0,994","-0,067","0,082","0,000","0,885","0,410","-0,221","0,000","0,989","-0,126","-0,074","0,000","0,997","-0,083","0,002","0,000","0,836","0,532","-0,138","0,000"
1,"0,905","0,410","0,115","0,000","0,804","0,594","0,027","0,000","0,994","-0,067","0,082","0,000","0,885","0,410","-0,221","0,000","0,989","-0,126","-0,074","0,000","0,997","-0,083","0,003","0,000","0,835","0,532","-0,139","0,000"
2,"0,905","0,410","0,115","0,000","0,804","0,594","0,027","0,000","0,994","-0,067","0,082","0,000","0,885","0,410","-0,222","0,000","0,989","-0,126","-0,073","0,000","0,997","-0,083","0,005","0,000","0,835","0,532","-0,139","0,000"
3,"0,904","0,412","0,114","0,000","0,804","0,594","0,026","0,000","0,995","-0,065","0,082","0,000","0,885","0,410","-0,221","0,000","0,990","-0,124","-0,074","0,000","0,997","-0,083","0,003","0,000","0,835","0,532","-0,140","0,000"
4,"0,904","0,412","0,114","0,000","0,804","0,594","0,026","0,000","0,994","-0,067","0,082","0,000","0,885","0,410","-0,221","0,000","0,990","-0,124","-0,074","0,000","0,997","-0,083","0,003","0,000","0,835","0,532","-0,139","0,000"
5,"0,904","0,411","0,114","0,000","0,804","0,594","0,026","0,000","0,995","-0,066","0,081","0,000","0,884","0,411","-0,221","0,000","0,990","-0,124","-0,074","0,000","0,997","-0,083","0,003","0,000","0,836","0,532","-0,138","0,000"
6,"0,904","0,411","0,114","0,000","0,804","0,594","0,028","0,000","0,994","-0,067","0,082","0,000","0,884","0,411","-0,221","0,000","0,990","-0,124","-0,074","0,000","0,997","-0,083","0,003","0,000","0,835","0,532","-0,139","0,000"
7,"0,905","0,411","0,114","0,000","0,804","0,594","0,026","0,000","0,995","-0,067","0,081","0,000","0,885","0,411","-0,221","0,000","0,990","-0,124","-0,074","0,000","0,997","-0,082","0,002","0,000","0,835","0,531","-0,140","0,000"
8,"0,905","0,411","0,114","0,000","0,804","0,594","0,026","0,000","0,995","-0,067","0,081","0,000","0,884","0,411","-0,221","0,000","0,990","-0,124","-0,073","0,000","0,997","-0,083","0,002","0,000","0,836","0,532","-0,138","0,000"
9,"0,905","0,411","0,113","0,000","0,804","0,594","0,026","0,000","0,995","-0,066","0,081","0,000","0,885","0,411","-0,221","0,000","0,990","-0,124","-0,073","0,000","0,997","-0,082","0,002","0,000","0,836","0,531","-0,138","0,000"
