Index,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z
130,"-0,198","0,137","-0,025","0,133","0,197","0,012","-0,126","-0,147","-0,009","0,104","0,413","0,204","-0,032","0,035","-0,184","-0,228","0,051","0,048","0,036","-0,309","-0,046"
131,"-0,252","0,102","-0,019","0,163","0,257","0,016","-0,124","-0,143","-0,017","0,076","0,465","0,204","-0,049","-0,028","-0,186","-0,217","0,084","0,046","0,028","-0,315","-0,046"
132,"-0,261","0,055","-0,020","0,189","0,320","0,021","-0,129","-0,149","-0,020","0,077","0,498","0,208","-0,114","-0,038","-0,179","-0,214","0,120","0,043","-0,004","-0,357","-0,060"
133,"-0,263","0,049","-0,024","0,183","0,328","0,028","-0,103","-0,139","-0,019","0,093","0,477","0,212","-0,106","-0,016","-0,168","-0,218","0,156","0,041","-0,035","-0,425","-0,078"
134,"-0,218","0,046","-0,020","0,175","0,386","0,034","-0,059","-0,147","-0,025","0,090","0,470","0,210","-0,148","0,009","-0,153","-0,246","0,179","0,036","-0,073","-0,486","-0,095"
135,"-0,240","0,103","-0,014","0,146","0,448","0,038","-0,059","-0,213","-0,030","0,128","0,495","0,206","-0,114","0,003","-0,148","-0,269","0,208","0,031","-0,068","-0,543","-0,101"
136,"-0,238","0,044","-0,004","0,145","0,503","0,036","-0,051","-0,207","-0,033","0,143","0,492","0,203","-0,070","-0,003","-0,155","-0,257","0,241","0,025","-0,031","-0,603","-0,096"
137,"-0,216","-0,011","-0,003","0,140","0,480","0,024","-0,051","-0,180","-0,021","0,201","0,512","0,200","-0,058","0,007","-0,165","-0,233","0,225","0,022","-0,033","-0,594","-0,085"
138,"-0,206","0,001","-0,002","0,149","0,420","0,016","-0,028","-0,134","-0,010","0,189","0,523","0,199","-0,017","-0,002","-0,175","-0,213","0,199","0,020","0,010","-0,590","-0,073"
139,"-0,194","-0,007","-0,003","0,164","0,373","0,015","-0,027","-0,131","-0,008","0,187","0,537","0,201","0,032","-0,040","-0,184","-0,183","0,183","0,021","0,054","-0,538","-0,064"
140,"-0,205","0,061","-0,003","0,213","0,342","0,020","-0,004","-0,160","-0,016","0,167","0,516","0,202","0,048","-0,044","-0,189","-0,161","0,156","0,024","0,077","-0,478","-0,057"
141,"-0,223","0,046","0,001","0,244","0,328","0,026","-0,012","-0,198","-0,030","0,220","0,497","0,202","0,057","-0,075","-0,186","-0,152","0,122","0,029","0,065","-0,421","-0,057"
142,"-0,187","0,036","0,001","0,218","0,352","0,023","0,005","-0,196","-0,036","0,183","0,479","0,205","-0,017","-0,084","-0,178","-0,188","0,115","0,037","-0,012","-0,422","-0,061"
143,"-0,237","0,038","-0,004","0,235","0,382","0,017","-0,037","-0,253","-0,031","0,169","0,488","0,211","-0,029","-0,083","-0,169","-0,154","0,109","0,043","0,006","-0,455","-0,071"
144,"-0,255","0,088","-0,012","0,259","0,424","0,008","-0,075","-0,302","-0,020","0,152","0,506","0,213","-0,057","-0,034","-0,161","-0,123","0,118","0,049","0,043","-0,502","-0,076"
145,"-0,306","0,050","-0,019","0,312","0,440","0,008","-0,083","-0,326","-0,018","0,159","0,448","0,209","-0,097","0,023","-0,150","-0,094","0,099","0,056","0,049","-0,510","-0,077"
146,"-0,348","0,035","-0,029","0,252","0,444","0,015","-0,124","-0,294","-0,020","0,102","0,414","0,208","-0,112","0,061","-0,150","-0,129","0,100","0,062","0,032","-0,539","-0,069"
147,"-0,319","0,011","-0,039","0,244","0,430","0,019","-0,109","-0,232","-0,020","0,142","0,402","0,208","-0,066","0,073","-0,157","-0,163","0,114","0,067","0,035","-0,533","-0,058"
148,"-0,306","-0,038","-0,044","0,200","0,409","0,015","-0,089","-0,181","-0,019","0,129","0,388","0,208","-0,037","0,061","-0,164","-0,198","0,121","0,074","0,010","-0,500","-0,043"
149,"-0,299","-0,039","-0,048","0,179","0,452","0,012","-0,105","-0,162","-0,021","0,179","0,418","0,210","-0,008","0,029","-0,172","-0,192","0,153","0,082","0,008","-0,495","-0,029"
150,"-0,312","0,013","-0,051","0,101","0,441","0,012","-0,177","-0,177","-0,027","0,198","0,387","0,210","-0,042","0,028","-0,173","-0,227","0,147","0,091","-0,042","-0,458","-0,020"
151,"-0,340","0,055","-0,053","0,088","0,374","0,016","-0,219","-0,157","-0,038","0,135","0,384","0,214","-0,106","-0,001","-0,172","-0,233","0,110","0,100","-0,077","-0,406","-0,017"
152,"-0,332","0,067","-0,054","0,096","0,336","0,017","-0,227","-0,169","-0,047","0,099","0,430","0,219","-0,166","-0,033","-0,166","-0,249","0,076","0,110","-0,117","-0,352","-0,020"
153,"-0,360","0,059","-0,053","0,137","0,301","0,014","-0,219","-0,198","-0,052","0,043","0,465","0,222","-0,227","-0,057","-0,153","-0,237","0,041","0,118","-0,134","-0,314","-0,031"
154,"-0,289","0,052","-0,051","0,186","0,254","0,010","-0,159","-0,179","-0,059","0,031","0,466","0,228","-0,201","-0,026","-0,140","-0,213","0,017","0,126","-0,070","-0,290","-0,045"
155,"-0,311","0,069","-0,052","0,228","0,192","0,007","-0,163","-0,132","-0,063","0,019","0,474","0,235","-0,201","0,026","-0,132","-0,197","-0,015","0,135","-0,020","-0,291","-0,052"
156,"-0,362","0,028","-0,061","0,286","0,210","0,006","-0,168","-0,139","-0,057","-0,034","0,451","0,241","-0,206","0,042","-0,133","-0,165","-0,021","0,142","0,045","-0,308","-0,051"
157,"-0,337","0,047","-0,078","0,231","0,220","0,012","-0,199","-0,192","-0,050","-0,020","0,503","0,248","-0,190","0,015","-0,144","-0,199","-0,037","0,147","0,043","-0,297","-0,043"
158,"-0,338","0,112","-0,090","0,208","0,269","0,025","-0,222","-0,239","-0,054","-0,082","0,494","0,253","-0,193","0,007","-0,153","-0,196","-0,004","0,151","0,078","-0,320","-0,035"
159,"-0,321","0,086","-0,088","0,182","0,321","0,037","-0,205","-0,257","-0,072","-0,081","0,423","0,249","-0,165","0,021","-0,156","-0,203","0,030","0,155","0,103","-0,333","-0,025"
160,"-0,325","0,031","-0,087","0,189","0,314","0,038","-0,212","-0,221","-0,078","-0,068","0,426","0,238","-0,174","-0,021","-0,150","-0,173","0,029","0,158","0,153","-0,301","-0,015"
161,"-0,302","0,035","-0,087","0,140","0,298","0,025","-0,220","-0,204","-0,072","-0,067","0,484","0,232","-0,163","-0,071","-0,147","-0,197","-0,001","0,162","0,156","-0,248","-0,006"
162,"-0,303","-0,009","-0,088","0,064","0,298","0,008","-0,232","-0,180","-0,060","-0,038","0,416","0,232","-0,131","-0,070","-0,150","-0,237","-0,001","0,168","0,139","-0,215","0,003"
163,"-0,297","0,006","-0,087","0,014","0,346","-0,002","-0,216","-0,206","-0,057","0,016","0,433","0,232","-0,118","-0,042","-0,146","-0,271","0,016","0,174","0,082","-0,248","0,006"
164,"-0,282","0,012","-0,082","-0,009","0,342","-0,011","-0,226","-0,206","-0,059","0,061","0,443","0,228","-0,115","-0,010","-0,136","-0,283","0,049","0,180","0,044","-0,293","0,004"
165,"-0,269","0,040","-0,077","-0,085","0,329","-0,013","-0,294","-0,241","-0,065","0,063","0,442","0,230","-0,111","-0,002","-0,126","-0,315","0,029","0,183","-0,003","-0,312","-0,006"
166,"-0,318","0,077","-0,069","-0,033","0,317","-0,013","-0,285","-0,283","-0,076","0,075","0,391","0,231","-0,146","0,057","-0,118","-0,288","0,011","0,184","0,006","-0,323","-0,014"
