Index,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z
38,"-0,205","0,279","0,060","0,624","-0,127","0,712","0,039","0,220","-0,075","0,024","-0,026","-0,113","0,493","0,419","0,480","-0,144","0,304","-0,288","-1,015","-0,258","-0,734"
39,"-0,266","0,164","-0,013","0,500","-0,180","-0,091","0,063","0,312","0,530","-0,034","0,174","-0,019","0,256","0,279","0,263","-0,146","0,214","-0,141","0,139","0,106","-0,555"
40,"-0,207","0,249","0,007","0,480","0,143","0,137","0,071","0,240","0,737","0,071","0,026","0,004","0,097","0,073","-0,510","0,215","0,272","0,103","1,108","0,442","-0,298"
41,"-0,080","0,118","0,007","-0,123","0,224","-0,178","0,183","0,238","0,482","0,244","0,037","0,090","-0,138","-0,088","-0,785","0,211","0,136","0,323","1,234","0,114","-0,400"
42,"-0,024","0,256","-0,002","-0,246","-0,128","-1,341","0,116","0,015","0,352","0,107","0,025","0,149","-0,513","-0,162","-0,447","0,026","0,044","0,466","0,747","-0,215","-0,376"
43,"-0,090","0,277","-0,082","-0,167","-0,393","-1,595","0,098","-0,106","-0,120","0,118","0,078","0,122","-0,402","0,017","-0,119","-0,035","-0,193","0,521","0,865","-0,102","-0,158"
44,"-0,090","0,503","0,071","-0,151","0,401","0,417","0,203","-0,153","-0,553","0,128","0,132","0,094","-0,472","0,060","0,187","0,024","-0,283","0,669","0,733","-0,149","0,413"
45,"-0,205","0,279","0,060","-0,572","0,684","2,461","0,143","-0,020","-0,522","0,110","-0,086","0,071","-0,297","0,200","0,402","-0,029","-0,501","0,281","1,028","0,160","0,878"
46,"-0,085","0,254","0,001","-0,265","0,743","2,846","-0,024","0,146","-0,117","0,015","0,115","0,019","-0,286","0,021","0,078","-0,146","-0,439","0,013","0,231","0,404","1,078"
47,"-0,205","0,279","0,060","0,491","0,606","2,960","0,068","0,284","0,663","0,120","-0,033","0,043","-0,213","0,073","-0,326","0,045","-0,536","-0,399","-0,991","0,236","1,278"
48,"-0,325","0,192","0,043","0,514","0,604","2,312","-0,053","0,476","0,682","-0,070","-0,068","0,039","0,089","0,038","-0,240","0,049","-0,282","-0,647","-0,753","0,432","1,524"
49,"-0,450","0,128","-0,057","0,820","0,619","1,485","-0,323","0,310","0,042","-0,001","-0,214","-0,082","0,143","0,292","-0,068","-0,133","-0,297","-0,710","-0,818","0,652","1,684"
50,"-0,126","-0,180","0,106","0,832","0,118","0,024","-0,465","0,114","-0,469","0,056","-0,109","0,007","0,191","0,319","0,376","-0,194","-0,238","-0,725","-0,394","1,010","1,713"
51,"-0,129","-0,353","-0,077","0,353","-0,322","-1,829","-0,653","0,143","-0,595","0,092","0,133","-0,051","0,256","0,279","0,263","-0,074","0,028","-0,660","-0,133","0,806","0,793"
52,"0,057","-0,399","-0,057","-0,178","-0,283","-2,078","-0,641","0,160","-0,285","-0,057","-0,126","-0,068","0,132","0,241","0,337","-0,324","0,276","-0,410","-0,166","-0,004","-0,505"
53,"-0,070","-0,155","0,020","-0,008","-0,246","-2,181","-0,504","0,133","0,095","-0,045","0,121","0,009","0,080","0,139","0,048","-0,087","0,361","-0,050","-0,270","-0,184","-1,513"
54,"-0,132","-0,074","0,046","0,098","-0,228","-1,494","-0,438","0,163","0,210","0,023","0,280","0,070","0,017","0,101","0,124","-0,030","0,522","0,101","-0,020","-0,459","-1,777"
55,"-0,205","0,166","-0,016","0,319","-0,348","-0,849","-0,316","0,104","0,221","-0,249","-0,049","0,007","-0,280","0,191","-0,176","-0,279","0,518","0,348","-0,086","-0,373","-1,480"
56,"-0,082","0,201","0,030","0,186","-0,143","0,271","-0,026","0,131","-0,176","-0,102","0,016","-0,081","-0,348","0,214","0,073","-0,097","0,177","0,495","-0,155","-0,231","-1,074"
57,"-0,148","0,335","0,027","0,221","-0,153","1,300","-0,148","0,131","-0,171","0,002","0,173","0,126","-0,542","0,276","0,433","-0,034","0,030","0,406","-0,597","-0,085","-0,265"
58,"-0,148","0,222","-0,049","-0,177","0,025","1,502","0,279","0,071","-0,172","-0,117","0,185","0,104","-0,720","0,156","0,275","-0,211","-0,397","0,190","-0,490","0,173","0,496"
59,"-0,146","0,252","0,004","-0,369","-0,102","0,669","0,302","0,223","0,418","0,139","0,185","0,066","-0,773","0,248","-0,017","-0,084","-0,393","-0,059","-0,510","0,570","1,527"
60,"-0,028","0,196","-0,109","-0,469","-0,054","0,413","0,260","0,344","0,892","0,013","0,226","0,098","-0,771","0,228","-0,075","-0,204","-0,526","-0,093","0,270","0,613","2,276"
61,"0,089","0,337","-0,121","-0,568","0,234","0,535","0,133","0,314","0,779","0,189","0,319","0,208","-0,836","0,268","0,038","-0,204","-0,467","-0,107","0,462","0,497","1,790"
62,"-0,084","0,284","0,054","-0,544","0,335","1,080","0,006","0,343","0,651","0,017","0,309","0,123","-0,601","0,313","0,353","0,100","-0,406","-0,115","-0,376","0,207","0,962"
63,"-0,038","0,356","-0,198","-0,552","0,190","1,448","-0,259","0,266","0,114","0,079","0,191","0,055","-0,372","0,476","0,820","0,042","-0,138","-0,305","-0,852","0,086","0,328"
64,"-0,026","0,113","-0,132","-0,307","0,206","0,630","-0,579","0,411","-0,289","0,156","0,209","-0,015","-0,174","0,431","0,325","-0,148","0,064","0,020","-0,357","-0,108","-0,043"
65,"0,045","0,069","0,030","0,099","0,242","-0,348","-0,748","0,503","0,072","0,098","0,104","-0,104","-0,224","0,194","0,019","-0,641","0,355","0,191","-0,484","0,195","0,142"
66,"0,104","-0,072","-0,102","-0,359","0,490","-0,544","-0,412","0,522","0,873","0,162","0,180","-0,068","-0,213","0,131","-0,346","-0,766","0,456","0,353","-0,497","0,586","0,763"
67,"0,238","-0,197","0,034","-1,031","0,416","-0,092","-0,332","0,585","1,358","0,088","0,051","-0,077","-0,219","0,076","-0,134","-0,523","0,398","0,372","-0,187","0,529","0,524"
68,"0,246","-0,386","0,070","-1,594","0,382","0,267","-0,421","0,462","0,637","0,023","0,280","0,070","-0,239","0,298","0,499","-0,341","0,354","0,448","-0,120","0,199","0,284"
69,"0,121","-0,337","0,046","-1,786","0,357","0,627","-0,376","0,355","0,221","0,079","0,191","0,055","-0,302","0,261","0,575","-0,095","0,030","0,405","-0,483","-0,186","0,202"
70,"-0,006","-0,318","-0,031","-1,336","0,401","0,735","-0,378","0,281","0,178","-0,082","0,427","0,046","-0,485","0,374","0,529","-0,218","0,103","0,448","-0,662","-0,380","0,093"
71,"0,118","-0,397","-0,060","-1,246","0,164","0,148","-0,389","0,398","-0,104","-0,105","0,432","0,180","-0,594","0,175","0,143","-0,217","-0,149","0,445","-0,486","-0,210","0,420"
72,"-0,066","-0,208","0,049","-1,689","-0,045","-0,298","-0,197","0,207","0,127","-0,079","0,316","-0,032","-0,760","-0,008","-0,379","-0,152","-0,191","0,268","-0,060","0,091","0,341"
73,"-0,075","-0,019","0,013","-0,101","-0,157","-0,388","-0,382","0,192","0,075","-0,030","0,257","0,006","-1,013","0,091","-0,099","0,031","-0,249","0,285","-1,044","0,147","0,842"
74,"0,050","-0,180","-0,040","0,926","-0,363","-0,103","-0,517","0,234","-0,246","-0,199","0,328","-0,054","-0,939","0,007","-0,520","0,337","-0,202","0,218","-0,057","0,089","0,205"
75,"-0,016","-0,046","-0,043","0,305","-0,156","0,643","-0,513","0,383","-0,158","-0,156","0,298","0,038","-1,126","0,046","-0,410","0,214","-0,367","0,317","1,356","-0,075","-0,368"
76,"-0,024","0,256","-0,002","-0,004","0,244","1,795","-0,557","0,371","0,288","0,030","0,250","0,017","-1,126","-0,126","-0,350","0,280","-0,423","0,081","0,627","-0,028","-0,545"
77,"0,043","0,265","0,131","0,123","0,077","1,439","-0,461","0,204","-0,366","0,100","0,297","0,000","-1,058","-0,149","-0,598","0,100","-0,406","-0,115","-0,225","-0,115","-0,586"
78,"0,102","0,237","0,074","0,029","0,260","1,205","-0,535","0,054","-0,703","0,104","0,380","0,025","-0,931","-0,209","-0,767","0,041","-0,421","-0,175","-0,423","-0,158","0,257"
79,"0,047","-0,014","0,007","-0,579","0,275","0,459","-0,529","0,158","-0,541","0,117","0,322","-0,082","-0,947","0,088","-0,290","0,041","-0,183","-0,231","-0,386","0,352","1,505"
80,"0,035","0,228","-0,059","-0,192","0,276","-0,634","-0,517","0,234","-0,246","0,160","0,291","0,010","-0,839","0,366","0,133","-0,019","-0,257","-0,278","-0,389","0,544","1,611"
81,"0,162","0,209","0,018","-0,111","-0,047","-0,871","-0,526","0,114","-0,467","0,209","0,232","0,049","-0,658","0,272","0,236","-0,201","-0,035","-0,397","0,113","0,589","0,773"
82,"0,156","0,233","-0,065","-0,600","0,127","-0,459","-0,525","0,307","-0,453","0,385","0,325","0,159","-0,475","0,273","0,242","-0,139","-0,048","-0,455","0,115","0,371","0,749"
83,"-0,019","0,120","0,004","-0,530","0,074","-0,003","-0,461","0,263","-0,382","0,324","0,137","0,045","-0,413","0,254","0,186","-0,016","-0,062","-0,512","0,860","0,146","0,057"
84,"0,165","0,043","-0,029","0,332","-0,137","-0,786","-0,521","0,145","-0,349","0,079","0,191","0,055","-0,341","0,018","-0,117","-0,074","0,028","-0,660","-0,820","-0,512","-1,354"
85,"0,168","-0,123","-0,076","-0,312","-0,790","-2,483","-0,620","0,356","0,231","0,275","0,197","0,006","-0,277","-0,022","-0,230","-0,317","0,073","-0,738","-0,808","-0,576","-2,007"
86,"0,240","-0,506","-0,143","0,092","-0,097","-2,758","-0,404","0,450","1,080","0,075","0,109","0,030","-0,329","-0,181","-0,499","-0,262","0,262","-0,468","-0,553","-0,557","-2,631"
87,"0,304","-0,557","-0,116","0,556","0,398","-2,209","-0,399","0,421","1,213","0,060","-0,027","0,032","-0,196","-0,359","-0,821","-0,322","0,247","-0,529","-0,434","-0,446","-2,548"
88,"0,292","-0,314","-0,182","0,311","0,279","-2,585","-0,330","0,013","-0,133","0,141","0,073","-0,013","-0,325","-0,221","-0,614","-0,444","0,247","-0,531","-0,274","-0,208","-1,294"
89,"0,045","-0,157","-0,123","0,200","-0,368","-2,822","-0,227","-0,301","-0,624","0,050","-0,080","0,060","-0,397","-0,101","-0,271","-0,747","-0,006","-0,540","0,390","-0,198","-0,874"
90,"-0,080","0,005","-0,070","-0,538","-0,472","-1,190","0,009","-0,288","-0,826","0,094","0,021","-0,130","-0,173","0,123","0,369","-0,563","-0,197","-0,554","-0,183","0,417","0,307"
91,"-0,078","0,035","-0,016","-1,033","0,038","0,346","0,193","-0,406","-0,802","0,205","0,150","0,023","-0,291","0,197","0,210","-0,501","-0,389","-0,570","-0,507","0,622","1,362"
92,"-0,202","0,113","0,013","-1,090","0,393","1,536","0,382","-0,361","-0,632","0,075","0,109","0,030","0,085","0,021","-0,105","-0,438","-0,535","-0,659","-0,072","0,400","0,937"
93,"-0,335","0,239","-0,123","-0,919","0,602","2,219","0,334","-0,152","-0,306","0,158","0,098","-0,094","0,025","0,021","-0,106","-0,558","-0,609","-0,707","0,135","-0,271","-0,223"
94,"-0,329","0,132","-0,063","-1,353","0,411","1,831","0,508","-0,213","-0,549","-0,059","-0,014","0,011","0,023","0,041","-0,049","-0,679","-0,624","-0,769","-0,578","-0,807","-1,127"
95,"-0,386","0,190","0,046","-0,783","0,051","0,367","0,260","-0,243","-0,658","0,043","0,192","-0,090","0,074","0,085","0,261","-0,861","-0,579","-0,845","-0,956","-0,310","-0,568"
96,"-0,383","-0,089","-0,077","-0,547","-0,019","-0,101","0,223","0,042","-0,037","0,063","-0,138","-0,046","0,019","0,196","0,026","-0,678","-0,341","-0,898","-0,485","0,168","0,224"
97,"-0,209","-0,006","-0,199","-0,764","0,052","-1,119","0,300","0,208","0,359","0,084","-0,032","-0,102","-0,217","-0,001","-0,171","-0,316","-0,060","-0,769","0,186","0,389","0,123"
98,"-0,195","-0,219","-0,081","-0,979","0,168","-0,927","0,190","0,225","0,674","-0,010","-0,074","0,050","-0,035","0,000","-0,166","-0,747","0,113","-0,568","0,252","0,331","-0,120"
99,"-0,137","-0,163","-0,113","0,001","-0,366","-1,308","-0,012","0,162","0,194","-0,036","-0,019","-0,123","-0,083","-0,199","-0,550","-0,928","0,084","-0,690","-0,224","0,073","-0,752"
100,"-0,200","-0,195","-0,163","0,297","-0,266","-0,999","-0,141","0,176","0,006","-0,067","-0,179","-0,040","0,033","-0,195","-0,353","-0,622","0,071","-0,744","-0,651","-0,146","-0,647"
101,"-0,132","-0,299","-0,107","1,194","0,180","-0,439","-0,087","0,072","-0,158","0,011","0,033","-0,006","0,024","-0,094","-0,066","-0,625","0,054","-0,552","-0,605","0,112","0,113"
102,"-0,195","-0,219","-0,081","1,369","-0,257","-0,850","-0,221","0,055","-0,464","0,090","-0,061","-0,155","0,026","-0,172","-0,103","-0,811","0,022","-0,423","-0,607","0,412","0,163"
103,"-0,021","-0,023","-0,126","0,575","-0,303","-1,999","-0,349","-0,050","-0,621","-0,006","0,008","0,075","0,098","-0,178","-0,487","-0,632","0,138","-0,196","-0,654","0,155","-0,597"
104,"0,047","-0,014","0,007","0,726","0,170","-1,071","-0,208","0,072","-0,153","0,003","-0,132","-0,057","-0,024","-0,179","-0,490","-0,269","0,168","-0,070","-0,460","-0,179","-1,107"
105,"0,099","0,064","-0,109","0,334","0,275","0,378","-0,153","-0,151","-0,287","0,077","-0,003","-0,049","-0,160","0,039","-0,054","-0,207","0,214","-0,142","-0,216","-0,286","-1,047"
106,"0,047","-0,014","0,007","-0,453","-0,030","0,919","0,032","-0,136","-0,235","0,007","-0,050","-0,032","-0,164","0,080","0,061","-0,209","0,123","0,004","-0,462","-0,313","-0,969"
107,"0,238","-0,197","0,034","-0,302","-0,268","0,322","0,031","-0,018","-0,266","-0,066","0,015","0,064","-0,229","0,062","0,194","-0,091","-0,012","0,227","-0,459","-0,369","-1,077"
108,"0,231","0,022","0,051","-0,622","0,002","0,614","0,115","-0,059","0,308","-0,059","-0,014","0,011","-0,284","0,001","0,020","-0,091","-0,072","0,241","-0,117","-0,238","0,236"
109,"0,233","-0,061","0,027","-0,771","0,182","1,228","0,015","0,152","0,888","0,047","0,031","0,139","-0,290","-0,053","0,233","0,030","-0,116","0,317","0,044","0,162","1,406"
110,"0,111","-0,065","0,034","-0,768","0,134","0,855","0,116","0,015","0,352","-0,016","-0,045","0,103","-0,293","0,045","0,328","-0,031","-0,057","0,301","0,094","0,361","1,922"
111,"0,172","-0,063","0,030","-0,671","0,100","-0,117","-0,019","-0,134","0,018","-0,004","0,202","0,179","-0,411","0,061","0,189","-0,274","-0,191","0,265","0,886","0,394","1,990"
112,"0,162","0,209","0,018","-0,927","0,022","-0,569","-0,111","-0,273","-0,762","0,132","0,214","0,119","-0,293","0,045","0,328","-0,398","-0,045","0,354","1,074","0,309","1,694"
113,"0,170","0,020","0,054","-0,712","-0,761","-1,074","-0,174","-0,229","-0,834","0,054","0,002","0,086","-0,234","0,065","0,387","-0,396","-0,192","0,263","0,655","0,109","1,308"
114,"0,172","-0,063","0,030","-0,770","-0,818","-1,048","-0,023","0,028","-0,086","-0,076","-0,039","0,092","-0,053","0,144","0,430","-0,337","-0,104","0,369","-0,814","0,432","1,523"
115,"0,172","-0,063","0,030","-0,599","-0,070","0,374","0,181","0,105","0,453","-0,199","-0,109","0,045","-0,160","-0,076","-0,014","-0,275","-0,058","0,297","-1,309","0,896","1,753"
116,"0,238","-0,084","0,110","-0,769","0,261","0,429","-0,011","0,044","0,224","0,063","-0,138","-0,046","0,085","0,021","-0,105","-0,213","-0,013","0,224","-0,859","0,255","0,652"
117,"0,240","-0,167","0,087","-0,540","0,057","-0,061","-0,320","0,074","0,103","0,060","-0,027","0,032","0,089","-0,019","-0,220","-0,089","0,138","0,066","-1,070","-0,345","-1,033"
118,"-0,021","0,203","0,027","0,028","0,456","0,372","-0,502","0,207","0,138","0,141","0,073","-0,013","0,211","0,039","-0,236","0,039","0,187","-0,256","-0,931","-0,603","-1,927"
119,"-0,200","-0,082","-0,087","0,495","0,226","0,625","-0,613","0,342","0,423","0,022","0,086","-0,034","0,014","0,199","0,219","0,161","0,247","-0,268","-0,373","-0,662","-2,435"
120,"-0,144","0,056","-0,096","1,382","0,183","-0,019","-0,621","0,415","0,216","0,098","0,104","-0,104","-0,123","0,417","0,655","-0,148","0,420","-0,065","-0,006","-0,742","-2,455"
121,"-0,075","-0,131","-0,063","1,198","-0,064","0,021","-0,690","0,487","0,011","-0,087","0,151","-0,083","-0,106","0,178","0,158","-0,156","0,504","0,291","0,346","-0,565","-1,715"
122,"-0,016","0,067","0,034","0,976","-0,254","-0,595","-0,319","0,148","0,146","-0,038","0,092","-0,045","-0,212","-0,234","-0,283","-0,035","0,460","0,367","0,638","-0,118","-1,116"
123,"-0,078","0,147","0,060","0,463","-0,250","-0,321","-0,297","0,166","0,708","-0,482","0,252","0,094","-0,323","-0,241","-0,672","0,205","0,325","0,592","0,871","-0,026","-0,541"
124,"-0,080","0,118","0,007","-0,488","-0,158","0,705","-0,041","0,242","0,993","-0,119","-0,008","0,000","-0,148","-0,217","-0,416","0,202","0,248","0,798","0,499","0,004","-0,220"
125,"0,059","-0,257","0,073","-0,847","-0,337","1,204","0,022","0,198","1,065","-0,123","-0,091","-0,025","-0,232","0,103","0,309","0,260","0,099","0,960","-0,014","0,484","1,100"
126,"0,253","-0,380","0,206","-1,025","-0,553","0,073","0,271","0,228","1,174","-0,038","0,092","-0,045","-0,428","0,300","0,687","0,082","-0,077","0,747","-0,526","0,584","2,481"
127,"0,252","-0,522","0,076","-0,843","0,052","0,376","0,338","0,081","1,335","0,118","0,078","0,122","-0,238","0,048","0,522","-0,041","-0,182","0,832","-0,219","0,339","2,408"
128,"0,060","-0,340","0,049","-0,678","0,495","0,989","0,312","-0,027","0,671","0,118","0,078","0,122","-0,175","0,028","0,467","0,025","-0,297","0,610","0,086","0,395","2,385"
129,"0,240","-0,280","0,010","-0,539","0,527","1,086","0,359","-0,118","0,314","-0,006","0,008","0,075","-0,119","0,319","0,560","0,154","-0,559","0,299","-0,228","0,456","2,897"
130,"0,005","-0,365","0,135","-0,271","0,575","1,222","0,159","-0,165","-0,107","0,370","-0,310","-0,125","-0,062","0,245","0,717","0,097","-0,661","0,133","-0,284","0,343","2,680"
131,"-0,012","-0,099","-0,013","-0,070","0,180","1,374","0,095","-0,121","-0,179","-0,112","-0,037","-0,053","0,006","0,107","0,509","0,156","-0,528","0,166","-0,329","0,166","1,809"
132,"-0,131","-0,157","0,023","0,116","-0,229","0,630","-0,012","0,162","0,194","-0,088","-0,286","0,016","0,008","0,202","0,411","0,153","-0,189","0,274","-0,182","-0,126","0,452"
133,"-0,077","0,064","0,037","-0,087","-0,315","-0,278","-0,131","0,178","0,257","-0,084","-0,203","0,041","0,150","-0,076","-0,198","0,087","0,045","0,468","0,516","-0,309","-1,088"
134,"0,052","0,075","0,166","0,086","-0,463","0,062","-0,070","0,178","0,255","-0,066","0,015","0,064","-0,343","0,038","-0,059","0,270","0,224","0,429","0,962","-0,568","-2,113"
