Index,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z
0,"0,885","0,455","0,099","0,000","0,970","-0,236","0,054","0,000","0,998","-0,054","-0,014","0,000","0,856","0,504","-0,113","0,000","0,993","-0,119","-0,009","0,000","0,996","-0,091","-0,015","0,000","0,960","-0,282","0,005","0,000"
1,"0,885","0,455","0,099","0,000","0,970","-0,236","0,054","0,000","0,998","-0,054","-0,011","0,000","0,856","0,505","-0,114","0,000","0,993","-0,121","-0,008","0,000","0,996","-0,091","-0,015","0,000","0,959","-0,282","0,005","0,000"
2,"0,885","0,455","0,101","0,000","0,970","-0,237","0,054","0,000","0,998","-0,054","-0,011","0,000","0,857","0,503","-0,114","0,000","0,992","-0,122","-0,008","0,000","0,996","-0,093","-0,014","0,000","0,959","-0,282","0,005","0,000"
3,"0,885","0,456","0,100","0,000","0,970","-0,236","0,054","0,000","0,999","-0,051","-0,012","0,000","0,857","0,503","-0,114","0,000","0,993","-0,121","-0,008","0,000","0,996","-0,091","-0,015","0,000","0,960","-0,281","0,005","0,000"
4,"0,885","0,456","0,100","0,000","0,970","-0,236","0,054","0,000","0,999","-0,051","-0,011","0,000","0,857","0,503","-0,114","0,000","0,993","-0,122","-0,006","0,000","0,996","-0,091","-0,015","0,000","0,960","-0,281","0,006","0,000"
5,"0,885","0,456","0,100","0,000","0,971","-0,234","0,054","0,000","0,999","-0,050","-0,012","0,000","0,857","0,503","-0,114","0,000","0,993","-0,121","-0,008","0,000","0,996","-0,091","-0,015","0,000","0,960","-0,281","0,005","0,000"
6,"0,885","0,456","0,100","0,000","0,971","-0,234","0,055","0,000","0,999","-0,051","-0,011","0,000","0,857","0,503","-0,114","0,000","0,993","-0,121","-0,008","0,000","0,996","-0,092","-0,015","0,000","0,960","-0,281","0,006","0,000"
7,"0,885","0,456","0,099","0,000","0,971","-0,234","0,055","0,000","0,999","-0,050","-0,011","0,000","0,857","0,503","-0,114","0,000","0,993","-0,121","-0,008","0,000","0,996","-0,091","-0,015","0,000","0,960","-0,281","0,005","0,000"
8,"0,885","0,456","0,099","0,000","0,971","-0,234","0,055","0,000","0,999","-0,051","-0,011","0,000","0,857","0,503","-0,114","0,000","0,993","-0,121","-0,007","0,000","0,996","-0,091","-0,015","0,000","0,959","-0,282","0,005","0,000"
9,"0,885","0,455","0,099","0,000","0,971","-0,234","0,055","0,000","0,999","-0,050","-0,011","0,000","0,857","0,503","-0,114","0,000","0,993","-0,121","-0,007","0,000","0,996","-0,091","-0,015","0,000","0,960","-0,282","0,005","0,000"
