Index,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z
0,"66,355","4,576","-0,067","1,519","7,116","1,244","-5,319","-4,024","-0,150","74,752","10,345","-4,881","-8,864","2,586","0,305","21,242","-0,350","0,066","-7,321","-1,442","-0,344"
1,"66,339","4,617","-0,079","1,547","8,054","1,417","-5,227","-5,702","-0,291","75,293","10,472","-5,134","-8,524","2,344","0,275","21,252","-1,078","0,202","-7,308","-0,737","-0,115"
2,"66,773","4,678","-0,114","1,751","8,621","1,521","-5,197","-6,492","-0,357","75,584","10,852","-5,956","-8,527","1,502","0,127","21,449","-1,291","0,244","-7,111","-0,530","-0,051"
3,"65,392","5,011","-0,808","3,804","8,602","1,382","-4,685","-7,246","-0,401","75,229","11,001","-5,925","-8,630","0,730","0,057","21,439","-1,290","0,244","-6,879","0,374","0,175"
4,"65,748","5,056","-0,840","3,808","8,755","1,413","-4,671","-7,617","-0,428","75,317","11,012","-5,942","-8,630","0,730","0,057","21,439","-1,504","0,285","-6,880","0,581","0,241"
5,"65,667","4,969","-1,217","4,055","8,265","1,316","-4,629","-7,788","-0,454","74,862","11,124","-6,014","-8,729","0,354","0,019","21,366","-1,499","0,283","-6,483","0,948","0,324"
6,"65,701","5,388","-1,429","4,016","8,263","1,318","-4,668","-7,786","-0,451","74,987","11,140","-6,038","-8,728","0,593","0,041","21,366","-1,499","0,283","-6,481","0,715","0,266"
7,"65,779","5,682","-1,992","3,937","8,145","1,298","-4,924","-8,315","-0,473","74,856","11,020","-5,934","-8,920","0,461","0,035","21,284","-1,494","0,281","-6,331","0,947","0,319"
8,"65,900","5,390","-1,450","3,911","8,144","1,300","-4,778","-7,675","-0,428","75,255","11,070","-6,010","-8,944","0,461","0,035","21,284","-1,494","0,281","-6,355","0,947","0,320"
9,"65,966","5,381","-1,451","3,775","8,174","1,289","-4,698","-7,525","-0,424","74,784","11,101","-5,908","-9,252","0,625","0,058","21,043","-1,315","0,244","-6,462","0,775","0,267"
10,"66,633","5,347","-1,595","3,401","8,122","1,318","-4,418","-7,280","-0,349","74,731","11,221","-6,112","-9,306","0,812","0,130","20,818","-1,203","0,227","-6,386","0,506","0,147"
11,"67,267","5,409","-1,843","2,946","8,252","1,397","-4,208","-7,355","-0,347","74,730","11,211","-6,128","-9,471","0,732","0,110","20,585","-1,106","0,216","-6,545","0,709","0,288"
12,"67,896","5,263","-1,726","2,453","8,276","1,418","-4,036","-7,425","-0,367","74,834","11,130","-6,022","-9,911","1,000","0,203","20,327","-1,080","0,237","-7,095","0,703","0,330"
13,"68,239","5,058","-1,468","1,941","8,211","1,397","-3,883","-7,406","-0,404","74,803","11,109","-6,027","-9,890","1,467","0,382","20,058","-1,075","0,272","-7,130","0,502","0,253"
14,"68,538","4,863","-1,177","1,420","8,066","1,329","-3,746","-7,298","-0,430","75,144","11,435","-6,550","-9,486","1,230","0,337","19,782","-1,104","0,330","-7,122","0,466","0,261"
15,"68,713","4,676","-0,901","0,876","7,951","1,239","-3,632","-7,117","-0,407","75,470","11,626","-6,825","-9,196","0,886","0,241","19,489","-1,083","0,377","-7,122","0,456","0,286"
16,"68,962","4,840","-1,119","0,312","7,832","1,131","-3,552","-6,917","-0,349","75,816","11,561","-6,644","-8,617","0,738","0,204","19,193","-1,051","0,425","-7,119","0,428","0,292"
17,"69,092","4,952","-1,275","-0,252","8,008","1,109","-3,547","-6,809","-0,280","75,424","11,733","-6,830","-8,476","0,534","0,141","18,965","-0,837","0,410","-7,047","0,134","0,160"
18,"69,207","5,069","-1,409","-0,242","8,041","1,053","-3,569","-6,711","-0,228","75,615","11,532","-6,409","-8,410","0,845","0,259","19,318","-0,793","0,451","-6,928","-0,105","0,027"
