frame,time,nose_x,nose_y,nose_confidence,left_ear_x,left_ear_y,left_ear_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence,nose_interpolated,left_ear_interpolated,left_shoulder_interpolated,right_shoulder_interpolated,left_elbow_interpolated,right_elbow_interpolated,left_wrist_interpolated,right_wrist_interpolated,left_hip_interpolated,right_hip_interpolated,left_knee_interpolated,right_knee_interpolated,left_ankle_interpolated,right_ankle_interpolated
495,9.9,0.49915233,0.4783795,0.6588158,0.52060044,0.47323683,0.68400174,0.5278604,0.52874374,0.8397485,0.49415588,0.5203188,0.84704536,0.48699683,0.5878701,0.5853674,0.47770607,0.5762008,0.62768316,,,0.40859938,,,0.4749736,0.5036337,0.6598841,0.851297,0.4784874,0.65123326,0.85903144,0.43809423,0.7175048,0.73252225,0.412519,0.700587,0.9418214,0.4524994,0.84693813,0.8275808,0.42950413,0.82541084,0.82408786,False,False,False,False,True,False,False,False,False,False,False,False,False,False
496,9.92,0.49944618,0.47778276,0.636058,0.520685,0.47263318,0.66848636,0.5274874,0.52955896,0.71575123,0.49444553,0.5210705,0.8000113,0.48724811333333334,0.5878433333333334,0.4976202,0.4766985849999999,0.5754935,0.55180323,,,0.43703943,,,0.40167636,0.5024222,0.66229767,0.69753176,0.4778842,0.65453994,0.76899016,0.43819915,0.7174282000000001,0.535473,0.41308132,0.70110875,0.8837446,0.45297888,0.84797883,0.89783776,0.4292005,0.82707995,0.9397787,False,False,False,False,True,True,False,False,False,False,True,False,False,False
497,9.94,0.4984265,0.47952145,0.7327622,0.5205138,0.47340366,0.83371526,0.5288309,0.52626216,0.8686039,0.49379,0.5196784,0.87124014,0.48749939666666664,0.5878165666666667,0.59989715,0.4756911,0.5747862,0.6435115,,,0.41967443,,,0.48381466,0.50340825,0.66039234,0.8861852,0.4776245,0.65134317,0.86985785,0.43830407,0.7173516,0.7726292,0.41145656,0.7005782,0.74973625,0.45214954,0.84870684,0.88497084,0.4290004,0.82544535,0.81703955,False,False,False,False,True,False,False,False,False,False,False,False,False,False
498,9.96,0.4987513,0.4799089,0.6935757,0.5206462,0.47344136,0.79896504,0.5279048,0.5285672,0.8586852,0.4951661,0.5214438,0.83469135,0.48775068,0.5877898,0.617164,0.47677004,0.5745256,0.74537545,,,0.47289118,,,0.3327227,0.5038701,0.6618907,0.82145995,0.4781074,0.6530763,0.8660934,0.4377999,0.71775806,0.72287095,0.41209355,0.700228,0.94390833,0.45301005,0.84652436,0.8344554,0.42965728,0.82483983,0.8792567,False,False,False,False,False,False,False,False,False,False,False,False,False,False
499,9.98,0.49913132,0.47887167,0.74159425,0.5203587,0.47318152,0.80604815,0.5289162,0.5268225,0.6382272,0.49281228,0.5208129,0.82847595,0.4876991677777778,0.5878401033333334,0.4913819,0.4778108,0.5770528,0.65565586,,,0.42386234,,,0.41288272,0.50443953,0.65888476,0.8847486,0.4785158,0.65002906,0.87001246,0.43802786,0.71731573,0.6848807,0.41247943,0.700333,0.9298749,0.45277467,0.8495932,0.81530243,0.4285428,0.8246885,0.79317033,False,False,False,False,True,False,False,False,False,False,False,False,False,False
500,10.0,0.49944076,0.47805923,0.7009776,0.5200983,0.4724746,0.67778987,0.5272499,0.5291421,0.71561754,0.49359787,0.52080804,0.8485285,0.4876476555555555,0.5878904066666667,0.51477855,0.4769811,0.5756697,0.54739475,,,0.42011556,,,0.40344033,0.50283206,0.6593752,0.85670453,0.47796065,0.65231997,0.7948065,0.43936828,0.71681076,0.76078284,0.41274104,0.7020589,0.7965574,0.45311248,0.84815425,0.81702924,0.4304175,0.82539207,0.94932115,False,False,False,False,True,True,False,False,False,False,False,False,False,False
501,10.02,0.49805266,0.48026672,0.74321645,0.5201385,0.4739036,0.8149248,0.5282371,0.5266729,0.8766262,0.49264133,0.5194004,0.88055336,0.4875961433333333,0.58794071,0.45513263,0.4761514,0.5742866,0.7212942,,,0.40717638,,,0.3190029,0.50450295,0.6587081,0.90791845,0.478203,0.64989495,0.8818771,0.4381982,0.7168698,0.74616325,0.412187,0.70049775,0.9418037,0.45234573,0.8487157,0.7415499,0.42891422,0.82454056,0.8339415,False,False,False,False,True,False,False,False,False,False,False,False,False,False
502,10.04,0.49821428,0.48028041,0.58329135,0.520591,0.47332275,0.7776412,0.52738,0.531304,0.72535855,0.49393114,0.52118987,0.7510459,0.4875446311111111,0.5879910133333334,0.45662487,0.475558025,0.57443565,0.47079584,,,0.29325318,,,0.41206408,0.5011457,0.6612724,0.7020516,0.478565275,0.6496253599999999,0.59400654,0.44072837,0.71780056,0.6466667,0.41369563,0.7019159,0.736854,0.45330462,0.8481924,0.77840114,0.4293082,0.82721424,0.73517025,True,False,False,False,True,True,False,False,False,True,False,False,False,False
503,10.06,0.4983759,0.4802941,0.6086378,0.5212399,0.4746653,0.7933107,0.5288054,0.52597564,0.8639685,0.49395424,0.5199233,0.87815803,0.4874931188888888,0.5880413166666667,0.42995754,0.47496465,0.5745847,0.6155883,,,0.278175,,,0.46303585,0.50549227,0.6576397,0.90977937,0.47892755,0.64935577,0.820126,0.43850788,0.71657825,0.8396528,0.41203997,0.70042014,0.8282541,0.45172814,0.84744626,0.8405249,0.42992604,0.8246924,0.92353356,False,False,False,False,True,False,False,False,False,False,False,False,False,False
504,10.08,0.498181435,0.4802631699999999,0.57367873,0.52062994,0.47220305,0.7040269,0.5277029,0.53010124,0.75236607,0.4939413,0.5215212,0.82262623,0.4874416066666666,0.58809162,0.4263928,0.475323155,0.574347575,0.5677242,,,0.37515578,,,0.38912153,0.5030411,0.6595214,0.7768487,0.4771738,0.65274113,0.6882837,0.4397259,0.71642244,0.6641782,0.41361675,0.702939,0.6767698,0.4534605,0.8479445,0.77542967,0.43051746,0.8271129,0.8648078,True,False,False,False,True,True,False,False,False,False,False,False,False,False
505,10.1,0.49798697,0.48023224,0.6613431,0.51970303,0.47395596,0.78732103,0.52854836,0.5261666,0.8555381,0.49398905,0.5200557,0.855942,0.4873900944444444,0.5881419233333334,0.5814732,0.47568166,0.57411045,0.6429707,,,0.36921254,,,0.42950267,0.5035904,0.65998846,0.8939894,0.4781882,0.6508718,0.8765303,0.4379163,0.7167936,0.7289809,0.41220883,0.7008161,0.9457192,0.452231,0.8479289,0.7618269,0.42883196,0.82483226,0.85002637,False,False,False,False,True,False,False,False,False,False,False,False,False,False
506,10.12,0.4985274,0.48026156,0.62226635,0.52022547,0.47286487,0.74445236,0.52749044,0.52978057,0.7093336,0.49399212,0.5216189,0.79963183,0.4873385822222222,0.5881922266666667,0.55260557,0.475746305,0.5746936250000001,0.5552159,,,0.3401182,,,0.32269493,0.50201386,0.66102546,0.65781605,0.47750595,0.65318966,0.80186296,0.43934864,0.7166406,0.78560925,0.41291603,0.7017022,0.8824911,0.452929,0.84841186,0.8886447,0.42940208,0.8261397,0.9184209,False,False,False,False,True,True,False,False,False,False,False,False,False,False
507,10.14,0.4984698133333333,0.4803494733333333,0.56360793,0.51974,0.47410437,0.7181877,0.52822167,0.52712095,0.85168004,0.4934689,0.5211499,0.79355276,0.48728707,0.58824253,0.62161094,0.47581095,0.5752768,0.74680835,,,0.4109328,,,0.45493636,0.5033661,0.66032803,0.88299567,0.47819173,0.6518211,0.8606941,0.43804565,0.71692944,0.7825857,0.41233635,0.70052165,0.947149,0.45216343,0.8476021,0.8523863,0.4293904,0.82519585,0.87062037,True,False,False,False,False,False,False,False,False,False,False,False,False,False
508,10.16,0.4984122266666667,0.4804373866666666,0.53674364,0.51988727,0.47317094,0.7177006,0.5280891,0.52882737,0.6032951,0.49402466,0.5206762,0.8212048,0.4871145416666667,0.5875841916666666,0.51393145,0.4759817825,0.5755206500000001,0.5432162,,,0.3031725,,,0.3601363,0.5037531,0.6597923,0.83654577,0.47849512,0.6510213,0.8522661,0.4381708,0.716629,0.6550707,0.4127339,0.70103186,0.9117721,0.4526455,0.8489635,0.70214486,0.4291238,0.82580614,0.93214947,True,False,False,False,True,True,False,False,False,False,False,False,False,False
509,10.18,0.49835464,0.4805253,0.6267712,0.5200083,0.4728821,0.73738563,0.5275018,0.52892464,0.7055212,0.4934118,0.52051955,0.85750705,0.4869420133333333,0.5869258533333334,0.57561606,0.476152615,0.5757645,0.5641234,,,0.43471643,,,0.37531278,0.5030218,0.6587651,0.7748639,0.47838753,0.65171444,0.83045155,0.43930729,0.7173435850000001,0.5690422,0.41337827,0.70163405,0.8870563,0.45294645,0.8471575,0.89252704,0.42958575,0.82707125,0.8789263,False,False,False,False,True,True,False,False,False,False,True,False,False,False
510,10.2,0.498135175,0.48140467,0.5592006,0.51996547,0.4734817,0.7266864,0.5273746,0.52978677,0.6481482,0.4942576,0.5212651,0.7656282,0.486769485,0.5862675150000001,0.49755347,0.4763234475,0.57600835,0.5301353,,,0.39601848,,,0.3431867,0.50155926,0.66201514,0.7716847,0.4771684,0.6532336,0.70094365,0.44044378,0.71805817,0.7620005,0.41326815,0.7021482,0.8380533,0.45300245,0.8487117,0.84599257,0.42956147,0.82704467,0.93326426,True,False,False,False,True,True,False,False,False,False,False,False,False,False
511,10.22,0.49791571,0.48228404,0.7779424,0.51953036,0.47442824,0.83894396,0.5288126,0.5258023,0.85082567,0.49377796,0.5205782,0.856747,0.4865969566666667,0.5856091766666667,0.52865887,0.47649428,0.5762522,0.66485155,,,0.42842504,,,0.4799639,0.5042916,0.65807223,0.8900393,0.47838137,0.64903194,0.86493546,0.43833965,0.71672225,0.81882554,0.41198522,0.701883,0.790702,0.45201316,0.84791577,0.8606529,0.42993724,0.8257217,0.9314562,False,False,False,False,True,False,False,False,False,False,False,False,False,False
512,10.24,0.497638225,0.48196858,0.49781033,0.51967996,0.47237873,0.63249415,0.5271846,0.5298815,0.66215,0.49438027,0.5213213,0.7578332,0.4864244283333333,0.5849508383333333,0.4839738,0.47592864,0.5753585999999999,0.49714231,,,0.37489197,,,0.38016346,0.5034171,0.66308427,0.7967801,0.47714183,0.655097,0.71537334,0.4409854,0.7172904,0.64900523,0.41320598,0.7033173,0.6662361,0.45298788,0.8469424,0.9051635,0.4302902,0.82675666,0.8809476,True,False,False,False,True,True,False,False,False,False,False,False,False,False
513,10.26,0.49736074,0.48165312,0.86286247,0.51979035,0.4731151,0.8766382,0.5293771,0.5259315,0.6206134,0.49272537,0.5202327,0.8946367,0.4862519,0.5842925,0.6255156,0.475363,0.574465,0.6827284,,,0.33543304,,,0.47996125,0.5040486,0.65805674,0.86721873,0.47753957,0.6509821,0.87190074,0.43852726,0.7180647,0.7560985,0.41201293,0.70009625,0.7934493,0.45207113,0.85010004,0.640449,0.42898026,0.8262813,0.8298937,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514,10.28,0.49816132,0.48124897,0.6455977,0.5198028,0.47292197,0.68757963,0.5274491,0.53009045,0.6606213,0.49436823,0.52202916,0.70458776,0.4870208466666667,0.5851476,0.47822458,0.47629254,0.57500348,0.52410424,,,0.34887463,,,0.30727643,0.5010955,0.6598623,0.69068193,0.47717908,0.65144587,0.6407572,0.44075263,0.71843636,0.7126092,0.4133108,0.7021882,0.76862603,0.45343366,0.84872687,0.6995312,0.42975393,0.8279564,0.82303923,False,False,False,False,True,True,False,False,False,False,False,False,False,False
515,10.3,0.4980771666666667,0.4813584266666666,0.48336378,0.51914626,0.47388786,0.63942796,0.5285394,0.5265062,0.8342968,0.49305686,0.52113736,0.82397,0.4877897933333333,0.5860027,0.4529618,0.47722208,0.57554196,0.5429022,,,0.3702828,,,0.41894495,0.5038946,0.6586253,0.91196555,0.4772491,0.64968365,0.8799306,0.4386836,0.71624994,0.81743056,0.41246784,0.70043427,0.945479,0.45224252,0.8476073,0.88771504,0.42931226,0.8246677,0.907463,True,False,False,False,True,True,False,False,False,False,False,False,False,False
516,10.32,0.4979930133333333,0.4814678833333333,0.5739597,0.51954466,0.47391516,0.7120251,0.5277735,0.5283877,0.8527352,0.49336168,0.5207375,0.8488542,0.48855874,0.5868578,0.6148049,0.47815162,0.57608044,0.62753797,,,0.40238258,,,0.4640729,0.5038187,0.6588457,0.87214226,0.4779598,0.65095437,0.8635027,0.4399168,0.71681756,0.854888,0.41291574,0.7018684,0.87266874,0.45281994,0.8463468,0.8619294,0.42984882,0.8251255,0.95500827,True,False,False,False,False,False,False,False,False,False,False,False,False,False
517,10.34,0.49790886,0.48157734,0.7245949,0.51955533,0.47323442,0.75739384,0.52792084,0.5286921,0.66599554,0.49316204,0.5209145,0.85119444,0.4890985,0.58761615,0.6020182,0.47854042,0.5766848,0.62142664,,,0.42136648,,,0.37908888,0.50357753,0.65752435,0.8430574,0.47786158,0.65022266,0.8474005,0.43867233,0.71700555,0.6573365,0.4128415,0.7004524,0.89613646,0.4529222,0.8479499,0.86768234,0.4296449,0.826344,0.9103212,False,False,False,False,False,False,False,False,False,False,False,False,False,False
518,10.36,0.4975197,0.48165997,0.57348573,0.51941234,0.4736154,0.69953954,0.52774626,0.52955514,0.62258404,0.4932247,0.521974,0.82304853,0.4887589857142857,0.5878590214285714,0.5859481,0.47745616,0.5762931849999999,0.58996737,,,0.36467692,,,0.34438896,0.50392956,0.660099,0.7994821,0.477332,0.65326774,0.8147901,0.44060504,0.7171545,0.81203383,0.4132058,0.7023986,0.81435484,0.45291987,0.8463802,0.8504587,0.43007347,0.82395583,0.9440128,True,False,False,False,True,True,False,False,False,False,False,False,False,False
519,10.38,0.49713054,0.4817426,0.7863565,0.5194915,0.4732147,0.803292,0.5284757,0.52607965,0.8306142,0.49218783,0.5199842,0.8912351,0.4884194714285714,0.5881018928571429,0.5782601,0.4763719,0.57590157,0.7309198,,,0.38430214,,,0.5264407,0.50511754,0.658928,0.9035846,0.47894922,0.6493983,0.87896585,0.43830666,0.7168786,0.7225065,0.41241777,0.70025647,0.9385771,0.45274672,0.84906423,0.74329495,0.42937058,0.82460624,0.8236513,False,False,False,False,True,False,False,False,False,False,False,False,False,False
