frame,time,nose_x,nose_y,nose_confidence,left_ear_x,left_ear_y,left_ear_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
529,10.58,0.46218768,0.31815892,0.64687276,0.48934537,0.3144682,0.8243364,0.5084533,0.38696826,0.8740883,0.45988658,0.39394322,0.83066154,0.51369107,0.4926178,0.8392144,0.45586845,0.48449373,0.7121048,0.49975362,0.57810754,0.72045106,0.44772163,0.55500716,0.7800202,0.49500453,0.5720544,0.7927031,0.46169826,0.5724971,0.71087766,0.49453595,0.71686596,0.62304455,0.47295636,0.7100581,0.65113306,0.50829035,0.85101503,0.5879435,0.4857982,0.83443886,0.6955411
530,10.6,0.4629676,0.31806493,0.64816815,0.4895234,0.3143119,0.69617045,0.50694954,0.3912605,0.8674889,0.46050087,0.3948557,0.6527235,0.51329404,0.4932807,0.76041937,0.45596316,0.4880465,0.64352745,0.49929085,0.57789767,0.71144056,0.44721255,0.5565696,0.72510177,0.49458313,0.57525396,0.65533185,0.46371195,0.5744185,0.66685534,0.4959043,0.71848506,0.5992648,0.4735908,0.71282995,0.67474926,0.5097717,0.8557042,0.5781597,0.4859163,0.8353404,0.7083348
531,10.62,0.46325722,0.31670535,0.68668014,0.4886599,0.31328255,0.539459,0.5064029,0.39208803,0.7624296,0.46121004,0.39460054,0.77836984,0.5135952,0.49297976,0.71028614,0.45551118,0.48288807,0.53223264,0.49926856,0.578506,0.6067404,0.44798782,0.55664974,0.62691635,0.4940199,0.5735424,0.64861953,0.46293,0.5727055,0.549497,0.49543172,0.71799725,0.6368131,0.47323036,0.71182114,0.5241616,0.50978523,0.85131276,0.6971146,0.4861709,0.83511406,0.69877034
532,10.64,0.4626082,0.31661332,0.65607184,0.4895024,0.31441328,0.6321495,0.5085406,0.38902032,0.87004036,0.45966688,0.39273563,0.8230404,0.5147564,0.49423614,0.81758106,0.45531368,0.48454714,0.7487095,0.49955037,0.5781027,0.75887674,0.44718304,0.55688334,0.78454095,0.4945694,0.5731336,0.7696431,0.46203294,0.5716648,0.7022879,0.49548933,0.7174107,0.7011574,0.47291958,0.71058476,0.79515326,0.5081136,0.8523067,0.76039696,0.485311,0.83313876,0.7730697
533,10.66,0.46256268,0.31775635,0.6957358,0.48871848,0.31328556,0.61905056,0.5075342,0.38983363,0.8057749,0.46029916,0.39513385,0.80402905,0.51456267,0.49271342,0.76196474,0.45601737,0.48673922,0.6799059,0.49951947,0.57734644,0.7420289,0.4471238,0.55640095,0.75002,0.49599653,0.5747719,0.69010276,0.46363875,0.57417387,0.6896003,0.49561965,0.7174668,0.6559651,0.47273752,0.712602,0.68018657,0.50891125,0.8552013,0.7104203,0.48562527,0.83413804,0.7161075
534,10.68,0.46265733,0.31766063,0.66398764,0.48934853,0.31300685,0.69097686,0.50691414,0.39029217,0.8098652,0.46071658,0.39328372,0.77673286,0.51359725,0.49386755,0.81255525,0.45562217,0.4863432,0.6322446,0.49991283,0.5785738,0.66859114,0.44738376,0.5586961,0.7379129,0.49412772,0.57155013,0.70163894,0.4620983,0.57137,0.5764663,0.4947001,0.71660626,0.49968243,0.47163633,0.7102568,0.7783093,0.5085094,0.8519356,0.7839017,0.48506227,0.83470654,0.58665293
535,10.7,0.4623219,0.31667018,0.7219442,0.48821118,0.31325817,0.52120346,0.5080932,0.38830158,0.6556711,0.45943823,0.39356115,0.85559255,0.5145974,0.49315128,0.8283407,0.45545343,0.48556462,0.7604026,0.499211,0.57931405,0.5538504,0.44701612,0.5561997,0.6669246,0.4948557,0.57215035,0.7723414,0.462327,0.5715254,0.74516904,0.4949649,0.71758175,0.7624396,0.47188854,0.71158504,0.8218209,0.5081986,0.85160625,0.7389242,0.4849774,0.8342068,0.77302796
536,10.72,0.4623302,0.31819317,0.7204627,0.48848757,0.3126539,0.7297395,0.5079209,0.3862198,0.8131554,0.4597059,0.39318937,0.86555713,0.5150554,0.49254748,0.82574886,0.45566183,0.48610106,0.76276636,0.49986216,0.5773304,0.7527658,0.44734675,0.55561906,0.8206327,0.4949816,0.5731928,0.77656096,0.4624687,0.5730964,0.75935185,0.4955382,0.7170983,0.72334737,0.47267482,0.71052414,0.75710964,0.50905114,0.85506964,0.75628847,0.48484218,0.8337728,0.7298945
537,10.74,0.4616596,0.31780902,0.5323037,0.4892761,0.3152579,0.7717547,0.50809044,0.3877915,0.8799793,0.4602841,0.39400426,0.7901442,0.51364547,0.4933718,0.79783154,0.4560716,0.48859778,0.6790374,0.4997064,0.57777077,0.74908674,0.4477541,0.5571284,0.757955,0.49306107,0.57521737,0.73675203,0.4624078,0.57433134,0.71857506,0.49426427,0.71772563,0.58023506,0.47313353,0.70943624,0.6154953,0.50948495,0.8502757,0.61695695,0.48505795,0.8326807,0.71231407
538,10.76,0.46252248,0.31721687,0.7032046,0.4895172,0.31585476,0.6717141,0.5071959,0.3881503,0.83271354,0.4599562,0.3948778,0.7956979,0.5146507,0.4921675,0.78793424,0.4556111,0.49124277,0.4717637,0.49933898,0.57773054,0.6973045,0.44770825,0.55868465,0.7574661,0.4941435,0.57465965,0.7155813,0.46353605,0.57371444,0.6625096,0.49599418,0.7141959,0.59968865,0.4706731,0.7097169,0.769829,0.50916475,0.8523464,0.6821244,0.48497203,0.83395815,0.70992315
539,10.78,0.4618481,0.3170813,0.7054541,0.48877913,0.31291023,0.82111424,0.50810677,0.3863748,0.840113,0.45953616,0.3927701,0.8547302,0.51493776,0.4928308,0.74544,0.45543715,0.4882117,0.7589941,0.499835,0.578858,0.7625599,0.44682285,0.5583259,0.78423285,0.49253437,0.57354826,0.786866,0.46177766,0.57272977,0.72213435,0.4934166,0.71674037,0.5952147,0.47274786,0.7083301,0.6334978,0.50919807,0.84822667,0.6964521,0.48497567,0.83260083,0.72793734
540,10.8,0.46185276,0.31798998,0.5281621,0.4890028,0.3147768,0.5862654,0.5060682,0.39473888,0.7529063,0.461086,0.39535132,0.71344674,0.5141009,0.49222055,0.6522472,0.45491898,0.4890155,0.60183066,0.49864566,0.5766352,0.59748495,0.44743586,0.56180125,0.5389991,0.493569,0.57509065,0.60583407,0.4634093,0.5744195,0.6143416,0.49572417,0.71867526,0.547202,0.47167015,0.7129314,0.69934875,0.50684845,0.852652,0.38383263,0.48559287,0.83614284,0.6799142
541,10.82,0.46227565,0.31637815,0.64927375,0.48917586,0.31489843,0.67452925,0.50607085,0.3928043,0.7730035,0.4607094,0.39411497,0.72189265,0.51434773,0.49259123,0.6617795,0.4555748,0.48819444,0.6203947,0.4988361,0.5775569,0.64290905,0.4483356,0.5573608,0.70311296,0.49486604,0.5720326,0.62825334,0.4634924,0.57130885,0.5275229,0.49419942,0.71685714,0.5131784,0.47226715,0.7102501,0.60778266,0.5080907,0.852731,0.7002216,0.48526356,0.8332899,0.6783167
542,10.84,0.46189016,0.31839147,0.55871916,0.48868555,0.31520706,0.78405404,0.5084561,0.38797376,0.89797527,0.4587948,0.39301932,0.87900144,0.5149378,0.4941987,0.8293437,0.4548006,0.48905206,0.74956447,0.49813202,0.5791966,0.57966584,0.44704,0.56330055,0.86086833,0.49619028,0.5707845,0.78615373,0.46174875,0.57077813,0.7476992,0.4950881,0.72126436,0.7305555,0.4727164,0.7115731,0.6225325,0.50848335,0.8532675,0.781118,0.48583347,0.83339673,0.7762994
543,10.86,0.4611668,0.3172552,0.6993965,0.48837408,0.3131922,0.8021181,0.5085114,0.3862897,0.85341156,0.45776075,0.39425275,0.81501997,0.51477945,0.492866,0.6142905,0.454607,0.4888751,0.7843783,0.49977848,0.5768409,0.77657807,0.44623363,0.55992585,0.71248716,0.4957833,0.57055867,0.7936656,0.4622633,0.5706211,0.77571154,0.4927271,0.7165816,0.68988425,0.47088927,0.7112141,0.76191175,0.50901365,0.85426205,0.78756076,0.48541012,0.8342563,0.80369633
544,10.88,0.46184886,0.31881195,0.6322171,0.48915616,0.31437984,0.8251592,0.5078218,0.38877174,0.894329,0.45958272,0.39546,0.7261266,0.51359147,0.49391735,0.81472236,0.45484284,0.48896495,0.6752086,0.49926135,0.57679445,0.74604553,0.44641712,0.559997,0.67340213,0.49535197,0.57347053,0.71860904,0.46326205,0.573097,0.7437838,0.49469426,0.71803653,0.87479466,0.4710041,0.7123927,0.71418226,0.5082661,0.8538345,0.73531705,0.48497194,0.8328403,0.68604493
545,10.9,0.46117485,0.31810254,0.66837406,0.4884029,0.31264937,0.7652805,0.50750023,0.38858336,0.8696956,0.45859212,0.39398217,0.81637764,0.5139043,0.49397063,0.84397006,0.45516363,0.48783037,0.744107,0.49847394,0.5786622,0.6987546,0.44759268,0.55693674,0.7952232,0.49550027,0.57331693,0.80676466,0.46251112,0.57373536,0.75437015,0.4941513,0.71639055,0.87908584,0.47158083,0.71188194,0.72456396,0.50841963,0.8529707,0.8375663,0.48526952,0.83389944,0.7064705
546,10.92,0.46122128,0.31820863,0.6670805,0.4882142,0.3140105,0.8203578,0.5075912,0.38910878,0.86929923,0.45860168,0.39489356,0.81467164,0.5136487,0.49407443,0.8406719,0.4548539,0.48657125,0.72406155,0.4990257,0.57852364,0.6916285,0.44726214,0.5571945,0.7761971,0.49558455,0.57278824,0.79299325,0.46273646,0.5730659,0.72332186,0.49349222,0.7159144,0.84836185,0.47077408,0.7108327,0.6420281,0.5090348,0.8504161,0.6268072,0.48555222,0.8342063,0.71105635
547,10.94,0.46045998,0.31807756,0.6295941,0.48785475,0.3127437,0.7316278,0.5067932,0.38815385,0.8585331,0.45871016,0.39452007,0.81353503,0.5137219,0.49408174,0.8442328,0.45498544,0.487945,0.7206787,0.49823138,0.5782715,0.6969484,0.44670883,0.55947113,0.6715405,0.49614435,0.5729982,0.76165515,0.4624314,0.57366544,0.75281346,0.49440423,0.7175785,0.88180333,0.47090626,0.71332544,0.7202836,0.50937104,0.8540807,0.73863536,0.4859026,0.8340879,0.67271364
548,10.96,0.46127766,0.31851277,0.6429516,0.48838484,0.31542087,0.8560128,0.5075548,0.38981396,0.890635,0.45866582,0.39418024,0.8110279,0.5151655,0.49342257,0.7792167,0.45467275,0.4866821,0.7096287,0.49824348,0.5788373,0.7175769,0.44671085,0.55897546,0.64184713,0.49784926,0.57251835,0.7627933,0.46310997,0.5739894,0.7524258,0.49371517,0.7169838,0.8686893,0.47022375,0.7113912,0.61165595,0.5089239,0.85272706,0.8388324,0.48595846,0.8337714,0.69026405
549,10.98,0.46022233,0.318376,0.76409423,0.48798364,0.31443343,0.69777197,0.5065967,0.3888358,0.8355427,0.45889765,0.3938917,0.8359381,0.51388365,0.49380776,0.8649983,0.4551234,0.48822948,0.6671427,0.49749643,0.57926095,0.72232896,0.44666508,0.56248385,0.66429436,0.49738353,0.5726253,0.75902385,0.4631435,0.57303494,0.7193037,0.4936687,0.7192259,0.827786,0.47024435,0.71314216,0.8315104,0.50704426,0.8527838,0.75769293,0.485016,0.8347031,0.6540955
550,11.0,0.45977974,0.3182137,0.7528734,0.4877363,0.31440225,0.7895641,0.5077031,0.38955474,0.893507,0.45828158,0.3953915,0.8315614,0.51404226,0.4951093,0.8742211,0.455731,0.48860365,0.70173204,0.49818516,0.5788423,0.75977015,0.446598,0.5614902,0.69471776,0.49886844,0.5712597,0.7859674,0.46368694,0.573104,0.7801954,0.49297512,0.719538,0.8541867,0.4702673,0.7137708,0.85161245,0.5081847,0.85366106,0.7909751,0.48557264,0.834452,0.6212722
551,11.02,0.45964363,0.3194588,0.7429997,0.48778898,0.31499735,0.6509353,0.50714225,0.3903591,0.86862725,0.4576955,0.3951343,0.88353765,0.51364654,0.49534217,0.88808835,0.45511302,0.48975933,0.66725796,0.4983735,0.57995343,0.7499036,0.4462885,0.56165355,0.583405,0.4980955,0.57074124,0.7725902,0.46503392,0.5713493,0.75994706,0.49355018,0.7192394,0.8239927,0.46841392,0.70995224,0.77121,0.50608677,0.8509447,0.6998262,0.486048,0.8328623,0.58008236
552,11.04,0.45900136,0.31976813,0.73269403,0.48737696,0.3150013,0.58948916,0.50698566,0.3903185,0.86330265,0.45674083,0.39475822,0.87054163,0.5138821,0.4951052,0.8830562,0.45434302,0.48666564,0.86723596,0.49759927,0.5816924,0.5791016,0.44691068,0.56178886,0.81499594,0.4996818,0.57020694,0.80713695,0.46471006,0.5724925,0.8136893,0.49176747,0.72038734,0.7215586,0.4680814,0.7119367,0.8353954,0.5068873,0.8495868,0.7664534,0.48705322,0.83114403,0.70363665
553,11.06,0.45850176,0.32053283,0.6968907,0.48562956,0.315612,0.762655,0.50720006,0.3909065,0.85581774,0.45508996,0.39679638,0.83316016,0.5137686,0.4955021,0.8878444,0.4539856,0.4876723,0.86205006,0.49673957,0.58250844,0.4977607,0.4469858,0.5621648,0.783279,0.49695107,0.5710292,0.8130791,0.46481642,0.5723624,0.8094425,0.49126536,0.71574616,0.8755558,0.4676019,0.710295,0.76184416,0.5048918,0.8502915,0.6430568,0.4849348,0.83286583,0.7857655
