frame,time,nose_x,nose_y,nose_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
404,8.08,0.40260062,0.3582598,0.5611949,0.44322482,0.41412246,0.8817352,0.40276954,0.41784233,0.8273399,0.44382077,0.5187565,0.57146776,0.40007338,0.5115598,0.6744537,0.42759466,0.5988409,0.7704753,0.3933617,0.5855741,0.7919412,0.43870386,0.592508,0.83036685,0.40687534,0.5950664,0.78856236,0.43817946,0.7388226,0.7854037,0.41939685,0.7351479,0.69494873,0.45092735,0.8776559,0.65583956,0.4276307,0.8606976,0.74438894
405,8.1,0.40304413,0.3577519,0.68641275,0.44283247,0.4134783,0.87373394,0.40273365,0.4171873,0.8569052,0.44446558,0.51853067,0.7479251,0.40066612,0.5111595,0.69665396,0.42787945,0.59856325,0.78514045,0.39373437,0.5852623,0.8141637,0.43879884,0.5926002,0.84510046,0.40669435,0.5948268,0.798557,0.4401741,0.7377354,0.67256355,0.41956985,0.7347091,0.7245066,0.45127678,0.8764185,0.6657464,0.42708084,0.8587612,0.70419735
406,8.12,0.40263003,0.35861006,0.63190013,0.44341657,0.41376293,0.89020836,0.4030278,0.41683328,0.83043313,0.44378847,0.519503,0.6080864,0.4003425,0.5112161,0.71283275,0.4284876,0.59861535,0.7723346,0.3938293,0.5852963,0.8405771,0.43889713,0.59214175,0.8427864,0.40697423,0.5945267,0.79285854,0.43966055,0.7376193,0.6422507,0.41949934,0.7352258,0.7102245,0.45063844,0.8770457,0.69253397,0.4265471,0.8588883,0.66786367
407,8.14,0.40277058,0.3583907,0.5862999,0.44374073,0.4138599,0.8815576,0.4026961,0.4179742,0.85260755,0.44476855,0.51836187,0.7539099,0.40086657,0.50970495,0.6816294,0.4286328,0.59834,0.78545415,0.39413813,0.584995,0.82275015,0.4393676,0.59161097,0.83949697,0.4070835,0.5934898,0.7770447,0.44026345,0.737781,0.6707867,0.41929305,0.73405707,0.69709045,0.4505862,0.877553,0.6695798,0.42713228,0.85811144,0.6785353
408,8.16,0.4024116,0.3572128,0.64278114,0.44301212,0.41372788,0.88730884,0.40265492,0.41936263,0.83796954,0.44422817,0.5201251,0.6381015,0.40095896,0.51086843,0.6710065,0.42853504,0.59905726,0.7929201,0.39428288,0.5852508,0.82608885,0.43967348,0.5924087,0.8543679,0.40786648,0.59430367,0.80509454,0.43991363,0.7377152,0.66316295,0.41961944,0.73373574,0.6854777,0.4509146,0.8785735,0.6287861,0.4273112,0.85874575,0.66702867
409,8.18,0.40239775,0.35796586,0.64576244,0.442442,0.41377372,0.8469791,0.40292814,0.4200813,0.8063858,0.4442592,0.519206,0.86654633,0.40146053,0.51028985,0.6767522,0.42828095,0.59864646,0.7962576,0.39497796,0.5850329,0.82783884,0.43930283,0.59162164,0.8211884,0.40795866,0.59311634,0.7774943,0.43880424,0.737688,0.7856174,0.41994318,0.7337745,0.6484282,0.45124912,0.8763731,0.69956297,0.42736638,0.8585395,0.8689207
410,8.2,0.40241084,0.35812637,0.65415925,0.44294518,0.41327927,0.86445826,0.40358034,0.41892347,0.81276286,0.44416848,0.5195717,0.8190265,0.40155047,0.5112832,0.6816124,0.42862147,0.5990466,0.78102535,0.3949203,0.58598936,0.83195513,0.43932724,0.592474,0.84473425,0.40765545,0.5940614,0.8021432,0.43997642,0.7377979,0.68560123,0.42011312,0.7346543,0.7455376,0.4528162,0.87813795,0.85705715,0.42776993,0.85909456,0.6973546
411,8.22,0.40251547,0.3583681,0.64295393,0.4436505,0.4140573,0.87880045,0.40309888,0.41899475,0.8303642,0.44433814,0.51953727,0.81113654,0.4011933,0.5107241,0.688319,0.42918864,0.5983525,0.77866006,0.39472437,0.5857906,0.8443708,0.44014835,0.5912715,0.8368497,0.40797517,0.59292656,0.77223665,0.43942356,0.7380066,0.80491793,0.41902632,0.7353623,0.8846498,0.45084995,0.8762646,0.73070216,0.4271108,0.85852754,0.6610772
412,8.24,0.40252763,0.35801542,0.667177,0.44310412,0.41368565,0.8695002,0.40386036,0.41809514,0.82324886,0.44450215,0.51966524,0.8200834,0.40146008,0.5107755,0.6772569,0.42881444,0.59846723,0.7969348,0.3956512,0.58549297,0.83793044,0.43979988,0.5919274,0.8432499,0.40764457,0.59369135,0.80229187,0.44073698,0.7383354,0.7025233,0.42034397,0.7335752,0.72549677,0.45271352,0.8778628,0.85786724,0.42760867,0.85871965,0.6620942
413,8.26,0.40225348,0.3576652,0.63975513,0.4431008,0.41370893,0.87300736,0.4033968,0.4190382,0.8205721,0.44459978,0.5202395,0.63221055,0.4012486,0.511062,0.6767101,0.42875966,0.5990794,0.7986957,0.395,0.58544487,0.8596542,0.44095543,0.5928383,0.8645182,0.4081883,0.5948501,0.814432,0.44094974,0.736469,0.6734914,0.4198049,0.73384523,0.67791975,0.45100555,0.8757114,0.70541227,0.42677167,0.8578349,0.6497883
