frame,time,nose_x,nose_y,nose_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
378,7.56,0.44661635,0.3591897,0.6579305,0.49094328,0.41478854,0.7234923,0.4529622,0.4145899,0.5945483,0.44196236,0.4941716,0.42124498,0.4383965,0.49562603,0.61261344,0.44934845,0.427784,0.51527643,0.44658792,0.42816713,0.33563235,0.4965126,0.5878793,0.6553987,0.4674942,0.5856261,0.6054533,0.48837313,0.72092986,0.5468924,0.46596158,0.71544117,0.5528357,0.48754138,0.8606277,0.69153637,0.46593192,0.8440535,0.6979252
379,7.58,0.44704095,0.3591854,0.58714604,0.49181703,0.41126072,0.621419,0.45165893,0.41993418,0.6197152,0.44227895,0.49335304,0.36551413,0.43766576,0.49638706,0.6210777,0.44874638,0.42909965,0.48968282,0.4456213,0.42851055,0.32807922,0.49681762,0.58499587,0.6522798,0.46665657,0.5840764,0.69624037,0.48741218,0.720393,0.505392,0.46560466,0.7159797,0.60522234,0.487228,0.8628219,0.738421,0.46549976,0.8438871,0.68049395
380,7.6,0.44680145,0.36101794,0.603194,0.49327177,0.40942967,0.8092171,0.45055383,0.41345406,0.69327945,0.43872297,0.49454707,0.39482757,0.4366589,0.49648324,0.665503,0.44799694,0.42263278,0.53745663,0.4466323,0.42121547,0.3325371,0.49725524,0.5876751,0.83317465,0.46694368,0.5861014,0.7429349,0.48632324,0.72225183,0.7026462,0.4648403,0.71799034,0.80905634,0.4872983,0.8634317,0.8038054,0.4663234,0.84511846,0.8472254
381,7.62,0.44687214,0.3595969,0.4668322,0.4898924,0.41452846,0.73920625,0.45081526,0.41599125,0.6262487,0.43951136,0.49328676,0.40041178,0.43587315,0.4964515,0.5518339,0.4480834,0.42776677,0.5233211,0.4452187,0.42707023,0.35032415,0.4963541,0.5869273,0.7278621,0.46737581,0.5864005,0.58677393,0.48471606,0.7222633,0.63966686,0.46299133,0.71555954,0.63982856,0.48743248,0.86348313,0.7037498,0.46637616,0.8420699,0.68365985
382,7.64,0.44585082,0.3611147,0.56799215,0.49082905,0.417056,0.77533644,0.4512323,0.4171999,0.60429406,0.43948147,0.49553862,0.35243857,0.4354522,0.49823523,0.63307077,0.44698116,0.43448338,0.5204557,0.44436538,0.43292323,0.37302244,0.49753502,0.58462864,0.6998689,0.46709117,0.58510697,0.5290478,0.4820143,0.71899074,0.53220445,0.46106264,0.7122016,0.6342903,0.48704857,0.86582166,0.73430747,0.46567553,0.8454383,0.7030163
383,7.66,0.44434565,0.3659558,0.73347783,0.49068478,0.4180281,0.75746983,0.45045277,0.42010736,0.69081634,0.43930644,0.4987178,0.41194856,0.43447623,0.50082135,0.7076233,0.44534722,0.43240106,0.5683162,0.44233662,0.42886212,0.3273947,0.49799964,0.5892397,0.7993761,0.46772826,0.59008956,0.7207043,0.4798636,0.72226244,0.61015517,0.45775703,0.71279633,0.68797785,0.48740405,0.8646868,0.7568195,0.46646604,0.8421685,0.8043625
384,7.68,0.44359025,0.36914846,0.7183777,0.49111918,0.4235694,0.8312826,0.4482409,0.42018327,0.66775537,0.43838513,0.5032205,0.34268454,0.4330527,0.5076155,0.6359365,0.4431307,0.4346584,0.4414468,0.44182634,0.4343461,0.37856072,0.49957725,0.5863901,0.7971018,0.46818024,0.58818924,0.7383852,0.47828335,0.7236415,0.7382844,0.45571983,0.71548235,0.8517161,0.48784345,0.86491346,0.87581944,0.46760318,0.84212554,0.7935617
385,7.7,0.44258186,0.37405977,0.612258,0.49300238,0.42271286,0.7221631,0.44659048,0.42452046,0.64084953,0.4352421,0.50741225,0.47350594,0.43268788,0.5093013,0.74956805,0.4428685,0.43700662,0.52910155,0.4409869,0.43393466,0.3508008,0.50032014,0.59081537,0.90323085,0.4686294,0.5942886,0.77185154,0.47877917,0.7257035,0.75867605,0.45409396,0.717043,0.8257878,0.48800528,0.8644807,0.87851745,0.46623123,0.8418681,0.8017195
386,7.72,0.44212043,0.37831417,0.72396606,0.49221134,0.4269788,0.73012215,0.4472058,0.4308783,0.82513785,0.43598875,0.5125062,0.4620161,0.43223247,0.5153456,0.823336,0.44234112,0.44416302,0.4663746,0.43849978,0.44033355,0.31826258,0.5028052,0.5936809,0.8493943,0.47073695,0.59678215,0.7414072,0.47563997,0.72636276,0.8171915,0.45169,0.7170419,0.8711821,0.4876204,0.86445177,0.6545601,0.4660526,0.8396812,0.7539522
387,7.74,0.44080397,0.38320023,0.647714,0.48973387,0.43053132,0.79831845,0.4445024,0.43706194,0.7701613,0.43329245,0.51879805,0.47529387,0.43042442,0.5205561,0.77158993,0.4410738,0.45049608,0.43322358,0.43883398,0.44406563,0.4294909,0.5055278,0.5921182,0.8135294,0.47325566,0.5969488,0.8464568,0.47532177,0.7283244,0.8069307,0.45041484,0.7173397,0.90445143,0.48733428,0.8649742,0.85709846,0.46493137,0.83832985,0.87404287
