frame,time,nose_x,nose_y,nose_z,nose_visibility,nose_presence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,left_shoulder_presence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,right_shoulder_presence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,left_elbow_presence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,right_elbow_presence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,left_wrist_presence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,right_wrist_presence,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,left_hip_presence,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,right_hip_presence,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,left_knee_presence,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,right_knee_presence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,left_ankle_presence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,right_ankle_presence,nose_interpolated,left_shoulder_interpolated,right_shoulder_interpolated,left_elbow_interpolated,right_elbow_interpolated,left_wrist_interpolated,right_wrist_interpolated,left_hip_interpolated,right_hip_interpolated,left_knee_interpolated,right_knee_interpolated,left_ankle_interpolated,right_ankle_interpolated
425,8.5,0.4448154866695404,0.3487305641174316,-0.1549861133098602,0.9999751448631288,0.999990463256836,0.4877115786075592,0.4138607978820801,-0.1652914434671402,0.9999959468841552,0.9999988079071044,0.4488665759563446,0.4193441271781921,0.0559045225381851,0.9999698996543884,0.9999895095825196,0.4974310994148254,0.514019787311554,-0.1861031353473663,0.9982607960700988,0.9999794960021972,,,,0.3213773071765899,0.999972939491272,0.48208948969841,0.6054192781448364,-0.2164298444986343,0.9963120222091676,0.9999940395355223,0.4356944859027862,0.5915711522102356,0.0484368093311786,0.9289788007736206,0.9999991655349731,0.4743500649929046,0.6096610426902771,-0.0737545415759086,0.99998539686203,0.9999988079071044,0.4501568078994751,0.6089942455291748,0.073740430176258,0.999977707862854,0.9999986886978148,0.480998158454895,0.7353355288505554,0.0200459975749254,0.9801166653633118,0.9999817609786988,0.4599094092845917,0.7313074469566345,0.1729102581739425,0.7847004532814026,0.9999923706054688,0.4841104745864868,0.8558306097984314,0.1476246863603592,0.9933751821517944,0.999931812286377,0.4700052142143249,0.8433647155761719,0.2982238531112671,0.9490066766738892,0.999985694885254,False,False,False,False,False,False,False,False,False,False,False,False,False
426,8.52,0.4447843134403229,0.3487319350242615,-0.1541757732629776,0.9999747276306152,0.99998939037323,0.4877006411552429,0.4138794839382171,-0.1618421524763107,0.9999958276748656,0.9999983310699464,0.448856920003891,0.4193536043167114,0.0558794513344764,0.9999691843986512,0.99998676776886,0.4973903596401214,0.514066219329834,-0.1823390573263168,0.998190939426422,0.9999713897705078,,,,0.3178859055042267,0.9999659061431884,0.4821012318134308,0.6050812005996704,-0.2148380130529403,0.9962704181671144,0.9999911785125732,0.4356963336467743,0.5915574431419373,0.0469553284347057,0.9280020594596864,0.9999988079071044,0.474357932806015,0.6095687747001648,-0.0733825862407684,0.9999852180480956,0.9999986886978148,0.4501643776893616,0.6089128255844116,0.0733673423528671,0.99997740983963,0.9999985694885254,0.4809964299201965,0.7352390289306641,0.0154350446537137,0.9800072908401488,0.999975323677063,0.4598447680473327,0.7312525510787964,0.1683815270662307,0.782767653465271,0.9999899864196776,0.4841318130493164,0.8558186292648315,0.1374374330043792,0.993305802345276,0.9999165534973145,0.4700565636157989,0.8433576822280884,0.2879509627819061,0.948429524898529,0.9999815225601196,False,False,False,False,False,False,False,False,False,False,False,False,False
427,8.54,0.4447562098503113,0.3487485647201538,-0.155124083161354,0.9999743700027466,0.9999886751174928,0.487657219171524,0.413952499628067,-0.1656329333782196,0.9999958276748656,0.9999986886978148,0.4488517940044403,0.4193572103977203,0.0553590878844261,0.999969244003296,0.9999890327453612,0.4973916709423065,0.5140645503997803,-0.1884463280439376,0.9981939196586608,0.9999783039093018,,,,0.3178125917911529,0.9999713897705078,0.4821528196334839,0.6049550175666809,-0.2215548157691955,0.996264100074768,0.9999923706054688,0.4356933534145355,0.5915587544441223,0.0469510219991207,0.9279374480247498,0.999998927116394,0.4744499921798706,0.6095660924911499,-0.0735207423567771,0.9999852776527404,0.9999988079071044,0.4501665532588959,0.608882486820221,0.0735051482915878,0.9999774694442748,0.9999985694885254,0.4810066819190979,0.735289990901947,0.0156248351559042,0.9803506731987,0.9999804496765136,0.4598606824874878,0.7312546372413635,0.1737123876810073,0.7835680246353149,0.9999922513961792,0.4841325581073761,0.8560688495635986,0.1382637619972229,0.9934694170951844,0.9999229907989502,0.4700550734996795,0.8433340787887573,0.3030141294002533,0.9488672018051147,0.9999841451644896,False,False,False,False,False,False,False,False,False,False,False,False,False
428,8.56,0.4447518289089203,0.3487860560417175,-0.1523919254541397,0.999974012374878,0.9999903440475464,0.4876590073108673,0.4139755070209503,-0.165771484375,0.9999958276748656,0.9999986886978148,0.4488363564014435,0.4193611741065979,0.0575783476233482,0.9999695420265198,0.9999902248382568,0.4973721504211426,0.5141211152076721,-0.1918164789676666,0.9982149004936218,0.9999797344207764,,,,0.3205901682376861,0.9999765157699584,0.482161670923233,0.60499107837677,-0.2272339761257171,0.9962414503097534,0.999993085861206,0.4356776475906372,0.5915721654891968,0.0465816780924797,0.9290198683738708,0.9999991655349731,0.4744158089160919,0.6095662713050842,-0.0736749470233917,0.9999853372573853,0.9999988079071044,0.4501615464687347,0.6089706420898438,0.0736607834696769,0.9999775886535645,0.9999986886978148,0.4809406101703644,0.7353239059448242,0.0166838690638542,0.9805307388305664,0.9999786615371704,0.4598774313926697,0.7313191890716553,0.173595130443573,0.7862212061882019,0.9999921321868896,0.4841019213199615,0.8561766743659973,0.1399042159318924,0.9935479164123536,0.9999179840087892,0.4700554311275482,0.8433398008346558,0.3032714426517486,0.9489408135414124,0.9999833106994628,False,False,False,False,False,False,False,False,False,False,False,False,False
429,8.58,0.4447370767593384,0.3487882912158966,-0.1491477489471435,0.9999735951423644,0.9999886751174928,0.4876470267772674,0.4139769375324249,-0.1625765711069107,0.999995768070221,0.9999984502792358,0.4488463401794433,0.4193635284900665,0.057378627359867,0.9999691843986512,0.9999873638153076,0.4973412156105041,0.5141503214836121,-0.1887488514184951,0.99821275472641,0.999974012374878,,,,0.3191939294338226,0.999968647956848,0.4821569621562958,0.6049922704696655,-0.2251205742359161,0.9962291717529296,0.999991536140442,0.4356792867183685,0.5915912985801697,0.0448951907455921,0.9288753271102904,0.999998927116394,0.4744156002998352,0.6095998883247375,-0.0731538981199264,0.9999852180480956,0.9999985694885254,0.4501614272594452,0.6089879274368286,0.0731443613767623,0.9999775290489196,0.9999984502792358,0.4809078872203827,0.7354327440261841,0.0222255233675241,0.9802833795547484,0.9999711513519288,0.4598988890647888,0.73139888048172,0.1661849021911621,0.7870966792106628,0.9999897480010986,0.4841022491455078,0.8561705946922302,0.1447536647319793,0.993445873260498,0.9998905658721924,0.4701389670372009,0.8434860706329346,0.2849054038524627,0.9485909342765808,0.9999781847000122,False,False,False,False,False,False,False,False,False,False,False,False,False
430,8.6,0.4445117115974426,0.3487903773784637,-0.1393210738897323,0.999972403049469,0.99998676776886,0.4876316487789154,0.4139389395713806,-0.1614252477884292,0.999995768070221,0.9999985694885254,0.4488465487957001,0.4194442331790924,0.0581231229007244,0.9999690055847168,0.9999880790710448,0.4972728788852691,0.514126718044281,-0.1887568682432174,0.9982137680053712,0.9999775886535645,,,,0.3205668330192566,0.999972939491272,0.4821709096431732,0.6047508716583252,-0.2255792468786239,0.9962892532348632,0.999992847442627,0.4356479346752167,0.5915990471839905,0.0432573407888412,0.9297189712524414,0.9999990463256836,0.4744170308113098,0.6096086502075195,-0.0729446187615394,0.9999853372573853,0.9999988079071044,0.4501566886901855,0.6090148687362671,0.0729346051812172,0.999977707862854,0.9999985694885254,0.4808746576309204,0.735501766204834,0.022199660539627,0.9804750680923462,0.999976634979248,0.4599124491214752,0.7314613461494446,0.1658044457435608,0.7883565425872803,0.9999908208847046,0.4840761125087738,0.8562471270561218,0.1448435336351394,0.9934757351875304,0.999919295310974,0.4701612591743469,0.8436734080314636,0.2856557071208954,0.9483473896980286,0.9999818801879884,False,False,False,False,False,False,False,False,False,False,False,False,False
431,8.62,0.4444896578788757,0.3487919867038727,-0.1395333111286163,0.999972403049469,0.9999912977218628,0.487625777721405,0.4139352142810821,-0.1614546775817871,0.9999958276748656,0.9999988079071044,0.4488457143306732,0.4194759428501129,0.0602877028286457,0.9999691843986512,0.9999903440475464,0.4972319304943084,0.514115035533905,-0.1886269748210907,0.998224437236786,0.999980926513672,,,,0.3214508593082428,0.9999761581420898,0.4822081625461578,0.6043732762336731,-0.2249572575092315,0.9963342547416688,0.9999939203262328,0.4356236457824707,0.591546893119812,0.0458780154585838,0.930269420146942,0.9999991655349731,0.4744040071964264,0.6095739006996155,-0.0729546546936035,0.9999853372573853,0.9999986886978148,0.4501509666442871,0.6090099811553955,0.0729446783661842,0.9999776482582092,0.9999985694885254,0.4807823300361633,0.7354596853256226,0.0210281331092119,0.9806827306747437,0.9999778270721436,0.4599333703517914,0.731488823890686,0.1665089875459671,0.7883391380310059,0.9999912977218628,0.4840492606163025,0.8562767505645752,0.1447897106409073,0.993479549884796,0.9999217987060548,0.4701689183712005,0.843883216381073,0.2876276671886444,0.9480018019676208,0.9999818801879884,False,False,False,False,False,False,False,False,False,False,False,False,False
432,8.64,0.4444809556007385,0.3488377630710602,-0.1415641158819198,0.9999715089797974,0.9999877214431764,0.4876227378845215,0.4139397442340851,-0.1630054116249084,0.9999958276748656,0.9999986886978148,0.4488900899887085,0.4194800853729248,0.0601500906050205,0.9999690055847168,0.9999884366989136,0.4972361922264099,0.514169454574585,-0.1895823627710342,0.9982123970985411,0.99997878074646,,,,0.3193620145320892,0.9999735355377196,0.4822025895118713,0.6043863296508789,-0.2247674614191055,0.9963141083717346,0.9999929666519164,0.4356376528739929,0.5914459228515625,0.0456968508660793,0.9300395846366882,0.9999990463256836,0.4744068384170532,0.6095616817474365,-0.0729858800768852,0.99998539686203,0.9999988079071044,0.4501554667949676,0.6089866161346436,0.0729764625430107,0.999977707862854,0.9999986886978148,0.4807794392108917,0.735466480255127,0.0210926514118909,0.980158507823944,0.9999771118164062,0.4599146842956543,0.7314522862434387,0.1679351776838302,0.7841397523880005,0.9999912977218628,0.4840909242630005,0.8562465906143188,0.1452039331197738,0.9932847619056702,0.9999207258224488,0.4701510071754455,0.8438860774040222,0.2894907295703888,0.946663498878479,0.9999825954437256,False,False,False,False,False,False,False,False,False,False,False,False,False
433,8.66,0.4444505572319031,0.3488646745681762,-0.1409958451986313,0.999970316886902,0.9999864101409912,0.4876080453395843,0.4139432609081268,-0.1624747067689895,0.999995768070221,0.9999985694885254,0.4488962888717651,0.4194982051849365,0.0597450472414493,0.9999685883522034,0.9999879598617554,0.4971726834774017,0.514173686504364,-0.1882493495941162,0.9981542825698853,0.9999759197235109,,,,0.3171903491020202,0.9999724626541138,0.4822198152542114,0.6039109230041504,-0.2246803194284439,0.9963146448135376,0.999992609024048,0.4356484115123749,0.591399610042572,0.0444730930030345,0.929656147956848,0.9999990463256836,0.4744085669517517,0.608903706073761,-0.0727464631199836,0.9999854564666748,0.999998927116394,0.4501625597476959,0.6087480783462524,0.072736881673336,0.999977707862854,0.9999986886978148,0.4807789921760559,0.7351288795471191,0.015744986012578,0.9796929955482484,0.9999779462814332,0.4598858058452606,0.7313255667686462,0.1648368239402771,0.779499351978302,0.9999911785125732,0.4841133058071136,0.8560915589332581,0.1361941397190094,0.9930338859558104,0.9999274015426636,0.470109611749649,0.8438567519187927,0.2838776409626007,0.9449901580810548,0.9999829530715942,False,False,False,False,False,False,False,False,False,False,False,False,False
434,8.68,0.4444164037704468,0.3489114642143249,-0.1456110030412674,0.9999673366546632,0.999976634979248,0.4876247048377991,0.4140845239162445,-0.1703112423419952,0.9999956488609314,0.9999979734420776,0.4488991796970367,0.419509619474411,0.0579760000109672,0.999967396259308,0.9999817609786988,0.4972200989723205,0.5141763091087341,-0.1995690613985061,0.9981192350387572,0.9999691247940063,,,,0.3138444125652313,0.999962568283081,0.4822097718715668,0.6039572358131409,-0.2363975495100021,0.9962431192398072,0.9999887943267822,0.4356440305709839,0.5917599201202393,0.0405568554997444,0.9284374713897704,0.9999985694885254,0.4744309782981872,0.6090151071548462,-0.0735253021121025,0.9999855756759644,0.9999988079071044,0.4501549303531647,0.6087544560432434,0.0735106393694877,0.9999778270721436,0.9999985694885254,0.4807876348495483,0.735523521900177,0.0140613550320267,0.9800695180892944,0.9999793767929076,0.4599253535270691,0.7313673496246338,0.17770716547966,0.777564287185669,0.999990701675415,0.4840836226940155,0.8570140600204468,0.1354452520608902,0.9932413101196288,0.99992835521698,0.4701080918312073,0.8438124060630798,0.3074036240577698,0.9452000260353088,0.9999837875366212,False,False,False,False,False,False,False,False,False,False,False,False,False
