frame,time,nose_x,nose_y,nose_z,nose_visibility,nose_presence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,left_shoulder_presence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,right_shoulder_presence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,left_elbow_presence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,right_elbow_presence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,left_wrist_presence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,right_wrist_presence,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,left_hip_presence,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,right_hip_presence,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,left_knee_presence,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,right_knee_presence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,left_ankle_presence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,right_ankle_presence,nose_interpolated,left_shoulder_interpolated,right_shoulder_interpolated,left_elbow_interpolated,right_elbow_interpolated,left_wrist_interpolated,right_wrist_interpolated,left_hip_interpolated,right_hip_interpolated,left_knee_interpolated,right_knee_interpolated,left_ankle_interpolated,right_ankle_interpolated,nose_source,left_shoulder_source,right_shoulder_source,left_elbow_source,right_elbow_source,left_wrist_source,right_wrist_source,left_hip_source,right_hip_source,left_knee_source,right_knee_source,left_ankle_source,right_ankle_source
414,8.28,1.0975175749992696,1.0644432366521268,-0.2998832198838058,0.9999163150787354,0.999977707862854,-0.9961913753903812,-0.961681247244063,-0.6131858139991502,0.999996781349182,0.9999991655349731,0.9961913753903773,0.9616812472440546,1.785560036508512,0.9999783039093018,0.9999947547912598,0.2064972987952884,-0.5308192584643272,-4.444324409047803,0.9979248642921448,0.9999896287918092,0.5284666156362363,-0.36955333331044826,,0.4283550977706909,0.9999880790710448,0.4210662819274632,0.47375809450384393,-4.498208074646399,0.9961926341056824,0.9999964237213136,-0.07659656768119713,0.42577628378926696,-3.214038385011177,0.9312857389450072,0.9999994039535522,-0.9512334066550425,-0.059451444510275994,-3.654390943591216,0.9999914169311525,0.9999994039535522,-0.9306627919207565,0.9529382403279667,-2.9054203648092427,0.9999853372573853,0.9999992847442628,0.8097247903255259,0.8716887112944608,-3.434812688416621,0.9819813370704652,0.999990463256836,0.9905891247762831,0.9720380657764007,-2.575424465666563,0.6310889720916748,0.9999955892562866,0.5693806963597479,0.10934810069276725,-2.9925303495828133,0.9934942126274108,0.9999651908874512,0.7540708179119724,0.42362720755654226,-2.019815088755779,0.8932057619094849,0.9999901056289672,False,False,False,False,False,False,False,False,False,False,False,False,False,mediapipe,mediapipe,mediapipe,mediapipe,movenet,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe
415,8.3,1.1000177327059733,1.0578116008250917,-0.3098171137274088,0.9999178051948548,0.9999768733978271,-0.9917986994958806,-0.9607291924870751,-0.590276862662834,0.9999968409538268,0.9999991655349731,0.9917986994958767,0.9607291924870813,1.7230016040049083,0.9999786019325256,0.9999943971633912,0.20728083248164755,-0.5294377056151642,-4.262249593268486,0.9979630708694458,0.99998939037323,0.5225727162732557,-0.37132013104125305,,0.4373651146888733,0.999985694885254,0.42604286289678134,0.47542762606215017,-4.304257005644829,0.9962978363037108,0.99999737739563,-0.0760852769333476,0.42968139280168255,-3.1069230513929984,0.933222770690918,0.9999995231628418,-0.9507116733036169,-0.06006558332258979,-3.540596832430444,0.9999914765357972,0.9999994039535522,-0.9260219041415672,0.9540856396690109,-2.801827099200625,0.99998539686203,0.9999992847442628,0.8118251314553068,0.8790877668673338,-3.335386273925142,0.98234760761261,0.9999921321868896,0.9953977930671108,0.9784006376792089,-2.514400782091631,0.6349064111709595,0.9999959468841552,0.5718380432550629,0.13146641379552038,-2.893838350596148,0.9935833811759948,0.9999746084213256,0.7516230471602802,0.45230394004981334,-1.9904272403963352,0.8948414325714111,0.999990701675415,False,False,False,False,False,False,False,False,False,False,False,False,False,mediapipe,mediapipe,mediapipe,mediapipe,movenet,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe
416,8.32,1.0936504356620849,1.0533401609586033,-0.3067337560935844,0.9999175667762756,0.9999735355377196,-0.9932037389583688,-0.9636340883455458,-0.5977755646834059,0.9999968409538268,0.9999990463256836,0.9932037389583649,0.963634088345552,1.7532812374435018,0.9999787211418152,0.9999938011169434,0.20756993484563244,-0.5310292658200457,-4.326248586454112,0.9979571104049684,0.9999880790710448,0.6215431012205835,-0.39565269007791365,,0.4390086829662323,0.9999855756759644,0.427471040162193,0.4759170362285172,-4.367241782258186,0.9962820410728456,0.999996542930603,-0.07815856696173866,0.4409234565626253,-3.161131654636893,0.9336106777191162,0.9999994039535522,-0.9526468025276932,-0.06134331846099777,-3.6058619868278647,0.9999914765357972,0.9999992847442628,-0.9261254243102504,0.9549344814583719,-2.866031799335657,0.9999853372573853,0.9999991655349731,0.8103629464893869,0.8814808152078869,-3.407567248274423,0.9823278784751892,0.999990701675415,0.9953925539451064,0.9806811452022665,-2.5775237831045805,0.6338908076286316,0.9999951124191284,0.5647866316268315,0.13832940328140453,-2.976928415816948,0.9935988187789916,0.9999679327011108,0.7481638299625692,0.46350808320848624,-2.0533780433577373,0.8945416808128357,0.9999895095825196,False,False,False,False,False,False,False,False,False,False,False,False,False,mediapipe,mediapipe,mediapipe,mediapipe,movenet,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe
417,8.34,1.0900395692361422,1.0635634002904342,-0.2938150538019112,0.9999157786369324,0.9999656677246094,-1.001531641833485,-0.9668034678605958,-0.5958642090932157,0.999996781349182,0.999998927116394,1.0015316418334805,0.9668034678605825,1.7469652096361137,0.9999783635139464,0.9999923706054688,0.2074294995731011,-0.5388414894825426,-4.308448510500075,0.997948944568634,0.9999862909317015,0.5303601437649411,-0.3366572282309467,,0.4372932016849518,0.9999834299087524,0.4271906083370091,0.47326593963292046,-4.350193423020097,0.996296763420105,0.999996542930603,-0.07828000931279912,0.44350318100972247,-3.142633403622407,0.9331260323524476,0.9999994039535522,-0.954675335407912,-0.05091029503463047,-3.5894420934305384,0.9999914765357972,0.9999994039535522,-0.9238165873907401,0.9458206290475445,-2.850053041212351,0.9999853372573853,0.9999992847442628,0.8088667346512438,0.8706675527660616,-3.3588665889623908,0.9820745587348938,0.9999918937683104,0.9942018290125197,0.9706665079169482,-2.5328462732656827,0.6296290159225464,0.9999958276748656,0.5565225677186091,0.11809020080789183,-2.920546268316376,0.9936128854751588,0.9999710321426392,0.74651298472852,0.4445659905186428,-1.9977093317794592,0.8938739895820618,0.9999916553497314,False,False,False,False,False,False,False,False,False,False,False,False,False,mediapipe,mediapipe,mediapipe,mediapipe,movenet,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe
418,8.36,1.085252335162287,1.0583389494139328,-0.2879006330757551,0.999916136264801,0.999976396560669,-1.0070190516714042,-0.9691346618498157,-0.6120598161073721,0.999996781349182,0.9999991655349731,1.0070190516714108,0.9691346618498072,1.7940077203890257,0.999978482723236,0.9999948740005492,0.21561647121660288,-0.5341186881489838,-4.4393280014634255,0.997943103313446,0.9999896287918092,0.5584240291432465,-0.3997463751292597,,0.4324939548969269,0.999988317489624,0.42811579807179745,0.4748333204137728,-4.477460601676288,0.996187388896942,0.999996304512024,-0.0787498921406661,0.4393237371998826,-3.216520132464852,0.9307680130004884,0.9999994039535522,-0.9541425505066965,-0.06772320123306036,-3.681114136026274,0.9999914765357972,0.9999994039535522,-0.9246209079524151,0.9604858283537612,-2.937007956804797,0.99998539686203,0.9999992847442628,0.8088305074449037,0.8670849134891127,-3.450272814492437,0.981677770614624,0.999990463256836,0.9920783861010442,0.9770810842434237,-2.627465879761866,0.6291624903678894,0.9999958276748656,0.5639731261905153,0.1202069418788064,-3.012631803952298,0.9934693574905396,0.9999662637710572,0.7454191704472343,0.4585353103739291,-2.107963132941112,0.8935391306877136,0.9999902248382568,False,False,False,False,False,False,False,False,False,False,False,False,False,mediapipe,mediapipe,mediapipe,mediapipe,movenet,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe
419,8.38,1.0863287536345707,1.0424982173648394,-0.3033001777026117,0.9999161958694458,0.9999741315841676,-0.9979479497330139,-0.9684836112713946,-0.5962390871316224,0.999996781349182,0.9999990463256836,0.9979479497330095,0.9684836112713863,1.7505704719177964,0.9999786019325256,0.9999942779541016,0.2158667094111541,-0.5334892434812778,-4.31304556171834,0.9979276657104492,0.9999876022338868,0.5203136996938785,-0.38519337871573656,,0.4336940050125122,0.9999855756759644,0.427551935608315,0.4762111324905647,-4.346336571222613,0.9961700439453124,0.999996542930603,-0.0807533081150937,0.44211901769032425,-3.1537786444412963,0.9312617778778076,0.9999994039535522,-0.955172617427265,-0.06853876415717693,-3.603343954079679,0.9999914765357972,0.9999994039535522,-0.9242470553524872,0.9611055311894785,-2.8642009561276067,0.9999854564666748,0.9999992847442628,0.8081916891593478,0.8730983330599938,-3.375732093814173,0.9816769361495972,0.999991774559021,0.9930514826641152,0.9826773926542839,-2.5779544538929917,0.6293817758560181,0.9999960660934448,0.5629450631486262,0.1365870833604011,-2.938493442739214,0.9934893250465392,0.9999728202819824,0.7431346792568501,0.48682853177664814,-2.0787051100649,0.8943154811859131,0.9999911785125732,False,False,False,False,False,False,False,False,False,False,False,False,False,mediapipe,mediapipe,mediapipe,mediapipe,gpr,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe
420,8.4,1.074649486767328,1.0507123813887462,-0.3033640116119388,0.9999165534973145,0.9999749660491944,-1.0202469040066255,-0.976673661193593,-0.5984108775984589,0.999996781349182,0.9999990463256836,1.0202469040066322,0.9766736611935994,1.757707539128846,0.9999787211418152,0.9999939203262328,0.2133015661348018,-0.535420222590932,-4.333891890255738,0.9979327917099,0.9999873638153076,0.5341659371209797,-0.3907894586925508,,0.4366506040096283,0.9999855756759644,0.4220733330976797,0.475561135480503,-4.369535186217147,0.9961851835250854,0.999996542930603,-0.08518522456680515,0.44689290875708404,-3.168846554788779,0.9322748184204102,0.9999995231628418,-0.9595029047194767,-0.07012443451290552,-3.617066147234083,0.9999915957450868,0.9999994039535522,-0.9263395570855352,0.9616655396658697,-2.875293885665728,0.9999856352806092,0.9999992847442628,0.8054828453365949,0.8777865948009194,-3.398974104551717,0.982106864452362,0.999992847442627,0.991235182384946,0.9838784966362147,-2.57160114917914,0.6314102411270142,0.9999961853027344,0.5548420898631633,0.13184134273657494,-2.968217956528864,0.9936904907226562,0.9999765157699584,0.7396434923327505,0.47996621133202716,-2.0354472329077304,0.8957054615020752,0.999992609024048,False,False,False,False,False,False,False,False,False,False,False,False,False,mediapipe,mediapipe,mediapipe,mediapipe,movenet,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe
421,8.42,1.082502429827165,1.0459698867852152,-0.328830701425722,0.9999203085899352,0.999987244606018,-1.0122838238344203,-0.9830149842200844,-0.5948573913176605,0.999996781349182,0.9999992847442628,1.0122838238344125,0.9830149842200906,1.7473145554103668,0.9999790191650392,0.9999955892562866,0.21521797365312362,-0.5350385208884815,-4.306575715001658,0.9979472756385804,0.9999885559082032,0.4643109551104063,-0.34873810151881296,,0.435760498046875,0.9999880790710448,0.42468538215771423,0.4755274930589433,-4.352116870409437,0.9962076544761658,0.999996542930603,-0.08339752804222815,0.4363934202554065,-3.1498088021787782,0.9325417876243592,0.9999995231628418,-0.9546212649021577,-0.07171573086500779,-3.597685352627939,0.9999915957450868,0.9999994039535522,-0.9243123646458712,0.9639465172507463,-2.856651358013554,0.999985694885254,0.9999994039535522,0.8080335939260159,0.8737857080210187,-3.3639616810090445,0.9818673133850098,0.9999905824661256,0.9907812362644042,0.9836746932887002,-2.587758202284798,0.6368204951286316,0.9999964237213136,0.5566691873722525,0.1162941748087084,-2.910768084915817,0.9935656189918518,0.9999687671661376,0.7404688937986676,0.48213739308734277,-2.085761696320438,0.8974605202674866,0.9999920129776,False,False,False,False,False,False,False,False,False,False,False,False,False,mediapipe,mediapipe,mediapipe,mediapipe,movenet,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe
422,8.44,1.082858395851361,1.0493830115328637,-0.3277219485722532,0.9999213814735411,0.99997878074646,-1.0161940691802396,-0.9894986094019826,-0.5964233460011367,0.999996781349182,0.9999991655349731,1.0161940691802351,0.9894986094019891,1.7518151092948722,0.9999791979789734,0.9999943971633912,0.2174842101456106,-0.5386093086049657,-4.318822764333602,0.9979707598686218,0.9999889135360718,0.509026762546319,-0.3743344275515034,,0.4402483105659485,0.9999866485595704,0.42466473311821223,0.4744010303921674,-4.365472756905426,0.9962404370307922,0.9999969005584716,-0.0835019953434536,0.4362453014047128,-3.158166883986368,0.9335219860076904,0.9999995231628418,-0.9550827688773741,-0.06583162094732897,-3.6055637114612447,0.9999916553497314,0.9999994039535522,-0.9246138611846998,0.9587094668403986,-2.863763933850939,0.9999857544898988,0.9999992847442628,0.8078111042188472,0.8777551655366471,-3.409504906553375,0.98237544298172,0.9999924898147584,0.9904002599070758,0.9826350879945904,-2.593684482769137,0.6410531401634216,0.9999959468841552,0.5570048345064716,0.14050544337690252,-2.971667145169352,0.99372535943985,0.9999728202819824,0.7399316239831415,0.489145048150786,-2.053249410860662,0.8985584378242493,0.9999912977218628,False,False,False,False,False,False,False,False,False,False,False,False,False,mediapipe,mediapipe,mediapipe,mediapipe,movenet,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe
423,8.46,1.0895428904421838,1.0516298657679255,-0.332132915043366,0.9999224543571472,0.9999788999557496,-1.0098243532729771,-0.996299456900271,-0.5962489139854905,0.999996781349182,0.9999991655349731,1.009824353272973,0.9962994569002627,1.7493239837695334,0.9999793171882628,0.9999942779541016,0.21868649880022817,-0.537719270083618,-4.321826096010298,0.9979811906814576,0.9999874830245972,0.49905193239623424,-0.3621427196771683,,0.443825751543045,0.9999853372573853,0.42539389743298994,0.4739711524575146,-4.38311859509962,0.9962807297706604,0.999996542930603,-0.08195010632529101,0.43370050973283236,-3.1543550194790533,0.934524416923523,0.9999994039535522,-0.95574185032804,-0.062210021765016714,-3.599354912482,0.9999916553497314,0.9999994039535522,-0.9248300653587765,0.9554326011191026,-2.85746023593778,0.9999857544898988,0.9999991655349731,0.8073898141861497,0.8784018944693266,-3.4173115083189822,0.98275226354599,0.9999912977218628,0.9901246010929559,0.9807328039347862,-2.5839077410878764,0.6450591087341309,0.999995231628418,0.5559148441038123,0.14292424805075843,-2.994483218042456,0.9938627481460572,0.9999693632125854,0.7390262167609886,0.48932376668555655,-2.045381016133084,0.8997349739074707,0.999990463256836,False,False,False,False,False,False,False,False,False,False,False,False,False,mediapipe,mediapipe,mediapipe,mediapipe,movenet,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe,mediapipe
