Index,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
0,"0,363","0,047","0,145","0,408","0,138","-0,200","0,420","-0,350","-1,176","-0,133","0,092","-0,342","-0,061","-0,228","0,105","-0,102","0,075","-0,200","0,058","-0,101","-0,651"
1,"0,181","0,054","-0,049","0,294","0,156","-0,072","0,374","-0,331","-1,049","-0,074","0,199","-0,256","0,247","-0,377","0,030","-0,445","0,446","-0,136","0,139","-0,115","-0,527"
2,"0,424","0,106","0,128","0,351","0,147","-0,136","0,419","-0,216","-0,699","-0,073","0,037","-0,315","-0,005","-0,257","0,046","0,078","0,375","-0,223","-0,021","0,153","0,326"
3,"0,423","0,117","0,379","0,168","0,209","-0,134","0,336","-0,243","-0,871","-0,135","0,063","-0,261","-0,012","-0,205","0,014","0,000","0,694","-0,227","0,100","0,012","-0,038"
4,"0,421","0,186","0,613","0,168","0,028","-0,108","0,261","-0,260","-0,983","0,172","-0,099","-0,314","-0,009","-0,289","-0,005","0,100","0,626","-0,165","0,169","-0,048","-0,359"
5,"0,360","0,186","0,613","0,168","0,028","-0,108","0,313","-0,209","-1,060","-0,259","-0,132","-0,104","0,119","-0,333","0,012","-0,133","0,661","-0,227","-0,100","-0,163","-0,465"
6,"0,361","0,058","0,396","0,175","-0,136","0,038","0,344","-0,307","-1,297","-0,263","0,082","0,065","-0,123","-0,348","0,042","0,002","0,568","-0,068","0,058","-0,101","-0,651"
7,"0,239","0,286","0,519","0,047","-0,212","-0,067","0,557","-0,346","-1,566","-0,512","0,020","0,359","0,112","-0,282","-0,020","0,136","0,366","-0,207","0,095","-0,035","-0,817"
8,"0,362","0,327","0,444","0,040","-0,230","-0,187","0,626","-0,459","-1,495","-0,454","0,235","0,529","-0,073","-0,326","-0,049","-0,026","0,803","-0,304","-0,537","-0,081","-0,887"
9,"0,604","0,320","0,638","-0,082","-0,229","-0,180","0,891","-0,508","-1,831","-0,137","-0,077","-0,128","-0,079","-0,158","-0,010","0,141","0,692","-0,276","-0,332","-0,075","-0,392"
10,"0,725","0,482","0,972","0,040","-0,230","-0,187","1,150","-0,627","-2,218","-0,194","-0,181","-0,350","-0,175","-0,287","0,152","0,086","1,145","-0,292","-0,341","-0,018","-0,081"
11,"0,967","0,568","1,266","0,107","-0,032","-0,096","1,483","-0,728","-2,493","-0,077","0,005","-0,097","-0,062","-0,345","0,034","0,203","1,127","-0,261","-0,576","0,183","-0,053"
12,"1,453","0,635","1,503","0,161","-0,170","-0,203","1,659","-0,933","-3,043","0,046","-0,076","-0,124","-0,111","-0,367","0,125","0,009","1,347","-0,366","-0,521","-0,011","-0,051"
13,"1,393","0,508","1,286","-0,021","-0,289","-0,175","1,855","-0,857","-2,954","-0,206","-0,005","0,309","0,008","-0,476","0,039","0,293","1,219","-0,307","-0,055","-0,243","-0,174"
14,"0,787","0,336","0,698","-0,140","-0,280","-0,108","1,711","-0,870","-2,624","-0,459","0,475","0,752","0,139","-0,604","0,037","0,231","0,784","-0,322","-0,180","-0,069","-0,222"
15,"0,423","0,192","0,420","-0,079","-0,220","-0,120","1,437","-0,756","-1,861","-0,698","0,234","0,524","0,018","-0,612","0,052","0,202","0,441","-0,172","-0,303","0,129","0,120"
16,"-0,004","0,008","0,218","0,043","-0,221","-0,127","1,125","-0,567","-1,417","-0,204","0,215","0,205","0,184","-0,297","0,056","0,081","0,132","-0,134","-0,108","-0,105","-0,153"
17,"-0,180","-0,228","-0,794","0,229","-0,154","-0,086","0,837","-0,425","-1,278","0,233","0,093","-0,335","0,120","-0,217","0,083","0,126","-0,170","0,001","-0,055","-0,098","-0,965"
18,"-0,057","-0,222","-0,986","0,115","-0,196","0,050","0,517","-0,185","-0,902","0,665","-0,173","-0,606","-0,010","-0,089","0,085","0,028","-0,345","0,028","-0,062","-0,234","-0,976"
19,"0,065","-0,030","-0,979","0,175","-0,136","0,038","0,136","0,069","-0,024","0,414","-0,400","-0,234","0,092","-0,011","-0,045","-0,015","-0,169","0,051","-0,106","-0,299","-0,476"
20,"0,122","-0,032","-0,342","0,294","-0,085","-0,038","0,159","-0,024","0,174","0,165","-0,135","0,040","0,049","-0,202","0,007","0,067","-0,044","0,055","0,000","-0,075","-0,251"
21,"0,242","0,072","0,010","0,480","-0,138","0,021","0,098","0,037","0,172","0,095","-0,037","0,532","0,081","0,008","-0,128","0,175","-0,028","0,137","0,461","-0,001","-0,097"
22,"0,301","0,158","0,303","0,107","-0,152","-0,079","0,236","-0,140","-0,191","-0,151","0,206","0,615","0,098","-0,179","-0,084","0,149","-0,036","-0,010","0,492","0,010","0,093"
23,"0,606","0,309","0,387","0,115","-0,135","0,042","-0,135","-0,084","-0,215","0,033","0,125","0,589","0,098","-0,179","-0,084","0,165","0,014","-0,041","0,562","0,030","0,139"
24,"0,605","0,192","0,422","-0,011","-0,022","-0,029","0,029","0,149","0,102","0,042","-0,109","0,093","0,045","-0,234","-0,044","0,006","0,208","-0,049","0,140","0,102","0,185"
25,"0,788","0,226","0,540","-0,072","-0,022","-0,025","-0,107","0,146","0,492","-0,016","0,005","-0,096","-0,026","-0,103","-0,050","0,163","0,257","-0,130","0,511","0,112","0,182"
