Index,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
0,"0,128","-0,080","-0,300","0,034","-0,172","-0,084","0,032","0,060","0,038","-0,051","-0,134","-0,258","0,010","0,002","0,002","0,007","-0,062","-0,027","-0,011","-0,081","-0,104"
1,"0,305","0,072","-0,206","0,343","-0,149","0,023","-0,098","-0,023","-0,061","0,094","-0,100","-0,689","-0,214","-0,081","0,146","0,108","-0,129","0,035","0,090","-0,108","-0,307"
2,"0,117","-0,088","-0,107","0,219","-0,101","-0,044","0,036","-0,047","0,122","-0,086","0,005","-0,759","0,067","-0,027","-0,057","0,050","-0,121","0,020","-0,071","-0,080","-0,097"
3,"0,162","0,114","0,155","-0,086","-0,099","-0,032","-0,077","0,038","0,237","-0,227","-0,006","-0,410","0,009","-0,115","-0,068","-0,133","-0,061","0,023","-0,365","-0,155","0,042"
4,"0,097","0,072","0,227","0,163","0,104","0,040","0,027","0,048","-0,022","-0,244","0,090","-0,115","0,020","-0,133","0,015","0,108","-0,129","0,035","-0,452","-0,258","-0,170"
5,"0,171","-0,054","0,013","0,102","0,045","0,055","0,028","-0,012","-0,010","-0,069","0,098","0,031","-0,041","-0,136","0,022","0,006","0,056","0,042","-0,065","-0,053","-0,042"
6,"0,283","-0,003","0,195","0,041","0,105","0,044","-0,046","-0,048","-0,184","0,290","-0,028","0,193","-0,164","-0,059","0,055","-0,092","-0,002","0,139","0,051","0,043","0,441"
7,"0,220","0,131","0,217","0,105","0,117","0,102","0,020","-0,156","-0,104","0,340","0,009","0,385","0,017","-0,049","0,034","0,108","-0,129","0,035","-0,185","0,076","0,522"
8,"0,083","0,021","0,495","0,105","0,117","0,102","0,041","-0,095","0,194","0,224","0,084","0,266","-0,039","-0,019","0,092","-0,132","-0,178","-0,046","-0,186","-0,050","-0,029"
9,"0,272","-0,011","0,388","0,173","0,214","0,265","-0,020","-0,034","0,185","0,038","-0,077","0,346","0,064","0,057","-0,038","-0,125","-0,094","-0,027","0,106","-0,221","-0,119"
10,"0,334","0,048","0,374","0,292","0,081","0,226","0,101","-0,036","0,177","-0,262","-0,057","0,246","0,024","-0,100","0,066","-0,141","-0,144","0,004","0,078","-0,215","-0,390"
11,"0,282","-0,062","0,212","0,231","0,141","0,216","-0,016","0,038","0,233","-0,198","0,104","0,160","0,079","0,072","0,097","-0,043","-0,087","-0,093","-0,019","-0,354","-0,109"
12,"0,285","-0,079","0,154","0,109","0,082","0,233","0,032","0,001","0,050","-0,199","0,050","0,190","0,075","0,039","0,046","-0,082","-0,153","0,019","0,011","-0,113","0,113"
13,"0,097","0,013","0,244","0,165","-0,122","0,150","0,105","0,036","0,225","0,165","0,190","0,203","0,078","-0,045","0,027","0,034","-0,171","0,051","0,015","0,023","0,115"
14,"-0,079","-0,021","0,116","0,170","-0,037","0,256","0,158","0,011","0,101","0,090","0,203","0,472","0,138","-0,042","0,020","0,033","-0,053","0,120","-0,254","0,107","0,447"
15,"0,047","0,021","0,048","0,041","-0,074","0,082","0,032","-0,059","0,062","0,170","0,077","0,127","-0,050","-0,001","0,009","-0,002","0,089","0,093","-0,082","-0,061","0,371"
16,"0,039","-0,004","0,182","-0,088","0,068","-0,130","-0,077","0,098","0,225","0,121","-0,096","-0,059","0,064","0,057","-0,038","0,049","-0,003","0,089","0,030","0,020","0,251"
17,"0,039","-0,004","0,182","0,282","0,030","-0,012","-0,021","0,085","0,161","0,001","0,009","-0,125","0,129","0,094","0,006","-0,001","-0,028","0,023","-0,031","0,022","0,257"
18,"0,105","0,097","0,093","0,277","-0,055","-0,119","-0,021","0,145","0,149","0,000","-0,044","-0,095","-0,042","0,065","0,111","-0,094","0,006","-0,089","0,062","0,024","-0,027"
19,"0,058","0,088","-0,161","0,029","-0,137","-0,216","-0,103","0,025","-0,133","-0,120","0,008","-0,132","0,068","0,090","0,013","0,015","0,022","-0,008","-0,067","0,057","-0,095"
20,"0,119","0,088","-0,158","0,275","-0,067","-0,178","-0,042","0,084","-0,149","-0,295","0,189","-0,314","0,013","-0,082","-0,017","0,039","0,039","-0,089","0,067","0,105","0,002"
21,"-0,010","0,062","-0,031","0,268","-0,105","-0,357","0,083","0,274","-0,134","-0,284","0,206","-0,533","0,009","-0,115","-0,068","-0,001","-0,028","0,023","0,251","0,166","-0,592"
22,"-0,006","0,104","-0,106","0,270","-0,093","-0,298","-0,034","0,108","-0,030","-0,046","0,132","-0,407","0,057","0,108","-0,070","0,006","0,056","0,042","-0,206","0,047","-0,821"
23,"-0,001","-0,047","-0,190","0,268","-0,165","-0,344","0,019","0,083","-0,153","0,024","-0,011","-0,533","-0,007","0,072","-0,114","-0,044","0,031","-0,023","-0,387","-0,003","-0,775"
24,"-0,063","0,146","-0,185","0,204","-0,177","-0,402","-0,059","0,035","-0,387","0,333","0,069","-0,630","0,004","0,054","-0,031","0,038","0,156","-0,019","0,052","-0,018","-0,685"
25,"0,055","0,105","-0,103","0,026","0,029","-0,313","0,075","0,130","-0,229","0,027","-0,040","-0,586","0,133","0,126","0,058","-0,044","0,031","-0,023","-0,321","0,076","-0,753"
26,"0,108","0,080","0,035","-0,032","-0,137","-0,213","0,140","0,202","-0,186","-0,437","0,124","0,064","0,068","0,090","0,013","-0,001","-0,028","0,023","-0,063","0,012","-0,617"
27,"-0,023","0,188","0,186","-0,096","-0,149","-0,270","0,023","0,155","-0,106","-0,560","0,259","0,051","0,293","0,174","-0,131","0,049","-0,003","0,089","-0,083","0,115","-0,256"
28,"0,099","0,189","0,193","-0,032","-0,077","-0,226","0,080","0,023","-0,145","-0,459","0,333","0,436","0,115","0,196","-0,058","0,066","-0,070","-0,011","-0,103","0,218","0,105"
29,"0,034","0,147","0,265","-0,020","-0,074","0,085","0,210","0,106","-0,047","0,577","0,397","0,461","-0,006","0,189","-0,044","-0,143","0,090","0,143","0,185","0,394","0,462"
30,"0,049","0,197","-0,002","0,039","-0,087","0,023","0,031","0,120","0,026","0,014","0,405","0,704","0,008","0,087","0,020","0,041","0,030","0,139","-0,119","0,156","0,544"
31,"-0,062","0,204","-0,202","0,097","-0,100","-0,039","0,113","0,240","0,307","0,279","0,009","0,382","-0,109","0,112","0,086","0,048","0,114","0,158","-0,128","0,240","0,437"
32,"-0,011","0,255","-0,023","0,229","-0,050","0,194","-0,017","0,217","0,196","0,420","-0,169","0,070","0,015","0,035","0,053","0,073","0,013","0,008","-0,282","0,113","0,176"
33,"-0,080","0,171","0,124","0,168","-0,050","0,197","-0,021","0,145","0,149","0,430","0,120","-0,162","-0,053","0,083","0,027","0,080","0,097","0,027","-0,153","-0,101","-0,281"
34,"-0,077","0,154","0,066","0,051","-0,024","0,321","-0,065","0,135","0,404","0,266","-0,061","-0,490","0,004","0,054","-0,031","-0,002","0,089","0,093","-0,142","0,061","-0,224"
35,"-0,020","0,171","0,128","0,168","0,010","0,184","-0,138","0,159","0,217","-0,054","0,085","-0,241","-0,182","0,010","-0,061","0,080","0,097","0,027","-0,266","0,175","-0,263"
36,"0,041","0,172","0,131","0,173","0,035","0,303","-0,086","0,134","0,093","-0,252","0,233","0,014","-0,113","0,079","0,035","0,006","0,056","0,042","-0,228","0,085","0,115"
37,"0,100","0,247","0,177","-0,012","0,084","0,238","-0,021","0,085","0,161","-0,124","0,363","-0,122","-0,057","0,050","-0,024","0,042","-0,087","0,070","-0,073","0,157","0,402"
