Index,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
43,"0,100","0,024","0,147","-0,249","-0,034","-0,011","0,020","-0,009","-0,201","0,066","0,121","-0,076","0,105","-0,106","0,012","0,103","-0,021","-0,035","0,043","0,205","0,096"
44,"0,039","0,024","0,149","-0,194","-0,020","-0,076","0,018","-0,140","-0,237","-0,491","0,066","-0,122","-0,014","-0,077","0,074","-0,248","0,035","0,086","0,084","0,247","0,008"
45,"-0,090","-0,045","-0,081","-0,138","-0,007","-0,141","-0,034","-0,057","-0,125","-0,083","-0,032","-0,023","0,090","0,235","0,068","0,142","0,044","0,078","-0,135","0,002","0,001"
46,"-0,089","-0,104","-0,064","-0,123","-0,044","0,038","-0,090","-0,045","-0,060","-0,063","0,078","-0,073","0,043","0,012","0,082","0,026","0,061","0,043","-0,269","0,120","0,038"
47,"-0,150","-0,104","-0,062","-0,128","-0,031","-0,022","-0,022","0,098","0,030","-0,009","-0,089","-0,122","0,037","0,061","0,046","0,044","0,109","0,010","-0,183","0,126","-0,173"
48,"-0,030","0,014","-0,100","-0,006","-0,029","-0,032","-0,006","0,074","0,221","0,111","-0,289","-0,216","-0,215","0,060","-0,014","-0,222","0,047","0,005","-0,053","0,086","-0,174"
49,"-0,091","0,014","-0,098","-0,001","0,018","0,040","-0,119","0,158","0,338","-0,177","-0,203","-0,294","-0,164","0,077","-0,105","-0,164","0,038","0,023","-0,019","-0,083","-0,112"
50,"-0,029","-0,045","-0,083","0,120","-0,039","0,017","-0,058","0,158","0,333","-0,146","-0,106","-0,064","-0,157","0,028","-0,070","-0,172","-0,046","0,009","-0,141","-0,200","-0,183"
51,"-0,032","-0,271","-0,208","0,120","-0,039","0,017","-0,123","0,146","0,279","-0,163","-0,135","0,015","-0,208","0,011","0,021","-0,264","-0,134","0,057","-0,209","-0,051","-0,100"
52,"-0,031","-0,196","-0,166","0,070","-0,065","0,141","0,009","0,110","0,400","-0,078","-0,206","0,195","-0,078","0,004","0,094","-0,279","0,055","-0,013","0,066","0,102","-0,196"
53,"0,032","-0,179","-0,110","-0,001","-0,161","0,003","0,005","0,038","0,352","-0,179","0,104","0,240","-0,145","0,050","0,064","0,103","-0,021","-0,035","-0,064","-0,046","0,011"
54,"-0,025","-0,203","0,026","0,126","0,068","0,101","-0,137","0,050","0,112","0,214","0,125","0,145","0,043","0,012","0,082","-0,163","-0,083","-0,039","0,119","-0,101","-0,057"
