Index,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z
0,"0,008","0,003","1,038","0,004","0,001","1,011","-0,001","-0,004","1,010","0,000","0,000","0,889","-0,001","-0,004","0,948","-0,003","-0,004","0,956","0,000","0,001","0,954"
1,"-0,001","-0,001","1,035","0,000","-0,001","1,013","0,003","0,007","1,009","-0,002","0,002","0,890","-0,002","-0,005","0,951","-0,005","-0,007","0,955","0,000","0,004","0,948"
2,"-0,001","0,001","1,040","0,000","0,001","1,014","0,004","0,003","1,007","0,001","0,001","0,890","-0,004","-0,001","0,946","0,001","0,002","0,960","0,005","0,000","0,950"
3,"-0,001","-0,006","1,047","-0,001","0,004","1,013","0,006","0,004","1,008","-0,001","0,001","0,893","-0,001","0,001","0,947","-0,003","-0,001","0,961","0,002","0,003","0,952"
4,"-0,001","0,007","1,045","-0,006","0,002","1,016","0,003","-0,001","1,007","-0,001","0,001","0,893","0,003","-0,002","0,951","0,003","-0,001","0,957","0,000","0,000","0,954"
5,"0,003","0,004","1,046","0,000","-0,002","1,018","0,008","-0,001","1,010","-0,004","0,000","0,896","-0,001","-0,004","0,946","0,001","-0,004","0,961","0,004","0,000","0,954"
6,"-0,001","0,000","1,052","0,001","-0,008","1,017","0,002","0,004","1,010","-0,004","0,001","0,897","-0,001","0,001","0,947","0,002","0,007","0,963","-0,004","-0,004","0,950"
7,"-0,001","-0,002","1,051","-0,007","0,001","1,014","0,004","0,004","1,004","-0,004","0,000","0,897","0,000","-0,001","0,948","0,000","-0,004","0,958","-0,001","0,001","0,953"
8,"-0,001","-0,001","1,047","0,001","-0,002","1,017","-0,001","0,007","1,003","-0,006","0,001","0,894","-0,007","-0,001","0,946","0,005","0,003","0,960","-0,002","-0,003","0,954"
9,"-0,002","0,000","1,044","0,000","-0,001","1,012","0,003","-0,005","1,004","0,001","0,005","0,895","-0,008","-0,003","0,948","0,000","0,003","0,962","0,000","-0,002","0,942"
