Index,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z
0,"82,515","-9,646","-9,175","-11,553","-4,876","-0,494","80,481","-4,282","-8,601","55,081","12,198","-10,675","65,616","3,608","0,906","72,193","17,921","-10,904","57,455","8,175","-2,775"
1,"82,685","-9,639","-9,200","-11,553","-4,876","-0,494","80,827","-4,154","-8,701","55,113","12,194","-10,679","65,646","3,573","1,025","72,351","17,720","-10,815","57,476","8,262","-2,837"
2,"82,685","-9,639","-9,200","-11,553","-4,876","-0,494","80,796","-4,162","-8,721","55,113","12,194","-10,679","65,679","3,567","1,038","72,351","17,720","-10,815","57,412","8,287","-2,851"
3,"82,631","-9,662","-9,214","-11,640","-4,865","-0,496","80,453","-4,215","-8,669","55,065","12,216","-10,692","65,365","3,436","1,085","72,256","17,730","-10,810","57,364","8,274","-2,854"
4,"82,672","-9,615","-9,166","-11,661","-4,887","-0,499","80,466","-4,086","-8,658","55,088","12,166","-10,680","65,382","3,375","1,194","72,230","17,741","-10,811","57,341","8,263","-2,834"
5,"82,579","-9,649","-9,199","-11,669","-4,870","-0,498","80,350","-4,220","-8,646","55,094","12,214","-10,705","65,213","3,397","1,102","72,044","17,747","-10,777","57,361","8,260","-2,844"
6,"82,599","-9,675","-9,207","-11,669","-4,884","-0,499","80,341","-4,165","-8,640","55,097","12,221","-10,718","65,220","3,400","1,134","72,068","17,759","-10,805","57,360","8,254","-2,831"
7,"82,551","-9,675","-9,198","-11,654","-4,878","-0,498","80,275","-4,229","-8,635","55,066","12,218","-10,703","65,170","3,394","1,101","72,026","17,753","-10,792","57,380","8,255","-2,835"
8,"82,551","-9,663","-9,184","-11,654","-4,878","-0,498","80,266","-4,174","-8,629","55,065","12,202","-10,693","65,167","3,365","1,150","72,063","17,731","-10,789","57,380","8,255","-2,835"
9,"82,496","-9,678","-9,189","-11,651","-4,863","-0,496","80,274","-4,076","-8,528","55,036","12,210","-10,683","65,209","3,305","1,180","71,999","17,726","-10,777","57,399","8,144","-2,768"
10,"82,217","-10,238","-9,302","-11,979","-4,943","-0,513","79,749","-4,370","-8,482","54,695","12,405","-11,053","65,134","3,353","1,100","71,955","18,007","-11,198","56,868","8,141","-2,895"
11,"82,164","-9,923","-9,200","-11,642","-4,926","-0,509","80,321","-4,229","-8,562","54,774","12,354","-10,956","65,229","3,307","1,176","72,081","17,673","-10,702","57,438","8,155","-2,788"
12,"82,729","-9,720","-9,243","-11,964","-5,023","-0,529","79,789","-4,410","-8,496","54,720","12,378","-11,000","65,017","3,416","0,992","72,664","17,653","-10,705","56,910","8,146","-2,896"
13,"82,820","-9,916","-9,317","-11,731","-4,781","-0,477","79,978","-4,256","-8,504","55,150","12,222","-10,734","65,070","3,447","0,958","72,263","17,816","-10,925","57,045","8,136","-2,836"
14,"82,493","-9,978","-9,274","-11,441","-4,952","-0,512","80,086","-4,070","-8,490","55,385","12,397","-11,185","65,229","3,186","1,344","71,758","17,724","-10,753","57,540","8,170","-2,807"
15,"82,623","-9,460","-9,144","-11,509","-4,623","-0,443","80,221","-4,363","-8,569","55,126","12,148","-10,568","64,936","3,505","0,857","72,118","17,454","-10,366","57,758","8,307","-3,129"
16,"82,688","-10,039","-9,325","-11,668","-4,921","-0,504","80,687","-4,059","-8,599","55,191","12,387","-11,127","65,375","3,377","1,096","72,333","17,634","-10,651","57,690","8,102","-2,579"
17,"82,459","-9,777","-9,205","-11,332","-4,899","-0,498","80,117","-4,123","-8,510","55,272","12,384","-11,137","64,786","3,285","1,145","72,188","17,597","-10,588","57,787","8,146","-2,679"
18,"82,112","-9,592","-9,087","-11,652","-4,790","-0,475","80,377","-4,252","-8,584","54,875","12,228","-10,701","65,337","3,221","1,312","71,687","17,518","-10,438","57,481","8,278","-3,116"
19,"82,567","-9,991","-9,289","-11,709","-5,122","-0,542","79,880","-3,905","-8,430","55,045","12,479","-11,301","64,816","3,137","1,356","72,249","17,732","-10,793","57,177","8,059","-2,601"
20,"82,434","-9,734","-9,191","-11,744","-4,788","-0,472","80,121","-3,878","-8,472","55,133","12,257","-10,812","65,169","3,247","1,258","71,629","17,667","-10,655","57,266","8,075","-2,623"
21,"82,983","-9,679","-9,276","-11,410","-4,750","-0,464","79,827","-4,225","-8,482","55,688","12,151","-10,684","64,634","3,323","1,079","72,232","17,811","-10,906","57,647","8,235","-2,966"
22,"82,411","-9,844","-9,226","-11,676","-4,956","-0,506","80,062","-3,906","-8,466","55,212","12,283","-10,885","65,222","3,320","1,165","71,642","17,818","-10,873","57,254","8,019","-2,479"
23,"82,454","-9,758","-9,212","-11,404","-5,152","-0,546","80,259","-4,487","-8,605","55,276","12,375","-11,103","65,258","3,640","0,720","72,190","17,711","-10,744","57,464","8,082","-2,596"
24,"82,371","-9,674","-9,174","-11,595","-4,876","-0,490","80,138","-4,212","-8,532","55,277","12,243","-10,804","64,899","3,343","1,082","72,111","17,762","-10,814","57,519","8,126","-2,700"
25,"82,466","-9,576","-9,162","-11,796","-4,607","-0,435","80,570","-4,327","-8,632","54,772","12,108","-10,393","65,459","3,388","1,097","72,184","17,792","-10,864","57,491","8,321","-3,244"
26,"82,386","-9,591","-9,151","-11,643","-4,308","-0,372","80,028","-4,311","-8,529","55,122","11,978","-10,166","65,271","3,584","0,797","71,683","17,917","-11,025","57,454","8,365","-3,376"
27,"82,539","-9,807","-9,241","-11,563","-4,634","-0,439","80,025","-3,865","-8,448","55,093","12,204","-10,673","64,844","3,293","1,142","72,152","17,770","-10,830","57,704","8,212","-2,903"
