Index,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
0,"0,046","0,156","0,103","-0,830","0,126","-0,142","-0,045","0,144","-0,068","-0,079","0,070","-0,070","0,176","0,001","-0,150","0,151","-0,042","0,054","-0,111","0,225","0,058"
1,"-0,378","0,070","0,220","-0,647","0,073","-0,113","0,190","0,104","-0,202","0,545","0,073","-0,047","0,127","0,027","-0,012","0,226","-0,004","0,036","-0,176","0,119","-0,025"
2,"-0,008","0,172","0,297","-0,769","0,073","-0,113","0,069","0,047","-0,174","-0,012","0,037","-0,112","0,306","-0,002","-0,077","0,301","0,035","0,018","-0,144","0,102","0,107"
3,"0,112","0,091","0,261","-0,769","-0,035","-0,055","0,180","0,125","-0,336","0,088","0,088","-0,257","0,063","-0,014","-0,054","0,200","-0,012","0,118","0,091","0,139","0,056"
4,"0,109","-0,013","0,173","-0,769","-0,035","-0,055","0,224","-0,008","-0,553","0,088","0,088","-0,257","0,066","0,025","-0,006","0,192","-0,097","0,107","0,019","0,187","0,051"
5,"0,105","-0,060","0,061","-0,769","-0,336","-0,100","-0,223","0,165","0,003","0,025","0,201","-0,183","0,066","0,148","0,051","0,233","-0,029","0,217","0,113","0,103","0,131"
6,"0,101","-0,164","-0,028","-0,586","-0,249","0,061","-0,191","0,179","0,445","0,022","0,307","-0,096","0,072","0,101","0,089","0,168","0,004","0,019","-0,109","0,008","0,200"
7,"0,222","-0,053","-0,079","-0,281","-0,142","0,004","-0,241","0,043","0,621","0,013","0,146","-0,159","-0,145","0,061","0,368","0,018","0,051","0,113","-0,067","0,151","0,208"
8,"-0,025","-0,155","-0,160","-0,037","-0,005","0,000","-0,193","-0,014","0,443","0,246","0,219","-0,023","-0,223","0,077","0,203","0,044","0,059","0,031","-0,073","0,054","0,112"
9,"-0,018","-0,196","0,056","-0,342","-0,088","-0,025","-0,142","0,064","0,286","-0,079","0,070","-0,070","0,014","0,012","0,085","-0,164","0,114","0,109","-0,074","-0,119","-0,023"
10,"-0,079","-0,003","0,042","-0,586","-0,171","-0,050","0,040","0,063","0,273","-0,033","0,007","-0,034","0,011","-0,026","0,038","-0,231","0,037","0,080","-0,074","-0,119","-0,023"
11,"-0,076","-0,092","0,146","-0,647","-0,220","0,115","-0,134","0,102","0,402","-0,113","-0,014","0,032","-0,052","0,057","0,053","-0,222","-0,001","0,034","-0,147","-0,246","-0,163"
12,"-0,017","-0,116","0,088","-0,525","-0,109","0,193","-0,129","0,120","0,459","0,082","0,096","0,077","-0,113","-0,069","0,002","-0,214","-0,040","-0,013","0,051","-0,254","-0,126"
13,"-0,084","-0,075","-0,126","-0,343","0,081","0,160","-0,194","0,102","0,406","-0,024","0,168","0,029","-0,168","-0,120","0,045","-0,189","-0,031","-0,095","-0,008","-0,264","-0,113"
14,"-0,086","-0,099","-0,182","-0,464","-0,026","0,218","-0,284","-0,202","0,061","0,072","0,138","-0,147","-0,173","-0,072","0,008","-0,221","-0,015","-0,194","0,002","-0,244","-0,057"
15,"-0,213","-0,034","-0,338","-0,343","0,081","0,160","-0,225","-0,028","0,001","0,025","0,201","-0,183","-0,047","0,010","0,091","-0,223","-0,125","-0,024","-0,056","-0,079","0,091"
16,"-0,090","-0,203","-0,270","-0,282","0,028","0,189","-0,455","0,030","0,192","0,001","-0,111","0,025","-0,104","-0,079","0,087","-0,289","-0,078","0,005","-0,290","0,023","-0,038"
17,"0,038","-0,132","-0,106","-0,159","-0,084","0,111","-0,210","-0,088","0,212","0,141","-0,300","0,133","-0,128","0,111","-0,064","-0,098","-0,180","-0,037","-0,017","0,107","-0,177"
18,"-0,027","-0,179","-0,216","-0,220","-0,059","0,028","-0,088","-0,148","0,222","0,149","-0,325","0,078","-0,116","0,016","0,011","-0,207","-0,188","0,110","-0,080","0,174","-0,125"
19,"-0,016","-0,172","0,112","-0,281","-0,171","-0,050","-0,197","-0,032","0,385","0,238","-0,531","0,119","-0,041","-0,038","0,129","-0,157","-0,034","0,232","-0,027","0,121","0,081"
20,"0,048","-0,124","0,222","-0,464","-0,035","-0,054","-0,076","0,024","0,358","0,078","-0,372","0,089","0,069","-0,061","-0,016","-0,266","-0,166","0,321","-0,045","0,081","-0,032"
21,"0,052","-0,021","0,311","-0,403","-0,167","0,086","0,097","-0,015","0,229","-0,101","-0,145","-0,109","0,060","-0,052","-0,101","-0,074","-0,158","0,109","-0,199","0,016","0,081"
22,"0,056","0,027","0,423","-0,586","-0,059","0,028","0,070","-0,069","-0,137","-0,033","0,007","-0,034","0,187","0,030","-0,018","0,115","-0,245","0,295","-0,262","0,083","0,132"
23,"0,048","-0,068","0,199","-0,708","-0,117","-0,079","0,078","0,027","-0,040","-0,096","0,121","0,040","0,317","-0,097","-0,001","0,100","-0,182","0,160","-0,163","0,062","-0,007"
24,"0,043","0,108","-0,009","-0,586","0,023","0,053","0,084","-0,071","0,055","-0,084","-0,010","-0,101","0,257","0,024","0,062","0,358","-0,097","-0,023","-0,164","-0,078","0,173"
25,"-0,026","-0,043","-0,208","-0,464","-0,001","0,135","-0,032","-0,167","0,159","-0,046","0,155","-0,172","0,329","-0,069","0,132","0,251","0,005","-0,046","-0,161","-0,155","0,135"
26,"0,031","0,021","-0,369","-0,403","0,052","0,107","0,135","-0,360","-0,048","-0,042","0,235","-0,140","0,216","0,040","0,286","0,292","0,073","0,065","-0,076","-0,259","0,158"
27,"0,026","0,085","-0,529","-0,343","0,081","0,160","0,017","-0,282","0,000","0,022","0,307","-0,096","0,149","0,085","0,254","0,210","0,059","-0,098","-0,135","-0,269","0,170"
28,"0,211","0,108","-0,479","-0,220","0,052","0,107","0,311","-0,264","-0,156","-0,017","0,345","-0,187","0,080","-0,032","0,117","0,061","0,106","-0,004","0,016","-0,127","0,096"
29,"0,103","0,220","-0,059","-0,403","0,052","0,107","0,237","-0,319","-0,326","0,005","0,172","-0,104","-0,046","-0,114","0,034","-0,055","0,122","-0,038","-0,001","0,007","0,117"
30,"0,102","0,028","-0,043","-0,220","-0,142","0,004","0,140","-0,032","-0,026","0,090","0,071","0,022","-0,115","-0,231","-0,103","0,084","0,004","0,084","0,077","0,022","-0,097"
31,"0,051","0,148","0,239","-0,281","-0,171","-0,050","0,003","0,087","-0,246","-0,061","0,003","0,099","-0,064","-0,095","-0,137","-0,023","0,106","0,061","0,086","0,043","-0,040"
32,"-0,004","0,108","0,457","-0,281","-0,146","-0,133","-0,063","0,128","-0,319","-0,091","-0,187","0,115","-0,124","-0,098","-0,131","0,001","0,128","0,207","0,130","-0,031","0,110"
33,"-0,002","0,132","0,513","-0,403","-0,088","-0,025","-0,063","0,128","-0,319","-0,024","-0,221","0,072","0,000","-0,178","-0,152","0,100","0,065","0,276","0,062","-0,061","0,065"
34,"-0,063","0,132","0,515","-0,342","0,155","-0,087","-0,074","-0,103","-0,436","-0,121","-0,175","-0,031","0,052","-0,042","-0,186","0,184","0,065","0,212","0,062","-0,061","0,065"
35,"0,060","0,075","0,535","-0,464","0,242","0,073","0,025","-0,139","-0,753","0,005","-0,216","-0,061","0,181","0,078","-0,055","0,141","0,010","0,329","-0,113","0,051","-0,076"
36,"0,054","0,003","0,367","-0,525","0,102","-0,059","-0,004","-0,066","-0,325","-0,075","-0,238","0,005","0,127","0,027","-0,012","0,267","-0,059","0,089","-0,045","0,081","-0,032"
37,"-0,013","-0,068","0,200","-0,525","0,081","0,160","-0,047","-0,049","-0,070","-0,016","-0,246","0,017","-0,003","0,155","-0,028","0,275","0,026","0,100","0,141","0,129","-0,014"
38,"-0,019","-0,140","0,032","-0,464","0,296","0,045","-0,042","-0,088","0,006","-0,183","-0,263","0,204","-0,061","0,190","0,025","0,101","0,051","0,049","0,132","0,109","-0,071"
39,"0,038","-0,188","-0,082","-0,647","0,164","0,185","-0,083","0,180","0,244","-0,184","-0,061","0,043","-0,006","0,117","-0,076","0,093","0,089","0,095","0,073","0,099","-0,058"
40,"-0,027","-0,179","-0,216","-0,770","0,139","0,267","0,044","0,139","0,312","-0,059","0,100","-0,148","-0,182","0,061","-0,021","0,118","-0,026","-0,045","0,005","0,070","-0,102"
41,"0,033","-0,068","-0,266","-0,708","0,023","0,053","-0,017","0,140","0,316","0,084","0,193","-0,170","-0,197","0,118","-0,144","-0,081","0,114","0,044","0,077","0,022","-0,097"
42,"0,161","0,003","-0,101","-0,586","0,027","0,189","-0,144","0,181","0,249","0,250","0,300","0,008","-0,182","-0,063","-0,078","-0,163","0,100","-0,119","-0,002","-0,167","-0,018"
43,"0,047","0,100","0,127","-0,343","0,110","0,214","-0,092","0,201","0,110","0,297","0,236","0,044","-0,379","0,109","-0,126","-0,105","0,092","-0,102","0,393","0,033","-0,086"
44,"-0,134","0,069","0,213","0,145","0,106","0,078","-0,235","0,051","-0,152","0,267","0,047","0,060","-0,304","0,179","0,048","-0,187","0,078","-0,265","0,246","-0,186","-0,051"
45,"-0,068","0,252","0,331","0,146","0,048","-0,029","-0,135","-0,044","-0,451","0,217","-0,173","0,154","-0,180","0,099","0,027","-0,262","-0,084","-0,305","0,165","-0,159","-0,113"
46,"-0,012","0,124","0,185","-0,281","0,048","-0,030","-0,028","0,015","-0,670","0,081","-0,089","-0,040","-0,122","0,064","-0,026","-0,245","-0,037","-0,340","0,191","0,118","-0,084"
47,"-0,020","0,028","-0,039","-0,464","-0,063","-0,108","-0,072","0,148","-0,453","-0,024","-0,406","-0,045","-0,136","0,244","-0,092","-0,005","-0,108","-0,318","0,025","0,250","-0,169"
48,"0,034","0,069","-0,257","-0,403","-0,059","0,028","0,066","0,280","-0,249","-0,160","-0,525","-0,078","-0,012","0,164","-0,114","0,094","-0,171","-0,248","0,194","0,432","-0,129"
49,"0,024","-0,243","-0,522","-0,403","-0,035","-0,054","0,027","0,374","0,045","-0,076","-0,423","-0,113","0,046","0,129","-0,167","0,193","-0,111","-0,121","0,148","0,365","-0,098"
50,"-0,040","-0,403","-0,584","-0,647","-0,093","-0,162","0,045","0,390","0,295","-0,088","-0,090","-0,133","0,121","0,199","0,008","0,193","-0,111","-0,121","-0,029","0,337","-0,060"
51,"0,023","-0,323","-0,554","-0,830","-0,142","0,003","0,118","0,561","0,427","0,034","-0,026","-0,076","0,239","0,166","-0,052","0,127","0,059","-0,033","-0,023","0,044","0,042"
52,"-0,034","-0,275","-0,440","-0,525","-0,117","-0,079","0,119","0,445","0,464","-0,076","0,353","-0,200","0,190","0,192","0,087","0,217","-0,089","0,025","0,049","-0,004","0,048"
53,"-0,027","-0,123","-0,240","-0,525","-0,006","-0,001","0,165","0,196","0,284","-0,140","0,281","-0,244","0,017","0,050","0,133","0,251","0,005","-0,046","0,025","-0,107","0,153"
54,"-0,023","-0,075","-0,128","-0,708","-0,113","0,057","0,210","-0,053","0,104","-0,076","0,353","-0,200","0,017","0,050","0,133","0,110","0,013","0,002","0,055","-0,297","0,150"
55,"-0,072","0,205","0,219","-0,342","-0,167","0,086","0,072","-0,185","-0,100","0,031","0,079","0,010","-0,055","0,143","0,063","-0,023","-0,018","0,003","0,145","0,052","-0,053"
56,"0,054","0,252","0,327","-0,403","-0,113","0,057","-0,342","-0,066","0,086","-0,049","0,058","0,076","-0,047","0,133","0,148","-0,006","0,152","0,026","-0,159","-0,015","-0,046"
57,"-0,064","0,300","0,443","-0,464","-0,196","0,032","-0,402","-0,124","0,109","0,031","0,079","0,010","-0,107","0,007","0,097","-0,164","0,114","0,109","-0,019","-0,033","0,003"
58,"-0,007","0,196","0,353","-0,159","-0,030","0,082","-0,281","-0,067","0,082","-0,041","0,032","0,021","0,011","-0,026","0,038","-0,065","0,051","0,178","-0,028","-0,053","-0,053"
59,"-0,005","0,028","0,425","-0,037","-0,084","0,111","-0,230","0,011","-0,076","0,015","0,130","0,120","-0,052","-0,190","-0,061","-0,082","0,127","0,272","-0,100","-0,006","-0,059"
60,"-0,130","0,117","0,325","-0,159","-0,088","-0,025","-0,051","-0,125","-0,110","0,031","0,079","0,010","0,006","-0,226","-0,115","-0,033","0,034","0,277","-0,083","-0,139","-0,080"
61,"-0,194","-0,043","0,262","-0,098","-0,117","-0,079","0,006","-0,145","-0,172","0,094","-0,034","-0,064","-0,003","-0,216","-0,200","-0,016","0,081","0,242","-0,124","-0,109","0,047"
62,"-0,073","-0,180","0,250","-0,342","0,077","0,024","-0,048","0,067","-0,108","-0,054","-0,208","-0,073","0,061","-0,175","-0,158","-0,140","0,012","0,196","-0,105","-0,069","0,161"
63,"-0,139","-0,307","0,108","-0,342","0,048","-0,030","-0,105","0,087","-0,045","-0,151","-0,365","-0,015","0,121","-0,173","-0,164","-0,083","-0,119","0,156","-0,047","-0,059","0,148"
64,"-0,077","-0,172","0,114","-0,403","0,077","0,024","-0,048","0,009","-0,089","-0,040","-0,558","0,226","0,185","-0,132","-0,122","-0,074","-0,158","0,109","-0,128","-0,032","0,086"
65,"-0,009","-0,268","0,352","-0,586","0,077","0,024","0,005","-0,087","-0,190","0,036","-0,617","0,128","0,248","-0,091","-0,081","0,000","-0,243","0,033","-0,310","0,233","0,022"
66,"0,049","-0,237","0,270","-0,586","0,102","-0,059","-0,037","-0,069","0,064","0,099","-0,545","0,172","0,115","0,122","-0,087","0,083","-0,229","0,196","-0,121","0,205","0,001"
67,"-0,016","-0,284","0,160","-0,464","-0,030","0,082","0,212","-0,228","0,160","-0,006","-0,288","0,241","0,089","0,082","0,260","-0,034","-0,336","0,104","-0,030","0,197","0,120"
68,"0,049","-0,237","0,270","-0,403","0,106","0,078","0,160","-0,190","0,281","0,085","-0,009","-0,009","-0,027","0,029","0,309","-0,083","-0,243","0,098","0,058","0,016","0,104"
69,"0,116","-0,165","0,437","-0,221","0,218","0,156","0,220","-0,132","0,258","-0,113","-0,014","0,032","-0,171","0,213","0,170","-0,025","-0,251","0,115","-0,017","-0,250","0,145"
70,"-0,009","-0,076","0,337","-0,160","0,135","0,132","-0,192","-0,072","0,462","-0,045","-0,048","-0,011","-0,220","0,115","0,251","-0,106","-0,018","0,068","0,323","-0,137","0,050"
71,"0,111","-0,101","0,277","-0,160","0,193","0,239","-0,077","0,082","0,339","0,069","-0,144","-0,017","-0,243","0,058","-0,015","-0,008","-0,081","0,137","0,066","-0,137","0,027"
72,"0,169","0,099","0,123","-0,037","-0,030","0,082","-0,139","0,199","0,306","-0,024","-0,221","0,072","-0,237","-0,113","-0,034","-0,057","-0,111","0,074","-0,032","0,024","-0,014"
73,"-0,014","0,100","0,129","-0,098","0,131","-0,005","-0,095","0,066","0,089","-0,024","-0,221","0,072","0,000","-0,054","-0,095","-0,064","0,037","-0,049","-0,212","0,072","0,063"
