Index,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
0,"0,986","-0,165","-0,003","0,000","0,989","-0,148","0,030","0,000","0,992","-0,117","0,039","0,000","0,957","-0,290","0,004","0,000","0,875","0,481","0,059","0,000","0,876","0,464","-0,136","0,000","0,963","-0,266","0,046","0,000"
1,"0,986","-0,167","-0,003","0,000","0,988","-0,150","0,030","0,000","0,992","-0,119","0,041","0,000","0,957","-0,291","0,004","0,000","0,875","0,481","0,059","0,000","0,875","0,464","-0,136","0,000","0,963","-0,266","0,047","0,000"
2,"0,986","-0,168","-0,003","0,000","0,988","-0,150","0,030","0,000","0,992","-0,119","0,041","0,000","0,956","-0,292","0,004","0,000","0,875","0,481","0,060","0,000","0,875","0,464","-0,136","0,000","0,963","-0,266","0,047","0,000"
3,"0,986","-0,166","-0,003","0,000","0,989","-0,148","0,028","0,000","0,992","-0,119","0,039","0,000","0,956","-0,292","0,004","0,000","0,874","0,481","0,060","0,000","0,875","0,464","-0,136","0,000","0,963","-0,265","0,046","0,000"
4,"0,986","-0,166","-0,003","0,000","0,989","-0,148","0,029","0,000","0,992","-0,119","0,039","0,000","0,956","-0,295","0,004","0,000","0,874","0,481","0,060","0,000","0,875","0,464","-0,135","0,000","0,963","-0,266","0,047","0,000"
5,"0,986","-0,165","-0,003","0,000","0,989","-0,148","0,028","0,000","0,992","-0,119","0,039","0,000","0,956","-0,293","0,003","0,000","0,874","0,481","0,059","0,000","0,875","0,464","-0,135","0,000","0,963","-0,265","0,047","0,000"
6,"0,986","-0,165","-0,003","0,000","0,989","-0,148","0,028","0,000","0,992","-0,119","0,039","0,000","0,956","-0,294","0,003","0,000","0,874","0,481","0,060","0,000","0,875","0,464","-0,135","0,000","0,963","-0,266","0,047","0,000"
7,"0,986","-0,165","-0,003","0,000","0,989","-0,147","0,028","0,000","0,992","-0,119","0,039","0,000","0,956","-0,294","0,003","0,000","0,874","0,481","0,060","0,000","0,875","0,464","-0,135","0,000","0,963","-0,265","0,047","0,000"
8,"0,986","-0,165","-0,003","0,000","0,989","-0,147","0,029","0,000","0,992","-0,119","0,040","0,000","0,956","-0,294","0,004","0,000","0,874","0,481","0,060","0,000","0,875","0,465","-0,135","0,000","0,963","-0,266","0,048","0,000"
9,"0,986","-0,165","-0,003","0,000","0,989","-0,147","0,029","0,000","0,992","-0,119","0,039","0,000","0,956","-0,294","0,004","0,000","0,874","0,481","0,059","0,000","0,875","0,465","-0,135","0,000","0,963","-0,266","0,047","0,000"
10,"0,986","-0,166","-0,006","-0,001","0,989","-0,144","0,030","0,000","0,992","-0,118","0,042","0,000","0,955","-0,295","0,006","0,001","0,873","0,483","0,058","0,001","0,874","0,467","-0,136","0,000","0,963","-0,266","0,044","-0,001"
11,"0,986","-0,167","-0,003","0,000","0,989","-0,144","0,027","0,000","0,992","-0,120","0,041","0,000","0,956","-0,292","0,007","0,001","0,873","0,484","0,061","-0,001","0,874","0,466","-0,134","-0,001","0,963","-0,265","0,047","0,000"
