Index,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
92,"0,126","0,087","-0,068","0,457","0,024","-0,168","0,022","0,088","-0,057","-0,032","0,266","0,551","-0,076","0,116","-0,062","0,033","0,009","-0,063","0,229","-0,114","-0,238"
93,"0,003","0,183","0,029","0,159","-0,009","-0,021","0,068","0,065","-0,183","0,034","0,339","0,304","0,008","-0,119","0,007","-0,026","0,017","-0,077","0,136","-0,027","-0,471"
94,"0,125","0,278","0,128","-0,027","0,101","-0,095","0,069","0,005","-0,172","-0,080","0,106","-0,126","0,009","-0,003","0,078","0,033","0,009","-0,063","0,086","-0,053","-0,381"
95,"0,064","0,183","0,029","0,040","0,123","0,021","0,189","0,063","-0,198","0,351","-0,093","-0,357","0,002","0,049","0,046","-0,057","0,033","0,054","-0,204","-0,072","0,158"
96,"0,065","0,029","-0,050","0,037","0,172","-0,050","-0,009","0,133","0,189","0,287","-0,006","-0,197","-0,006","-0,016","-0,057","-0,057","0,033","0,054","-0,072","0,193","0,555"
97,"0,189","0,148","-0,279","-0,018","0,076","0,096","0,126","0,213","0,282","-0,133","-0,181","-0,526","-0,140","0,079","-0,107","-0,123","0,075","0,090","0,001","0,110","0,240"
98,"0,066","-0,045","-0,282","-0,021","0,064","0,036","0,194","0,223","0,334","-0,320","-0,011","-0,345","-0,069","0,064","-0,030","-0,041","-0,034","-0,047","-0,065","-0,024","0,248"
99,"0,127","0,166","-0,221","0,159","0,051","-0,033","0,111","0,251","0,152","-0,198","0,072","-0,318","0,051","-0,045","-0,115","-0,087","-0,068","0,116","-0,311","0,150","0,205"
100,"0,066","0,109","-0,203","0,101","0,123","0,018","0,158","0,168","0,037","-0,145","0,140","0,063","-0,165","-0,065","0,131","-0,071","-0,134","0,015","-0,505","-0,057","-0,210"
101,"0,187","0,145","-0,086","0,037","-0,068","-0,003","0,129","0,004","-0,179","-0,577","0,368","0,347","0,052","0,071","-0,044","-0,115","0,041","0,040","-0,551","-0,190","-0,481"
102,"0,063","0,315","0,243","0,037","-0,068","-0,003","0,243","0,051","-0,264","-0,334","0,315","0,380","-0,136","0,112","-0,055","-0,019","0,101","-0,058","0,046","-0,052","-0,238"
103,"0,063","0,180","0,222","0,213","0,027","-0,156","0,036","0,230","0,040","0,089","0,296","0,607","-0,011","0,152","-0,018","0,032","0,125","0,007","0,190","-0,168","-0,068"
104,"0,063","0,220","0,146","0,027","0,017","-0,206","0,097","0,109","0,055","0,161","-0,162","0,024","-0,084","0,051","-0,165","0,009","0,108","0,089","0,034","0,028","0,069"
105,"0,064","0,183","0,029","0,149","0,076","-0,224","0,143","0,086","-0,071","0,408","-0,166","-0,107","-0,136","0,112","-0,055","0,024","0,159","0,058","-0,207","0,038","0,105"
