Index,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
0,"0,126","-0,121","-0,650","0,903","0,004","0,032","-0,079","-0,126","-0,089","-0,160","-0,028","-0,044","0,222","0,037","-0,020","0,299","-0,189","0,051","-0,118","-0,326","0,128"
1,"-0,118","-0,149","-0,707","0,965","0,097","-0,066","-0,025","-0,091","-0,173","0,243","0,015","0,147","0,387","0,070","-0,207","0,385","0,052","-0,115","-0,064","-0,415","0,021"
2,"-0,118","-0,150","-0,570","0,904","0,096","-0,068","-0,080","-0,069","-0,111","-0,130","0,080","-0,093","0,106","-0,299","-0,141","0,737","-0,153","0,107","0,095","-0,253","0,000"
3,"-0,244","0,119","-0,296","1,144","0,027","0,096","0,221","0,042","-0,182","-0,230","0,378","-0,259","0,112","-0,347","-0,104","1,010","-0,366","0,165","0,250","-0,013","0,016"
4,"-0,427","0,063","-0,270","1,084","0,027","0,094","0,199","-0,101","-0,388","-0,127","0,531","-0,315","-0,143","-0,141","-0,095","0,909","-0,538","0,199","0,186","0,056","0,066"
5,"-0,548","0,007","-0,244","0,781","-0,112","0,071","0,232","-0,165","-0,040","-0,225","0,459","-0,229","-0,063","-0,123","0,118","0,777","-0,569","0,197","0,186","0,056","0,066"
6,"-0,303","-0,016","-0,434","0,659","-0,056","0,047","0,119","-0,256","0,071","-0,168","0,224","-0,102","-0,050","-0,061","0,300","0,660","-0,430","0,225","-0,003","0,083","0,086"
7,"-0,180","-0,097","-0,461","0,718","-0,034","0,105","0,078","-0,056","0,261","-0,106","0,070","0,055","-0,148","0,189","0,037","0,255","-0,249","0,165","0,032","-0,008","0,181"
8,"0,125","-0,150","-0,432","0,596","0,136","0,038","-0,506","0,287","0,518","-0,291","-0,063","-0,051","0,016","0,344","-0,090","0,299","-0,189","0,051","0,014","-0,051","0,068"
9,"0,244","-0,070","-0,131","0,655","0,101","0,118","-0,348","0,301","0,890","-0,219","-0,244","0,052","0,071","0,273","-0,192","-0,008","-0,073","0,059","-0,076","-0,223","-0,182"
10,"0,364","0,066","0,007","0,415","0,170","-0,046","-0,421","0,565","0,731","-0,049","-0,353","0,068","0,317","0,200","-0,226","-0,056","0,258","-0,045","-0,234","-0,250","-0,344"
11,"0,608","-0,044","0,199","0,295","0,090","-0,085","-0,514","0,380","0,418","0,135","-0,219","0,173","0,312","0,126","-0,323","-0,290","0,176","0,050","-0,189","-0,185","-0,376"
12,"0,424","0,092","0,199","0,419","0,070","-0,139","-0,290","0,370","0,203","0,283","0,096","0,045","0,324","0,030","-0,250","-0,483","0,424","-0,252","-0,017","-0,214","-0,195"
13,"0,484","0,174","0,227","0,478","0,149","-0,101","-0,083","0,295","-0,182","0,405","0,158","0,105","0,281","-0,119","-0,134","-0,549","0,348","-0,284","0,023","-0,029","0,124"
14,"0,301","0,118","0,253","0,659","0,115","-0,017","0,185","-0,030","-0,545","0,245","0,240","0,035","-0,141","-0,104","-0,047","-0,585","0,373","-0,155","0,313","0,096","0,096"
15,"-0,004","0,087","0,333","0,474","0,135","0,034","0,237","-0,188","-0,621","0,200","0,078","0,107","-0,129","-0,201","0,027","-0,529","0,126","-0,035","0,286","0,208","0,058"
16,"-0,126","0,141","0,305","0,722","0,037","-0,051","0,196","-0,237","-0,402","0,107","-0,102","0,110","-0,256","-0,158","0,001","-0,217","-0,022","0,136","0,182","0,133","0,103"
17,"-0,551","0,141","0,030","0,840","0,081","0,066","0,179","-0,302","-0,572","-0,118","-0,317","0,106","-0,309","-0,051","0,152","0,073","-0,186","0,161","0,237","0,220","0,127"
18,"-0,610","0,062","-0,271","0,718","0,137","0,041","0,120","-0,358","-0,545","-0,254","-0,433","0,070","-0,313","0,035","0,164","0,380","-0,303","0,152","0,047","0,071","0,016"
19,"-0,426","-0,073","-0,272","0,659","0,058","0,004","-0,237","0,155","0,148","-0,321","-0,171","-0,003","-0,142","0,019","0,014","0,530","-0,224","0,121","0,110","0,003","-0,034"
20,"-0,242","-0,099","-0,325","0,470","0,177","0,149","-0,042","0,138","0,265","-0,236","0,072","-0,177","-0,020","0,025","0,002","0,640","-0,209","-0,024","0,096","0,060","-0,053"
21,"0,000","0,038","-0,186","0,413","0,134","0,033","-0,108","0,118","0,214","-0,040","0,404","-0,237","0,040","0,028","-0,003","0,613","-0,100","0,120","0,110","0,003","-0,034"
22,"0,121","0,065","-0,130","0,289","0,097","0,108","0,013","0,116","0,203","0,091","0,440","-0,230","0,102","-0,091","-0,069","0,497","-0,082","0,085","-0,053","0,054","-0,159"
23,"0,119","0,118","0,115","0,295","0,033","-0,064","-0,005","0,109","0,011","0,081","0,466","-0,176","0,168","-0,136","-0,038","0,285","-0,120","-0,081","-0,107","-0,033","-0,183"
24,"0,179","0,226","0,199","0,232","0,054","-0,008","0,050","0,087","-0,051","-0,080","0,323","-0,135","0,223","-0,085","-0,080","0,027","-0,097","-0,070","-0,027","-0,194","0,063"
25,"0,058","0,336","0,008","0,234","0,147","-0,108","0,081","0,036","-0,363","-0,105","0,108","-0,170","0,338","-0,030","-0,128","-0,088","-0,080","-0,105","0,077","-0,254","0,201"
26,"0,242","0,174","-0,047","0,415","0,113","-0,024","0,191","-0,009","-0,488","-0,204","-0,190","0,028","0,215","-0,074","-0,165","-0,143","0,045","-0,288","-0,040","-0,138","0,044"
27,"0,059","0,201","-0,130","0,476","0,113","-0,023","0,199","-0,101","-0,388","-0,253","-0,207","-0,042","0,156","-0,040","-0,111","-0,079","-0,116","-0,153","0,019","0,007","-0,153"
28,"0,000","0,121","-0,294","0,476","-0,001","0,020","0,124","-0,279","-0,510","-0,038","-0,154","-0,098","0,173","-0,062","0,059","-0,126","0,094","-0,321","-0,057","0,132","-0,122"
29,"0,061","0,093","-0,212","0,354","0,055","-0,005","-0,024","-0,148","-0,152","0,035","0,079","0,007","-0,009","0,050","0,136","-0,250","0,147","-0,308","-0,084","0,244","-0,160"
30,"0,000","0,038","-0,186","0,419","0,013","-0,117","-0,125","0,053","0,044","0,343","0,312","-0,051","-0,023","-0,012","-0,046","-0,117","0,178","-0,306","0,061","0,151","-0,148"
31,"0,184","-0,043","-0,213","0,417","0,034","-0,060","-0,325","0,342","0,479","0,328","0,070","-0,141","0,098","-0,006","-0,057","-0,176","0,308","-0,260","0,105","0,081","0,003"
32,"0,120","0,064","0,006","0,601","0,015","-0,112","-0,123","0,290","0,675","0,356","-0,048","-0,078","0,093","0,043","-0,094","-0,188","0,227","-0,047","-0,212","-0,067","0,176"
33,"0,181","-0,018","0,115","0,537","0,000","0,022","-0,210","0,069","0,439","0,268","-0,146","-0,045","0,156","0,083","-0,051","-0,295","0,208","-0,130","-0,031","-0,116","0,100"
34,"-0,003","-0,021","0,250","0,601","-0,157","-0,048","0,074","0,116","0,197","0,102","-0,371","-0,033","0,107","-0,017","0,028","-0,098","0,077","0,006","-0,058","-0,181","-0,069"
35,"-0,065","0,031","0,495","0,472","0,099","0,113","0,135","0,115","0,191","-0,088","-0,397","-0,055","0,098","-0,006","-0,057","-0,194","-0,127","0,220","0,073","-0,041","0,055"
36,"0,117","0,059","0,551","0,472","0,156","0,092","0,180","-0,007","0,037","-0,093","-0,289","0,028","0,171","-0,099","0,011","0,040","-0,045","0,125","0,051","-0,006","-0,021"
37,"-0,123","-0,185","0,193","0,474","0,078","0,056","0,199","-0,351","-0,359","-0,307","-0,155","0,198","0,046","-0,020","0,033","0,428","-0,275","0,218","0,119","0,025","0,023"
38,"-0,304","-0,101","-0,189","0,288","0,061","0,186","0,182","-0,416","-0,529","-0,379","0,026","0,095","-0,061","-0,086","0,166","0,668","-0,346","0,240","-0,031","0,061","0,231"
39,"-0,302","-0,098","-0,462","0,167","0,096","0,104","0,065","-0,336","-0,483","-0,344","0,215","0,077","-0,187","-0,167","0,081","0,713","-0,407","0,063","0,069","0,037","0,092"
40,"-0,179","-0,123","-0,652","0,228","0,096","0,106","-0,063","-0,005","0,060","-0,158","0,386","-0,042","0,044","-0,057","-0,015","0,517","-0,276","-0,074","0,028","-0,107","0,087"
41,"0,003","-0,095","-0,596","0,350","0,155","0,088","-0,012","-0,105","-0,038","-0,113","0,360","-0,228","0,229","-0,133","-0,043","0,391","-0,101","0,002","-0,167","-0,178","0,014"
42,"-0,059","-0,070","-0,406","0,289","0,040","0,129","-0,096","-0,191","-0,259","-0,080","0,323","-0,135","0,232","-0,219","-0,055","0,160","-0,067","-0,068","-0,153","-0,234","0,033"
43,"0,061","0,038","-0,186","0,354","0,055","-0,005","-0,252","0,033","-0,001","0,027","0,143","-0,164","0,405","-0,075","-0,097","0,002","0,249","-0,028","-0,352","-0,228","-0,004"
44,"-0,001","-0,073","0,004","0,356","-0,024","-0,040","-0,182","0,132","0,085","0,059","-0,119","0,041","0,466","-0,195","-0,163","-0,163","0,360","-0,066","-0,317","-0,319","0,091"
45,"-0,245","0,007","0,030","0,234","0,089","-0,087","0,003","0,016","0,111","-0,089","-0,246","0,283","0,301","-0,227","0,024","-0,244","0,474","-0,167","-0,154","-0,370","0,216"
46,"-0,309","0,167","0,359","0,236","0,011","-0,122","0,229","-0,051","-0,083","0,150","-0,165","0,149","0,168","-0,136","-0,038","-0,230","0,405","-0,035","-0,077","-0,182","0,132"
47,"0,054","0,248","0,662","0,234","0,089","-0,087","0,175","-0,086","0,001","0,117","-0,128","0,056","-0,014","-0,024","0,039","-0,354","0,338","-0,085","0,145","-0,088","0,061"
48,"0,297","0,277","0,718","0,234","-0,082","-0,023","0,064","0,015","0,105","0,235","0,078","-0,025","-0,095","0,081","-0,114","-0,353","0,217","-0,148","0,182","-0,044","-0,028"
49,"0,238","0,224","0,472","0,354","-0,059","0,038","-0,105","0,253","0,228","0,133","-0,037","-0,193","-0,159","0,164","-0,096","-0,089","0,041","-0,042","0,042","0,149","0,053"
50,"0,241","0,008","0,306","0,539","-0,079","-0,014","0,154","0,021","-0,233","0,172","0,007","-0,070","-0,456","-0,023","-0,092","-0,148","0,171","0,003","0,061","0,151","-0,148"
