Index,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z
0,"-12,036","0,965","0,401","9,810","-2,154","0,185","-13,134","-0,941","0,557","-19,174","4,326","1,489","68,152","4,162","0,697","74,484","12,591","-4,595","-13,766","3,430","0,451"
1,"-12,036","0,965","0,401","9,829","-2,158","0,186","-12,538","-0,784","0,538","-19,155","4,330","1,491","68,734","4,111","0,852","74,484","12,591","-4,595","-13,746","3,426","0,450"
2,"-12,043","0,965","0,401","9,829","-2,186","0,188","-12,675","-0,780","0,545","-19,162","4,356","1,502","68,822","4,124","0,845","74,484","12,591","-4,595","-13,883","3,395","0,442"
3,"-12,017","0,910","0,402","9,827","-2,185","0,188","-12,606","-0,774","0,529","-19,102","4,450","1,523","68,804","3,966","0,856","74,271","12,568","-4,536","-13,750","3,277","0,416"
4,"-12,074","0,911","0,403","9,870","-2,186","0,189","-12,630","-0,794","0,543","-19,116","4,448","1,525","68,797","3,915","0,956","74,271","12,568","-4,536","-13,733","3,406","0,444"
5,"-12,017","0,887","0,402","9,870","-2,172","0,188","-12,764","-0,829","0,540","-19,052","4,471","1,525","68,516","3,836","0,919","74,198","12,550","-4,511","-13,569","3,348","0,432"
6,"-12,066","0,909","0,403","9,870","-2,172","0,188","-12,900","-0,783","0,559","-19,139","4,435","1,521","68,485","3,787","1,017","74,241","12,529","-4,509","-13,705","3,413","0,447"
7,"-12,066","0,909","0,403","9,868","-2,157","0,186","-12,760","-0,787","0,552","-19,141","4,421","1,515","68,506","3,786","1,017","74,240","12,557","-4,524","-13,565","3,429","0,450"
8,"-12,020","0,924","0,399","9,868","-2,171","0,187","-12,882","-0,782","0,558","-19,140","4,381","1,507","68,509","3,785","1,018","74,296","12,547","-4,546","-13,690","3,412","0,447"
9,"-11,979","0,898","0,397","9,851","-2,153","0,186","-12,775","-0,828","0,541","-19,095","4,390","1,503","68,508","3,835","0,918","74,274","12,575","-4,563","-13,583","3,364","0,437"
10,"-11,750","0,311","0,208","10,192","-2,211","0,192","-12,848","-0,948","0,525","-18,733","4,747","1,680","68,996","3,955","0,795","74,766","12,683","-4,689","-13,535","3,182","0,364"
11,"-11,965","0,859","0,388","9,862","-2,169","0,182","-12,442","-0,579","0,561","-19,025","4,406","1,499","68,807","3,789","1,038","74,259","12,422","-4,316","-13,552","3,179","0,360"
12,"-11,915","0,564","0,299","10,191","-2,075","0,162","-12,994","-0,785","0,580","-18,956","4,495","1,541","68,250","3,633","1,196","74,711","12,669","-4,676","-13,446","3,490","0,497"
13,"-11,931","0,648","0,324","9,861","-2,131","0,171","-12,996","-0,919","0,559","-18,983","4,539","1,569","68,764","3,854","0,920","74,145","12,670","-4,743","-14,096","3,469","0,460"
14,"-11,958","0,029","0,135","10,186","-2,242","0,191","-12,949","-0,853","0,571","-18,580","4,931","1,772","68,806","3,724","1,134","74,344","12,806","-4,949","-13,523","3,547","0,516"
15,"-11,993","0,512","0,281","9,918","-2,042","0,156","-12,677","-0,739","0,568","-19,074","4,540","1,585","68,812","3,822","0,973","74,229","12,643","-4,699","-13,771","3,421","0,448"
