Index,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
0,"0,988","-0,155","0,010","0,000","0,998","-0,064","0,000","0,000","0,993","-0,113","0,029","0,000","0,822","0,556","-0,122","0,000","0,904","0,425","0,049","0,000","0,897","0,402","-0,183","0,000","0,799","0,588","0,122","0,000"
1,"0,987","-0,158","0,010","0,000","0,998","-0,064","0,002","0,000","0,993","-0,113","0,029","0,000","0,822","0,556","-0,122","0,000","0,903","0,426","0,050","0,000","0,897","0,402","-0,183","0,000","0,799","0,588","0,124","0,000"
2,"0,987","-0,158","0,010","0,000","0,998","-0,064","0,002","0,000","0,993","-0,114","0,031","0,000","0,821","0,557","-0,122","0,000","0,903","0,426","0,050","0,000","0,897","0,402","-0,183","0,000","0,799","0,588","0,124","0,000"
3,"0,988","-0,156","0,010","0,000","0,998","-0,064","0,001","0,000","0,993","-0,113","0,031","0,000","0,821","0,557","-0,123","0,000","0,904","0,425","0,050","0,000","0,897","0,401","-0,185","0,000","0,799","0,588","0,124","0,000"
4,"0,988","-0,156","0,010","0,000","0,998","-0,064","0,002","0,000","0,993","-0,113","0,032","0,000","0,820","0,558","-0,123","0,000","0,904","0,424","0,050","0,000","0,897","0,402","-0,185","0,000","0,799","0,588","0,124","0,000"
5,"0,988","-0,156","0,009","0,000","0,998","-0,063","0,002","0,000","0,993","-0,113","0,031","0,000","0,821","0,558","-0,123","0,000","0,904","0,424","0,049","0,000","0,897","0,402","-0,185","0,000","0,799","0,588","0,124","0,000"
6,"0,988","-0,156","0,010","0,000","0,998","-0,063","0,002","0,000","0,993","-0,113","0,031","0,000","0,820","0,559","-0,123","0,000","0,904","0,424","0,049","0,000","0,896","0,402","-0,186","0,000","0,799","0,588","0,124","0,000"
7,"0,988","-0,155","0,010","0,000","0,998","-0,063","0,002","0,000","0,993","-0,112","0,031","0,000","0,821","0,558","-0,123","0,000","0,904","0,424","0,049","0,000","0,896","0,402","-0,186","0,000","0,799","0,588","0,124","0,000"
8,"0,988","-0,155","0,010","0,000","0,998","-0,063","0,002","0,000","0,993","-0,113","0,032","0,000","0,821","0,558","-0,123","0,000","0,904","0,424","0,049","0,000","0,896","0,402","-0,186","0,000","0,799","0,588","0,124","0,000"
9,"0,988","-0,155","0,010","0,000","0,998","-0,063","0,001","0,000","0,993","-0,111","0,031","0,000","0,820","0,558","-0,122","0,000","0,904","0,424","0,049","0,000","0,896","0,402","-0,186","0,000","0,799","0,588","0,124","0,000"
