Index,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z
0,"91,581","-8,238","-14,645","20,438","1,832","-0,330","90,886","-3,004","-11,498","85,957","14,125","-7,629","73,140","2,802","2,346","80,742","16,249","-7,880","92,025","12,594","-10,722"
1,"92,030","-8,615","-14,719","20,592","1,595","-0,290","91,086","-3,038","-11,594","86,234","14,072","-7,803","73,137","2,832","2,332","81,046","16,385","-8,355","92,342","12,616","-10,562"
2,"92,065","-8,606","-14,725","20,592","1,595","-0,290","91,086","-3,038","-11,594","86,234","14,072","-7,803","73,351","2,986","2,262","81,258","16,419","-8,405","92,342","12,616","-10,562"
3,"91,946","-8,661","-14,785","20,458","1,595","-0,288","90,590","-3,261","-11,458","86,095","14,153","-7,858","72,964","2,950","2,119","81,065","16,447","-8,387","92,057","12,509","-10,454"
4,"91,946","-8,661","-14,785","20,458","1,554","-0,280","90,805","-3,277","-11,568","86,106","14,163","-7,900","73,192","2,961","2,121","81,241","16,482","-8,436","92,050","12,589","-10,474"
5,"91,888","-8,660","-14,753","20,424","1,593","-0,287","90,732","-3,219","-11,444","86,051","14,130","-7,844","73,022","2,913","2,129","81,052","16,504","-8,423","91,942","12,483","-10,417"
6,"91,912","-8,598","-14,664","20,539","1,592","-0,288","90,686","-3,282","-11,543","86,168","14,041","-7,785","73,185","2,932","2,133","81,251","16,538","-8,473","92,026","12,589","-10,488"
7,"91,867","-8,593","-14,618","20,449","1,592","-0,287","90,509","-3,319","-11,506","86,115","14,002","-7,766","72,946","2,895","2,136","81,002","16,627","-8,490","91,970","12,569","-10,480"
8,"92,076","-8,539","-14,650","20,539","1,592","-0,288","90,499","-3,318","-11,525","86,204","14,004","-7,766","72,985","2,919","2,136","81,391","16,662","-8,541","92,046","12,591","-10,493"
9,"91,960","-8,569","-14,632","20,513","1,619","-0,293","90,503","-3,322","-11,513","86,172","13,997","-7,738","72,893","2,911","2,129","81,341","16,648","-8,546","92,026","12,581","-10,512"
10,"92,036","-8,599","-14,667","20,712","1,869","-0,388","90,890","-2,893","-11,440","86,254","14,020","-7,790","73,224","2,953","2,110","81,681","16,402","-8,167","92,508","12,618","-10,679"
11,"91,607","-8,681","-14,585","21,023","1,790","-0,358","90,516","-2,807","-11,318","86,371","13,966","-7,661","72,759","2,847","2,163","81,649","16,395","-8,153","92,667","12,482","-10,293"
12,"91,155","-9,084","-14,648","20,701","1,723","-0,334","90,048","-3,109","-11,313","85,883","14,061","-7,920","72,700","2,752","2,270","81,139","16,538","-8,369","92,188","12,554","-10,465"
13,"91,532","-9,026","-14,730","20,945","1,516","-0,256","90,146","-3,423","-11,446","86,371","14,270","-8,369","72,719","2,839","2,160","81,070","16,471","-8,260","92,184","12,538","-10,409"
14,"91,248","-8,787","-14,541","20,621","1,577","-0,280","90,656","-3,646","-11,647","86,066","14,100","-8,000","73,205","3,092","1,909","80,493","16,367","-8,105","92,128","12,595","-10,572"
