Index,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
0,"0,990","-0,143","-0,006","0,000","0,997","-0,075","0,029","0,000","0,996","-0,071","0,060","0,000","0,975","-0,221","-0,015","0,000","0,873","0,483","0,067","0,000","0,868","0,474","-0,149","0,000","0,979","-0,185","0,086","0,000"
1,"0,990","-0,144","-0,006","0,000","0,997","-0,075","0,030","0,000","0,996","-0,071","0,060","0,000","0,975","-0,221","-0,011","0,000","0,872","0,485","0,068","0,000","0,868","0,474","-0,149","0,000","0,979","-0,185","0,086","0,000"
2,"0,989","-0,148","-0,006","0,000","0,997","-0,075","0,030","0,000","0,995","-0,076","0,060","0,000","0,975","-0,222","-0,009","0,000","0,872","0,485","0,070","0,000","0,868","0,473","-0,149","0,000","0,978","-0,191","0,086","0,000"
3,"0,990","-0,144","-0,006","0,000","0,997","-0,074","0,029","0,000","0,995","-0,076","0,060","0,000","0,976","-0,219","-0,011","0,000","0,872","0,484","0,070","0,000","0,868","0,474","-0,149","0,000","0,979","-0,188","0,082","0,000"
4,"0,989","-0,147","-0,004","0,000","0,997","-0,074","0,029","0,000","0,995","-0,076","0,061","0,000","0,976","-0,219","-0,010","0,000","0,872","0,484","0,070","0,000","0,868","0,474","-0,149","0,000","0,979","-0,189","0,082","0,000"
5,"0,989","-0,147","-0,004","0,000","0,997","-0,074","0,029","0,000","0,995","-0,076","0,060","0,000","0,976","-0,219","-0,010","0,000","0,873","0,484","0,069","0,000","0,868","0,474","-0,149","0,000","0,979","-0,189","0,081","0,000"
6,"0,989","-0,147","-0,004","0,000","0,997","-0,074","0,029","0,000","0,995","-0,076","0,061","0,000","0,976","-0,219","-0,009","0,000","0,873","0,483","0,069","0,000","0,868","0,474","-0,148","0,000","0,978","-0,191","0,082","0,000"
7,"0,989","-0,147","-0,004","0,000","0,997","-0,073","0,029","0,000","0,995","-0,076","0,060","0,000","0,976","-0,219","-0,010","0,000","0,873","0,484","0,069","0,000","0,868","0,473","-0,149","0,000","0,978","-0,190","0,082","0,000"
8,"0,989","-0,147","-0,004","0,000","0,997","-0,073","0,030","0,000","0,995","-0,077","0,060","0,000","0,976","-0,219","-0,010","0,000","0,872","0,484","0,069","0,000","0,868","0,473","-0,148","0,000","0,978","-0,191","0,082","0,000"
9,"0,989","-0,147","-0,004","0,000","0,997","-0,073","0,030","0,000","0,995","-0,077","0,060","0,000","0,976","-0,219","-0,011","0,000","0,873","0,484","0,069","0,000","0,868","0,473","-0,149","0,000","0,978","-0,190","0,082","0,000"
10,"0,989","-0,148","-0,001","0,000","0,997","-0,071","0,028","0,000","0,996","-0,074","0,059","0,000","0,975","-0,222","-0,012","0,000","0,871","0,485","0,070","0,000","0,869","0,472","-0,147","0,000","0,978","-0,192","0,083","0,000"
11,"0,989","-0,146","-0,003","0,000","0,997","-0,074","0,029","0,000","0,995","-0,076","0,060","0,000","0,975","-0,220","-0,010","0,000","0,872","0,484","0,068","0,000","0,870","0,470","-0,148","0,000","0,977","-0,195","0,083","0,000"
12,"0,990","-0,144","-0,006","0,000","0,997","-0,071","0,027","0,000","0,996","-0,075","0,058","-0,001","0,976","-0,218","-0,009","0,000","0,872","0,485","0,070","-0,001","0,869","0,472","-0,148","0,000","0,978","-0,192","0,083","0,000"
13,"0,990","-0,144","-0,003","0,001","0,997","-0,073","0,030","0,000","0,995","-0,075","0,060","-0,001","0,975","-0,220","-0,009","0,000","0,873","0,483","0,069","0,000","0,870","0,471","-0,146","-0,001","0,978","-0,192","0,086","0,001"
14,"0,990","-0,144","-0,006","0,000","0,997","-0,074","0,027","0,000","0,995","-0,078","0,059","-0,001","0,976","-0,219","-0,007","0,001","0,874","0,481","0,068","0,000","0,869","0,473","-0,145","-0,002","0,978","-0,190","0,085","0,001"
15,"0,989","-0,145","-0,003","0,001","0,997","-0,075","0,029","0,000","0,995","-0,078","0,062","-0,001","0,976","-0,219","-0,010","0,000","0,874","0,481","0,066","0,001","0,868","0,474","-0,147","-0,001","0,978","-0,191","0,082","0,000"
16,"0,990","-0,142","-0,003","0,001","0,996","-0,078","0,031","0,000","0,995","-0,076","0,059","-0,001","0,976","-0,219","-0,013","0,000","0,874","0,481","0,068","0,000","0,869","0,473","-0,145","-0,002","0,978","-0,194","0,080","-0,001"
17,"0,990","-0,143","-0,006","0,000","0,997","-0,075","0,030","0,000","0,996","-0,073","0,060","-0,001","0,976","-0,220","-0,010","0,000","0,873","0,483","0,068","0,000","0,868","0,474","-0,147","-0,001","0,978","-0,191","0,079","-0,001"
18,"0,989","-0,146","-0,005","0,000","0,997","-0,076","0,027","0,000","0,996","-0,070","0,059","-0,001","0,976","-0,217","-0,011","0,000","0,874","0,481","0,069","0,000","0,869","0,472","-0,149","0,000","0,978","-0,190","0,081","0,000"
19,"0,990","-0,144","-0,002","0,001","0,997","-0,076","0,030","0,000","0,995","-0,072","0,061","-0,001","0,976","-0,219","-0,012","0,000","0,873","0,483","0,069","0,000","0,868","0,474","-0,149","0,000","0,978","-0,193","0,082","0,000"
20,"0,990","-0,143","-0,005","0,000","0,997","-0,075","0,028","0,000","0,995","-0,074","0,064","-0,001","0,976","-0,217","-0,012","0,000","0,873","0,483","0,066","0,001","0,869","0,473","-0,147","-0,001","0,978","-0,190","0,082","0,000"
21,"0,989","-0,146","-0,004","0,000","0,997","-0,072","0,030","0,000","0,995","-0,076","0,062","-0,001","0,976","-0,219","-0,012","0,000","0,873","0,483","0,069","0,000","0,869","0,472","-0,149","0,001","0,978","-0,190","0,085","0,000"
22,"0,989","-0,148","-0,002","0,001","0,997","-0,075","0,031","0,000","0,995","-0,074","0,062","-0,001","0,975","-0,222","-0,010","0,000","0,872","0,485","0,069","0,000","0,868","0,474","-0,148","-0,001","0,978","-0,192","0,084","0,000"
23,"0,989","-0,146","-0,004","0,000","0,997","-0,072","0,031","0,000","0,995","-0,076","0,061","-0,002","0,975","-0,220","-0,009","0,001","0,873","0,483","0,069","0,000","0,869","0,472","-0,148","-0,001","0,978","-0,189","0,085","0,000"
24,"0,990","-0,143","-0,003","0,001","0,997","-0,075","0,030","0,000","0,995","-0,074","0,061","-0,001","0,976","-0,219","-0,011","0,000","0,873","0,483","0,067","0,001","0,868","0,474","-0,147","-0,001","0,978","-0,191","0,082","0,000"
25,"0,989","-0,145","0,000","0,001","0,997","-0,072","0,030","0,000","0,995","-0,076","0,061","-0,002","0,975","-0,221","-0,010","0,001","0,874","0,482","0,069","0,000","0,869","0,473","-0,145","-0,002","0,978","-0,192","0,080","-0,001"
26,"0,989","-0,146","-0,003","0,001","0,997","-0,069","0,029","0,000","0,995","-0,075","0,058","-0,002","0,975","-0,224","-0,009","0,001","0,873","0,483","0,067","0,001","0,868","0,474","-0,146","-0,002","0,978","-0,190","0,081","0,000"
