Index,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
89,"-0,201","0,162","-0,005","0,383","0,176","-0,138","0,037","-0,013","0,059","0,199","0,082","-0,095","0,095","-0,108","0,019","0,022","0,047","0,027","0,137","-0,040","0,177"
90,"0,045","0,141","0,125","0,322","0,176","-0,138","0,034","-0,146","0,027","-0,055","-0,126","0,087","0,156","-0,105","0,014","-0,018","-0,041","0,101","0,075","0,027","0,229"
91,"0,047","0,043","0,220","0,261","-0,005","-0,115","-0,092","-0,099","-0,039","0,031","-0,232","0,209","-0,090","-0,029","0,043","-0,009","0,030","0,290","0,051","0,141","0,195"
92,"0,171","0,080","0,334","0,383","-0,051","0,013","0,080","-0,200","-0,214","-0,012","-0,089","0,211","-0,080","0,002","0,176","-0,102","0,092","0,213","0,089","0,189","0,109"
93,"-0,009","0,001","0,491","0,322","-0,119","-0,040","0,077","-0,273","-0,260","0,012","-0,158","0,043","0,089","0,064","0,035","0,057","-0,021","0,267","0,004","0,124","-0,051"
94,"0,051","-0,017","0,432","0,261","-0,112","0,020","-0,099","-0,067","-0,171","-0,004","-0,112","0,155","0,084","-0,014","-0,058","0,039","0,062","0,355","0,019","-0,010","-0,075"
95,"-0,075","-0,073","0,260","0,200","-0,044","0,074","-0,099","-0,067","-0,171","0,071","-0,166","0,055","0,084","0,111","-0,004","-0,007","0,044","0,108","-0,158","-0,036","-0,039"
96,"0,047","-0,073","0,258","0,261","-0,036","0,134","-0,024","0,047","0,049","-0,094","0,096","0,123","0,076","-0,007","-0,144","0,000","-0,124","0,013","-0,015","-0,084","-0,304"
97,"-0,077","-0,052","0,125","0,383","0,130","-0,009","-0,021","0,179","0,081","-0,131","0,108","0,312","0,018","-0,095","-0,146","0,077","-0,089","-0,004","0,014","-0,104","-0,173"
98,"-0,142","-0,107","-0,048","0,261","0,017","0,066","-0,147","0,166","0,029","-0,217","0,033","0,065","0,021","-0,056","-0,100","0,104","-0,212","-0,135","0,224","-0,173","-0,117"
