Index,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z
0,"-0,004","-0,001","1,030","-0,005","-0,002","1,002","0,000","0,000","1,001","-0,003","0,008","1,060","-0,001","0,000","0,940","0,003","0,002","0,958","0,004","0,006","1,022"
1,"-0,004","-0,004","1,027","0,000","-0,004","1,008","-0,005","-0,002","1,007","0,000","0,008","1,061","0,001","-0,001","0,942","0,004","0,003","0,957","0,002","0,018","1,023"
2,"-0,004","-0,006","1,030","0,004","-0,001","1,006","-0,001","-0,001","1,005","0,005","0,004","1,061","-0,003","0,005","0,948","0,004","0,003","0,959","0,005","0,012","1,022"
3,"-0,001","0,000","1,033","0,000","0,000","1,012","0,000","-0,004","1,004","-0,004","-0,001","1,067","-0,001","0,000","0,948","-0,001","0,004","0,958","0,007","0,009","1,025"
4,"0,000","-0,001","1,032","-0,002","0,005","1,010","0,002","-0,002","1,004","-0,003","-0,002","1,069","-0,001","0,001","0,946","0,001","0,005","0,960","0,003","0,009","1,021"
5,"0,000","0,000","1,032","0,004","-0,006","1,013","-0,002","-0,003","1,003","0,003","0,002","1,066","0,006","0,002","0,939","0,003","0,002","0,953","0,001","0,010","1,024"
6,"-0,003","0,002","1,033","0,002","0,003","1,010","0,004","-0,005","1,005","0,000","-0,003","1,063","-0,003","0,005","0,942","0,004","0,005","0,958","0,000","-0,001","1,023"
7,"-0,003","-0,001","1,030","-0,002","0,004","1,014","-0,004","0,001","1,009","-0,007","-0,001","1,067","-0,002","-0,004","0,942","0,002","0,001","0,961","-0,003","0,004","1,033"
8,"-0,001","-0,003","1,031","-0,001","0,000","1,012","-0,005","0,001","1,009","-0,006","-0,001","1,065","0,001","0,001","0,944","0,003","0,009","0,957","-0,004","0,001","1,029"
9,"-0,004","0,000","1,031","-0,004","0,006","1,008","0,002","-0,002","1,007","-0,010","-0,003","1,065","0,003","0,000","0,943","0,007","0,005","0,959","0,004","0,004","1,026"
10,"0,000","-0,002","1,033","-0,003","0,005","1,010","-0,003","-0,002","1,004","-0,007","-0,002","1,065","0,001","0,005","0,943","0,004","0,008","0,959","0,005","0,007","1,023"
11,"-0,005","-0,004","1,033","0,001","0,006","1,012","0,001","-0,012","1,006","-0,011","0,004","1,065","-0,002","0,005","0,942","0,000","0,008","0,962","-0,002","0,011","1,025"
12,"-0,001","-0,004","1,029","-0,001","0,001","1,007","0,001","0,002","1,007","-0,002","0,000","1,063","-0,004","0,003","0,946","0,003","0,002","0,957","0,001","0,003","1,027"
13,"-0,005","-0,006","1,029","0,001","-0,001","1,013","0,000","0,001","1,005","0,000","-0,004","1,068","-0,001","0,006","0,942","-0,004","0,009","0,966","0,008","0,002","1,026"
14,"0,002","-0,003","1,035","0,005","0,000","1,011","0,002","0,003","1,002","0,001","-0,006","1,071","0,000","0,002","0,945","0,000","0,008","0,959","0,008","0,006","1,026"
15,"0,003","-0,005","1,038","0,001","-0,001","1,009","-0,002","0,000","1,001","-0,004","0,002","1,060","-0,002","-0,004","0,941","0,002","0,004","0,956","0,006","0,007","1,026"
16,"-0,002","-0,012","1,031","-0,001","0,000","1,009","0,002","0,001","1,005","0,000","-0,007","1,066","-0,002","-0,002","0,945","0,004","0,007","0,962","-0,001","0,006","1,027"
17,"-0,004","-0,003","1,031","-0,004","-0,002","1,005","0,001","0,003","1,001","-0,002","-0,003","1,060","0,002","0,001","0,937","-0,002","0,003","0,966","-0,005","0,010","1,024"
18,"0,000","-0,006","1,029","0,002","-0,003","1,011","-0,004","-0,001","1,001","0,000","-0,009","1,063","-0,003","0,003","0,948","0,000","0,003","0,958","-0,003","0,006","1,023"
19,"-0,001","0,001","1,029","-0,001","-0,007","1,011","-0,006","-0,008","1,006","-0,008","-0,001","1,062","-0,006","-0,004","0,941","0,002","0,005","0,957","-0,003","0,001","1,028"
20,"-0,002","0,000","1,030","-0,002","-0,003","1,007","-0,004","-0,003","1,001","-0,006","-0,002","1,061","0,001","-0,005","0,947","-0,004","-0,003","0,952","-0,003","-0,007","1,035"
21,"0,002","-0,002","1,025","0,002","-0,007","1,009","0,002","-0,006","1,003","-0,007","-0,001","1,064","0,003","0,001","0,943","0,004","-0,004","0,958","-0,003","0,004","1,029"
22,"0,003","-0,002","1,031","0,001","-0,004","1,008","0,002","0,000","1,002","0,000","-0,001","1,064","0,001","0,000","0,946","0,001","-0,004","0,958","-0,001","0,006","1,022"
23,"-0,003","-0,004","1,027","0,003","-0,003","1,005","-0,007","-0,002","1,006","-0,004","0,002","1,062","0,000","-0,001","0,938","0,002","0,004","0,963","0,005","0,000","1,026"
24,"-0,003","-0,002","1,032","0,001","-0,008","1,005","-0,001","-0,009","1,003","0,002","-0,003","1,065","0,005","-0,002","0,944","-0,004","-0,001","0,956","0,007","0,007","1,019"
25,"0,000","-0,005","1,031","0,003","-0,003","1,004","0,007","-0,007","1,002","-0,002","-0,006","1,062","0,001","-0,005","0,946","-0,004","-0,002","0,959","0,009","0,010","1,020"
26,"-0,004","-0,007","1,028","-0,002","-0,001","1,005","0,009","-0,005","1,002","-0,001","-0,006","1,064","0,006","0,002","0,944","-0,003","-0,001","0,958","0,004","0,002","1,019"
27,"0,000","-0,009","1,026","-0,003","-0,002","1,007","0,004","-0,009","1,003","-0,001","0,000","1,060","0,003","-0,005","0,944","-0,006","-0,003","0,964","0,007","0,003","1,024"
28,"-0,004","-0,004","1,033","-0,006","-0,005","1,007","-0,003","0,000","1,003","0,000","0,001","1,062","0,004","-0,002","0,948","0,001","0,000","0,952","0,005","-0,003","1,029"
29,"0,001","0,000","1,027","-0,002","-0,004","1,012","-0,002","0,007","1,007","0,002","-0,002","1,070","-0,002","0,003","0,944","-0,002","-0,001","0,958","-0,003","-0,006","1,031"
30,"-0,005","0,001","1,025","-0,002","-0,003","1,007","0,003","0,005","1,006","-0,002","0,001","1,064","0,000","-0,003","0,943","0,002","-0,002","0,958","0,006","0,013","1,027"
31,"-0,002","0,005","1,027","-0,002","-0,001","1,006","0,003","-0,001","1,006","-0,005","0,002","1,063","-0,002","0,002","0,944","0,001","0,000","0,955","0,009","0,006","1,023"
32,"0,005","-0,002","1,027","0,001","0,003","1,007","0,001","0,001","1,003","-0,003","0,006","1,061","0,002","-0,001","0,947","0,002","0,001","0,962","0,008","0,007","1,025"
33,"0,001","0,010","1,024","0,002","0,000","1,009","0,003","-0,003","1,004","-0,002","0,012","1,057","0,003","-0,001","0,946","0,004","0,000","0,964","-0,001","0,001","1,023"
34,"0,002","0,000","1,028","0,004","0,006","1,001","-0,005","-0,001","0,995","0,001","0,002","1,063","0,001","0,003","0,946","0,000","-0,001","0,965","0,007","0,007","1,021"
35,"-0,005","0,005","1,028","0,003","-0,002","1,008","-0,001","0,002","1,001","0,002","0,004","1,063","-0,001","-0,005","0,945","0,000","0,000","0,957","0,003","0,006","1,024"
36,"0,000","-0,001","1,025","0,003","0,000","1,004","0,003","0,000","1,004","0,000","-0,002","1,060","0,003","-0,004","0,949","-0,003","-0,005","0,956","0,002","0,013","1,023"
37,"0,003","0,001","1,030","0,004","-0,003","1,008","0,001","-0,005","1,005","0,004","-0,001","1,071","-0,001","0,000","0,945","0,000","-0,003","0,958","0,005","0,011","1,021"
38,"-0,004","-0,004","1,033","0,000","0,000","1,005","0,002","-0,001","1,003","-0,001","-0,001","1,074","-0,003","-0,002","0,943","0,000","-0,004","0,954","0,003","0,010","1,021"
39,"-0,003","0,003","1,033","0,001","0,001","1,009","-0,003","-0,001","1,006","0,000","-0,001","1,062","0,004","-0,005","0,945","0,002","0,003","0,958","0,012","0,013","1,021"
40,"0,002","-0,007","1,031","-0,001","0,001","1,008","-0,004","0,005","1,005","-0,005","0,000","1,070","0,001","-0,001","0,947","-0,005","-0,001","0,955","0,008","0,011","1,023"
41,"0,000","-0,011","1,034","0,000","0,001","1,014","0,000","-0,001","1,002","-0,002","0,001","1,067","-0,004","-0,004","0,938","-0,002","-0,004","0,956","0,003","0,011","1,023"
42,"-0,002","0,000","1,032","-0,002","0,003","1,007","0,002","0,002","1,007","-0,009","-0,001","1,062","-0,002","0,002","0,943","0,001","0,001","0,962","0,000","0,010","1,028"
43,"-0,006","-0,005","1,023","0,000","-0,002","1,009","0,005","-0,001","1,003","-0,009","-0,003","1,064","-0,002","-0,001","0,948","-0,002","-0,003","0,955","-0,001","0,008","1,034"
44,"-0,003","-0,004","1,028","-0,001","0,005","1,011","-0,001","0,002","1,004","-0,007","0,000","1,062","0,001","0,003","0,946","-0,001","0,001","0,967","0,004","0,003","1,035"
