Index,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
0,"0,992","-0,124","-0,016","0,000","0,996","-0,080","0,026","0,000","0,996","-0,079","0,043","0,000","0,977","-0,214","-0,018","0,000","0,875","0,480","0,066","0,000","0,870","0,465","-0,161","0,000","0,980","-0,187","0,063","0,000"
1,"0,992","-0,127","-0,014","0,000","0,996","-0,080","0,026","0,000","0,996","-0,079","0,043","0,000","0,976","-0,218","-0,018","0,000","0,875","0,480","0,066","0,000","0,870","0,465","-0,161","0,000","0,980","-0,188","0,064","0,000"
2,"0,992","-0,127","-0,013","0,000","0,996","-0,080","0,026","0,000","0,996","-0,079","0,043","0,000","0,976","-0,218","-0,018","0,000","0,875","0,480","0,066","0,000","0,870","0,465","-0,161","0,000","0,980","-0,190","0,064","0,000"
3,"0,992","-0,127","-0,013","0,000","0,997","-0,079","0,025","0,000","0,996","-0,077","0,043","0,000","0,977","-0,215","-0,018","0,000","0,874","0,481","0,065","0,000","0,870","0,465","-0,161","0,000","0,980","-0,189","0,063","0,000"
4,"0,992","-0,127","-0,012","0,000","0,997","-0,079","0,025","0,000","0,996","-0,077","0,043","0,000","0,977","-0,215","-0,015","0,000","0,875","0,480","0,065","0,000","0,871","0,466","-0,159","0,000","0,980","-0,189","0,063","0,000"
5,"0,992","-0,126","-0,012","0,000","0,997","-0,079","0,025","0,000","0,996","-0,077","0,043","0,000","0,977","-0,215","-0,015","0,000","0,875","0,481","0,063","0,000","0,870","0,465","-0,161","0,000","0,980","-0,187","0,063","0,000"
6,"0,992","-0,127","-0,012","0,000","0,997","-0,079","0,025","0,000","0,996","-0,077","0,043","0,000","0,976","-0,216","-0,015","0,000","0,875","0,480","0,065","0,000","0,870","0,465","-0,161","0,000","0,980","-0,188","0,063","0,000"
7,"0,992","-0,126","-0,012","0,000","0,997","-0,079","0,025","0,000","0,996","-0,077","0,042","0,000","0,976","-0,216","-0,015","0,000","0,875","0,481","0,063","0,000","0,871","0,465","-0,161","0,000","0,980","-0,187","0,063","0,000"
8,"0,992","-0,127","-0,012","0,000","0,997","-0,079","0,025","0,000","0,996","-0,077","0,042","0,000","0,976","-0,216","-0,015","0,000","0,874","0,481","0,063","0,000","0,871","0,465","-0,161","0,000","0,980","-0,187","0,063","0,000"
9,"0,992","-0,126","-0,012","0,000","0,997","-0,078","0,025","0,000","0,996","-0,077","0,042","0,000","0,977","-0,214","-0,018","0,000","0,875","0,481","0,063","0,000","0,870","0,465","-0,161","0,000","0,980","-0,187","0,063","0,000"
10,"0,992","-0,124","-0,014","0,000","0,997","-0,076","0,023","0,000","0,996","-0,074","0,041","0,000","0,977","-0,212","-0,019","0,000","0,873","0,483","0,063","0,000","0,870","0,466","-0,163","0,001","0,980","-0,190","0,062","0,000"
11,"0,993","-0,121","-0,014","0,000","0,997","-0,077","0,025","0,000","0,996","-0,077","0,041","0,000","0,977","-0,214","-0,017","0,000","0,875","0,481","0,063","0,000","0,870","0,465","-0,161","0,000","0,980","-0,192","0,059","-0,001"
12,"0,992","-0,124","-0,013","0,000","0,997","-0,075","0,027","0,000","0,996","-0,080","0,041","0,000","0,976","-0,216","-0,015","0,000","0,875","0,479","0,065","-0,001","0,869","0,467","-0,162","0,001","0,980","-0,189","0,060","-0,001"
13,"0,992","-0,126","-0,012","0,000","0,997","-0,078","0,027","0,000","0,996","-0,077","0,040","0,000","0,976","-0,217","-0,018","0,000","0,874","0,481","0,063","0,000","0,869","0,469","-0,161","0,000","0,980","-0,187","0,062","0,000"
14,"0,992","-0,123","-0,013","0,000","0,997","-0,077","0,024","0,000","0,996","-0,079","0,042","0,000","0,977","-0,215","-0,016","0,000","0,875","0,480","0,061","0,001","0,870","0,467","-0,161","0,000","0,980","-0,189","0,062","0,000"
15,"0,992","-0,126","-0,011","0,000","0,996","-0,080","0,025","0,000","0,996","-0,076","0,042","0,000","0,976","-0,216","-0,014","0,001","0,875","0,481","0,064","0,000","0,870","0,466","-0,163","0,001","0,980","-0,188","0,060","-0,001"
16,"0,992","-0,126","-0,014","0,000","0,997","-0,077","0,025","0,000","0,996","-0,074","0,044","0,000","0,976","-0,217","-0,011","0,001","0,875","0,479","0,066","-0,002","0,870","0,466","-0,161","0,000","0,980","-0,191","0,060","-0,001"
17,"0,992","-0,128","-0,012","0,000","0,997","-0,078","0,022","0,000","0,996","-0,077","0,043","0,000","0,976","-0,216","-0,014","0,001","0,875","0,481","0,064","0,000","0,869","0,468","-0,159","-0,001","0,980","-0,188","0,061","0,000"
18,"0,992","-0,125","-0,012","0,000","0,997","-0,076","0,023","0,000","0,996","-0,079","0,041","0,000","0,977","-0,214","-0,016","0,000","0,874","0,482","0,062","0,001","0,870","0,466","-0,161","0,000","0,980","-0,188","0,058","-0,001"
19,"0,992","-0,128","-0,013","0,000","0,997","-0,078","0,024","0,000","0,996","-0,076","0,041","0,000","0,977","-0,214","-0,018","0,000","0,874","0,481","0,064","0,000","0,869","0,468","-0,162","0,000","0,980","-0,187","0,061","0,000"
20,"0,992","-0,125","-0,014","0,000","0,997","-0,076","0,026","0,000","0,996","-0,076","0,044","0,000","0,976","-0,216","-0,019","0,000","0,875","0,480","0,063","0,000","0,870","0,467","-0,160","0,000","0,980","-0,186","0,064","0,000"
21,"0,992","-0,127","-0,012","0,000","0,997","-0,077","0,028","0,000","0,996","-0,074","0,041","0,000","0,977","-0,214","-0,019","0,000","0,874","0,481","0,064","0,000","0,869","0,466","-0,163","0,001","0,980","-0,188","0,062","0,000"
22,"0,992","-0,129","-0,011","0,000","0,997","-0,076","0,025","0,000","0,996","-0,074","0,044","0,000","0,976","-0,216","-0,019","0,000","0,875","0,480","0,066","-0,002","0,868","0,468","-0,162","0,000","0,980","-0,187","0,064","0,000"
23,"0,992","-0,127","-0,013","0,000","0,997","-0,078","0,027","0,000","0,996","-0,077","0,044","0,000","0,977","-0,214","-0,018","0,000","0,874","0,481","0,064","0,000","0,869","0,466","-0,163","0,001","0,980","-0,189","0,063","0,000"
24,"0,992","-0,125","-0,011","0,000","0,997","-0,078","0,025","0,000","0,996","-0,078","0,041","0,000","0,976","-0,216","-0,016","0,000","0,875","0,481","0,062","0,001","0,870","0,466","-0,160","0,000","0,980","-0,188","0,060","0,000"
25,"0,992","-0,128","-0,012","0,000","0,997","-0,078","0,027","0,000","0,996","-0,079","0,038","0,000","0,976","-0,216","-0,013","0,001","0,874","0,482","0,063","0,000","0,871","0,464","-0,162","0,001","0,981","-0,185","0,060","0,000"
26,"0,992","-0,125","-0,012","0,000","0,997","-0,077","0,025","0,000","0,996","-0,081","0,040","0,000","0,977","-0,213","-0,014","0,001","0,875","0,480","0,062","0,000","0,870","0,466","-0,161","0,000","0,980","-0,188","0,062","0,000"
27,"0,992","-0,127","-0,012","0,000","0,996","-0,080","0,025","0,000","0,996","-0,079","0,041","0,000","0,976","-0,215","-0,015","0,000","0,874","0,481","0,065","-0,001","0,871","0,464","-0,161","0,000","0,981","-0,185","0,062","0,000"
28,"0,992","-0,125","-0,013","0,000","0,996","-0,081","0,023","0,000","0,996","-0,076","0,040","0,000","0,977","-0,213","-0,016","0,000","0,873","0,482","0,066","-0,002","0,870","0,466","-0,161","0,000","0,981","-0,185","0,065","0,001"
29,"0,992","-0,123","-0,015","0,000","0,997","-0,078","0,025","0,000","0,996","-0,077","0,042","0,000","0,977","-0,214","-0,019","0,000","0,875","0,481","0,065","-0,001","0,871","0,464","-0,162","0,001","0,980","-0,187","0,064","0,000"
30,"0,992","-0,123","-0,015","0,000","0,997","-0,078","0,025","0,000","0,996","-0,077","0,042","0,000","0,977","-0,214","-0,019","0,000","0,874","0,481","0,065","-0,001","0,871","0,465","-0,162","0,001","0,980","-0,187","0,064","0,000"
31,"0,992","-0,123","-0,015","0,000","0,997","-0,078","0,025","0,000","0,996","-0,078","0,042","0,000","0,977","-0,214","-0,018","0,000","0,875","0,481","0,065","-0,001","0,871","0,465","-0,162","0,001","0,980","-0,187","0,064","0,000"
