Index,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
10,"0,974","-0,227","-0,005","-0,001","0,984","-0,180","-0,017","0,000","0,983","-0,179","0,049","0,000","0,835","0,530","-0,151","0,002","0,894","0,444","0,055","-0,001","0,878","0,451","-0,163","-0,001","0,810","0,572","0,131","0,001"
11,"0,974","-0,224","-0,003","0,000","0,983","-0,182","-0,016","0,000","0,983","-0,177","0,048","0,000","0,836","0,528","-0,150","0,001","0,895","0,442","0,053","0,000","0,877","0,452","-0,161","-0,002","0,811","0,571","0,129","0,002"
12,"0,975","-0,222","-0,002","0,000","0,984","-0,180","-0,015","0,000","0,984","-0,174","0,048","0,001","0,837","0,527","-0,151","0,002","0,894","0,444","0,052","0,000","0,878","0,450","-0,162","-0,001","0,811","0,570","0,131","0,001"
13,"0,975","-0,224","-0,004","0,000","0,983","-0,182","-0,013","0,000","0,983","-0,177","0,047","0,000","0,836","0,528","-0,153","0,003","0,895","0,442","0,052","0,000","0,879","0,448","-0,163","-0,001","0,812","0,568","0,132","0,000"
14,"0,975","-0,221","-0,004","0,000","0,984","-0,179","-0,014","0,000","0,983","-0,178","0,045","0,000","0,836","0,528","-0,151","0,001","0,894","0,444","0,052","0,000","0,880","0,447","-0,162","-0,001","0,811","0,570","0,132","-0,001"
15,"0,975","-0,223","-0,006","-0,001","0,983","-0,182","-0,014","0,000","0,982","-0,181","0,046","0,000","0,836","0,528","-0,149","0,000","0,895","0,442","0,052","0,000","0,879","0,447","-0,164","0,000","0,812","0,568","0,132","-0,001"
16,"0,974","-0,225","-0,005","0,000","0,984","-0,179","-0,014","0,000","0,983","-0,178","0,046","0,000","0,835","0,529","-0,149","0,000","0,894","0,444","0,051","0,001","0,880","0,446","-0,162","-0,001","0,812","0,569","0,130","0,001"
17,"0,974","-0,227","-0,003","0,000","0,984","-0,178","-0,017","0,000","0,983","-0,176","0,048","0,000","0,834","0,531","-0,149","0,000","0,895","0,443","0,053","-0,001","0,879","0,447","-0,164","0,000","0,812","0,568","0,132","-0,001"
18,"0,974","-0,225","-0,005","0,000","0,984","-0,177","-0,014","0,000","0,983","-0,179","0,049","0,000","0,835","0,530","-0,148","0,000","0,894","0,444","0,052","0,000","0,878","0,449","-0,165","0,000","0,811","0,570","0,131","0,000"
19,"0,975","-0,223","-0,003","0,000","0,984","-0,179","-0,012","0,000","0,982","-0,181","0,049","0,000","0,835","0,530","-0,150","0,001","0,895","0,443","0,050","0,001","0,879","0,447","-0,164","0,000","0,810","0,572","0,132","0,000"
20,"0,974","-0,226","-0,003","0,000","0,984","-0,178","-0,014","0,000","0,983","-0,179","0,049","0,000","0,836","0,528","-0,152","0,003","0,894","0,444","0,052","0,000","0,878","0,448","-0,166","0,001","0,811","0,570","0,132","0,000"
21,"0,975","-0,223","-0,003","0,000","0,983","-0,181","-0,015","0,000","0,982","-0,181","0,050","0,000","0,837","0,527","-0,150","0,002","0,895","0,442","0,053","0,000","0,879","0,447","-0,164","0,000","0,811","0,571","0,129","0,002"
22,"0,974","-0,225","-0,005","0,000","0,984","-0,178","-0,016","0,000","0,983","-0,179","0,048","0,000","0,836","0,528","-0,149","0,000","0,894","0,444","0,052","0,000","0,878","0,449","-0,165","0,001","0,812","0,569","0,131","0,000"
23,"0,974","-0,226","-0,002","0,000","0,984","-0,176","-0,014","0,000","0,983","-0,180","0,045","-0,001","0,837","0,527","-0,150","0,001","0,894","0,444","0,054","-0,001","0,878","0,450","-0,163","-0,001","0,812","0,568","0,133","-0,001"
24,"0,974","-0,224","-0,004","0,000","0,984","-0,179","-0,013","0,000","0,982","-0,183","0,045","-0,001","0,836","0,528","-0,149","0,000","0,895","0,444","0,052","0,000","0,878","0,448","-0,165","0,001","0,812","0,569","0,131","0,000"
25,"0,975","-0,222","-0,005","-0,001","0,983","-0,181","-0,013","0,000","0,983","-0,180","0,046","0,000","0,836","0,529","-0,146","-0,001","0,895","0,442","0,054","-0,001","0,878","0,450","-0,163","-0,001","0,812","0,568","0,133","-0,001"
26,"0,974","-0,225","-0,004","0,000","0,984","-0,179","-0,013","0,000","0,983","-0,179","0,048","0,000","0,836","0,529","-0,149","0,000","0,895","0,444","0,052","0,000","0,878","0,449","-0,166","0,001","0,814","0,566","0,131","0,000"
27,"0,974","-0,227","-0,003","0,000","0,984","-0,177","-0,016","0,000","0,983","-0,180","0,045","-0,001","0,834","0,530","-0,150","0,001","0,896","0,442","0,052","0,000","0,879","0,448","-0,164","0,000","0,812","0,568","0,132","0,000"
28,"0,974","-0,224","-0,003","0,000","0,984","-0,176","-0,013","0,000","0,983","-0,177","0,046","0,000","0,835","0,529","-0,148","0,000","0,895","0,444","0,052","0,000","0,878","0,450","-0,162","-0,001","0,812","0,569","0,130","0,001"
29,"0,974","-0,225","0,000","0,001","0,984","-0,177","-0,015","0,000","0,983","-0,178","0,049","0,000","0,834","0,531","-0,150","0,001","0,894","0,446","0,050","0,001","0,878","0,449","-0,165","0,000","0,812","0,569","0,132","-0,001"
30,"0,974","-0,225","-0,001","0,001","0,984","-0,178","-0,015","0,000","0,983","-0,178","0,049","0,000","0,834","0,531","-0,150","0,000","0,894","0,445","0,051","0,001","0,878","0,449","-0,165","0,000","0,812","0,569","0,132","-0,001"
31,"0,974","-0,225","-0,001","0,000","0,984","-0,178","-0,015","0,000","0,983","-0,178","0,049","0,000","0,834","0,530","-0,150","0,000","0,894","0,445","0,051","0,001","0,878","0,449","-0,164","0,000","0,812","0,569","0,132","0,000"
32,"0,974","-0,225","-0,001","0,000","0,984","-0,178","-0,015","0,000","0,983","-0,178","0,049","0,000","0,834","0,530","-0,149","0,000","0,894","0,445","0,051","0,001","0,878","0,449","-0,164","0,000","0,812","0,569","0,132","0,000"
33,"0,974","-0,225","-0,001","0,000","0,984","-0,178","-0,015","0,000","0,983","-0,179","0,049","0,000","0,835","0,530","-0,149","0,000","0,894","0,445","0,051","0,001","0,878","0,449","-0,164","0,000","0,812","0,569","0,132","0,000"
34,"0,974","-0,225","-0,002","0,000","0,984","-0,177","-0,014","0,000","0,983","-0,179","0,049","0,000","0,835","0,530","-0,149","0,000","0,894","0,445","0,051","0,001","0,879","0,448","-0,164","0,000","0,811","0,569","0,132","0,000"
35,"0,974","-0,225","-0,002","0,000","0,984","-0,177","-0,014","0,000","0,983","-0,179","0,048","0,000","0,835","0,530","-0,150","0,000","0,894","0,445","0,051","0,001","0,879","0,448","-0,164","0,000","0,811","0,570","0,132","0,000"
36,"0,974","-0,225","-0,002","0,000","0,984","-0,177","-0,014","0,000","0,983","-0,179","0,048","0,000","0,835","0,530","-0,150","0,001","0,894","0,444","0,051","0,001","0,879","0,448","-0,164","0,000","0,811","0,570","0,131","0,000"
37,"0,974","-0,225","-0,002","0,000","0,984","-0,178","-0,014","0,000","0,983","-0,179","0,048","0,000","0,835","0,530","-0,150","0,001","0,894","0,444","0,051","0,000","0,879","0,448","-0,164","0,000","0,811","0,570","0,131","0,000"
38,"0,974","-0,225","-0,003","0,000","0,984","-0,177","-0,014","0,000","0,983","-0,180","0,048","0,000","0,835","0,530","-0,150","0,001","0,895","0,444","0,051","0,000","0,879","0,448","-0,164","0,000","0,811","0,570","0,131","0,000"
39,"0,974","-0,225","-0,003","0,000","0,984","-0,178","-0,014","0,000","0,983","-0,179","0,048","0,000","0,835","0,529","-0,150","0,001","0,895","0,444","0,051","0,000","0,879","0,448","-0,164","0,000","0,811","0,570","0,131","0,000"
40,"0,974","-0,225","-0,003","0,000","0,984","-0,178","-0,014","0,000","0,983","-0,179","0,048","0,000","0,835","0,530","-0,150","0,001","0,895","0,444","0,051","0,000","0,879","0,449","-0,164","0,000","0,811","0,570","0,132","0,000"
41,"1,000","0,002","-0,002","0,003","1,000","0,001","-0,001","0,003","1,000","0,002","0,000","0,003","1,000","0,000","-0,002","0,003","1,000","-0,001","0,002","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","-0,001","0,003"
42,"1,000","0,002","0,001","0,003","1,000","-0,001","0,004","0,003","1,000","0,002","0,000","0,003","1,000","0,000","0,001","0,003","1,000","-0,002","0,002","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,000","0,003"
43,"1,000","0,001","0,002","0,003","1,000","-0,001","0,004","0,003","1,000","0,002","0,000","0,003","1,000","-0,002","0,001","0,003","1,000","-0,003","0,002","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,000","0,003"
44,"1,000","0,001","0,001","0,003","1,000","0,001","0,002","0,003","1,000","0,002","0,000","0,003","1,000","-0,002","0,001","0,003","1,000","-0,002","0,002","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","-0,001","0,003"
45,"1,000","0,000","0,001","0,003","1,000","0,000","0,002","0,003","1,000","0,002","0,000","0,003","1,000","-0,002","0,001","0,003","1,000","-0,002","0,002","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","-0,001","0,003"
46,"1,000","0,001","0,001","0,003","1,000","0,000","0,001","0,003","1,000","0,002","-0,001","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,002","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","-0,001","0,003"
47,"1,000","0,000","0,001","0,003","1,000","0,000","0,001","0,003","1,000","0,002","-0,001","0,003","1,000","-0,002","0,001","0,003","1,000","-0,001","0,002","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","-0,001","0,003"
48,"1,000","0,000","0,001","0,003","1,000","0,000","0,000","0,003","1,000","0,002","-0,001","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","-0,001","0,003"
49,"1,000","0,000","0,001","0,003","1,000","0,000","0,000","0,003","1,000","0,001","-0,001","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","-0,001","0,003"
50,"1,000","0,000","0,001","0,003","1,000","0,000","0,000","0,003","1,000","0,001","-0,001","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","-0,002","0,003"
51,"1,000","0,002","-0,002","0,003","1,000","0,000","-0,003","0,003","1,000","0,003","-0,003","0,003","1,000","-0,004","0,000","0,003","1,000","0,002","0,002","0,003","1,000","-0,004","0,003","0,003","1,000","-0,003","-0,003","0,003"
52,"1,000","0,000","0,000","0,003","1,000","0,002","0,000","0,003","1,000","0,002","-0,001","0,003","1,000","-0,001","0,000","0,003","1,000","-0,001","0,000","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","-0,002","0,003"
53,"1,000","0,002","-0,002","0,003","1,000","0,002","0,002","0,003","1,000","-0,001","0,001","0,003","1,000","-0,002","0,002","0,003","1,000","-0,004","0,001","0,003","1,000","-0,001","-0,002","0,003","1,000","-0,002","0,000","0,003"
54,"1,000","0,002","0,001","0,003","1,000","0,001","0,000","0,003","1,000","-0,003","-0,002","0,003","1,000","0,000","0,000","0,003","1,000","-0,001","0,002","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,001","0,003"
55,"1,000","0,000","-0,001","0,003","1,000","0,000","-0,003","0,003","1,000","0,000","-0,001","0,003","1,000","0,000","-0,003","0,003","1,000","-0,001","-0,001","0,003","1,000","-0,004","0,000","0,003","1,000","-0,002","0,003","0,003"
56,"1,000","-0,002","-0,003","0,003","1,000","0,001","0,000","0,003","1,000","0,001","-0,004","0,003","1,000","-0,003","-0,001","0,003","1,000","-0,001","0,002","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003"
57,"1,000","0,001","-0,001","0,003","1,000","0,003","0,002","0,003","1,000","-0,001","-0,002","0,003","1,000","0,000","-0,001","0,003","1,000","-0,001","-0,001","0,003","1,000","-0,004","0,001","0,003","1,000","0,002","0,000","0,003"
58,"1,000","-0,002","-0,002","0,003","1,000","0,002","-0,001","0,003","1,000","0,000","-0,004","0,003","1,000","-0,001","-0,004","0,003","1,000","-0,001","0,002","0,003","1,000","-0,002","0,003","0,003","1,000","0,001","-0,003","0,003"
59,"1,000","0,000","0,000","0,003","1,000","0,000","0,001","0,003","1,000","-0,001","-0,001","0,003","1,000","0,000","-0,001","0,003","1,000","0,001","0,004","0,003","1,000","0,001","0,001","0,003","1,000","0,001","0,000","0,003"
60,"1,000","0,003","-0,001","0,003","1,000","0,003","0,001","0,003","1,000","0,003","-0,001","0,003","1,000","0,000","0,002","0,003","1,000","-0,001","0,002","0,003","1,000","0,001","-0,002","0,003","1,000","-0,002","0,001","0,003"
61,"1,000","0,000","0,000","0,002","1,000","0,006","0,000","0,003","1,000","0,000","0,001","0,003","1,000","0,001","0,000","0,003","1,000","0,002","0,000","0,003","1,000","0,004","-0,003","0,003","1,000","0,000","-0,001","0,003"
62,"1,000","-0,002","0,002","0,002","1,000","0,003","-0,001","0,003","1,000","0,002","-0,002","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,002","0,003","1,000","0,002","-0,001","0,003","1,000","0,001","0,002","0,003"
63,"1,000","0,000","0,000","0,002","1,000","0,005","0,002","0,003","1,000","-0,001","0,000","0,003","1,000","-0,001","-0,002","0,003","1,000","0,001","0,000","0,003","1,000","-0,001","0,000","0,003","1,000","-0,002","0,003","0,003"
64,"1,000","0,003","0,000","0,002","1,000","0,003","-0,001","0,003","1,000","0,002","-0,001","0,003","1,000","0,000","0,001","0,003","1,000","0,000","0,003","0,003","1,000","0,002","0,000","0,003","1,000","0,001","0,003","0,003"
65,"1,000","0,000","0,000","0,002","1,000","0,000","0,000","0,003","1,000","0,004","-0,003","0,003","1,000","0,002","0,004","0,003","1,000","-0,001","0,000","0,003","1,000","-0,001","0,000","0,003","1,000","0,001","0,000","0,003"
66,"1,000","-0,003","0,001","0,002","1,000","0,003","0,002","0,003","1,000","0,001","-0,002","0,003","1,000","-0,001","0,002","0,003","1,000","0,001","0,002","0,003","1,000","0,002","-0,001","0,003","1,000","0,002","-0,003","0,003"
67,"1,000","0,000","-0,001","0,002","1,000","0,000","0,001","0,003","1,000","-0,002","-0,001","0,003","1,000","0,002","0,001","0,003","1,000","-0,001","0,000","0,003","1,000","-0,001","-0,001","0,003","1,000","0,003","0,000","0,003"
68,"1,000","0,003","-0,002","0,002","1,000","0,003","0,001","0,003","1,000","0,000","-0,003","0,003","1,000","-0,001","0,002","0,003","1,000","0,001","-0,002","0,003","1,000","0,000","0,001","0,003","1,000","0,001","-0,001","0,003"
69,"1,000","0,000","0,000","0,002","1,000","0,005","-0,001","0,003","1,000","0,001","-0,001","0,003","1,000","-0,004","0,002","0,003","1,000","-0,001","0,001","0,003","1,000","-0,002","0,004","0,003","1,000","0,004","-0,001","0,003"
70,"1,000","0,001","-0,003","0,003","1,000","0,002","0,000","0,003","1,000","-0,002","-0,001","0,003","1,000","-0,004","0,005","0,003","1,000","-0,001","0,004","0,003","1,000","-0,001","0,001","0,003","1,000","0,001","0,000","0,003"
71,"1,000","0,001","-0,003","0,003","1,000","0,002","0,000","0,003","1,000","-0,002","-0,001","0,003","1,000","-0,004","0,004","0,003","1,000","-0,001","0,003","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,000","0,003"
72,"1,000","0,000","-0,003","0,003","1,000","0,002","0,000","0,003","1,000","-0,002","-0,001","0,003","1,000","-0,003","0,004","0,003","1,000","-0,001","0,003","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,000","0,003"
73,"1,000","0,001","-0,003","0,003","1,000","0,002","0,000","0,003","1,000","-0,001","-0,001","0,003","1,000","-0,003","0,004","0,003","1,000","-0,001","0,003","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,000","0,003"
74,"1,000","0,001","-0,003","0,003","1,000","0,002","0,000","0,003","1,000","-0,001","-0,001","0,003","1,000","-0,003","0,003","0,003","1,000","-0,001","0,003","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,000","0,003"
75,"1,000","0,001","-0,003","0,003","1,000","0,002","0,000","0,003","1,000","-0,001","-0,001","0,003","1,000","-0,003","0,003","0,003","1,000","-0,001","0,002","0,003","1,000","-0,002","0,001","0,003","1,000","0,000","0,001","0,003"
76,"1,000","0,000","-0,003","0,003","1,000","0,002","0,001","0,003","1,000","-0,001","-0,001","0,003","1,000","-0,003","0,003","0,003","1,000","-0,002","0,002","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,001","0,003"
77,"1,000","0,001","-0,002","0,003","1,000","0,002","0,000","0,003","1,000","-0,002","0,000","0,003","1,000","-0,003","0,003","0,003","1,000","-0,001","0,002","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","0,001","0,003"
78,"1,000","0,001","-0,002","0,003","1,000","0,002","0,000","0,003","1,000","-0,002","0,000","0,003","1,000","-0,003","0,002","0,003","1,000","-0,001","0,002","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","0,001","0,003"
79,"1,000","0,000","-0,002","0,003","1,000","0,002","0,000","0,003","1,000","-0,001","0,000","0,003","1,000","-0,003","0,002","0,003","1,000","-0,002","0,002","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","0,002","0,003"
80,"1,000","0,001","-0,002","0,003","1,000","0,002","0,000","0,003","1,000","-0,001","0,000","0,003","1,000","-0,003","0,002","0,003","1,000","-0,001","0,002","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","0,001","0,003"
81,"1,000","0,000","-0,002","0,002","1,000","0,003","0,001","0,003","1,000","-0,001","0,000","0,003","1,000","-0,002","0,002","0,003","1,000","-0,001","0,002","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","0,001","0,003"
82,"1,000","0,000","-0,002","0,002","1,000","0,002","0,001","0,003","1,000","0,000","0,000","0,003","1,000","-0,002","0,002","0,003","1,000","-0,001","0,002","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","0,001","0,003"
83,"1,000","0,000","-0,002","0,002","1,000","0,002","0,000","0,003","1,000","0,000","0,000","0,003","1,000","-0,002","0,002","0,003","1,000","-0,001","0,002","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","0,000","0,003"
84,"1,000","0,000","-0,002","0,002","1,000","0,002","0,001","0,003","1,000","0,000","-0,001","0,003","1,000","-0,002","0,002","0,003","1,000","0,000","0,002","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","0,000","0,003"
85,"1,000","0,000","-0,002","0,002","1,000","0,002","0,001","0,003","1,000","0,000","-0,001","0,003","1,000","-0,002","0,002","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","0,000","0,003"
86,"1,000","0,000","-0,001","0,002","1,000","0,002","0,000","0,003","1,000","0,000","-0,001","0,003","1,000","-0,002","0,002","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","0,000","0,003"
87,"1,000","0,000","-0,001","0,002","1,000","0,003","0,000","0,003","1,000","0,000","-0,001","0,003","1,000","-0,002","0,003","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","0,000","0,003"
88,"1,000","0,000","-0,001","0,002","1,000","0,003","0,000","0,003","1,000","0,000","-0,001","0,003","1,000","-0,001","0,003","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","-0,001","0,003"
89,"1,000","0,000","0,000","0,002","1,000","0,003","0,000","0,003","1,000","0,000","-0,001","0,003","1,000","-0,002","0,003","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","-0,001","0,003"
90,"1,000","0,000","0,000","0,002","1,000","0,003","0,000","0,003","1,000","0,000","-0,001","0,003","1,000","-0,001","0,003","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","0,001","0,000","0,003"
91,"1,000","0,000","0,000","0,002","1,000","0,003","0,001","0,003","1,000","0,000","-0,001","0,003","1,000","-0,001","0,002","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,000","0,003"
92,"1,000","0,000","-0,001","0,002","1,000","0,004","0,001","0,003","1,000","0,000","-0,001","0,003","1,000","-0,001","0,002","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,000","0,003"
93,"1,000","0,000","-0,001","0,002","1,000","0,004","0,000","0,003","1,000","0,000","0,000","0,003","1,000","-0,001","0,002","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,000","0,003"
94,"1,000","0,000","-0,001","0,002","1,000","0,004","0,000","0,003","1,000","0,001","-0,001","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,000","0,003"
95,"1,000","0,000","-0,001","0,002","1,000","0,004","0,001","0,003","1,000","0,001","-0,001","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,000","0,003"
96,"1,000","0,000","-0,001","0,002","1,000","0,004","0,001","0,003","1,000","0,001","-0,001","0,003","1,000","-0,002","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","0,001","0,003"
97,"1,000","0,000","-0,001","0,002","1,000","0,004","0,001","0,003","1,000","0,001","-0,001","0,003","1,000","-0,002","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","0,001","0,003"
98,"1,000","0,000","-0,001","0,002","1,000","0,004","0,001","0,003","1,000","0,001","-0,001","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","0,001","0,003"
99,"1,000","0,000","-0,002","0,002","1,000","0,004","0,000","0,003","1,000","0,001","-0,001","0,003","1,000","-0,002","0,000","0,003","1,000","-0,001","0,002","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","0,001","0,003"
100,"1,000","0,001","-0,001","0,002","1,000","0,004","0,001","0,003","1,000","0,001","-0,001","0,003","1,000","-0,001","0,000","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,000","0,003","1,000","0,000","0,001","0,003"
101,"1,000","0,001","-0,001","0,002","1,000","0,004","0,001","0,003","1,000","0,001","-0,001","0,003","1,000","-0,001","0,000","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,001","0,003"
102,"1,000","0,000","-0,001","0,002","1,000","0,003","0,000","0,003","1,000","0,001","-0,001","0,003","1,000","-0,001","0,000","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,000","0,003"
103,"1,000","0,000","-0,001","0,002","1,000","0,003","0,001","0,003","1,000","0,001","-0,001","0,003","1,000","-0,001","0,000","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,001","0,003","1,000","0,000","0,000","0,003"
104,"1,000","0,000","-0,001","0,002","1,000","0,003","0,000","0,003","1,000","0,001","-0,001","0,003","1,000","-0,002","0,000","0,003","1,000","-0,001","0,001","0,003","1,000","-0,001","0,002","0,003","1,000","0,000","0,000","0,003"
