Index,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z
0,"0,001","-0,002","1,021","0,000","-0,007","1,000","0,002","-0,003","1,001","0,003","-0,005","0,888","-0,001","0,004","0,951","-0,006","-0,001","0,962","-0,002","-0,002","0,949"
1,"0,005","-0,008","1,028","-0,002","-0,006","1,003","0,002","-0,002","1,006","0,005","-0,004","0,892","-0,002","0,006","0,951","0,000","-0,001","0,963","-0,004","-0,002","0,947"
2,"0,001","-0,004","1,027","-0,001","-0,001","1,003","-0,002","-0,003","0,997","0,003","-0,003","0,885","-0,002","0,004","0,953","0,002","-0,003","0,964","-0,004","-0,001","0,946"
3,"0,005","-0,003","1,027","0,000","-0,005","1,003","-0,005","-0,001","1,003","0,005","-0,001","0,885","0,000","0,000","0,946","0,004","-0,005","0,961","-0,007","0,000","0,952"
4,"0,002","-0,002","1,025","-0,003","0,000","1,001","-0,003","0,002","1,004","0,005","0,001","0,888","-0,001","-0,001","0,951","0,000","0,000","0,961","-0,005","-0,004","0,944"
5,"0,003","0,000","1,024","-0,003","0,001","1,004","-0,002","0,002","1,007","0,004","-0,002","0,892","0,000","0,003","0,948","0,003","0,002","0,962","-0,004","-0,001","0,954"
6,"0,001","0,001","1,031","-0,006","-0,001","1,003","-0,004","0,002","1,007","0,008","0,001","0,886","0,005","0,000","0,949","0,003","-0,003","0,960","-0,003","-0,001","0,951"
7,"0,000","0,003","1,025","0,001","-0,005","1,004","-0,005","0,007","1,003","0,001","-0,003","0,889","-0,003","-0,002","0,945","-0,002","0,004","0,964","-0,005","-0,001","0,948"
8,"0,000","0,004","1,031","0,000","-0,005","0,999","-0,003","0,006","0,999","0,000","0,002","0,892","0,002","0,003","0,945","0,001","-0,002","0,960","-0,008","0,001","0,945"
9,"-0,001","0,000","1,031","0,000","-0,002","1,000","0,000","0,005","1,004","-0,002","0,003","0,888","-0,002","0,001","0,952","0,003","-0,001","0,960","-0,002","0,000","0,948"
10,"-0,003","0,001","1,027","-0,003","0,003","0,999","-0,002","0,001","1,001","-0,002","0,005","0,890","-0,002","0,001","0,948","0,000","0,001","0,965","-0,003","0,001","0,949"
11,"-0,004","0,001","1,030","0,001","0,003","1,004","0,001","0,003","1,004","-0,002","0,003","0,886","0,000","0,006","0,946","0,005","0,002","0,960","0,001","0,002","0,955"
12,"0,000","0,003","1,023","-0,002","0,007","1,007","0,005","-0,002","1,003","-0,002","0,002","0,890","-0,002","0,002","0,949","0,004","-0,001","0,963","0,000","0,004","0,950"
13,"0,001","-0,002","1,028","-0,004","-0,004","1,003","0,006","0,003","1,002","-0,002","0,004","0,882","0,002","0,004","0,951","0,002","0,001","0,962","0,004","0,002","0,952"
14,"-0,001","0,001","1,025","-0,004","0,008","1,005","0,000","0,006","1,004","-0,001","0,003","0,885","0,001","0,009","0,948","-0,002","0,004","0,965","0,003","0,001","0,947"
15,"0,000","0,001","1,022","-0,004","0,003","1,005","-0,001","0,006","1,003","-0,001","0,003","0,883","0,002","0,002","0,951","0,001","0,004","0,966","0,004","0,001","0,950"
16,"0,003","-0,002","1,027","-0,006","0,004","1,006","-0,002","0,010","1,001","0,000","0,002","0,886","0,001","0,004","0,953","0,001","-0,001","0,961","-0,001","0,005","0,948"
17,"-0,002","0,000","1,028","-0,001","0,001","0,999","-0,001","0,000","1,003","0,001","0,004","0,884","0,000","0,001","0,946","0,002","0,007","0,963","0,002","0,004","0,956"
18,"0,003","0,001","1,027","-0,001","-0,003","1,003","0,000","0,003","1,004","-0,004","0,002","0,891","0,004","0,000","0,948","0,003","0,004","0,967","-0,004","0,001","0,950"
19,"-0,003","0,006","1,027","0,000","-0,006","1,002","0,002","0,008","1,008","0,002","0,000","0,885","0,004","0,000","0,949","-0,004","0,002","0,964","-0,002","0,003","0,948"
20,"0,000","0,003","1,029","0,000","0,001","0,999","0,000","0,002","1,007","0,001","0,006","0,892","0,001","0,001","0,945","-0,001","0,002","0,964","0,001","0,000","0,954"
21,"0,001","-0,003","1,026","-0,003","0,000","1,002","-0,002","0,002","1,004","0,006","0,000","0,890","-0,003","-0,002","0,946","0,002","-0,005","0,963","-0,004","-0,002","0,946"
22,"0,004","-0,003","1,026","-0,001","0,001","1,004","-0,004","0,004","1,003","0,006","-0,003","0,892","0,001","-0,002","0,948","0,005","-0,003","0,958","-0,005","0,001","0,953"
23,"0,002","-0,004","1,029","-0,003","-0,002","1,000","-0,002","0,003","1,001","0,003","0,005","0,889","-0,003","0,002","0,948","0,003","-0,003","0,959","-0,005","-0,002","0,947"
24,"0,007","0,003","1,023","0,000","0,003","1,001","0,000","0,003","1,000","0,000","0,003","0,889","-0,001","0,004","0,949","-0,003","0,000","0,966","-0,005","0,000","0,953"
25,"0,002","-0,004","1,028","-0,002","0,000","1,000","-0,001","0,002","1,005","0,001","-0,002","0,888","-0,002","0,003","0,947","0,003","0,000","0,961","-0,001","0,000","0,950"
26,"-0,002","0,000","1,026","0,002","0,002","1,002","-0,004","0,003","0,996","0,004","-0,003","0,888","-0,002","0,000","0,948","-0,002","-0,002","0,957","-0,004","-0,001","0,951"
27,"0,005","-0,002","1,026","-0,001","0,002","1,004","0,002","0,001","1,001","0,006","0,001","0,884","-0,002","0,000","0,949","0,004","0,003","0,964","0,001","0,001","0,950"
28,"0,000","0,002","1,026","-0,004","-0,001","1,005","0,002","-0,002","1,004","-0,003","0,003","0,890","0,001","0,002","0,949","0,000","0,001","0,961","-0,003","0,005","0,955"
29,"0,005","-0,008","1,023","0,001","-0,003","1,002","-0,002","0,000","1,003","0,001","-0,001","0,894","0,001","0,002","0,945","-0,003","-0,001","0,962","-0,002","0,001","0,952"
30,"0,000","0,000","1,025","-0,006","0,004","1,004","0,000","0,004","1,010","0,000","0,003","0,897","0,002","-0,004","0,946","-0,001","0,003","0,963","0,001","0,000","0,950"
31,"-0,003","-0,001","1,022","-0,002","-0,006","1,000","0,003","-0,001","1,005","0,002","0,005","0,889","-0,002","0,006","0,950","0,002","-0,002","0,961","-0,005","0,000","0,954"
32,"0,000","0,002","1,029","-0,004","-0,001","1,001","-0,003","0,000","1,003","0,004","0,001","0,885","-0,001","0,002","0,947","0,000","0,004","0,966","-0,002","0,002","0,949"
33,"0,001","0,001","1,029","0,001","0,000","0,999","0,003","0,002","1,002","0,003","0,007","0,894","0,000","-0,002","0,952","-0,002","0,001","0,956","-0,002","-0,005","0,942"
34,"0,000","0,007","1,027","-0,001","0,005","0,998","-0,002","-0,001","1,002","-0,002","0,001","0,890","0,001","0,006","0,948","0,002","0,003","0,962","0,000","0,000","0,949"
35,"-0,002","0,003","1,029","0,003","0,004","1,001","0,002","0,002","1,000","-0,001","0,000","0,889","0,001","0,000","0,944","0,000","0,003","0,963","-0,001","0,000","0,954"
36,"0,001","0,000","1,026","0,000","-0,002","1,000","0,000","-0,001","1,004","-0,001","-0,002","0,885","0,003","-0,004","0,945","0,003","0,005","0,967","0,002","0,001","0,948"
37,"-0,005","0,005","1,030","0,003","0,000","1,000","0,000","-0,002","1,003","-0,002","0,000","0,890","0,001","0,003","0,951","0,003","-0,001","0,957","-0,004","0,003","0,951"
38,"-0,001","-0,004","1,032","-0,001","0,003","1,000","0,004","0,006","1,001","0,000","-0,002","0,890","0,001","0,001","0,948","-0,001","-0,003","0,963","-0,001","-0,002","0,948"
39,"-0,001","-0,004","1,030","0,000","-0,001","1,003","0,001","-0,002","1,005","0,002","0,004","0,888","0,001","-0,001","0,949","0,003","0,001","0,962","0,001","-0,001","0,944"
40,"-0,002","0,003","1,018","-0,001","0,002","1,001","0,001","0,005","1,002","0,000","0,004","0,889","0,000","0,000","0,950","0,001","0,002","0,962","0,001","0,001","0,947"
41,"0,005","-0,005","1,029","-0,002","-0,003","1,005","-0,003","0,006","1,007","0,001","0,002","0,884","0,002","-0,002","0,942","-0,001","0,000","0,963","0,002","0,002","0,950"
42,"0,004","0,000","1,024","-0,002","0,004","1,002","-0,003","-0,001","1,003","0,000","-0,002","0,888","0,001","-0,001","0,945","-0,002","0,001","0,963","0,001","0,003","0,953"
43,"0,004","-0,002","1,027","-0,001","-0,001","0,999","-0,001","0,006","1,004","0,006","0,002","0,889","-0,004","0,001","0,948","0,004","0,002","0,964","-0,004","0,001","0,946"
