Index,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
0,"-0,001","-0,089","-0,038","-0,453","-0,241","-0,245","-0,104","-0,154","-0,503","0,035","-0,104","0,205","0,752","-0,024","0,048","0,590","0,061","0,186","0,078","0,157","0,257"
1,"-0,123","0,067","0,036","-0,324","-0,207","-0,135","-0,109","-0,168","-0,562","0,157","-0,089","0,120","0,748","-0,056","-0,004","0,706","-0,075","0,148","0,169","0,047","-0,045"
2,"-0,246","-0,047","0,075","-0,202","-0,034","-0,195","-0,099","-0,199","-0,430","-0,025","0,064","0,018","0,885","-0,121","0,100","0,831","-0,126","0,128","0,213","-0,102","-0,175"
3,"-0,306","-0,106","-0,099","0,038","-0,056","-0,267","-0,211","-0,050","-0,331","-0,028","-0,158","-0,200","0,818","-0,072","0,074","0,816","-0,175","0,160","-0,004","-0,285","-0,469"
4,"-0,425","-0,167","-0,466","-0,091","-0,206","-0,341","-0,206","-0,155","-0,243","-0,029","-0,160","-0,420","1,002","-0,148","0,036","0,764","-0,202","0,096","-0,204","-0,373","-0,608"
5,"-0,180","-0,208","-0,579","-0,030","-0,090","-0,380","-0,207","0,023","-0,286","-0,274","-0,159","-0,639","0,860","-0,032","-0,100","0,669","-0,257","0,197","-0,336","-0,192","-0,775"
6,"-0,120","-0,169","-0,463","-0,034","-0,167","-0,421","-0,230","-0,107","-0,567","-0,518","-0,191","-0,688","0,555","0,038","-0,050","0,684","-0,208","0,164","-0,528","-0,301","-0,830"
7,"-0,121","-0,109","-0,290","-0,267","-0,051","-0,250","-0,039","-0,081","-0,463","-0,397","-0,160","-0,858","0,123","-0,048","-0,109","0,537","-0,085","0,056","-0,511","-0,206","-0,674"
8,"-0,244","-0,224","-0,252","-0,267","-0,051","-0,250","-0,206","-0,036","-0,272","-0,214","-0,260","-0,571","0,064","0,066","-0,032","0,486","-0,198","0,203","-0,238","-0,109","-0,406"
9,"-0,243","-0,186","-0,329","-0,209","-0,011","-0,329","-0,065","-0,100","-0,016","-0,270","-0,052","-0,048","-0,064","-0,005","-0,122","0,332","-0,159","0,078","0,304","0,002","0,110"
10,"-0,241","-0,382","-0,713","-0,016","0,039","-0,165","-0,222","0,278","1,038","-0,265","0,306","0,372","-0,049","-0,075","-0,006","0,017","0,074","-0,056","0,238","0,186","0,651"
11,"-0,119","-0,364","-0,654","-0,077","0,098","-0,179","-0,152","0,187","1,180","-0,204","0,257","0,626","-0,293","-0,204","-0,052","-0,769","-0,039","-0,015","-0,145","0,156","0,498"
12,"-0,061","-0,245","-0,307","-0,256","-0,056","-0,058","-0,045","0,142","0,993","-0,449","0,074","0,679","-0,656","-0,221","-0,015","-1,275","0,169","-0,160","-0,364","0,077","0,141"
13,"-0,185","-0,145","-0,020","-0,253","0,020","-0,017","-0,166","0,203","0,989","-0,511","0,040","0,629","-0,594","-0,101","0,050","-1,238","0,233","-0,275","-0,400","-0,113","-0,171"
14,"-0,063","-0,223","-0,057","-0,246","-0,061","0,135","-0,134","0,117","0,629","-0,328","0,071","0,459","-0,918","0,006","-0,067","-1,479","0,506","-0,428","-0,225","-0,098","-0,271"
15,"0,061","-0,226","-0,249","-0,185","-0,062","0,131","-0,064","0,204","0,729","-0,146","0,017","0,272","-1,083","-0,157","0,048","-1,493","0,662","-0,540","-0,216","-0,171","-0,156"
16,"0,062","-0,305","-0,479","0,180","-0,010","0,093","-0,166","0,085","1,017","-0,212","-0,257","-0,131","-0,782","-0,059","0,036","-1,733","1,054","-0,627","-0,640","-0,209","-0,085"
17,"0,123","-0,286","-0,421","0,059","-0,008","0,100","-0,115","0,174","0,866","-0,334","-0,207","-0,385","-1,077","-0,209","0,080","-1,498","1,141","-0,503","-0,717","-0,353","-0,203"
18,"-0,059","-0,324","-0,538","-0,181","0,072","0,154","-0,094","0,416","1,875","-0,393","-0,037","-0,352","-0,770","-0,162","0,101","-1,432","1,184","-0,749","-0,644","-0,344","-0,073"
19,"0,245","-0,267","-0,362","-0,117","-0,028","0,245","-0,046","0,439","2,495","-0,085","0,248","-0,254","-0,760","-0,582","0,005","-2,058","0,673","-0,554","-0,449","-0,340","0,045"
20,"0,183","-0,324","-0,343","-0,178","0,148","0,195","0,075","0,615","2,443","-0,084","0,250","-0,034","-1,125","-0,515","0,062","-3,232","0,838","-0,840","-0,166","-0,075","0,354"
21,"0,119","-0,185","0,060","-0,056","-0,087","0,259","0,117","0,380","2,244","-0,206","0,187","0,305","-1,127","-0,632","-0,009","-3,255","0,618","-0,613","0,130","0,201","0,798"
22,"0,180","-0,011","0,194","-0,117","0,089","0,209","0,176","0,194","1,466","-0,326","0,208","0,660","-1,184","-0,602","0,049","-3,252","1,148","-0,837","-0,036","0,354","0,939"
23,"0,178","-0,029","0,329","-0,357","0,111","0,281","0,101","0,211","1,280","-0,206","0,053","0,543","-0,865","-0,859","0,044","-2,749","0,529","-0,402","-0,237","0,317","0,768"
24,"0,237","0,070","0,618","-0,289","0,320","0,341","0,003","0,343","1,570","0,159","-0,101","0,644","-0,668","-1,121","0,052","-2,381","0,648","-0,283","0,110","0,210","0,579"
25,"0,113","0,190","0,963","-0,235","-0,067","0,327","0,110","0,299","1,384","-0,024","-0,033","0,526","-0,838","-0,431","-0,085","-2,081","0,453","-0,327","0,143","-0,054","0,377"
26,"0,236","0,149","0,849","-0,353","0,012","0,375","0,128","0,111","0,861","-0,084","0,018","0,492","-0,578","-0,573","-0,013","-1,612","0,149","-0,345","0,064","-0,094","0,196"
