Index,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z
0,"89,984","-9,925","-12,528","28,238","0,227","-0,057","89,545","-4,892","-11,443","94,797","12,102","-7,757","69,228","3,329","0,951","76,492","16,980","-9,915","100,647","12,131","-9,116"
1,"90,379","-9,696","-12,348","28,466","-0,048","0,012","89,586","-4,946","-11,584","95,159","11,908","-7,896","68,964","3,475","0,908","76,431","17,170","-9,937","100,814","12,258","-8,932"
2,"90,487","-9,738","-12,379","28,466","-0,048","0,012","89,692","-4,989","-11,665","95,203","11,912","-7,905","69,022","3,483","0,904","76,497","17,123","-9,955","100,928","12,322","-8,998"
3,"90,416","-9,760","-12,383","28,235","-0,048","0,012","89,302","-5,001","-11,549","94,953","11,927","-7,912","69,047","3,454","0,914","76,554","17,123","-9,976","100,583","12,258","-8,932"
4,"90,444","-9,739","-12,359","28,283","-0,048","0,012","89,642","-4,880","-11,608","95,031","11,899","-7,898","69,272","3,418","0,998","76,554","17,123","-9,976","100,803","12,284","-8,979"
5,"90,366","-9,767","-12,356","28,216","-0,048","0,012","89,498","-4,880","-11,560","95,007","11,909","-7,911","69,215","3,371","1,014","76,627","17,035","-9,969","100,619","12,257","-8,940"
6,"90,379","-9,747","-12,328","28,235","-0,090","0,023","89,660","-4,825","-11,587","95,050","11,887","-7,937","69,234","3,392","1,036","76,627","17,035","-9,969","100,773","12,264","-8,927"
7,"90,314","-9,724","-12,329","28,216","-0,048","0,012","89,612","-4,846","-11,565","95,040","11,902","-7,911","69,104","3,347","1,041","76,629","17,007","-9,932","100,794","12,245","-8,960"
8,"90,363","-9,713","-12,336","28,264","-0,048","0,012","89,616","-4,885","-11,622","95,088","11,902","-7,911","69,111","3,361","1,036","76,589","17,040","-9,931","100,842","12,303","-9,003"
9,"90,322","-9,729","-12,337","28,177","-0,048","0,012","89,616","-4,885","-11,622","95,020","11,908","-7,918","69,120","3,361","1,037","76,529","17,041","-9,930","100,755","12,303","-9,003"
10,"90,876","-9,909","-12,539","28,182","0,256","-0,151","89,154","-5,288","-11,635","95,198","11,835","-7,740","69,039","3,596","0,727","76,888","17,328","-10,350","100,621","12,452","-9,486"
11,"90,465","-9,711","-12,364","27,931","0,089","-0,061","89,664","-4,961","-11,647","94,888","11,780","-7,610","69,115","3,453","0,910","76,555","17,154","-10,086","100,541","12,349","-9,158"
12,"90,996","-9,552","-12,414","28,140","0,320","-0,182","89,978","-4,439","-11,552","95,303","11,708","-7,427","69,393","3,092","1,389","76,549","17,046","-9,935","101,002","12,369","-9,241"
13,"90,417","-9,553","-12,284","27,920","0,109","-0,068","89,811","-4,443","-11,511","94,871","11,786","-7,618","68,985","3,279","1,101","76,476","17,089","-9,991","100,646","12,197","-8,679"
14,"90,587","-10,043","-12,530","28,232","0,063","-0,041","89,341","-4,760","-11,503","95,100","11,927","-7,946","68,891","3,361","0,986","77,018","17,220","-10,206","100,803","12,252","-8,871"
15,"90,765","-9,439","-12,310","28,140","-0,225","0,115","89,422","-4,792","-11,531","95,174","11,943","-7,976","68,940","3,472","0,854","76,821","17,072","-9,993","100,390","12,133","-8,490"
16,"90,336","-9,639","-12,297","28,033","0,059","-0,034","89,259","-4,930","-11,534","94,755","11,772","-7,560","68,916","3,270","1,103","76,534","17,027","-9,920","100,496","12,319","-9,095"
17,"90,267","-9,571","-12,251","28,346","0,065","-0,036","89,343","-4,919","-11,546","95,324","11,773","-7,561","69,131","3,512","0,821","76,246","17,182","-10,117","100,556","12,303","-9,055"
18,"90,288","-9,453","-12,202","28,651","0,130","-0,071","89,514","-4,294","-11,389","95,362","11,745","-7,495","69,553","3,286","1,150","76,495","16,895","-9,740","100,915","12,225","-8,812"
19,"90,742","-9,210","-12,198","28,377","-0,005","0,002","89,593","-4,833","-11,568","95,377","11,830","-7,704","69,151","3,496","0,835","76,661","16,950","-9,827","100,790","12,261","-8,926"
20,"90,291","-9,481","-12,215","28,125","0,166","-0,091","89,185","-5,032","-11,534","94,957","11,859","-7,778","68,978","3,425","0,899","76,050","16,884","-9,710","100,333","12,280","-8,982"
21,"90,498","-10,044","-12,505","28,399","0,020","-0,011","89,480","-4,671","-11,488","95,409","12,045","-8,219","68,883","3,367","0,955","76,296","16,948","-9,806","100,824","12,233","-8,834"
22,"90,238","-9,642","-12,280","28,329","0,314","-0,170","89,939","-4,867","-11,654","95,028","11,857","-7,768","69,480","3,411","0,971","76,512","16,859","-9,692","100,972","12,424","-9,451"
23,"90,688","-10,022","-12,548","28,321","0,012","-0,008","89,462","-4,615","-11,470","95,251","12,102","-8,357","68,929","3,220","1,146","77,001","16,857","-9,712","100,734","12,234","-8,831"
24,"90,669","-9,396","-12,276","28,059","-0,142","0,075","89,266","-5,231","-11,613","95,054","12,043","-8,211","68,995","3,441","0,878","76,686","16,704","-9,485","100,403","12,281","-8,980"
25,"90,243","-9,829","-12,362","28,326","0,022","-0,011","89,344","-4,967","-11,550","95,125","12,067","-8,260","69,077","3,302","1,060","76,157","16,706","-9,467","100,476","12,281","-8,980"
26,"90,186","-9,813","-12,339","28,129","-0,209","0,114","89,246","-4,893","-11,509","95,050","12,049","-8,210","68,947","3,461","0,852","76,321","16,888","-9,734","100,445","12,164","-8,603"
27,"90,273","-9,876","-12,381","28,208","0,085","-0,042","89,641","-4,930","-11,610","94,847","11,977","-8,031","69,159","3,169","1,247","76,613","17,040","-9,967","100,750","12,352","-9,210"
28,"90,430","-9,898","-12,423","28,473","0,246","-0,127","89,204","-4,878","-11,499","95,191","11,795","-7,589","69,049","3,395","0,954","76,403","17,195","-10,177","100,881","12,322","-9,114"
29,"90,232","-9,482","-12,203","28,215","0,084","-0,039","89,670","-4,485","-11,488","95,075","11,755","-7,487","69,195","3,525","0,814","76,320","17,215","-10,200","100,760","12,203","-8,728"
30,"90,202","-9,492","-12,200","28,239","0,064","-0,028","89,642","-4,530","-11,495","95,085","11,753","-7,483","69,141","3,508","0,827","76,284","17,224","-10,212","100,785","12,205","-8,740"
31,"90,254","-9,468","-12,203","28,213","0,055","-0,024","89,623","-4,519","-11,489","95,084","11,751","-7,483","69,086","3,513","0,816","76,342","17,219","-10,206","100,762","12,193","-8,699"
32,"90,293","-9,479","-12,220","28,235","0,080","-0,038","89,589","-4,564","-11,500","95,112","11,751","-7,488","69,081","3,512","0,821","76,360","17,192","-10,165","100,770","12,208","-8,740"
33,"90,295","-9,499","-12,234","28,217","0,059","-0,028","89,593","-4,550","-11,501","95,073","11,758","-7,509","69,126","3,489","0,857","76,369","17,193","-10,163","100,722","12,202","-8,716"
34,"90,314","-9,515","-12,250","28,208","0,085","-0,042","89,549","-4,591","-11,509","95,046","11,758","-7,510","69,114","3,483","0,867","76,425","17,182","-10,145","100,700","12,218","-8,762"
35,"90,356","-9,508","-12,263","28,192","0,060","-0,028","89,508","-4,638","-11,521","95,058","11,780","-7,559","69,099","3,476","0,885","76,442","17,150","-10,099","100,668","12,217","-8,764"
36,"90,384","-9,515","-12,276","28,224","0,075","-0,037","89,505","-4,638","-11,524","95,093","11,787","-7,578","69,105","3,438","0,939","76,451","17,121","-10,055","100,709","12,232","-8,814"
