Index,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
0,"0,987","-0,160","0,008","0,000","0,993","-0,113","0,026","0,000","0,994","-0,108","0,030","0,000","0,966","-0,257","-0,011","0,000","0,868","0,496","0,041","0,000","0,865","0,488","-0,117","0,000","0,971","-0,230","0,066","0,000"
1,"0,986","-0,164","0,008","0,000","0,993","-0,114","0,026","0,000","0,993","-0,109","0,032","0,000","0,966","-0,257","-0,011","0,000","0,868","0,495","0,041","0,000","0,865","0,488","-0,117","0,000","0,970","-0,231","0,070","0,000"
2,"0,986","-0,164","0,008","0,000","0,993","-0,114","0,026","0,000","0,993","-0,109","0,034","0,000","0,966","-0,257","-0,011","0,000","0,868","0,495","0,042","0,000","0,865","0,488","-0,116","0,000","0,970","-0,231","0,070","0,000"
3,"0,987","-0,161","0,007","0,000","0,993","-0,114","0,026","0,000","0,994","-0,108","0,034","0,000","0,966","-0,257","-0,011","0,000","0,867","0,496","0,041","0,000","0,865","0,488","-0,117","0,000","0,971","-0,231","0,068","0,000"
4,"0,987","-0,161","0,008","0,000","0,993","-0,114","0,026","0,000","0,994","-0,108","0,034","0,000","0,966","-0,257","-0,011","0,000","0,867","0,496","0,042","0,000","0,865","0,487","-0,118","0,000","0,971","-0,231","0,068","0,000"
5,"0,987","-0,161","0,008","0,000","0,993","-0,113","0,026","0,000","0,994","-0,107","0,032","0,000","0,966","-0,257","-0,011","0,000","0,867","0,496","0,041","0,000","0,865","0,488","-0,117","0,000","0,971","-0,230","0,068","0,000"
6,"0,987","-0,161","0,008","0,000","0,993","-0,114","0,026","0,000","0,994","-0,108","0,032","0,000","0,966","-0,257","-0,011","0,000","0,867","0,496","0,041","0,000","0,865","0,488","-0,117","0,000","0,971","-0,230","0,068","0,000"
7,"0,987","-0,161","0,008","0,000","0,993","-0,114","0,026","0,000","0,994","-0,108","0,032","0,000","0,967","-0,255","-0,011","0,000","0,867","0,496","0,041","0,000","0,865","0,488","-0,117","0,000","0,971","-0,230","0,066","0,000"
8,"0,987","-0,162","0,008","0,000","0,993","-0,114","0,026","0,000","0,994","-0,108","0,032","0,000","0,967","-0,255","-0,011","0,000","0,867","0,496","0,041","0,000","0,865","0,488","-0,118","0,000","0,971","-0,230","0,066","0,000"
9,"0,987","-0,161","0,008","0,000","0,993","-0,114","0,026","0,000","0,994","-0,108","0,032","0,000","0,967","-0,255","-0,011","0,000","0,867","0,496","0,041","0,000","0,865","0,488","-0,118","0,000","0,971","-0,230","0,066","0,000"
10,"0,987","-0,162","0,010","0,000","0,993","-0,115","0,023","0,000","0,994","-0,107","0,030","0,000","0,967","-0,254","-0,008","0,001","0,868","0,494","0,043","-0,001","0,864","0,489","-0,116","-0,001","0,970","-0,233","0,066","0,000"
