Index,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z
28,"-0,353","-0,010","-0,221","-0,165","0,009","-0,333","-0,127","0,043","0,021","0,232","0,038","-0,362","0,033","0,089","-0,002","-0,118","-0,024","-0,006","-0,066","-0,073","0,096"
29,"-0,132","0,134","0,067","-0,077","-0,016","-0,153","-0,249","0,096","-0,009","0,435","0,064","-0,281","0,037","0,014","-0,044","0,019","-0,020","-0,065","-0,374","-0,026","-0,023"
30,"0,100","0,276","0,218","0,025","0,018","-0,301","-0,065","0,022","0,104","0,197","0,031","0,097","0,097","0,014","-0,040","0,132","-0,117","-0,061","-0,308","0,057","0,149"
31,"0,407","0,198","0,214","0,033","0,089","-0,254","-0,065","-0,031","0,134","0,088","0,109","0,163","0,098","0,073","-0,057","0,001","-0,037","0,018","-0,125","0,177","0,129"
32,"0,578","0,339","0,361","-0,068","-0,005","-0,094","-0,126","-0,031","0,135","-0,007","0,064","0,001","-0,012","-0,095","-0,207","-0,155","0,083","-0,081","-0,182","0,192","0,252"
33,"0,473","0,415","0,106","-0,111","0,080","0,022","-0,065","-0,009","0,051","0,021","-0,102","-0,153","-0,021","-0,121","-0,074","-0,053","0,053","0,025","-0,180","0,320","0,298"
34,"0,044","0,247","0,160","-0,031","0,043","0,143","-0,065","-0,062","0,082","0,105","-0,151","-0,350","0,024","0,064","0,131","-0,035","-0,047","-0,127","-0,186","0,177","0,131"
35,"-0,273","0,136","0,330","-0,120","0,068","-0,037","0,057","-0,061","0,081","-0,024","-0,223","-0,369","-0,045","0,155","0,227","0,001","-0,037","0,018","-0,007","0,101","0,012"
36,"-0,268","-0,082","0,306","-0,060","0,127","-0,058","0,056","-0,070","-0,055","0,189","-0,122","-0,246","-0,098","0,063","0,123","-0,041","-0,013","-0,077","0,121","0,123","0,189"
37,"0,040","-0,106","0,274","-0,111","0,080","0,022","-0,004","-0,009","0,051","0,234","-0,001","-0,030","-0,289","0,095","0,227","-0,082","-0,132","0,070","0,241","0,115","0,125"
38,"0,225","0,005","0,231","-0,121","0,128","-0,049","0,057","0,022","0,103","0,267","0,104","0,128","-0,269","-0,106","-0,033","0,066","-0,077","-0,021","0,242","0,001","0,200"
39,"0,541","-0,129","0,120","-0,120","0,068","-0,037","-0,004","0,075","0,072","0,174","0,020","0,298","-0,377","-0,098","-0,233","0,114","-0,134","0,022","0,364","0,062","0,189"
40,"0,547","0,141","-0,021","-0,041","0,031","0,084","-0,004","0,053","0,156","0,072","0,290","0,375","-0,315","-0,039","-0,246","0,060","-0,044","0,029","0,239","-0,013","0,079"
41,"0,596","0,036","0,176","0,053","-0,007","-0,112","0,058","0,084","0,208","0,089","0,050","0,178","-0,286","-0,039","0,201","0,143","-0,091","0,218","0,239","0,047","0,072"
42,"0,271","0,226","0,395","0,001","0,066","-0,056","-0,064","0,000","0,187","0,098","0,183","0,205","-0,262","0,288","0,682","0,204","-0,215","0,160","-0,064","-0,005","0,149"
43,"0,115","0,450","0,818","-0,022","0,055","0,202","0,057","0,075","0,072","0,219","0,121","0,198","-0,205","0,305","0,745","0,364","-0,109","0,037","-0,430","0,057","0,153"
44,"-0,024","0,560","1,025","0,055","0,137","0,299","0,057","-0,009","0,050","-0,103","0,098","0,140","-0,185","0,104","0,486","0,364","-0,109","0,037","-0,489","0,004","0,222"
45,"-0,147","0,505","1,044","0,097","0,112","0,172","-0,005","0,180","0,011","-0,213","0,176","0,206","-0,171","0,171","0,277","0,334","-0,035","-0,089","-0,422","0,147","0,387"
46,"-0,191","0,582","0,793","0,212","0,183","0,518","-0,066","0,127","0,042","-0,261","0,193","0,275","-0,270","0,204","-0,057","0,377","-0,176","-0,065","-0,175","0,161","0,501"
47,"0,246","0,205","0,749","0,203","0,171","0,458","-0,066","0,096","-0,011","-0,095","0,251","0,483","-0,334","-0,090","0,022","0,126","-0,083","-0,010","-0,169","0,001","0,705"
48,"0,557","0,099","0,692","0,084","0,053","0,500","-0,004","0,075","0,072","-0,021","0,167","0,877","-0,306","0,162","0,461","0,276","-0,288","0,070","0,135","0,000","0,695"
49,"0,877","0,127","0,496","0,116","0,076","0,302","-0,065","0,074","0,073","-0,296","0,206","1,050","-0,410","0,328","1,041","0,185","-0,090","0,002","0,076","-0,174","0,780"
50,"0,942","0,100","0,446","0,050","0,149","0,675","-0,005","0,127","0,042","-0,140","0,170","0,900","-0,380","0,211","0,632","-0,017","-0,055","0,100","-0,107","-0,173","0,785"
51,"0,256","0,203","0,613","-0,044","0,247","0,858","-0,066","0,180","0,011","0,007","0,001","0,722","-0,509","0,127","-0,117","0,036","-0,028","0,162","-0,114","-0,142","0,536"
52,"-0,111","0,334","0,584","-0,075","0,187","0,246","-0,127","0,043","0,021","-0,219","-0,076","0,210","-0,589","0,076","0,146","0,060","-0,044","0,029","-0,238","-0,210","0,486"
53,"0,483","-0,022","0,059","-0,060","0,127","-0,058","-0,127","0,043","0,021","-0,328","-0,018","-0,041","-0,385","0,169","0,707","0,038","-0,262","0,023","-0,240","-0,217","0,426"
54,"0,742","-0,185","-0,111","-0,170","0,021","0,043","-0,127","-0,040","-0,001","-0,356","0,148","0,113","-0,689","0,167","0,685","0,150","-0,124","0,167","-0,060","-0,051","0,277"
55,"0,482","-0,266","0,118","-0,121","0,128","-0,049","-0,004","0,022","0,103","-0,203","0,250","0,248","-0,745","0,209","0,606","0,037","-0,145","0,093","0,061","-0,112","0,281"
56,"0,401","-0,073","0,355","-0,231","0,022","0,052","0,058","-0,167","0,142","-0,058","0,219","0,356","-0,659","0,050","0,276","0,221","-0,080","0,147","0,122","0,009","0,265"
57,"0,617","0,046","0,724","-0,255","0,130","0,285","-0,004","-0,145","0,059","0,242","0,172","0,629","-0,577","-0,033","-0,012","0,221","-0,080","0,147","0,178","-0,134","0,096"
58,"0,276","0,403","1,131","-0,227","0,106","0,475","-0,065","-0,062","0,082","0,264","0,262","0,730","-0,495","-0,174","-0,284","0,155","-0,040","0,186","0,119","-0,005","0,144"
59,"-0,151","0,533","1,098","-0,264","0,118","0,226","0,119","-0,197","0,089","-0,010","0,222","0,603","-0,428","-0,073","-0,371","-0,023","-0,139","0,081","-0,188","-0,012","0,092"
60,"-0,415","0,329","0,562","-0,189","0,057","-0,087","-0,004","-0,145","0,059","0,111","0,140","0,279","-0,351","-0,198","-0,584","-0,016","-0,172","0,031","0,001","0,010","0,268"
61,"-0,615","0,044","0,005","-0,307","0,203","0,342","-0,003","-0,083","0,165","-0,287","-0,227","-0,122","-0,333","-0,206","-0,835","0,001","-0,037","0,018","-0,059","0,078","0,323"
62,"-0,663","-0,041","-0,161","-0,220","0,237","0,510","0,057","0,022","0,103","-0,455","-0,227","-0,345","-0,091","-0,263","-0,801","-0,111","-0,317","0,115","-0,304","0,071","0,270"
63,"-0,549","-0,173","-0,014","-0,134","0,068","0,279","-0,065","-0,062","0,082","-0,551","-0,213","-0,523","0,040","-0,062","-0,086","0,013","-0,246","0,157","-0,184","-0,058","0,221"
64,"-0,626","-0,198","0,200","-0,250","0,118","-0,090","0,117","0,066","-0,065","-0,347","-0,246","-0,426","0,042","0,114","-0,136","0,096","-0,151","0,105","-0,487","0,011","0,283"
65,"-0,556","-0,253","0,096","-0,190","0,117","-0,099","0,117","0,013","-0,034","-0,175","0,064","-0,222","0,100","-0,120","-0,065","0,031","-0,229","0,074","-0,550","-0,056","0,232"
66,"-0,241","-0,197","-0,046","-0,074","0,127","0,258","-0,004","-0,009","0,051","-0,033","0,171","0,171","0,165","-0,136","-0,119","0,227","-0,114","0,096","-0,485","-0,102","0,358"
67,"0,145","-0,142","-0,319","-0,143","0,057","0,220","0,056","-0,040","-0,003","-0,025","0,324","0,514","0,168","0,040","-0,169","0,048","-0,094","0,061","-0,428","-0,057","0,228"
68,"0,272","-0,114","-0,392","-0,152","0,045","0,161","0,117","-0,123","-0,025","0,035","0,342","0,818","0,093","0,031","0,019","0,113","-0,017","0,092","-0,123","0,003","0,211"
69,"0,516","-0,111","-0,375","-0,102","0,092","0,081","-0,065","-0,062","0,082","0,025","0,268","0,776","0,080","0,081","0,194","0,293","-0,153","0,057","-0,064","-0,065","0,156"
70,"0,559","0,003","-0,155","-0,041","0,031","0,084","-0,066","-0,123","-0,023","0,085","0,266","0,765","0,198","0,098","0,261","0,001","-0,037","0,018","0,121","0,002","0,204"
71,"0,357","0,005","0,104","0,030","-0,018","0,146","-0,005","0,013","-0,033","-0,041","-0,002","0,476","-0,059","0,147","0,419","-0,101","0,110","-0,019","-0,066","-0,133","0,103"
72,"-0,007","0,053","0,050","0,054","-0,066","-0,100","0,056","-0,237","-0,099","-0,087","-0,083","-0,072","-0,012","0,080","0,633","-0,577","0,044","-0,181","-0,138","-0,177","-0,258"
73,"-0,619","0,073","0,059","0,059","-0,138","-0,464","0,057","-0,259","-0,016","-0,124","-0,091","-0,577","-0,124","0,163","0,474","-0,524","0,189","-0,049","-0,260","-0,237","-0,247"
74,"-0,764","0,157","0,348","-0,079","-0,220","-0,552","-0,004","-0,207","-0,046","-0,089","-0,064","-0,720","-0,108","-0,021","0,273","-0,345","0,052","-0,084","-0,384","-0,244","-0,304"
75,"-0,471","0,110","0,534","0,041","-0,162","-0,582","-0,127","-0,071","-0,054","0,041","0,007","-0,701","-0,017","-0,137","-0,132","-0,339","0,136","-0,065","-0,323","-0,184","-0,313"
76,"-0,208","0,109","0,280","0,007","-0,066","-0,407","-0,067","0,035","-0,116","-0,014","-0,168","-0,643","-0,003","-0,129","-0,324","-0,303","0,028","0,010","-0,081","-0,131","-0,388"
77,"-0,046","-0,088","-0,225","0,049","-0,031","-0,547","-0,006","0,118","-0,094","0,092","-0,108","-0,423","-0,043","-0,213","-0,621","-0,219","0,006","-0,111","-0,022","-0,018","-0,465"
78,"-0,124","-0,127","-0,831","-0,112","-0,124","-0,377","-0,067","0,201","-0,072","0,011","-0,196","-0,512","0,135","-0,253","-0,533","-0,243","-0,095","-0,048","0,036","0,028","-0,595"
79,"-0,279","-0,244","-1,196","0,027","-0,162","-0,265","-0,127","0,263","0,034","0,014","-0,334","-0,797","0,176","0,006","-0,286","-0,125","0,009","0,045","0,159","0,095","-0,546"
80,"-0,274","-0,463","-1,220","0,120","-0,139","-0,473","-0,128","0,337","-0,081","-0,072","-0,245","-0,932","0,310","-0,101","-0,436","-0,071","-0,081","0,038","0,034","0,202","-0,678"
81,"-0,430","-0,239","-0,797","0,181","-0,260","-0,458","-0,006","0,118","-0,094","-0,227","-0,289","-1,082","0,250","-0,043","-0,457","-0,042","0,104","-0,007","-0,151","0,074","-0,718"
82,"-0,454","-0,207","-0,471","0,203","-0,152","0,083","0,055","-0,132","-0,161","-0,443","-0,251","-0,920","0,381","-0,017","-0,582","0,071","0,124","0,067","-0,275","0,007","-0,768"
83,"-0,273","-0,258","-0,430","0,125","-0,175","-0,026","0,055","-0,215","-0,182","-0,243","-0,087","-0,554","0,363","-0,009","-0,332","-0,084","0,245","-0,032","-0,210","-0,039","-0,641"
84,"-0,207","-0,231","-0,507","0,324","-0,154","0,065","0,055","0,004","-0,169","-0,214","0,215","-0,126","0,394","0,167","0,066","0,077","0,091","0,016","-0,262","0,058","-0,344"
85,"-0,031","-0,309","-0,384","0,259","-0,178","-0,361","0,116","-0,246","-0,235","-0,128","0,146","0,325","0,258","0,099","0,266","0,131","0,001","0,009","-0,260","0,005","-0,276"
86,"0,114","-0,149","-0,731","0,075","0,065","-0,381","-0,005","0,180","0,011","-0,163","0,120","0,468","0,372","0,192","0,375","0,109","-0,218","0,003","-0,075","0,012","-0,221"
87,"0,390","-0,234","-1,148","0,236","-0,189","-0,103","0,056","0,044","0,019","-0,032","0,132","0,502","0,311","0,133","0,387","-0,070","-0,199","-0,032","-0,005","-0,073","0,094"
88,"0,155","-0,294","-1,273","0,091","-0,139","0,160","-0,006","0,118","-0,094","-0,112","-0,015","0,429","0,198","0,098","0,261","-0,386","0,076","-0,178","0,054","-0,020","0,024"
89,"-0,117","-0,291","-0,883","0,049","-0,054","0,276","-0,188","0,043","0,021","-0,508","0,007","0,310","0,105","-0,078","-0,140","-0,519","0,273","-0,030","-0,064","0,116","0,134"
90,"-0,222","-0,255","-0,289","-0,023","0,114","0,190","-0,127","-0,040","-0,001","-0,268","-0,020","-0,052","0,118","-0,128","-0,316","-0,286","0,163","-0,003","-0,001","0,002","0,208"
91,"-0,532","-0,136","0,588","-0,180","0,069","-0,028","-0,004","-0,092","0,029","-0,172","-0,054","-0,191","-0,008","-0,112","-0,266","-0,053","0,053","0,025","-0,005","-0,012","0,087"
92,"-0,554","0,005","0,858","-0,155","-0,099","-0,250","0,117","0,013","-0,034","-0,041","-0,041","-0,157","-0,034","-0,012","0,085","-0,118","-0,024","-0,006","0,239","-0,013","0,079"
93,"-0,187","0,119","0,828","-0,113","-0,064","-0,389","-0,005","-0,268","-0,151","-0,029","-0,026","-0,099","0,063","0,148","0,428","-0,024","-0,021","0,151","0,113","-0,088","-0,031"
94,"-0,222","0,139","0,470","-0,234","-0,062","-0,371","0,056","-0,206","-0,046","0,028","0,090","-0,142","0,064","0,206","0,411","-0,125","0,009","0,045","0,113","0,033","-0,045"
95,"-0,373","-0,006","0,051","-0,197","-0,074","-0,123","0,117","-0,184","-0,130","0,209","0,027","-0,161","-0,036","0,122","0,110","-0,142","-0,126","0,058","0,167","-0,057","-0,282"
96,"-0,289","-0,092","-0,242","-0,169","-0,039","0,055","0,056","-0,101","-0,108","0,008","-0,058","-0,226","-0,094","0,046","0,064","-0,059","-0,031","0,006","0,231","0,079","-0,177"
97,"0,089","-0,171","-0,377","-0,160","-0,027","0,114","-0,005","-0,018","-0,086","0,009","-0,117","-0,211","-0,038","0,005","0,144","0,019","-0,020","-0,065","0,174","0,214","-0,069"
98,"0,116","-0,285","-0,729","-0,039","-0,089","0,107","-0,066","-0,018","-0,085","-0,191","-0,261","-0,261","-0,181","0,087","0,427","0,036","0,115","-0,078","0,113","0,154","-0,060"
99,"0,287","-0,335","-0,552","-0,007","-0,065","-0,091","0,056","0,044","0,019","-0,275","-0,232","-0,380","-0,127","0,238","0,515","0,191","-0,006","0,021","-0,009","0,034","-0,042"
100,"0,082","-0,251","-0,267","-0,067","-0,064","-0,082","-0,066","0,096","-0,011","-0,248","-0,398","-0,534","-0,168","0,037","0,252","0,059","0,074","0,099","-0,016","0,065","-0,291"
101,"0,108","-0,025","0,169","-0,025","-0,089","-0,209","0,055","0,088","-0,148","-0,386","-0,115","-0,646","-0,094","0,046","0,064","0,042","-0,061","0,112","-0,012","-0,042","-0,155"
102,"-0,082","0,083","0,235","-0,034","-0,101","-0,268","0,055","-0,048","-0,139","-0,318","0,017","-0,631","-0,137","-0,021","-0,174","0,011","0,131","0,055","0,049","0,019","-0,164"
103,"-0,489","0,018","-0,040","-0,026","-0,029","-0,221","0,056","0,097","-0,012","-0,341","0,026","-0,114","-0,134","-0,096","-0,216","-0,047","0,020","-0,026","0,292","0,078","-0,179"
104,"-0,395","-0,070","-0,469","0,079","0,089","0,054","-0,004","0,158","0,094","-0,162","0,041","0,167","-0,011","-0,037","-0,224","0,120","-0,050","0,041","0,231","0,079","-0,177"
105,"-0,425","-0,213","-0,879","0,036","0,173","0,169","-0,004","0,075","0,072","-0,293","0,048","0,449","0,092","-0,028","0,035","0,125","0,034","0,060","0,104","0,118","-0,363"
106,"-0,323","-0,207","-0,598","-0,024","0,174","0,178","-0,005","-0,070","-0,055","-0,248","0,169","0,665","-0,042","0,021","0,202","0,102","-0,067","0,123","-0,072","-0,034","-0,093"
107,"-0,290","-0,146","-0,214","-0,023","0,114","0,190","0,056","0,066","-0,064","-0,127","0,107","0,657","0,061","-0,028","0,478","0,120","-0,050","0,041","-0,134","0,019","-0,159"
108,"-0,057","-0,140","-0,060","-0,102","0,092","0,081","0,056","-0,154","-0,077","-0,085","0,326","0,526","0,010","0,055","0,323","0,351","-0,042","0,138","-0,131","0,034","-0,038"
109,"-0,125","-0,031","0,015","-0,068","-0,005","-0,094","0,119","-0,281","0,067","-0,381","0,196","0,298","-0,159","0,062","0,118","0,239","-0,063","0,064","-0,066","0,109","0,074"
110,"0,000","0,133","-0,061","-0,078","0,043","-0,165","0,056","-0,123","-0,024","-0,308","0,131","0,044","-0,039","-0,054","0,160","0,286","-0,003","0,177","-0,001","0,063","0,200"
111,"0,088","0,170","0,410","-0,180","0,069","-0,028","-0,005","0,013","-0,033","-0,119","0,260","0,036","0,028","0,047","0,073","-0,304","0,146","0,080","0,121","0,002","0,204"
112,"0,086","0,116","0,438","-0,264","0,059","0,238","-0,005","0,013","-0,033","-0,092","0,114","0,198","-0,099","0,004","0,139","-0,393","0,084","0,182","0,246","-0,044","0,329"
113,"0,217","0,061","0,339","-0,133","0,009","0,291","0,056","-0,040","-0,003","0,042","0,008","0,263","-0,173","-0,005","0,327","-0,374","-0,016","0,030","0,311","-0,030","0,448"
114,"0,030","0,087","0,380","-0,106","0,044","0,468","0,118","-0,092","0,028","0,070","-0,158","0,109","-0,050","0,113","0,302","-0,244","0,022","0,022","-0,177","-0,270","0,492"
115,"-0,021","0,084","0,239","-0,203","0,058","0,229","-0,004","-0,062","0,081","0,143","-0,223","-0,145","-0,094","0,046","0,064","-0,196","-0,035","0,065","-0,489","-0,056","0,230"
116,"-0,397","0,026","0,377","-0,240","0,010","-0,007","0,056","-0,101","-0,108","-0,361","-0,143","-0,515","-0,112","-0,180","-0,508","-0,183","-0,102","-0,036","-0,674","-0,184","0,189"
117,"-0,523","0,053","0,422","-0,193","-0,027","-0,510","-0,004","-0,176","0,007","-0,506","-0,112","-0,623","-0,103","-0,155","-0,642","-0,131","0,042","0,096","-0,675","-0,131","0,122"
118,"-0,314","0,131","0,053","-0,002","-0,078","-0,467","-0,127","-0,040","-0,001","-0,542","-0,079","-0,496","-0,100","-0,289","-0,667","-0,161","0,117","-0,030","-0,681","-0,032","-0,075"
119,"-0,363","-0,008","-0,085","-0,035","-0,041","-0,280","-0,004","-0,009","0,051","-0,416","0,130","-0,191","-0,058","-0,339","-0,396","-0,005","-0,121","-0,001","-0,317","0,020","-0,153"
120,"-0,411","-0,093","-0,251","0,047","0,065","0,252","-0,065","-0,062","0,082","-0,188","0,148","0,337","-0,092","-0,146","0,056","-0,075","-0,283","-0,050","-0,192","0,034","-0,036"
121,"-0,298","-0,035","-0,134","0,125","0,088","0,361","-0,127","0,043","0,021","-0,143","0,288","0,869","-0,021","-0,062","-0,090","0,049","-0,212","-0,008","-0,193","-0,034","-0,089"
122,"0,022","-0,007","-0,330","0,106","0,124","0,231","-0,066","0,127","0,042","-0,059","0,259","0,988","0,081","-0,405","-0,621","-0,016","-0,289","-0,039","-0,068","0,102","0,013"
123,"-0,339","-0,041","-0,411","-0,091","-0,016","0,164","-0,005","0,044","0,020","-0,142","0,229","0,884","0,022","-0,229","-0,675","0,139","-0,150","-0,111","-0,195","0,020","-0,157"
124,"-0,330","-0,097","-0,519","-0,041","0,091","0,072","-0,004","-0,092","0,029","-0,293","0,048","0,449","0,004","-0,280","-0,408","0,055","-0,128","0,010","0,050","-0,095","-0,089"
125,"-0,379","-0,427","-0,626","-0,041","0,031","0,084","-0,004","-0,062","0,081","-0,410","-0,106","-0,129","-0,164","0,020","0,193","0,096","-0,151","0,105","0,174","-0,088","-0,032"
126,"-0,170","-0,389","-0,147","-0,239","-0,050","0,004","0,055","-0,048","-0,139","-0,385","-0,174","-0,631","-0,041","0,080","0,185","0,131","0,001","0,009","0,355","-0,036","-0,106"
127,"0,137","-0,276","-0,181","-0,240","0,010","-0,007","0,117","-0,039","-0,003","-0,157","-0,196","-0,735","-0,119","0,146","0,415","0,327","0,116","0,031","-0,068","-0,080","0,035"
128,"0,208","-0,277","-0,312","-0,164","-0,051","-0,321","-0,066","-0,071","-0,054","0,127","-0,081","-0,566","-0,002","0,164","0,482","0,333","0,083","-0,020","-0,131","-0,087","-0,023"
129,"0,237","-0,134","0,098","-0,147","0,032","-0,215","-0,066","-0,123","-0,023","-0,136","-0,066","-0,002","-0,064","0,105","0,495","0,005","0,164","0,106","-0,005","-0,012","0,087"
130,"0,340","-0,073","0,350","-0,088","0,091","-0,236","-0,005","-0,237","-0,098","0,078","0,034","0,121","-0,054","0,130","0,361","0,309","0,099","0,113","-0,125","-0,126","0,166"
131,"0,135","0,255","0,576","-0,119","0,008","-0,026","0,056","-0,123","-0,024","0,041","0,067","0,248","-0,111","0,113","0,298","0,256","0,072","0,051","-0,062","0,003","0,210"
132,"-0,128","0,256","0,831","-0,050","0,019","0,025","0,056","-0,123","-0,024","-0,054","0,022","0,086","-0,107","0,038","0,256","0,245","-0,096","0,013","0,126","-0,158","0,408"
133,"-0,293","0,141","0,602","-0,022","-0,005","0,214","0,119","-0,197","0,089","-0,074","-0,127","0,001","0,027","-0,012","0,089","0,299","-0,187","0,006","0,124","-0,044","0,332"
134,"-0,512","0,105","0,258","0,028","0,102","0,122","-0,005","-0,070","-0,055","-0,122","-0,130","-0,245","-0,207","-0,047","-0,045","0,032","-0,346","0,005","0,065","0,024","0,387"
