Index,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z
20,"-20,501","5,224","1,548","-3,871","-2,650","0,128","71,214","-3,139","7,572","-8,653","9,569","1,201","-11,252","-0,008","0,361","73,007","9,256","-2,353","6,708","-1,464","0,056"
21,"-19,891","5,230","1,533","-3,608","-2,559","0,094","71,242","-2,883","7,144","-8,289","9,119","1,086","-11,082","0,424","0,470","72,933","8,915","-1,813","7,027","-1,593","0,074"
22,"-20,102","5,377","1,612","-3,520","-2,255","0,136","71,271","-2,990","7,328","-7,878","8,729","0,998","-11,331","0,257","0,443","72,800","9,197","-2,285","7,099","-1,928","0,117"
23,"-19,992","5,155","1,491","-3,649","-1,679","0,273","71,170","-3,309","7,832","-8,008","8,677","0,986","-11,181","0,529","0,517","72,839","8,973","-1,926","6,885","-1,662","0,086"
24,"-20,286","4,815","1,324","-3,656","-2,117","0,181","71,587","-3,024","7,462","-8,275","9,215","1,133","-11,214","0,383","0,486","73,124","9,265","-2,369","6,890","-1,321","0,045"
25,"-20,689","5,238","1,555","-3,712","-2,344","0,146","71,114","-3,212","7,641","-8,096","9,091","1,105","-11,203","0,396","0,493","73,152","9,096","-2,101","6,784","-1,645","0,086"
26,"-20,652","5,332","1,606","-3,694","-2,378","0,138","71,219","-3,138","7,544","-8,068","9,192","1,129","-11,830","0,347","0,524","73,006","9,191","-2,276","7,125","-1,654","0,089"
27,"-20,955","5,852","1,895","-4,041","-2,415","0,201","71,279","-3,298","7,838","-8,432","9,241","1,126","-12,177","-0,135","0,411","72,618","9,085","-2,162","6,898","-1,907","0,120"
28,"-20,580","6,313","2,126","-3,409","-2,314","0,097","71,535","-3,066","7,528","-7,967","8,807","1,019","-11,599","-0,316","0,313","73,203","9,100","-2,105","7,047","-2,213","0,159"
29,"-20,929","5,977","1,962","-3,509","-2,639","0,053","71,124","-3,246","7,713","-7,815","9,385","1,179","-11,807","-0,597","0,250","73,168","9,394","-2,582","6,993","-1,877","0,117"
30,"-20,907","5,935","1,938","-3,446","-2,660","0,032","71,154","-3,212","7,673","-7,791","9,420","1,188","-11,801","-0,557","0,264","73,168","9,384","-2,565","6,983","-1,846","0,115"
31,"-20,882","5,890","1,913","-3,471","-2,656","0,033","71,116","-3,211","7,667","-7,805","9,419","1,188","-11,792","-0,513","0,278","73,159","9,384","-2,568","6,975","-1,814","0,112"
32,"-20,875","5,849","1,889","-3,515","-2,625","0,047","71,058","-3,223","7,674","-7,840","9,410","1,182","-11,764","-0,456","0,299","73,152","9,345","-2,509","6,952","-1,793","0,112"
33,"-20,816","5,809","1,868","-3,531","-2,629","0,051","71,080","-3,195","7,635","-7,831","9,403","1,175","-11,749","-0,402","0,315","73,130","9,307","-2,453","6,979","-1,772","0,113"
34,"-20,780","5,760","1,841","-3,571","-2,621","0,066","71,028","-3,195","7,617","-7,836","9,404","1,171","-11,718","-0,347","0,328","73,145","9,309","-2,448","6,988","-1,740","0,110"
35,"-20,767","5,709","1,810","-3,545","-2,601","0,068","71,039","-3,172","7,584","-7,848","9,402","1,166","-11,709","-0,291","0,345","73,112","9,280","-2,402","6,981","-1,708","0,106"
36,"-20,711","5,689","1,796","-3,539","-2,570","0,075","71,046","-3,177","7,594","-7,841","9,389","1,158","-11,653","-0,268","0,349","73,119","9,271","-2,384","7,014","-1,704","0,108"
37,"-20,689","5,707","1,803","-3,521","-2,539","0,078","71,102","-3,161","7,584","-7,859","9,327","1,139","-11,654","-0,244","0,357","73,090","9,248","-2,348","7,010","-1,739","0,113"
38,"-20,693","5,723","1,811","-3,512","-2,488","0,085","71,155","-3,166","7,612","-7,910","9,293","1,127","-11,603","-0,222","0,362","73,130","9,240","-2,329","6,974","-1,747","0,116"
39,"-20,696","5,730","1,816","-3,555","-2,530","0,082","71,116","-3,160","7,593","-7,977","9,308","1,130","-11,593","-0,217","0,366","73,103","9,209","-2,288","6,937","-1,744","0,118"
40,"-20,691","5,696","1,799","-3,529","-2,511","0,077","71,143","-3,132","7,554","-8,013","9,297","1,129","-11,584","-0,182","0,378","73,070","9,212","-2,302","6,907","-1,724","0,116"
41,"0,193","-0,063","0,000","-0,370","0,227","-0,001","-0,228","-0,002","0,000","-0,052","-0,125","0,000","0,140","-0,053","0,000","-0,144","-0,096","0,000","-0,023","0,058","-0,117"
42,"0,191","-0,159","0,000","-0,041","0,269","0,000","0,203","0,071","0,000","-0,154","-0,004","0,000","0,290","0,043","0,000","-0,019","-0,097","0,000","-0,023","0,058","-0,117"
43,"0,044","-0,433","0,000","0,422","0,270","0,002","0,467","0,071","0,001","-0,154","-0,004","0,000","0,145","0,254","0,001","-0,017","-0,033","0,000","-0,023","0,058","-0,117"
44,"-0,343","-0,292","0,000","0,202","0,122","0,000","0,447","0,160","0,000","-0,542","0,043","0,001","-0,008","0,113","0,000","-0,145","0,112","0,000","-0,410","0,122","-0,117"
45,"-0,106","-0,432","0,000","0,193","0,122","0,000","0,447","0,160","0,000","-0,314","-0,020","0,000","-0,008","0,316","0,000","-0,144","-0,096","0,000","-0,173","0,058","-0,117"
46,"0,042","-0,315","0,001","0,195","0,180","0,001","0,448","0,083","0,000","-0,313","-0,026","0,000","0,102","0,136","0,000","-0,182","0,113","0,000","-0,173","0,121","-0,117"
47,"0,144","-0,494","0,001","0,195","0,191","0,001","0,416","0,071","0,000","-0,210","-0,026","0,000","0,100","0,305","0,000","-0,183","-0,085","0,000","-0,070","0,121","-0,117"
48,"0,110","-0,502","0,001","0,011","0,213","0,000","0,223","0,012","0,000","-0,236","-0,053","0,000","0,037","0,306","0,000","-0,248","0,077","0,000","-0,105","0,128","-0,117"
49,"0,145","-0,500","0,001","0,077","0,191","0,000","0,290","0,000","0,000","-0,202","-0,026","0,000","0,038","0,311","0,000","-0,246","0,063","0,000","-0,070","0,121","-0,117"
50,"0,171","-0,494","0,001","0,179","0,200","0,001","0,289","-0,003","0,000","-0,135","-0,034","0,000","0,098","0,314","0,000","-0,161","0,069","0,000","-0,105","0,121","-0,117"
51,"0,432","0,074","-0,004","-0,288","0,513","0,000","0,191","0,246","-0,009","-0,257","-0,697","0,001","0,504","0,401","0,009","-0,130","0,081","-0,003","-0,105","-0,221","-0,112"
52,"0,527","-0,520","0,000","0,260","0,586","0,006","0,288","0,134","-0,011","0,208","-0,666","-0,001","0,422","0,383","0,013","-0,056","0,081","-0,001","0,115","0,048","-0,107"
53,"0,446","0,016","-0,001","-0,296","0,416","0,000","0,195","0,289","-0,011","-0,266","-0,636","-0,006","0,904","-0,070","0,008","-0,084","0,260","0,006","-0,134","-0,184","-0,103"
54,"0,314","0,244","0,002","-0,311","0,424","-0,001","0,041","0,089","-0,011","-0,258","-0,627","-0,008","0,332","0,220","-0,001","-0,001","0,146","0,011","0,066","-0,464","-0,101"
55,"0,336","0,183","0,004","-0,341","0,138","-0,003","-0,187","-0,132","-0,010","-0,284","-0,325","-0,008","0,343","0,098","-0,006","-0,020","0,062","0,016","-0,255","-0,338","-0,098"
56,"0,197","-0,017","0,005","0,131","-0,365","-0,006","0,304","-0,101","-0,009","0,148","0,206","-0,006","0,114","-0,318","-0,004","-0,036","0,717","0,015","-0,063","-0,053","-0,094"
57,"0,355","-0,452","0,003","0,188","0,023","-0,009","0,318","-0,084","-0,011","-0,269","0,279","0,000","0,687","0,056","0,004","0,321","0,148","0,014","-0,229","0,250","-0,092"
58,"0,431","-0,098","-0,010","0,524","-0,075","-0,011","0,629","-0,009","-0,016","0,303","-0,076","0,004","0,276","-0,475","0,018","-0,109","0,227","0,011","0,092","0,130","-0,091"
59,"0,388","-0,785","-0,016","0,069","0,390","-0,015","0,283","-0,040","-0,017","-0,062","0,107","0,011","0,531","0,127","0,034","0,275","0,286","0,005","0,032","0,468","-0,091"
60,"0,019","-0,547","-0,022","0,036","0,352","-0,019","0,229","0,021","-0,015","-0,362","-0,453","0,011","0,464","0,456","0,046","0,717","-0,232","0,000","-0,004","0,127","-0,088"
61,"-0,497","-0,395","-0,018","0,139","0,626","-0,012","0,309","-0,095","-0,017","-0,215","-0,764","0,005","-0,079","0,329","0,049","0,335","0,331","-0,010","-0,198","-0,158","-0,085"
62,"-0,881","-0,625","-0,016","0,090","0,493","-0,005","0,903","-0,095","-0,022","-0,613","-0,466","0,000","-0,650","0,469","0,051","-0,217","-0,059","-0,019","-0,248","0,181","-0,081"
63,"-0,955","-0,689","-0,014","-0,211","0,302","0,000","0,341","-0,014","-0,023","-0,871","-0,340","-0,006","-0,130","0,648","0,058","0,325","0,314","-0,021","-0,514","-0,035","-0,080"
64,"-0,668","-0,097","-0,010","-0,336","0,121","0,003","-0,329","-0,062","-0,024","-0,426","-0,320","-0,012","-0,008","0,640","0,062","0,718","-0,153","-0,021","-0,274","-0,285","-0,079"
65,"-0,120","0,280","-0,010","-0,391","-0,127","0,004","0,297","0,188","-0,023","-0,437","-0,377","-0,017","-0,054","0,157","0,062","0,361","-0,262","-0,023","0,055","-0,400","-0,077"
66,"-0,342","0,114","-0,006","0,296","-0,159","0,004","0,317","0,076","-0,025","-0,015","-0,009","-0,015","-0,365","-0,355","0,061","0,038","0,215","-0,025","0,136","-0,063","-0,074"
67,"-0,171","-0,122","-0,002","-0,071","0,042","0,004","0,609","-0,230","-0,027","-0,499","0,428","-0,009","-0,140","-0,093","0,060","-0,180","0,219","-0,027","-0,032","0,235","-0,072"
68,"0,320","0,150","0,005","-0,039","-0,373","-0,005","0,076","-0,209","-0,030","-0,063","0,305","-0,005","0,405","0,225","0,055","0,302","-0,257","-0,026","0,115","-0,077","-0,070"
69,"0,920","-0,156","0,013","-0,341","0,101","-0,009","0,385","-0,377","-0,029","-0,120","0,403","0,002","0,705","-0,039","0,049","-0,069","0,165","-0,025","0,375","0,150","-0,069"
70,"0,703","-0,553","0,020","-0,410","0,519","-0,016","-0,248","-0,455","-0,034","-0,225","0,224","0,007","1,144","0,163","0,047","0,572","0,165","-0,024","0,038","0,224","-0,067"
71,"0,736","-0,507","0,019","-0,386","0,517","-0,019","-0,204","-0,423","-0,036","-0,179","0,181","0,010","1,120","0,150","0,043","0,578","0,154","-0,020","0,070","0,212","-0,066"
72,"0,701","-0,522","0,016","-0,382","0,523","-0,019","-0,143","-0,400","-0,035","-0,227","0,134","0,012","1,082","0,202","0,038","0,514","0,118","-0,011","0,044","0,193","-0,069"
73,"0,675","-0,525","0,013","-0,378","0,525","-0,018","-0,091","-0,379","-0,030","-0,250","0,071","0,009","1,034","0,247","0,034","0,446","0,116","-0,006","0,035","0,163","-0,071"
74,"0,632","-0,509","0,006","-0,376","0,525","-0,016","-0,042","-0,361","-0,025","-0,267","0,008","0,004","0,962","0,266","0,034","0,418","0,145","-0,002","0,032","0,132","-0,074"
75,"0,567","-0,496","-0,003","-0,380","0,522","-0,015","-0,014","-0,347","-0,020","-0,300","-0,042","0,000","0,890","0,277","0,040","0,378","0,170","-0,003","0,006","0,115","-0,077"
76,"0,533","-0,472","-0,010","-0,365","0,531","-0,013","0,011","-0,354","-0,016","-0,306","-0,110","-0,003","0,820","0,285","0,046","0,313","0,150","-0,006","0,008","0,082","-0,081"
77,"0,545","-0,441","-0,012","-0,319","0,526","-0,014","0,012","-0,353","-0,012","-0,245","-0,138","-0,003","0,773","0,284","0,050","0,276","0,156","-0,011","0,042","0,078","-0,086"
78,"0,498","-0,390","-0,010","-0,279","0,501","-0,013","-0,002","-0,344","-0,009","-0,229","-0,178","-0,002","0,709","0,275","0,046","0,213","0,122","-0,016","0,024","0,048","-0,092"
79,"0,431","-0,361","-0,004","-0,253","0,445","-0,007","-0,008","-0,334","-0,006","-0,257","-0,167","-0,004","0,705","0,269","0,037","0,242","0,085","-0,019","-0,006","0,029","-0,097"
80,"0,365","-0,326","0,001","-0,222","0,427","-0,002","0,022","-0,310","-0,002","-0,288","-0,150","-0,007","0,647","0,276","0,029","0,187","0,077","-0,024","-0,038","0,014","-0,104"
81,"0,297","-0,321","0,002","-0,267","0,389","0,004","-0,048","-0,307","0,001","-0,329","-0,110","-0,010","0,586","0,289","0,025","0,188","0,026","-0,029","-0,070","0,023","-0,111"
82,"0,279","-0,340","-0,001","-0,254","0,345","0,014","0,000","-0,264","-0,001","-0,326","-0,051","-0,011","0,529","0,248","0,026","0,204","0,051","-0,035","-0,050","0,053","-0,119"
83,"0,214","-0,337","-0,003","-0,263","0,292","0,019","0,049","-0,254","-0,002","-0,384","-0,016","-0,010","0,457","0,236","0,025","0,189","0,021","-0,038","-0,081","0,065","-0,125"
84,"0,165","-0,374","-0,002","-0,213","0,251","0,021","0,102","-0,237","-0,004","-0,368","0,027","-0,008","0,417","0,276","0,019","0,161","-0,037","-0,038","-0,095","0,095","-0,129"
85,"0,177","-0,415","0,000","-0,203","0,206","0,014","0,083","-0,243","-0,003","-0,304","0,058","-0,002","0,403","0,267","0,012","0,135","-0,006","-0,035","-0,062","0,111","-0,131"
86,"0,178","-0,445","0,005","-0,165","0,215","0,006","0,142","-0,213","0,001","-0,322","0,043","0,005","0,396","0,281","0,001","0,081","-0,033","-0,031","-0,092","0,126","-0,134"
87,"0,184","-0,440","0,017","-0,159","0,198","-0,001","0,083","-0,188","0,002","-0,317","0,013","0,009","0,392","0,293","-0,014","0,032","0,005","-0,027","-0,119","0,106","-0,133"
88,"0,230","-0,455","0,031","-0,110","0,191","-0,003","0,138","-0,154","0,000","-0,259","-0,021","0,013","0,405","0,287","-0,030","0,061","0,042","-0,023","-0,088","0,092","-0,132"
89,"0,293","-0,477","0,041","-0,115","0,186","-0,003","0,136","-0,154","-0,003","-0,199","-0,008","0,014","0,417","0,324","-0,037","0,025","0,041","-0,024","-0,057","0,106","-0,131"
90,"0,298","-0,485","0,046","-0,101","0,167","-0,001","0,084","-0,120","-0,005","-0,136","-0,031","0,012","0,382","0,312","-0,037","0,021","0,038","-0,027","-0,025","0,094","-0,129"
91,"0,292","-0,483","0,041","-0,089","0,190","0,001","0,098","-0,144","-0,004","-0,073","-0,041","0,009","0,367","0,298","-0,028","0,072","0,047","-0,030","0,007","0,079","-0,128"
92,"0,275","-0,454","0,033","-0,111","0,134","0,000","0,045","-0,139","-0,002","-0,047","-0,031","0,006","0,338","0,326","-0,021","0,107","-0,008","-0,029","0,029","0,055","-0,127"
93,"0,263","-0,416","0,024","-0,162","0,177","-0,003","0,057","-0,157","0,000","-0,110","-0,061","0,006","0,340","0,328","-0,017","0,111","-0,061","-0,026","-0,004","0,043","-0,128"
94,"0,274","-0,350","0,019","-0,097","0,166","-0,006","0,074","-0,138","0,003","-0,071","-0,075","0,005","0,341","0,328","-0,016","0,102","-0,060","-0,023","0,005","0,010","-0,128"
95,"0,237","-0,352","0,015","-0,122","0,182","-0,005","0,077","-0,103","0,003","-0,086","-0,078","0,006","0,290","0,282","-0,017","0,036","-0,037","-0,022","-0,011","0,041","-0,131"
96,"0,201","-0,336","0,016","-0,118","0,185","-0,002","0,075","-0,096","0,002","-0,140","-0,085","0,005","0,267","0,217","-0,020","0,000","-0,037","-0,021","-0,042","0,060","-0,133"
97,"0,199","-0,330","0,019","-0,112","0,213","0,001","0,111","-0,071","0,000","-0,138","-0,113","0,004","0,200","0,219","-0,026","-0,012","-0,008","-0,019","-0,010","0,050","-0,133"
98,"0,228","-0,263","0,025","-0,082","0,272","0,005","0,101","-0,098","-0,002","-0,119","-0,183","0,002","0,215","0,218","-0,037","0,019","-0,028","-0,014","0,002","0,017","-0,134"
99,"0,291","-0,277","0,031","-0,134","0,263","0,007","0,113","-0,083","-0,001","-0,126","-0,179","-0,002","0,283","0,225","-0,048","0,022","-0,027","-0,009","0,028","0,039","-0,134"
100,"0,258","-0,332","0,031","-0,137","0,254","0,012","0,137","-0,106","0,000","-0,173","-0,148","-0,004","0,288","0,271","-0,053","0,073","-0,075","-0,008","0,018","0,071","-0,137"
101,"0,265","-0,295","0,027","-0,140","0,255","0,016","0,180","-0,066","0,000","-0,237","-0,176","-0,009","0,297","0,280","-0,052","0,040","-0,131","-0,008","-0,008","0,049","-0,139"
102,"0,264","-0,292","0,023","-0,096","0,207","0,020","0,183","-0,070","0,001","-0,257","-0,151","-0,013","0,346","0,313","-0,047","0,040","-0,195","-0,010","-0,042","0,044","-0,141"
103,"0,291","-0,340","0,022","-0,046","0,167","0,019","0,220","-0,022","0,003","-0,211","-0,110","-0,013","0,375","0,331","-0,045","0,083","-0,147","-0,012","-0,014","0,059","-0,142"
104,"0,218","-0,353","0,025","-0,013","0,171","0,018","0,251","-0,082","0,004","-0,229","-0,080","-0,009","0,371","0,356","-0,048","0,135","-0,131","-0,015","-0,051","0,060","-0,144"
105,"0,195","-0,372","0,030","-0,022","0,176","0,015","0,231","-0,022","0,003","-0,201","-0,081","-0,001","0,365","0,357","-0,057","0,142","-0,164","-0,015","-0,036","0,089","-0,148"
106,"0,125","-0,381","0,035","0,024","0,143","0,010","0,300","-0,017","0,001","-0,222","-0,043","0,007","0,354","0,338","-0,065","0,135","-0,134","-0,014","-0,069","0,094","-0,149"
107,"0,073","-0,377","0,036","0,032","0,168","0,006","0,292","-0,011","-0,002","-0,214","-0,021","0,015","0,334","0,279","-0,072","0,110","-0,094","-0,010","-0,094","0,116","-0,150"
108,"0,020","-0,339","0,036","-0,020","0,121","0,001","0,239","-0,002","-0,004","-0,263","-0,027","0,021","0,313","0,300","-0,076","0,136","-0,092","-0,008","-0,113","0,089","-0,151"
109,"0,011","-0,294","0,036","-0,023","0,119","-0,003","0,178","-0,032","-0,002","-0,267","-0,025","0,023","0,306","0,289","-0,077","0,140","-0,090","-0,008","-0,142","0,070","-0,150"
110,"0,014","-0,291","0,039","0,006","0,071","-0,005","0,218","-0,055","-0,001","-0,242","0,029","0,021","0,311","0,282","-0,080","0,141","-0,107","-0,008","-0,113","0,087","-0,148"
111,"0,029","-0,306","0,037","0,036","0,086","-0,006","0,283","-0,039","-0,001","-0,215","-0,021","0,019","0,305","0,281","-0,076","0,176","-0,062","-0,008","-0,085","0,069","-0,146"
112,"0,054","-0,363","0,036","0,046","0,086","-0,005","0,318","-0,028","-0,003","-0,217","-0,020","0,018","0,338","0,269","-0,073","0,152","-0,051","-0,008","-0,088","0,104","-0,143"
113,"0,074","-0,417","0,037","0,016","0,147","-0,005","0,294","-0,026","-0,006","-0,205","-0,031","0,016","0,341","0,270","-0,073","0,189","-0,028","-0,005","-0,062","0,123","-0,138"
114,"0,034","-0,438","0,038","0,082","0,172","-0,001","0,363","-0,022","-0,011","-0,204","-0,061","0,012","0,297","0,295","-0,072","0,126","0,001","-0,002","-0,092","0,112","-0,133"
115,"0,068","-0,461","0,038","0,024","0,165","0,003","0,309","-0,059","-0,012","-0,194","-0,056","0,009","0,262","0,329","-0,071","0,096","-0,032","-0,002","-0,055","0,099","-0,131"
116,"0,041","-0,436","0,036","0,028","0,159","0,008","0,322","-0,048","-0,013","-0,213","-0,066","0,002","0,220","0,373","-0,062","0,123","-0,058","-0,007","-0,045","0,067","-0,129"
117,"0,041","-0,386","0,033","0,044","0,122","0,009","0,329","-0,023","-0,008","-0,205","-0,062","-0,006","0,161","0,363","-0,052","0,057","-0,073","-0,015","-0,017","0,041","-0,128"
118,"-0,013","-0,365","0,032","0,009","0,094","0,009","0,297","0,011","-0,003","-0,271","-0,067","-0,010","0,121","0,311","-0,045","0,014","-0,066","-0,021","-0,044","0,044","-0,129"
119,"0,014","-0,316","0,031","0,015","0,063","0,008","0,361","-0,001","0,000","-0,265","-0,054","-0,010","0,119","0,247","-0,042","0,052","-0,020","-0,025","-0,010","0,030","-0,130"
120,"0,034","-0,330","0,033","0,026","0,091","0,007","0,349","-0,062","-0,002","-0,236","-0,022","-0,007","0,178","0,221","-0,045","0,075","-0,044","-0,024","-0,014","0,063","-0,130"
121,"0,083","-0,344","0,034","0,065","0,119","0,002","0,365","-0,064","-0,005","-0,182","0,013","0,003","0,178","0,225","-0,045","0,067","-0,034","-0,025","0,008","0,092","-0,131"
122,"0,153","-0,341","0,037","0,109","0,156","-0,005","0,367","-0,052","-0,007","-0,137","-0,018","0,013","0,178","0,236","-0,042","0,037","-0,010","-0,030","0,043","0,091","-0,131"
123,"0,214","-0,362","0,040","0,126","0,146","-0,012","0,338","0,005","-0,008","-0,080","-0,039","0,023","0,170","0,249","-0,039","0,023","0,026","-0,036","0,079","0,093","-0,133"
124,"0,241","-0,416","0,044","0,125","0,163","-0,016","0,340","-0,013","-0,009","-0,047","-0,009","0,028","0,217","0,245","-0,040","0,064","0,021","-0,040","0,080","0,129","-0,134"
125,"0,280","-0,455","0,050","0,133","0,140","-0,014","0,285","0,004","-0,009","0,014","-0,001","0,027","0,194","0,283","-0,049","0,059","0,037","-0,039","0,112","0,139","-0,134"
126,"0,211","-0,435","0,051","0,063","0,142","-0,008","0,260","-0,033","-0,010","-0,057","-0,017","0,022","0,135","0,305","-0,052","0,008","0,031","-0,038","0,079","0,122","-0,135"
127,"0,230","-0,384","0,053","0,044","0,120","0,000","0,263","-0,049","-0,010","-0,015","-0,004","0,014","0,119","0,303","-0,058","0,034","0,019","-0,034","0,109","0,105","-0,135"
128,"0,216","-0,340","0,055","0,038","0,081","0,002","0,242","-0,069","-0,008","0,026","-0,009","0,009","0,102","0,318","-0,066","0,017","-0,008","-0,029","0,126","0,075","-0,135"
129,"0,192","-0,299","0,055","-0,017","0,042","0,000","0,179","-0,067","-0,006","-0,033","0,009","0,008","0,146","0,289","-0,070","0,034","-0,045","-0,025","0,092","0,069","-0,134"
130,"0,205","-0,280","0,053","-0,030","0,076","-0,004","0,174","-0,121","-0,004","-0,031","0,009","0,008","0,150","0,241","-0,070","0,029","-0,018","-0,022","0,127","0,073","-0,132"
131,"0,195","-0,268","0,050","-0,083","0,111","-0,007","0,122","-0,162","-0,004","-0,095","0,014","0,008","0,207","0,220","-0,067","0,079","-0,055","-0,020","0,096","0,087","-0,130"
132,"0,204","-0,338","0,046","-0,076","0,111","-0,007","0,111","-0,099","-0,005","-0,081","0,014","0,005","0,232","0,236","-0,062","0,112","-0,068","-0,017","0,108","0,120","-0,126"
133,"0,262","-0,359","0,043","-0,070","0,173","-0,005","0,152","-0,158","-0,006","-0,060","-0,020","0,001","0,255","0,223","-0,056","0,122","-0,065","-0,017","0,141","0,120","-0,123"
134,"0,248","-0,369","0,044","-0,075","0,166","-0,001","0,214","-0,133","-0,008","-0,124","-0,049","-0,005","0,302","0,234","-0,053","0,179","-0,021","-0,017","0,111","0,101","-0,119"
135,"0,197","-0,402","0,048","-0,119","0,165","0,001","0,157","-0,156","-0,010","-0,181","-0,021","-0,007","0,254","0,274","-0,053","0,151","0,008","-0,021","0,075","0,103","-0,118"
136,"0,194","-0,396","0,052","-0,175","0,183","0,004","0,171","-0,191","-0,012","-0,187","-0,032","-0,009","0,235","0,320","-0,053","0,184","0,007","-0,024","0,104","0,083","-0,117"
