Index,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z
0,"0,533","0,139","-0,089","0,153","0,243","0,050","0,257","-0,134","0,028","0,293","0,135","0,080","0,196","0,190","0,259","-0,415","0,444","-0,458","0,023","0,092","0,153"
1,"0,832","0,129","0,058","-0,028","0,186","0,083","0,371","-0,038","0,019","-0,167","0,299","0,297","-0,051","0,339","0,334","-0,035","0,285","-0,315","0,145","0,151","0,136"
2,"0,517","0,241","0,330","0,140","0,159","-0,057","0,215","-0,274","0,061","0,043","0,186","0,041","0,066","0,179","0,446","-0,101","0,150","-0,212","0,023","0,152","0,141"
3,"0,202","0,409","0,579","0,128","0,184","0,378","-0,064","-0,066","0,019","-0,190","0,143","0,145","-0,029","0,195","-0,195","-0,088","0,173","-0,065","-0,036","0,105","0,215"
4,"-0,174","0,578","0,826","0,116","0,209","0,812","-0,200","0,056","0,022","-0,286","0,122","0,351","-0,065","-0,024","-0,770","-0,335","0,232","-0,254","0,025","0,044","0,225"
5,"-0,159","0,363","0,452","0,176","0,328","0,782","-0,010","-0,096","-0,042","-0,240","0,375","0,669","-0,015","-0,019","-0,516","-0,378","0,266","-0,129","-0,031","0,009","0,358"
6,"-0,202","0,047","-0,014","0,081","0,269","0,491","-0,004","-0,060","0,007","-0,189","0,210","1,073","-0,038","0,125","0,013","-0,246","-0,020","-0,096","-0,038","-0,087","0,191"
7,"-0,429","-0,191","-0,454","0,255","0,314","0,400","0,181","-0,006","0,020","-0,150","0,391","1,344","-0,095","0,168","-0,064","-0,234","0,064","-0,085","0,082","0,020","0,103"
8,"-0,611","-0,135","-0,483","0,149","0,220","0,556","0,092","0,049","-0,086","0,220","0,457","1,343","0,099","-0,029","-0,318","-0,234","0,064","-0,085","0,023","-0,087","0,189"
9,"-0,194","-0,100","-0,218","0,135","0,196","0,437","-0,099","0,081","-0,085","0,214","0,325","1,308","0,167","-0,077","-0,492","-0,190","-0,031","-0,074","-0,167","-0,182","0,029"
10,"-0,135","-0,021","-0,182","0,215","0,183","0,055","-0,105","-0,076","-0,197","0,371","0,226","1,119","0,102","0,072","-0,409","-0,178","-0,132","0,017","-0,108","-0,075","-0,057"
11,"-0,076","0,002","-0,123","0,175","0,160","0,252","-0,027","0,038","-0,062","0,064","0,251","0,653","0,204","0,142","0,082","0,056","-0,214","0,059","-0,171","0,093","-0,151"
12,"-0,146","0,228","0,113","0,244","0,051","0,329","0,080","0,098","-0,121","-0,130","0,201","0,124","0,128","0,238","0,432","0,213","-0,206","0,170","-0,174","0,141","-0,223"
13,"-0,156","0,261","0,361","0,189","0,124","0,383","-0,004","-0,060","0,007","-0,317","0,224","-0,358","0,127","0,179","0,448","0,337","-0,328","0,305","-0,235","0,261","-0,245"
14,"0,089","0,126","0,359","0,169","0,088","0,205","-0,028","-0,083","-0,125","-0,373","0,138","-0,772","0,143","0,142","0,080","0,504","-0,360","0,371","-0,113","0,200","-0,237"
15,"-0,032","0,239","0,309","0,066","0,136","-0,169","-0,159","-0,046","-0,136","-0,390","0,113","-0,890","0,097","0,045","-0,276","0,684","-0,307","0,448","-0,176","0,069","-0,270"
16,"-0,216","0,125","0,348","0,038","0,088","-0,406","0,067","-0,103","0,029","-0,230","0,292","-0,635","-0,078","0,056","-0,476","0,593","-0,365","0,313","-0,296","0,142","-0,218"
17,"-0,080","0,239","-0,021","-0,062","0,066","-0,202","0,097","-0,035","-0,100","0,037","0,206","-0,465","-0,084","0,029","-0,342","0,771","-0,436","0,334","-0,057","0,175","-0,359"
18,"0,060","0,116","-0,492","-0,015","0,270","0,189","0,079","-0,152","0,064","0,252","0,193","-0,240","-0,205","0,088","-0,363","1,062","-0,405","0,454","0,072","0,151","-0,172"
19,"-0,103","-0,088","-1,008","-0,101","0,271","0,512","0,138","-0,146","0,052","0,338","0,109","-0,046","-0,144","0,029","-0,345","0,693","-0,285","0,266","0,075","0,163","-0,113"
20,"0,014","-0,042","-0,890","-0,208","0,297","0,644","0,181","-0,006","0,020","0,346","0,062","0,025","-0,319","0,040","-0,545","0,259","0,009","0,158","0,072","0,031","-0,148"
21,"0,249","-0,201","-0,621","-0,161","0,272","0,519","0,192","-0,055","0,055","0,577","0,073","0,369","-0,256","0,024","-0,601","0,281","-0,318","0,283","0,187","0,054","-0,344"
22,"0,235","-0,065","-0,281","-0,147","0,236","0,650","0,186","-0,091","0,006","0,553","-0,023","0,204","-0,269","-0,014","-0,275","0,404","-0,254","0,338","0,136","0,103","-0,103"
23,"0,344","0,071","0,063","-0,101","0,271","0,512","0,145","-0,110","0,101","0,391","-0,023","-0,089","-0,218","0,050","-0,037","0,382","-0,299","0,372","0,133","0,150","-0,175"
24,"0,336","0,161","0,289","0,075","0,197","0,444","0,145","-0,110","0,101","-0,163","0,212","-0,125","-0,162","0,141","0,067","0,448","-0,349","0,349","-0,104","0,069","0,038"
25,"0,148","0,342","0,407","0,101","0,136","0,140","0,025","-0,242","0,062","-0,372","0,205","0,156","-0,042","0,216","0,115","0,335","-0,081","0,089","-0,160","0,094","0,160"
26,"0,211","0,376","0,330","0,128","0,184","0,378","0,002","-0,024","0,055","-0,660","0,354","0,290","-0,090","0,136","-0,182","-0,110","-0,058","0,050","-0,221","-0,026","0,186"
27,"-0,040","0,330","0,536","0,343","0,193","0,101","-0,188","0,008","0,056","-0,580","0,139","0,450","0,029","0,152","-0,118","-0,168","0,014","-0,108","-0,094","-0,062","0,313"
28,"-0,161","0,193","0,520","0,349","0,205","0,160","-0,318","0,166","0,109","-0,497","0,294","0,595","0,067","0,237","0,430","0,032","0,174","-0,202","0,096","-0,087","0,497"
29,"-0,282","0,057","0,504","0,446","0,085","0,486","-0,134","0,098","0,059","-0,187","0,302","0,614","0,171","0,291","0,862","-0,078","0,134","-0,110","0,091","-0,171","0,390"
