Index,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z
0,"0,810","0,587","-0,011","0,000","0,976","-0,203","0,074","0,000","0,913","0,387","0,130","0,000","0,780","0,625","-0,039","0,000","0,973","-0,229","-0,042","0,000","0,900","0,376","-0,219","0,000","0,994","-0,104","0,025","0,000"
1,"0,810","0,587","-0,011","0,000","0,976","-0,203","0,075","0,000","0,914","0,385","0,131","0,000","0,780","0,625","-0,039","0,000","0,973","-0,229","-0,042","0,000","0,900","0,377","-0,219","0,000","0,994","-0,104","0,026","0,000"
2,"0,810","0,587","-0,009","0,000","0,976","-0,204","0,075","0,000","0,914","0,385","0,131","0,000","0,780","0,625","-0,037","0,000","0,972","-0,230","-0,042","0,000","0,900","0,375","-0,220","0,000","0,994","-0,104","0,026","0,000"
3,"0,810","0,587","-0,011","0,000","0,976","-0,204","0,075","0,000","0,913","0,387","0,131","0,000","0,780","0,624","-0,037","0,000","0,972","-0,229","-0,042","0,000","0,900","0,377","-0,220","0,000","0,994","-0,103","0,026","0,000"
4,"0,810","0,587","-0,011","0,000","0,976","-0,204","0,075","0,000","0,913","0,386","0,131","0,000","0,780","0,624","-0,037","0,000","0,972","-0,230","-0,042","0,000","0,901","0,375","-0,220","0,000","0,994","-0,103","0,026","0,000"
5,"0,810","0,586","-0,011","0,000","0,976","-0,203","0,075","0,000","0,913","0,387","0,131","0,000","0,780","0,624","-0,037","0,000","0,972","-0,230","-0,043","0,000","0,900","0,375","-0,220","0,000","0,994","-0,103","0,025","0,000"
6,"0,810","0,586","-0,010","0,000","0,976","-0,204","0,075","0,000","0,913","0,386","0,131","0,000","0,780","0,624","-0,037","0,000","0,972","-0,230","-0,043","0,000","0,900","0,375","-0,220","0,000","0,994","-0,103","0,025","0,000"
7,"0,811","0,585","-0,010","0,000","0,976","-0,204","0,075","0,000","0,913","0,387","0,130","0,000","0,781","0,624","-0,036","0,000","0,972","-0,230","-0,043","0,000","0,900","0,375","-0,220","0,000","0,994","-0,103","0,025","0,000"
8,"0,811","0,585","-0,009","0,000","0,976","-0,204","0,075","0,000","0,913","0,387","0,131","0,000","0,780","0,624","-0,037","0,000","0,972","-0,230","-0,043","0,000","0,900","0,375","-0,220","0,000","0,994","-0,103","0,025","0,000"
9,"0,811","0,585","-0,009","0,000","0,976","-0,204","0,075","0,000","0,913","0,387","0,131","0,000","0,780","0,624","-0,037","0,000","0,972","-0,230","-0,043","0,000","0,900","0,376","-0,220","0,000","0,994","-0,103","0,025","0,000"
