Index,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z
0,"80,636","-2,146","-2,059","101,155","11,659","9,892","73,540","7,974","1,317","84,603","-8,039","10,197","100,178","5,750","4,517","77,774","19,369","-6,452","7,957","-4,515","0,314"
1,"80,754","-2,247","-2,006","101,597","11,639","9,815","74,112","8,159","1,356","84,707","-7,888","10,091","100,145","5,673","4,596","77,819","19,413","-6,575","8,116","-4,534","0,322"
2,"80,801","-2,293","-2,041","101,570","11,648","9,828","73,902","8,185","1,345","84,745","-7,916","10,183","100,219","5,701","4,672","77,897","19,321","-6,530","8,171","-4,617","0,330"
3,"80,452","-2,280","-1,961","101,320","11,663","9,795","73,874","8,117","1,367","84,510","-7,910","10,066","99,861","5,840","4,675","77,740","19,218","-6,378","8,092","-4,520","0,320"
4,"80,507","-2,282","-1,961","101,385","11,606","9,720","73,950","8,123","1,366","84,559","-7,835","10,008","99,950","5,834","4,681","77,875","19,236","-6,391","8,147","-4,520","0,322"
5,"80,437","-2,291","-1,903","101,383","11,598","9,703","73,967","8,116","1,369","84,538","-7,810","9,934","99,821","5,868","4,680","77,760","19,209","-6,352","8,136","-4,458","0,317"
6,"80,425","-2,404","-1,864","101,420","11,590","9,708","73,987","8,126","1,366","84,545","-7,819","9,990","99,900","5,931","4,826","77,818","19,242","-6,365","8,136","-4,513","0,321"
7,"80,379","-2,337","-1,909","101,327","11,624","9,759","73,924","8,124","1,350","84,540","-7,879","10,033","99,781","5,917","4,751","77,743","19,232","-6,352","8,130","-4,510","0,321"
8,"80,394","-2,339","-1,909","101,318","11,585","9,690","73,949","8,126","1,350","84,510","-7,820","9,983","99,879","5,910","4,758","77,826","19,222","-6,344","8,130","-4,510","0,321"
9,"80,325","-2,335","-1,908","101,289","11,586","9,687","73,947","8,122","1,352","84,422","-7,824","9,977","99,798","5,930","4,755","77,714","19,214","-6,325","8,071","-4,509","0,318"
