Index,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z
0,"85,640","0,873","-1,862","103,961","11,718","6,158","67,691","8,507","2,919","90,187","-3,388","4,005","100,989","5,337","0,773","70,378","21,109","-4,585","13,234","-1,443","0,167"
1,"85,787","0,906","-2,045","104,315","11,900","6,227","67,611","8,476","3,049","90,498","-3,404","4,204","101,160","5,249","0,748","70,362","21,103","-4,630","13,234","-1,624","0,188"
2,"85,781","0,687","-1,896","104,303","11,993","6,261","67,614","8,424","3,125","90,460","-3,416","4,224","101,232","5,096","0,932","70,449","21,236","-4,857","13,234","-1,638","0,190"
3,"85,602","0,913","-2,055","104,305","11,909","6,243","67,667","8,360","3,094","90,496","-3,420","4,230","100,909","5,063","0,701","70,276","21,166","-4,772","13,231","-1,638","0,190"
4,"85,586","0,700","-1,934","104,273","11,983","6,270","67,547","8,327","3,147","90,459","-3,435","4,277","101,039","5,175","0,953","70,474","21,214","-4,803","13,231","-1,679","0,195"
5,"85,580","0,699","-1,932","104,187","11,971","6,369","67,639","8,334","3,103","90,346","-3,540","4,351","101,047","5,374","1,004","70,387","21,066","-4,605","13,215","-1,677","0,194"
6,"85,889","0,529","-1,862","104,192","12,039","6,386","67,551","8,299","3,157","90,476","-3,544","4,407","101,277","5,332","1,167","70,389","21,163","-4,722","13,342","-1,733","0,203"
7,"85,611","0,699","-1,932","104,170","12,065","6,451","67,554","8,244","3,172","90,374","-3,598","4,397","101,039","5,241","0,970","70,433","21,156","-4,731","13,255","-1,677","0,195"
8,"85,700","0,534","-1,860","104,170","12,065","6,451","67,552","8,258","3,167","90,461","-3,603","4,453","101,068","5,333","1,166","70,515","21,197","-4,761","13,339","-1,733","0,203"
9,"85,606","0,525","-1,805","104,127","12,075","6,464","67,587","8,252","3,168","90,360","-3,613","4,408","100,976","5,469","1,197","70,396","21,139","-4,649","13,255","-1,677","0,195"
10,"86,148","0,538","-1,904","103,636","11,740","6,268","67,593","8,255","3,160","90,497","-3,538","4,099","100,887","5,232","1,072","69,902","21,275","-4,869","13,580","-1,606","0,177"
11,"85,798","0,475","-1,671","103,868","11,854","6,346","67,590","8,424","3,001","90,138","-3,648","4,524","101,091","5,318","1,119","70,483","21,544","-5,068","13,256","-1,706","0,200"
