Index,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z
39,"0,488","0,109","0,059","0,163","0,122","0,403","0,087","0,169","0,045","0,052","-0,008","0,126","-0,150","0,134","0,197","-0,149","0,077","-0,001","-0,085","0,199","0,095"
40,"0,428","0,163","0,028","0,186","0,074","0,157","0,026","0,139","-0,007","0,205","0,095","0,260","-0,090","0,076","0,218","-0,208","0,084","-0,012","-0,207","0,199","0,099"
41,"0,304","0,243","0,047","0,057","0,064","0,116","0,027","0,033","0,054","0,170","0,069","0,403","-0,018","0,026","0,046","-0,034","-0,136","-0,068","-0,021","0,335","0,199"
42,"0,040","0,321","0,331","0,043","0,124","0,421","-0,034","0,086","0,024","0,170","0,069","0,403","0,057","-0,042","-0,184","-0,195","-0,099","-0,185","-0,077","0,299","0,390"
43,"-0,171","0,399","0,755","0,164","0,062","0,414","0,028","-0,103","0,062","0,013","0,105","0,553","0,169","0,068","-0,018","-0,094","-0,130","-0,079","-0,139","0,170","0,347"
44,"-0,483","0,259","0,871","-0,027","0,173","0,360","-0,095","-0,081","-0,020","0,059","0,206","0,452","0,039","0,043","0,108","-0,112","-0,148","0,003","0,040","-0,028","0,244"
45,"-0,350","0,179","0,716","0,016","-0,031","0,267","-0,032","-0,125","0,146","0,261","0,232","0,533","0,084","-0,006","0,380","0,067","-0,167","0,038","0,166","-0,133","0,377"
46,"0,109","0,077","0,253","-0,035","0,042","0,324","-0,033","-0,187","0,041","0,382","0,170","0,526","0,120","0,172","0,776","0,084","-0,033","0,026","0,044","-0,193","0,389"
47,"0,558","-0,080","-0,047","-0,075","-0,113","0,487","-0,094","-0,270","0,019","0,276","0,109","0,306","0,048","0,222","0,947","0,139","-0,240","-0,053","-0,446","-0,139","0,334"
48,"0,661","0,056","0,233","-0,012","-0,066","0,090","0,029","-0,208","0,123","-0,088","-0,154","0,065","-0,249","0,245","0,795","0,187","-0,297","-0,010","-0,930","-0,001","0,454"
49,"0,574","0,300","0,584","0,109","-0,068","0,072","0,028","-0,217","-0,013","-0,186","-0,082","-0,128","0,127","0,138","0,659","0,019","-0,110","-0,005","-0,684","0,067","0,499"
50,"0,443","0,243","0,739","0,026","-0,079","0,338","-0,094","-0,020","0,086","-0,199","-0,017","0,114","0,175","-0,083","-0,101","-0,101","0,020","0,042","-0,501","0,248","0,470"
51,"0,233","0,187","0,206","0,127","0,015","0,178","0,090","-0,072","0,114","-0,166","0,089","0,272","0,147","-0,177","-0,648","-0,004","-0,212","0,058","-0,258","0,307","0,455"
52,"-0,164","0,102","-0,256","0,077","-0,032","0,258","0,090","-0,125","0,145","-0,047","0,107","0,565","0,144","-0,101","-0,606","-0,117","-0,232","-0,016","0,169","0,306","0,443"
53,"0,090","-0,222","-0,351","-0,154","-0,076","0,366","-0,216","-0,187","0,043","0,267","-0,003","0,596","0,042","0,026","0,050","0,085","-0,266","-0,115","0,225","0,221","0,268"
54,"0,129","-0,250","0,007","-0,043","-0,090","0,288","0,150","-0,186","0,039","0,197","-0,076","0,566","-0,092","-0,041","0,252","-0,118","-0,115","0,054","0,223","0,153","0,215"
55,"0,120","-0,059","0,116","0,026","-0,079","0,338","0,088","-0,133","0,009","0,076","-0,035","0,257","-0,224","0,009","0,420","-0,095","-0,013","-0,009","0,345","0,152","0,212"
56,"0,162","-0,114","0,420","-0,119","0,091","0,579","0,029","-0,239","0,071","-0,078","-0,079","0,107","-0,209","0,000","0,169","-0,953","0,354","-0,205","0,282","0,084","0,161"
57,"0,400","0,053","0,490","-0,154","-0,076","0,366","0,090","-0,292","0,100","-0,004","-0,204","-0,132","-0,232","-0,053","-0,453","-2,550","0,699","-0,477","0,402","0,076","0,097"
58,"0,596","0,083","0,284","-0,044","-0,030","0,277","0,210","-0,247","-0,068","-0,020","-0,022","0,079","-0,318","-0,340","-1,011","-3,120","1,561","-0,593","0,404","0,144","0,150"
59,"0,648","0,083","0,424","-0,164","-0,028","0,295","0,028","-0,186","0,040","0,337","0,048","0,310","-0,216","-0,468","-1,667","-3,089","1,513","-0,777","0,214","0,053","-0,079"
60,"0,431","0,081","0,000","-0,124","0,008","0,156","0,028","-0,384","-0,057","0,601","0,014","0,395","-0,103","-0,492","-1,526","-2,785","1,331","-0,841","0,026","-0,091","-0,239"
61,"-0,048","0,021","-0,140","-0,018","-0,030","-0,356","-0,033","-0,217","-0,012","0,543","-0,065","0,107","-0,084","-0,112","-0,872","-2,574","1,002","-0,822","-0,220","-0,037","-0,301"
62,"-0,366","-0,011","0,058","-0,035","-0,173","-0,451","-0,096","-0,112","-0,072","0,342","-0,171","-0,275","0,113","-0,142","-0,088","-2,115","0,699","-0,789","-0,218","-0,029","-0,240"
63,"-0,210","0,181","0,451","0,044","-0,150","-0,342","-0,035","-0,112","-0,073","0,092","-0,202","-0,602","0,164","0,027","0,057","-1,774","0,408","-0,778","-0,277","-0,021","-0,178"
64,"-0,284","0,207","0,638","0,072","-0,115","-0,165","-0,032","-0,042","0,168","-0,182","-0,242","-0,729","0,315","-0,167","-0,386","-1,298","0,356","-0,686","-0,031","0,046","-0,132"
65,"-0,265","0,072","0,366","0,151","-0,153","-0,044","-0,034","0,116","0,077","-0,216","-0,327","-0,571","0,205","-0,101","-0,603","-0,808","-0,024","-0,527","0,029","0,046","-0,134"
66,"-0,458","-0,038","-0,412","0,133","-0,236","-0,151","-0,157","0,107","-0,058","0,689","-0,138","-0,417","-0,033","-0,312","-0,683","-0,623","-0,076","-0,544","0,632","0,073","-0,401"
67,"0,563","-0,296","-1,031","0,248","-0,047","0,171","0,028","-0,103","0,062","0,399","-0,012","0,315","0,186","-0,133","-0,276","-0,551","-0,293","-0,395","0,275","0,053","-0,081"
68,"1,005","-0,344","-1,249","0,074","-0,080","0,646","-0,094","-0,020","0,086","0,612","0,089","0,437","0,182","-0,117","-0,218","-0,525","-0,569","-0,360","0,094","0,243","-0,039"
69,"0,914","-0,129","-0,817","0,066","0,076","0,175","0,029","-0,239","0,071","0,479","0,157","0,703","0,156","0,002","0,191","-0,181","-0,542","-0,189","0,097","0,259","0,082"
70,"0,642","0,003","-0,424","0,176","-0,320","-0,266","0,148","-0,027","-0,053","0,397","0,047","0,299","0,198","0,029","0,504","-0,004","-0,328","-0,013","0,101","0,335","0,195"
71,"0,114","0,104","0,171","0,244","-0,250","-0,228","0,088","-0,164","-0,044","0,126","-0,133","-0,113","0,346","-0,031","0,085","0,247","-0,420","-0,069","0,040","0,275","0,205"
72,"-0,381","0,098","0,276","0,161","-0,141","0,015","0,028","-0,270","0,018","0,021","-0,253","-0,316","0,226","0,144","0,027","0,537","-0,304","0,110","0,040","0,395","0,189"
73,"-0,342","0,125","0,607","0,199","-0,154","0,263","0,028","-0,134","0,009","0,145","-0,433","-0,292","0,279","0,062","0,182","0,758","-0,348","0,239","-0,021","0,335","0,199"
74,"-0,050","0,155","0,817","0,299","-0,060","0,103","0,150","-0,072","0,113","0,017","-0,055","-0,048","0,193","0,297","0,553","0,882","-0,277","0,281","0,097","0,138","0,098"
75,"0,512","-0,001","0,661","0,226","-0,273","-0,347","0,028","0,064","0,107","0,351","-0,016","0,068","0,181","0,231","0,763","1,061","-0,297","0,316","0,097","0,077","0,106"
76,"0,519","0,136","0,525","0,285","-0,155","-0,379","-0,033","-0,020","0,085","0,448","-0,089","0,261","0,193","0,238","0,570","1,086","-0,573","0,351","0,158","0,137","0,096"
77,"0,542","-0,027","0,198","0,295","-0,263","-0,297","0,147","0,192","-0,039","0,377","-0,103","0,215","0,138","0,087","0,484","0,681","-0,476","0,239","-0,023","0,146","0,162"
78,"0,631","0,085","-0,260","0,152","-0,213","-0,032","0,087","0,169","0,045","0,272","-0,223","0,011","0,152","-0,039","0,267","-0,016","-0,263","0,089","0,033","0,062","-0,013"
79,"0,462","0,110","-0,490","0,301","-0,239","0,138","0,026","0,055","-0,029","-0,063","-0,203","-0,120","0,006","-0,210","-0,329","-0,255","-0,120","0,113","0,035","0,069","0,047"
80,"0,090","-0,031","-0,377","0,222","-0,202","0,017","0,027","0,169","0,045","-0,157","-0,307","-0,266","0,136","-0,126","-0,472","-0,333","0,013","-0,055","0,096","0,190","0,030"
81,"-0,168","-0,117","-0,148","0,220","-0,082","-0,006","-0,035","0,305","0,038","0,115","-0,149","-0,171","0,137","-0,068","-0,489","-0,262","0,057","-0,075","-0,024","0,199","0,094"
82,"0,079","-0,141","-0,187","0,169","-0,069","0,062","-0,094","0,177","0,183","0,328","-0,048","-0,048","0,194","-0,050","-0,427","-0,190","-0,015","-0,165","0,097","0,259","0,082"
83,"0,026","-0,196","-0,300","0,086","-0,020","0,317","-0,033","0,147","0,130","0,267","-0,025","0,280","0,182","-0,117","-0,218","-0,178","-0,108","0,043","0,219","0,319","0,071"
84,"0,101","-0,112","-0,541","0,108","-0,008","0,060","-0,035","0,055","-0,029","0,136","-0,016","0,561","0,182","-0,117","-0,218","-0,095","-0,013","-0,009","0,223","0,334","0,192"
85,"0,278","-0,192","-0,420","0,071","-0,055","-0,177","0,026","0,055","-0,029","0,086","0,039","0,299","0,125","-0,075","-0,297","-0,029","-0,052","-0,048","0,287","0,168","0,334"
86,"0,274","-0,165","-0,366","0,029","-0,031","-0,049","0,090","-0,155","0,092","0,098","0,034","0,041","0,053","-0,025","-0,125","0,023","0,091","0,085","0,225","0,221","0,268"
87,"0,309","0,080","-0,008","0,006","0,017","0,197","0,149","-0,133","0,008","0,052","-0,029","-0,190","0,172","-0,007","-0,060","0,160","0,096","0,025","0,166","0,229","0,330"
88,"0,909","0,087","0,167","-0,174","-0,039","0,236","0,149","-0,133","0,008","0,058","-0,265","-0,127","0,038","-0,074","0,142","0,190","0,020","0,151","0,223","0,213","0,207"
89,"0,538","0,000","0,253","-0,114","0,019","0,215","0,027","-0,050","0,032","0,412","-0,077","0,072","0,032","0,077","0,225","0,614","-0,175","0,110","0,160","0,085","0,165"
90,"0,472","-0,028","0,330","-0,053","-0,042","0,218","-0,095","-0,081","-0,020","0,388","-0,087","0,273","-0,023","-0,075","0,139","0,436","-0,156","0,075","0,038","-0,036","0,184"
91,"0,392","0,107","0,599","-0,052","-0,161","0,241","0,027","-0,050","0,032","0,186","-0,113","0,192","-0,091","0,018","0,235","0,746","-0,254","0,031","-0,021","0,033","0,238"
92,"0,195","0,267","0,778","-0,003","0,005","0,137","0,028","-0,217","-0,013","0,101","-0,084","0,072","0,095","-0,057","0,204","0,721","-0,239","0,164","-0,078","0,170","0,345"
93,"0,006","0,374","0,848","-0,099","-0,160","-0,066","0,027","-0,081","-0,021","-0,015","-0,220","-0,189","0,038","-0,016","0,125","0,722","-0,356","0,094","-0,198","0,057","0,425"
94,"-0,234","0,289","0,805","-0,021","-0,078","0,031","0,028","-0,134","0,009","-0,196","-0,156","-0,170","0,047","-0,242","0,001","0,722","-0,356","0,094","-0,259","0,178","0,411"
95,"-0,150","0,182","0,455","0,053","0,076","0,492","-0,095","0,033","0,055","0,211","-0,162","0,007","0,163","-0,090","0,091","0,596","-0,193","0,192","-0,258","0,247","0,463"
96,"-0,136","-0,036","0,291","0,035","-0,007","0,386","-0,155","-0,187","0,042","0,304","-0,036","0,469","0,159","-0,073","0,150","0,382","-0,182","0,013","-0,263","0,284","0,274"
97,"0,064","-0,032","0,031","-0,030","0,125","0,747","0,029","-0,072","0,115","0,311","0,177","0,796","0,168","0,010","-0,001","0,340","-0,041","-0,011","-0,023","0,206","0,154"
98,"0,194","-0,030","-0,097","0,031","0,004","0,761","0,088","0,200","0,097","0,156","0,155","0,962","0,190","-0,092","-0,352","0,245","-0,187","0,072","0,031","0,114","-0,082"
99,"0,149","-0,140","-0,319","0,105","0,003","0,435","0,150","-0,019","0,083","-0,047","0,107","0,565","0,148","-0,118","-0,665","0,167","0,063","-0,026","-0,028","0,122","-0,019"
100,"0,174","-0,193","-0,700","0,067","0,016","0,187","0,211","0,065","0,104","0,040","-0,024","0,068","0,134","0,008","-0,448","0,167","0,063","-0,026","0,037","0,077","0,108"
101,"0,252","-0,191","-0,969","0,067","0,016","0,187","0,029","-0,156","0,093","0,135","0,000","-0,086","0,061","0,000","-0,259","0,297","0,101","-0,034","0,028","-0,083","-0,179"
102,"0,530","0,057","-0,595","0,057","0,064","0,116","-0,033","0,147","0,130","0,005","-0,071","-0,105","0,057","-0,100","-0,167","0,214","0,122","0,088","-0,039","0,015","-0,374"
103,"0,620","-0,025","-0,070","0,136","0,027","0,237","-0,095","-0,081","-0,020","0,196","-0,060","-0,082","0,050","-0,008","-0,067","0,340","-0,041","-0,011","-0,092","-0,075","-0,115"
104,"0,661","0,302","0,180","0,128","-0,105","0,201","-0,033","-0,020","0,085","0,343","-0,209","0,057","0,042","0,026","0,050","0,126","-0,174","0,049","-0,336","-0,013","-0,116"
105,"0,397","0,380","0,464","0,185","0,193","0,133","-0,034","0,033","0,055","0,354","-0,134","0,099","-0,013","0,126","-0,046","0,263","-0,169","-0,010","-0,521","-0,081","-0,163"
106,"0,033","0,430","0,413","0,107","0,111","0,036","0,088","-0,081","-0,022","0,351","-0,016","0,068","0,069","-0,034","-0,376","0,150","-0,189","-0,084","-0,334","0,055","-0,063"
107,"-0,320","0,344","0,226","0,201","-0,046","-0,136","-0,095","-0,081","-0,020","0,205","0,073","-0,056","0,061","0,000","-0,259","0,276","-0,235","-0,112","-0,333","-0,058","0,013"
108,"0,323","0,108","-0,225","0,399","0,034","-0,058","-0,218","0,137","-0,004","0,262","0,189","-0,099","0,098","0,236","0,120","0,252","-0,220","0,021","-0,270","-0,111","0,080"
109,"-0,126","0,265","0,074","0,422","0,046","-0,315","0,025","0,327","-0,046","0,087","0,018","-0,017","0,090","0,211","0,254","0,579","-0,184","-0,035","-0,331","-0,292","0,105"
110,"0,043","0,239","0,304","0,340","-0,025","-0,037","-0,096","0,471","0,083","-0,078","-0,079","0,107","0,028","0,094","0,284","0,364","-0,083","0,166","-0,152","-0,308","-0,021"
111,"0,099","0,022","0,416","0,325","0,155","0,245","0,086","0,275","-0,016","-0,328","-0,147","0,111","0,083","0,245","0,371","0,053","0,160","-0,029","-0,213","-0,490","0,004"
112,"0,119","-0,114","0,143","0,483","0,140","0,474","-0,096","0,024","-0,081","-0,269","-0,090","0,084","0,094","0,194","0,195","-0,602","0,231","-0,156","-0,705","-0,451","-0,171"
113,"-0,177","-0,117","-0,012","0,516","0,044","0,300","-0,034","0,169","0,046","-0,320","0,045","0,122","0,234","0,110","-0,090","-0,602","0,348","-0,085","-0,888","-0,450","-0,166"
114,"-0,226","0,046","-0,233","0,275","-0,107","-0,450","0,086","0,108","-0,061","-0,414","-0,059","-0,024","0,355","0,111","-0,082","-0,548","0,258","-0,093","-0,947","-0,382","-0,111"
115,"-0,088","-0,006","-0,471","0,429","-0,265","-0,632","0,026","0,253","0,068","-0,383","0,165","0,102","0,184","0,059","-0,269","-0,459","0,176","0,044","-0,887","-0,442","-0,105"
116,"-0,135","0,021","-0,692","0,353","-0,084","-0,341","-0,034","0,283","0,121","-0,309","0,061","0,179","0,180","0,076","-0,210","-0,286","0,217","-0,181","-0,773","-0,422","-0,419"
117,"-0,049","-0,031","-1,069","0,325","0,095","0,257","0,026","0,108","-0,060","-0,024","0,176","0,348","0,243","-0,058","-0,231","-0,262","0,057","-0,075","-0,411","-0,257","-0,574"
118,"-0,038","-0,358","-1,179","0,147","-0,081","0,320","0,087","-0,111","-0,075","0,181","0,085","0,461","0,247","-0,074","-0,290","-0,183","-0,048","-0,216","-0,168","-0,258","-0,581"
119,"-0,220","-0,306","-1,218","0,137","-0,033","0,249","0,027","-0,247","-0,065","0,409","0,062","0,357","0,083","-0,160","-0,593","0,037","-0,092","-0,088","-0,046","-0,077","-0,608"
120,"-0,423","-0,282","-0,903","0,104","-0,152","-0,352","0,026","-0,142","-0,127","0,252","0,136","0,175","0,015","-0,127","-0,480","-0,082","-0,079","-0,111","-0,046","-0,198","-0,592"
121,"-0,134","-0,169","-0,665","-0,014","-0,101","-0,720","0,087","-0,111","-0,075","0,192","0,117","-0,130","0,072","-0,110","-0,418","-0,047","-0,071","0,034","-0,044","-0,190","-0,532"
122,"0,036","-0,141","-0,463","-0,217","-0,110","-0,435","0,088","-0,164","-0,044","-0,005","-0,167","-0,463","0,193","-0,167","-0,393","0,119","0,120","-0,069","-0,046","-0,138","-0,600"
123,"-0,283","0,019","-0,292","-0,141","-0,076","0,050","0,027","-0,247","-0,065","-0,027","-0,220","-0,895","0,111","-0,007","-0,063","0,118","0,237","0,002","-0,284","0,008","-0,428"
124,"-0,484","-0,039","-0,004","-0,054","0,018","0,206","0,148","-0,111","-0,075","-0,025","-0,337","-0,864","0,115","0,034","-0,139","0,214","0,122","0,088","-0,282","0,015","-0,367"
125,"-0,607","-0,095","0,015","-0,143","0,044","0,026","0,088","0,003","0,000","0,023","-0,333","-0,617","0,064","-0,134","-0,284","0,237","0,079","0,264","-0,342","-0,158","-0,281"
126,"-0,460","-0,147","-0,358","-0,231","0,010","-0,142","0,027","-0,081","-0,021","-0,011","-0,418","-0,458","0,108","0,068","-0,022","0,106","0,186","0,033","-0,342","-0,097","-0,289"
127,"-0,208","-0,144","-0,479","-0,118","-0,124","-0,196","0,026","-0,028","-0,052","-0,051","-0,208","-0,378","0,084","0,053","0,363","0,053","0,160","-0,029","-0,462","-0,270","-0,202"
128,"-0,042","-0,088","-0,222","-0,086","-0,160","-0,383","0,027","-0,081","-0,021","-0,031","-0,059","-0,294","0,194","0,046","0,563","0,084","-0,033","0,026","-0,275","-0,376","-0,070"
129,"0,190","-0,249","0,011","-0,051","0,066","-0,182","-0,094","-0,217","-0,011","-0,070","0,092","-0,199","-0,040","0,127","0,397","-0,215","0,117","0,039","-0,275","-0,376","-0,070"
130,"0,228","0,160","0,288","-0,091","-0,088","-0,019","-0,034","-0,195","-0,095","-0,130","0,093","-0,187","0,133","-0,013","0,576","-0,220","0,033","0,019","0,028","-0,264","-0,155"
131,"0,001","0,103","0,027","-0,141","-0,135","0,061","0,028","-0,134","0,009","0,045","0,286","0,047","0,027","-0,023","0,318","-0,338","-0,071","-0,074","0,144","-0,409","-0,324"
132,"-0,399","0,099","-0,408","-0,131","-0,124","0,120","0,026","-0,195","-0,096","0,201","0,271","0,213","0,210","0,036","0,312","-0,619","0,097","-0,144","0,141","-0,304","-0,461"
133,"-0,694","-0,095","-0,537","0,049","-0,067","0,081","0,089","-0,186","0,039","0,392","0,282","0,236","0,082","-0,219","-0,576","-0,440","0,077","-0,109","0,087","-0,272","-0,217"
134,"-0,878","-0,207","-0,494","-0,090","-0,148","-0,007","0,027","-0,081","-0,021","0,227","0,185","0,360","0,075","-0,591","-1,423","-0,332","-0,104","-0,125","-0,042","-0,243","-0,464"
135,"-0,587","-0,422","-0,231","0,011","-0,054","-0,167","0,087","-0,058","-0,105","0,193","0,079","0,202","0,110","-0,530","-0,993","-0,244","0,076","-0,157","-0,040","-0,175","-0,411"
