Index,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z
0,"-0,001","0,004","0,882","0,002","0,004","1,008","0,001","0,003","0,954","0,006","0,003","0,949","0,000","0,001","1,042","-0,004","-0,001","0,965","0,003","0,000","1,004"
1,"0,002","0,004","0,887","0,000","0,003","1,009","0,001","-0,002","0,949","0,006","0,002","0,953","0,000","0,006","1,042","-0,004","0,002","0,963","0,001","0,007","1,003"
2,"-0,003","0,004","0,879","0,000","0,003","1,009","0,001","0,000","0,956","0,002","0,000","0,956","0,002","-0,001","1,044","-0,001","-0,003","0,960","0,004","0,003","1,006"
3,"0,004","-0,002","0,886","0,003","0,001","1,011","0,006","0,006","0,952","0,003","-0,003","0,953","0,003","-0,001","1,041","-0,004","0,001","0,966","0,001","0,003","1,005"
4,"0,001","0,000","0,883","-0,003","0,003","1,003","-0,001","0,001","0,951","0,006","0,001","0,952","0,001","-0,006","1,045","-0,005","-0,002","0,959","0,003","0,007","1,003"
5,"-0,006","0,000","0,884","-0,001","0,005","1,003","0,001","0,004","0,956","0,000","-0,004","0,956","0,005","-0,005","1,042","-0,001","-0,003","0,963","0,005","0,007","1,003"
6,"-0,002","-0,002","0,887","0,000","-0,002","1,007","0,000","-0,002","0,950","0,001","-0,003","0,946","0,002","0,000","1,045","0,003","-0,005","0,961","0,005","0,002","1,004"
7,"-0,008","-0,003","0,884","-0,001","-0,005","1,007","0,004","0,001","0,956","0,002","0,000","0,953","-0,001","0,001","1,041","0,002","0,001","0,966","0,007","0,004","1,004"
8,"-0,005","-0,002","0,888","0,000","0,004","1,008","0,002","0,003","0,951","0,004","0,003","0,953","0,001","-0,006","1,049","-0,006","0,002","0,965","-0,004","-0,002","1,005"
9,"-0,005","-0,003","0,888","-0,002","0,004","1,007","0,000","0,003","0,953","0,003","0,003","0,948","0,000","-0,001","1,044","0,000","-0,001","0,963","-0,002","0,002","1,007"
10,"-0,001","-0,006","0,877","-0,002","-0,002","1,007","0,001","-0,002","0,953","0,004","0,002","0,953","-0,001","-0,005","1,045","0,000","0,000","0,959","-0,004","0,008","1,006"
11,"-0,001","0,001","0,886","-0,003","-0,002","1,004","0,000","-0,004","0,949","0,007","-0,001","0,950","0,000","0,000","1,042","-0,006","0,002","0,968","-0,002","0,006","1,006"
12,"-0,005","0,000","0,883","0,003","-0,001","1,008","0,002","-0,004","0,950","0,004","0,003","0,957","0,001","-0,002","1,044","-0,001","-0,001","0,966","-0,003","0,002","1,010"
13,"-0,006","0,003","0,884","0,001","-0,001","1,003","0,002","-0,001","0,948","0,000","-0,005","0,951","-0,002","-0,001","1,043","-0,001","0,000","0,967","0,002","0,008","1,008"
14,"-0,010","0,002","0,882","-0,002","0,001","1,005","-0,001","0,002","0,950","0,002","0,003","0,956","0,005","0,000","1,045","-0,003","-0,001","0,963","0,001","0,001","1,005"
15,"-0,005","0,002","0,877","0,001","-0,001","1,009","0,001","0,001","0,951","0,001","0,005","0,956","0,006","-0,002","1,042","-0,002","0,003","0,962","0,003","0,010","1,004"
16,"-0,008","0,003","0,887","-0,004","0,006","1,002","-0,004","-0,003","0,949","0,001","0,007","0,951","0,004","0,000","1,045","-0,002","-0,002","0,960","0,007","0,006","1,003"
17,"-0,002","0,003","0,883","-0,003","0,006","1,003","0,001","-0,002","0,952","0,000","0,009","0,955","0,000","0,004","1,045","-0,003","-0,001","0,960","0,000","0,005","1,007"
