Index,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z
0,"0,016","-0,014","1,046","-0,006","-0,003","0,999","0,003","0,003","0,950","-0,009","0,005","1,010","0,000","0,004","1,028","-0,002","0,006","0,957","-0,002","0,001","0,996"
1,"0,017","-0,012","1,047","-0,003","0,005","0,998","0,003","-0,006","0,944","0,000","0,009","1,012","0,000","-0,003","1,023","0,000","-0,002","0,964","-0,007","-0,004","0,999"
2,"0,009","-0,016","1,042","-0,004","0,002","0,994","-0,008","0,004","0,944","-0,001","0,013","1,008","-0,002","0,001","1,021","-0,005","0,003","0,959","-0,005","-0,006","0,997"
3,"0,003","0,004","1,046","-0,004","0,003","1,004","-0,003","0,004","0,942","0,005","0,010","1,010","-0,003","0,001","1,021","0,001","0,000","0,948","-0,004","0,001","0,992"
4,"-0,002","0,006","1,047","0,000","0,005","0,998","0,002","-0,007","0,947","0,012","0,007","1,010","0,002","-0,002","1,023","0,003","0,005","0,960","-0,002","-0,002","0,994"
5,"-0,007","0,005","1,048","0,001","-0,006","1,000","0,003","-0,002","0,941","0,009","0,009","1,004","-0,002","0,002","1,024","-0,002","0,004","0,956","0,000","-0,006","0,992"
6,"-0,014","-0,010","1,049","0,000","-0,001","1,002","-0,004","0,000","0,944","0,008","0,000","1,004","-0,003","0,003","1,024","0,000","0,000","0,955","0,004","0,004","0,992"
7,"-0,016","-0,002","1,045","-0,002","-0,004","1,003","0,008","-0,005","0,949","0,001","0,002","1,005","-0,004","-0,002","1,023","0,000","0,003","0,962","0,007","-0,001","0,996"
8,"-0,015","-0,001","1,037","0,000","0,001","1,001","0,000","0,006","0,949","0,000","0,004","1,001","-0,002","-0,004","1,023","0,002","0,013","0,964","0,005","0,003","0,994"
9,"-0,010","-0,008","1,046","-0,003","0,003","1,001","-0,002","-0,002","0,936","-0,002","0,002","1,013","0,002","0,000","1,026","-0,005","0,001","0,955","0,005","-0,001","0,994"
10,"-0,007","-0,016","1,039","-0,002","0,005","1,001","0,005","-0,001","0,949","0,002","0,011","1,003","-0,003","-0,007","1,026","-0,003","-0,007","0,963","-0,001","0,001","0,998"
11,"0,005","-0,011","1,039","-0,002","-0,003","1,003","-0,002","-0,001","0,946","0,006","0,000","1,007","-0,005","-0,010","1,025","-0,010","0,005","0,961","-0,008","-0,005","0,994"
12,"0,014","-0,009","1,048","-0,004","-0,002","1,005","0,002","0,002","0,944","0,011","-0,003","1,010","0,003","-0,005","1,025","0,000","-0,005","0,961","-0,007","0,005","0,996"
13,"0,015","-0,010","1,044","-0,009","0,000","1,003","0,007","-0,004","0,949","-0,004","0,011","1,005","0,001","0,005","1,021","-0,005","0,003","0,967","-0,007","-0,002","0,999"
14,"0,014","-0,014","1,048","-0,002","-0,001","1,004","-0,004","-0,002","0,949","-0,009","0,011","1,006","0,003","0,004","1,025","-0,001","0,004","0,956","0,002","0,003","1,002"
15,"0,001","-0,003","1,046","0,000","0,002","1,001","0,002","0,005","0,945","0,002","-0,004","1,006","0,002","0,007","1,021","-0,007","0,001","0,966","0,002","0,001","1,005"
16,"-0,006","0,001","1,044","-0,005","-0,007","1,002","0,001","-0,009","0,943","0,004","0,001","1,009","-0,002","0,013","1,021","0,005","0,009","0,963","0,008","0,000","1,001"
17,"0,001","-0,003","1,041","-0,001","-0,008","1,005","-0,003","0,004","0,944","0,002","-0,004","1,006","0,000","0,005","1,020","0,003","0,003","0,955","0,007","-0,001","0,998"
18,"-0,006","-0,011","1,040","0,001","0,001","1,001","0,000","-0,003","0,950","0,003","0,005","1,007","0,001","-0,003","1,026","-0,001","0,000","0,962","0,001","0,004","0,993"
