Index,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z
0,"0,807","0,582","-0,098","0,000","0,982","-0,167","0,085","0,000","0,899","0,423","0,111","0,000","0,786","0,619","0,008","0,000","0,981","-0,188","-0,050","0,000","0,888","0,410","-0,209","0,000","0,975","0,223","0,005","0,000"
1,"0,808","0,581","-0,098","0,000","0,982","-0,167","0,085","0,000","0,899","0,423","0,111","0,000","0,784","0,621","0,009","0,000","0,981","-0,189","-0,050","0,000","0,887","0,412","-0,209","0,000","0,975","0,223","0,005","0,000"
2,"0,808","0,581","-0,098","0,000","0,982","-0,167","0,087","0,000","0,899","0,423","0,112","0,000","0,784","0,621","0,009","0,000","0,981","-0,190","-0,050","0,000","0,887","0,412","-0,209","0,000","0,976","0,219","0,005","0,000"
3,"0,808","0,581","-0,099","0,000","0,982","-0,167","0,087","0,000","0,899","0,423","0,111","0,000","0,784","0,620","0,008","0,000","0,981","-0,189","-0,051","0,000","0,888","0,411","-0,209","0,000","0,975","0,223","0,004","0,000"
4,"0,808","0,581","-0,099","0,000","0,982","-0,167","0,087","0,000","0,899","0,424","0,111","0,000","0,785","0,620","0,009","0,000","0,981","-0,189","-0,050","0,000","0,888","0,411","-0,208","0,000","0,975","0,221","0,004","0,000"
5,"0,808","0,581","-0,099","0,000","0,982","-0,167","0,087","0,000","0,899","0,424","0,111","0,000","0,785","0,620","0,009","0,000","0,981","-0,189","-0,050","0,000","0,887","0,412","-0,207","0,000","0,975","0,223","0,004","0,000"
6,"0,808","0,581","-0,099","0,000","0,982","-0,167","0,088","0,000","0,899","0,424","0,111","0,000","0,785","0,620","0,012","0,000","0,981","-0,190","-0,050","0,000","0,888","0,411","-0,207","0,000","0,975","0,221","0,004","0,000"
7,"0,808","0,581","-0,099","0,000","0,982","-0,167","0,088","0,000","0,899","0,424","0,111","0,000","0,785","0,619","0,012","0,000","0,981","-0,189","-0,050","0,000","0,887","0,412","-0,207","0,000","0,975","0,222","0,004","0,000"
8,"0,808","0,581","-0,099","0,000","0,982","-0,168","0,087","0,000","0,899","0,424","0,111","0,000","0,785","0,619","0,012","0,000","0,981","-0,190","-0,050","0,000","0,887","0,412","-0,207","0,000","0,975","0,222","0,004","0,000"
9,"0,809","0,580","-0,099","0,000","0,982","-0,168","0,088","0,000","0,899","0,424","0,111","0,000","0,785","0,619","0,010","0,000","0,981","-0,190","-0,050","0,000","0,887","0,412","-0,207","0,000","0,975","0,223","0,002","0,000"
