Index,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z
0,"0,970","-0,241","-0,033","0,000","0,992","-0,100","0,075","0,000","0,867","0,499","0,006","0,000","0,987","-0,127","0,093","0,000","0,990","-0,139","-0,037","0,000","0,872","0,476","-0,110","0,000","0,998","-0,057","0,015","0,000"
1,"0,970","-0,241","-0,033","0,000","0,992","-0,102","0,075","0,000","0,867","0,499","0,006","0,000","0,987","-0,133","0,095","0,000","0,990","-0,139","-0,037","0,000","0,873","0,476","-0,109","0,000","0,998","-0,058","0,015","0,000"
2,"0,970","-0,241","-0,033","0,000","0,992","-0,103","0,076","0,000","0,867","0,499","0,006","0,000","0,986","-0,135","0,096","0,000","0,990","-0,139","-0,037","0,000","0,873","0,476","-0,109","0,000","0,998","-0,058","0,016","0,000"
3,"0,970","-0,239","-0,036","0,000","0,992","-0,102","0,075","0,000","0,867","0,499","0,005","0,000","0,987","-0,132","0,095","0,000","0,990","-0,139","-0,037","0,000","0,873","0,476","-0,109","0,000","0,998","-0,058","0,016","0,000"
4,"0,970","-0,240","-0,035","0,000","0,992","-0,102","0,075","0,000","0,867","0,499","0,005","0,000","0,986","-0,133","0,098","0,000","0,989","-0,140","-0,035","0,000","0,872","0,476","-0,109","0,000","0,998","-0,059","0,016","0,000"
5,"0,970","-0,239","-0,036","0,000","0,992","-0,102","0,075","0,000","0,867","0,499","0,005","0,000","0,987","-0,132","0,096","0,000","0,990","-0,139","-0,035","0,000","0,872","0,477","-0,109","0,000","0,998","-0,059","0,016","0,000"
6,"0,970","-0,239","-0,036","0,000","0,992","-0,102","0,075","0,000","0,867","0,499","0,005","0,000","0,986","-0,132","0,097","0,000","0,990","-0,139","-0,034","0,000","0,872","0,476","-0,109","0,000","0,998","-0,059","0,016","0,000"
7,"0,971","-0,238","-0,036","0,000","0,992","-0,101","0,075","0,000","0,867","0,499","0,005","0,000","0,987","-0,131","0,095","0,000","0,990","-0,139","-0,035","0,000","0,872","0,477","-0,109","0,000","0,998","-0,059","0,015","0,000"
8,"0,971","-0,238","-0,035","0,000","0,992","-0,101","0,075","0,000","0,867","0,499","0,005","0,000","0,987","-0,131","0,096","0,000","0,990","-0,139","-0,035","0,000","0,872","0,477","-0,108","0,000","0,998","-0,059","0,016","0,000"
9,"0,971","-0,237","-0,035","0,000","0,992","-0,100","0,075","0,000","0,867","0,499","0,005","0,000","0,987","-0,131","0,095","0,000","0,990","-0,138","-0,035","0,000","0,872","0,477","-0,109","0,000","0,998","-0,059","0,015","0,000"
